#Parameters = {arc_angle=1.6139656200868; central_vac_external_radius=45; central_vac_length=35; copper_sheet_external_radius=35.5; copper_sheet_internal_radius=35; disk_vac_length=2; disk_vac_radius=55; disk_vac_trasl=10; finger_a=10; finger_blend_radius=1; finger_t=1; finger_transl=2.5; fingers_rep=70; meshCells=6.5; mesh_dx=0.2; mesh_dy=0.1; mesh_dz=0.2; pipe_external_radius=35.5; pipe_internal_radius=0; pipe_length=150; sigma_y=0.4; sigma_z=0.4; small_finger_grace_length=0; small_finger_rot=5; small_finger_width=0.1; wakelength=200; x_beam=0; x_path=0; y_beam=0; y_path=0}
#"Frequency / GHz"	"Y [Re]"	"Y [Im]"
#-----------------------------------
0.00000000000000	0.0013309029019368	-9.4142032005286e-14
0.25623423423423	0.0010908546462694	0.014327619005341
0.51246846846847	0.00054753278540909	0.028976007376799
0.76870270270270	-1.4321289894266e-05	0.043925151380076
1.0249369369369	-0.00064130433200347	0.058943584863059
1.2811711711712	-0.0017670019567070	0.074122032288166
1.5374054054054	-0.0036609108290576	0.090226419795845
1.7936396396396	-0.0057097186744898	0.10834283309355
2.0498738738739	-0.0062771844949043	0.12892561646223
2.3061081081081	-0.0034845978753240	0.15099743418111
2.5623423423423	0.0035447339225502	0.17225958449918
2.8185765765766	0.013907716952252	0.19018380016338
3.0748108108108	0.025235250715345	0.20335317964229
3.3310450450450	0.034877288211090	0.21210863498357
3.5872792792793	0.041084751307518	0.21812705414237
3.8435135135135	0.043409225233700	0.22340195024445
4.0997477477477	0.042269534398500	0.22947720284271
4.3559819819820	0.038319607303459	0.23739804738484
4.6122162162162	0.032283929060400	0.24809062797630
4.8684504504505	0.025315409719277	0.26248301161232
5.1246846846847	0.019286474864480	0.28100930179518
5.3809189189189	0.016388327823123	0.30287503118410
5.6371531531532	0.018058210639151	0.32588688146938
5.8933873873874	0.024001998804840	0.34730508792498
6.1496216216216	0.032210255363016	0.36530246937492
6.4058558558559	0.040171362297229	0.37996597271761
6.6620900900901	0.046488848761646	0.39297884740309
6.9183243243243	0.051655840624599	0.40610494678614
7.1745585585586	0.057285922547172	0.41960754435811
7.4307927927928	0.064300916023762	0.43192211437501
7.6870270270270	0.071507136436720	0.44101711145099
7.9432612612613	0.075857672944986	0.44652487843403
8.1994954954955	0.074485579532025	0.45095119810695
8.4557297297297	0.067150225371977	0.45876814030825
8.7119639639640	0.057190809852498	0.47371979198548
8.9681981981982	0.049974806788642	0.49614365714925
9.2244324324324	0.049644695393302	0.52236272639805
9.4806666666667	0.056396114601594	0.54687761984988
9.7369009009009	0.066392434620183	0.56601928522208
9.9931351351351	0.074632544337277	0.58043698768171
10.249369369369	0.078830583451745	0.59440558397291
10.505603603604	0.081357332445185	0.61220458959026
10.761837837838	0.087491582263069	0.63416867031650
11.018072072072	0.10096836694428	0.65558247211043
11.274306306306	0.12010805860675	0.66970845036354
11.530540540541	0.13777941129679	0.67308131897319
11.786774774775	0.14581955620508	0.66912790316614
12.043009009009	0.14106838597953	0.66696006222434
12.299243243243	0.12851222163846	0.67556755654109
12.555477477477	0.11869204815088	0.69725810017049
12.811711711712	0.12059617442265	0.72525794484372
13.067945945946	0.13484310996236	0.74780189118240
13.324180180180	0.15227912398532	0.75641839588695
13.580414414414	0.15962589045223	0.75275996276758
13.836648648649	0.14880414048744	0.74885145900943
14.092882882883	0.12360754017241	0.75993290575879
14.349117117117	0.098787575451026	0.79427611216334
14.605351351351	0.091583607505616	0.84677460740994
14.861585585586	0.11094100847557	0.90090043112307
15.117819819820	0.15147487001058	0.93815422713186
15.374054054054	0.19630387466424	0.94908212583486
15.630288288288	0.22709404472316	0.93875212919250
15.886522522523	0.23488118833299	0.92313488417339
16.142756756757	0.22469833302755	0.91878692595712
16.398990990991	0.21111598721146	0.93262971069972
16.655225225225	0.20781585506630	0.95851466534168
16.911459459459	0.21826260526856	0.98270393706401
17.167693693694	0.23375700003028	0.99439777760187
17.423927927928	0.24012491756160	0.99402799637335
17.680162162162	0.22837772463241	0.99356387596559
17.936396396396	0.20191386969718	1.0085783630860
18.192630630631	0.17519942500476	1.0475615365244
18.448864864865	0.16481551994686	1.1059212720877
18.705099099099	0.17914049377436	1.1688033960021
18.961333333333	0.21384948076365	1.2205668474144
19.217567567568	0.25610244468564	1.2540167911593
19.473801801802	0.29387080280110	1.2728860980422
19.730036036036	0.32316299796289	1.2863538444367
19.986270270270	0.34785362865529	1.3005709064389
20.242504504505	0.37295668705765	1.3143456910580
20.498738738739	0.39762762247907	1.3224714252581
20.754972972973	0.41439530812776	1.3235257485341
21.011207207207	0.41572411818451	1.3248638010199
