# z (m)           wake (V/pC)     z (m)          wake-log-term (V/pC)
3.016000e-02    1.667052e-01    3.016000e-02    1.667122e-01
3.017000e-02    1.670314e-01    3.017000e-02    1.670369e-01
3.018000e-02    1.673208e-01    3.018000e-02    1.673281e-01
3.019000e-02    1.675810e-01    3.019000e-02    1.675860e-01
3.020000e-02    1.678140e-01    3.020000e-02    1.678227e-01
3.021000e-02    1.680141e-01    3.021000e-02    1.680229e-01
3.022000e-02    1.681908e-01    3.022000e-02    1.681989e-01
3.023000e-02    1.683345e-01    3.023000e-02    1.683415e-01
3.024000e-02    1.684452e-01    3.024000e-02    1.684507e-01
3.025000e-02    1.685306e-01    3.025000e-02    1.685387e-01
3.026000e-02    1.685811e-01    3.026000e-02    1.685903e-01
3.027000e-02    1.686025e-01    3.027000e-02    1.686115e-01
3.028000e-02    1.685928e-01    3.028000e-02    1.685994e-01
3.029000e-02    1.685578e-01    3.029000e-02    1.685660e-01
3.030000e-02    1.684879e-01    3.030000e-02    1.684962e-01
3.031000e-02    1.683947e-01    3.031000e-02    1.684022e-01
3.032000e-02    1.682665e-01    3.032000e-02    1.682717e-01
3.033000e-02    1.681092e-01    3.033000e-02    1.681139e-01
3.034000e-02    1.679170e-01    3.034000e-02    1.679228e-01
3.035000e-02    1.676917e-01    3.035000e-02    1.676983e-01
3.036000e-02    1.674490e-01    3.036000e-02    1.674556e-01
3.037000e-02    1.671751e-01    3.037000e-02    1.671795e-01
3.038000e-02    1.668683e-01    3.038000e-02    1.668761e-01
3.039000e-02    1.665323e-01    3.039000e-02    1.665393e-01
3.040000e-02    1.661711e-01    3.040000e-02    1.661782e-01
3.041000e-02    1.657944e-01    3.041000e-02    1.658020e-01
3.042000e-02    1.653749e-01    3.042000e-02    1.653803e-01
3.043000e-02    1.649399e-01    3.043000e-02    1.649464e-01
3.044000e-02    1.644738e-01    3.044000e-02    1.644792e-01
3.045000e-02    1.639825e-01    3.045000e-02    1.639877e-01
3.046000e-02    1.634601e-01    3.046000e-02    1.634659e-01
3.047000e-02    1.629163e-01    3.047000e-02    1.629228e-01
3.048000e-02    1.623551e-01    3.048000e-02    1.623615e-01
3.049000e-02    1.617744e-01    3.049000e-02    1.617789e-01
3.050000e-02    1.611627e-01    3.050000e-02    1.611691e-01
3.051000e-02    1.605335e-01    3.051000e-02    1.605411e-01
3.052000e-02    1.598771e-01    3.052000e-02    1.598857e-01
3.053000e-02    1.592071e-01    3.053000e-02    1.592122e-01
3.054000e-02    1.585158e-01    3.054000e-02    1.585204e-01
3.055000e-02    1.578050e-01    3.055000e-02    1.578105e-01
3.056000e-02    1.570826e-01    3.056000e-02    1.570884e-01
3.057000e-02    1.563446e-01    3.057000e-02    1.563511e-01
3.058000e-02    1.555872e-01    3.058000e-02    1.555926e-01
3.059000e-02    1.548162e-01    3.059000e-02    1.548220e-01
3.060000e-02    1.540336e-01    3.060000e-02    1.540392e-01
3.060000e-02    1.540336e-01    3.060000e-02    1.540392e-01
3.061000e-02    1.532335e-01    3.061000e-02    1.532382e-01
3.062000e-02    1.524179e-01    3.062000e-02    1.524251e-01
3.063000e-02    1.515964e-01    3.063000e-02    1.516029e-01
3.064000e-02    1.507594e-01    3.064000e-02    1.507655e-01
3.065000e-02    1.499205e-01    3.065000e-02    1.499281e-01
3.066000e-02    1.490660e-01    3.066000e-02    1.490726e-01
3.067000e-02    1.482134e-01    3.067000e-02    1.482200e-01
3.068000e-02    1.473493e-01    3.068000e-02    1.473553e-01
3.069000e-02    1.464773e-01    3.069000e-02    1.464846e-01
3.070000e-02    1.456053e-01    3.070000e-02    1.456108e-01
3.071000e-02    1.447314e-01    3.071000e-02    1.447370e-01
3.072000e-02    1.438536e-01    3.072000e-02    1.438601e-01
3.073000e-02    1.429700e-01    3.073000e-02    1.429742e-01
3.074000e-02    1.420845e-01    3.074000e-02    1.420913e-01
3.075000e-02    1.412028e-01    3.075000e-02    1.412084e-01
3.076000e-02    1.403192e-01    3.076000e-02    1.403255e-01
3.077000e-02    1.394473e-01    3.077000e-02    1.394517e-01
3.078000e-02    1.385695e-01    3.078000e-02    1.385749e-01
3.079000e-02    1.376995e-01    3.079000e-02    1.377042e-01
3.080000e-02    1.368333e-01    3.080000e-02    1.368364e-01
3.081000e-02    1.359750e-01    3.081000e-02    1.359808e-01
3.082000e-02    1.351263e-01    3.082000e-02    1.351313e-01
3.083000e-02    1.342874e-01    3.083000e-02    1.342909e-01
3.084000e-02    1.334542e-01    3.084000e-02    1.334596e-01
3.085000e-02    1.326308e-01    3.085000e-02    1.326343e-01
3.086000e-02    1.318191e-01    3.086000e-02    1.318243e-01
3.087000e-02    1.310151e-01    3.087000e-02    1.310203e-01
3.088000e-02    1.302286e-01    3.088000e-02    1.302344e-01
3.089000e-02    1.294576e-01    3.089000e-02    1.294638e-01
3.090000e-02    1.286983e-01    3.090000e-02    1.287023e-01
3.091000e-02    1.279545e-01    3.091000e-02    1.279589e-01
3.092000e-02    1.272204e-01    3.092000e-02    1.272247e-01
3.093000e-02    1.265116e-01    3.093000e-02    1.265178e-01
3.094000e-02    1.258164e-01    3.094000e-02    1.258230e-01
3.095000e-02    1.251367e-01    3.095000e-02    1.251404e-01
3.096000e-02    1.244861e-01    3.096000e-02    1.244911e-01
3.097000e-02    1.238472e-01    3.097000e-02    1.238509e-01
3.098000e-02    1.232335e-01    3.098000e-02    1.232380e-01
3.099000e-02    1.226392e-01    3.099000e-02    1.226434e-01
3.100000e-02    1.220664e-01    3.100000e-02    1.220700e-01
3.101000e-02    1.215207e-01    3.101000e-02    1.215269e-01
3.102000e-02    1.209963e-01    3.102000e-02    1.210020e-01
3.103000e-02    1.204933e-01    3.103000e-02    1.204983e-01
3.104000e-02    1.200098e-01    3.104000e-02    1.200159e-01
3.105000e-02    1.195515e-01    3.105000e-02    1.195548e-01
3.106000e-02    1.191203e-01    3.106000e-02    1.191239e-01
3.107000e-02    1.187203e-01    3.107000e-02    1.187235e-01
3.108000e-02    1.183358e-01    3.108000e-02    1.183412e-01
3.109000e-02    1.179843e-01    3.109000e-02    1.179892e-01
3.110000e-02    1.176561e-01    3.110000e-02    1.176616e-01
3.111000e-02    1.173609e-01    3.111000e-02    1.173642e-01
3.112000e-02    1.170909e-01    3.112000e-02    1.170942e-01
3.113000e-02    1.168404e-01    3.113000e-02    1.168454e-01
3.114000e-02    1.166171e-01    3.114000e-02    1.166209e-01
3.115000e-02    1.164307e-01    3.115000e-02    1.164358e-01
3.116000e-02    1.162773e-01    3.116000e-02    1.162811e-01
3.117000e-02    1.161374e-01    3.117000e-02    1.161415e-01
3.118000e-02    1.160364e-01    3.118000e-02    1.160414e-01
3.119000e-02    1.159529e-01    3.119000e-02    1.159564e-01
3.120000e-02    1.159024e-01    3.120000e-02    1.159049e-01
3.121000e-02    1.158694e-01    3.121000e-02    1.158745e-01
3.122000e-02    1.158772e-01    3.122000e-02    1.158836e-01
3.123000e-02    1.159199e-01    3.123000e-02    1.159231e-01
3.124000e-02    1.159801e-01    3.124000e-02    1.159838e-01
3.125000e-02    1.160714e-01    3.125000e-02    1.160748e-01
3.126000e-02    1.161879e-01    3.126000e-02    1.161931e-01
3.127000e-02    1.163336e-01    3.127000e-02    1.163387e-01
3.128000e-02    1.165025e-01    3.128000e-02    1.165056e-01
3.129000e-02    1.167025e-01    3.129000e-02    1.167089e-01
3.130000e-02    1.169239e-01    3.130000e-02    1.169304e-01
3.131000e-02    1.171764e-01    3.131000e-02    1.171791e-01
3.132000e-02    1.174522e-01    3.132000e-02    1.174552e-01
3.133000e-02    1.177609e-01    3.133000e-02    1.177647e-01
3.134000e-02    1.180891e-01    3.134000e-02    1.180924e-01
3.135000e-02    1.184406e-01    3.135000e-02    1.184474e-01
3.136000e-02    1.188154e-01    3.136000e-02    1.188205e-01
3.137000e-02    1.192174e-01    3.137000e-02    1.192210e-01
3.138000e-02    1.196350e-01    3.138000e-02    1.196397e-01
3.139000e-02    1.200855e-01    3.139000e-02    1.200918e-01
3.140000e-02    1.205574e-01    3.140000e-02    1.205621e-01
3.141000e-02    1.210526e-01    3.141000e-02    1.210566e-01
3.142000e-02    1.215595e-01    3.142000e-02    1.215663e-01
3.143000e-02    1.220935e-01    3.143000e-02    1.220973e-01
3.144000e-02    1.226431e-01    3.144000e-02    1.226464e-01
3.145000e-02    1.232121e-01    3.145000e-02    1.232168e-01
3.146000e-02    1.237967e-01    3.146000e-02    1.238024e-01
3.147000e-02    1.243987e-01    3.147000e-02    1.244031e-01
3.148000e-02    1.250260e-01    3.148000e-02    1.250311e-01
3.149000e-02    1.256649e-01    3.149000e-02    1.256713e-01
3.150000e-02    1.263213e-01    3.150000e-02    1.263267e-01
3.151000e-02    1.269874e-01    3.151000e-02    1.269911e-01
3.152000e-02    1.276710e-01    3.152000e-02    1.276768e-01
3.153000e-02    1.283623e-01    3.153000e-02    1.283685e-01
3.154000e-02    1.290653e-01    3.154000e-02    1.290694e-01
3.155000e-02    1.297877e-01    3.155000e-02    1.297915e-01
3.156000e-02    1.305121e-01    3.156000e-02    1.305196e-01
3.157000e-02    1.312501e-01    3.157000e-02    1.312569e-01
3.158000e-02    1.320016e-01    3.158000e-02    1.320063e-01
3.159000e-02    1.327590e-01    3.159000e-02    1.327648e-01
3.160000e-02    1.335144e-01    3.160000e-02    1.335203e-01
3.161000e-02    1.342835e-01    3.161000e-02    1.342879e-01
3.162000e-02    1.350544e-01    3.162000e-02    1.350585e-01
3.163000e-02    1.358351e-01    3.163000e-02    1.358413e-01
3.164000e-02    1.366061e-01    3.164000e-02    1.366119e-01
3.165000e-02    1.373829e-01    3.165000e-02    1.373886e-01
3.166000e-02    1.381714e-01    3.166000e-02    1.381775e-01
3.167000e-02    1.389482e-01    3.167000e-02    1.389542e-01
3.168000e-02    1.397347e-01    3.168000e-02    1.397400e-01
3.169000e-02    1.405154e-01    3.169000e-02    1.405197e-01
3.170000e-02    1.412941e-01    3.170000e-02    1.412994e-01
3.171000e-02    1.420690e-01    3.171000e-02    1.420762e-01
3.172000e-02    1.428438e-01    3.172000e-02    1.428498e-01
3.173000e-02    1.436109e-01    3.173000e-02    1.436144e-01
3.174000e-02    1.443683e-01    3.174000e-02    1.443729e-01
3.175000e-02    1.451218e-01    3.175000e-02    1.451284e-01
3.176000e-02    1.458675e-01    3.176000e-02    1.458717e-01
3.177000e-02    1.466016e-01    3.177000e-02    1.466089e-01
3.178000e-02    1.473318e-01    3.178000e-02    1.473371e-01
3.179000e-02    1.480600e-01    3.179000e-02    1.480653e-01
3.180000e-02    1.487611e-01    3.180000e-02    1.487661e-01
3.181000e-02    1.494563e-01    3.181000e-02    1.494609e-01
3.182000e-02    1.501457e-01    3.182000e-02    1.501527e-01
3.183000e-02    1.508060e-01    3.183000e-02    1.508141e-01
3.184000e-02    1.514663e-01    3.184000e-02    1.514724e-01
3.185000e-02    1.521071e-01    3.185000e-02    1.521126e-01
3.186000e-02    1.527383e-01    3.186000e-02    1.527437e-01
3.187000e-02    1.533384e-01    3.187000e-02    1.533444e-01
3.188000e-02    1.539326e-01    3.188000e-02    1.539391e-01
3.189000e-02    1.545094e-01    3.189000e-02    1.545156e-01
3.190000e-02    1.550609e-01    3.190000e-02    1.550677e-01
3.191000e-02    1.555969e-01    3.191000e-02    1.556017e-01
3.192000e-02    1.561213e-01    3.192000e-02    1.561266e-01
3.193000e-02    1.566165e-01    3.193000e-02    1.566242e-01
3.194000e-02    1.570942e-01    3.194000e-02    1.571005e-01
3.195000e-02    1.575486e-01    3.195000e-02    1.575556e-01
3.196000e-02    1.579875e-01    3.196000e-02    1.579925e-01
3.197000e-02    1.584012e-01    3.197000e-02    1.584082e-01
3.198000e-02    1.587876e-01    3.198000e-02    1.587935e-01
3.199000e-02    1.591547e-01    3.199000e-02    1.591606e-01
3.200000e-02    1.594965e-01    3.200000e-02    1.595034e-01
3.201000e-02    1.598149e-01    3.201000e-02    1.598220e-01
3.202000e-02    1.601140e-01    3.202000e-02    1.601224e-01
3.203000e-02    1.603859e-01    3.203000e-02    1.603924e-01
3.204000e-02    1.606248e-01    3.204000e-02    1.606321e-01
3.205000e-02    1.608500e-01    3.205000e-02    1.608566e-01
3.206000e-02    1.610462e-01    3.206000e-02    1.610538e-01
3.207000e-02    1.612229e-01    3.207000e-02    1.612298e-01
3.208000e-02    1.613705e-01    3.208000e-02    1.613785e-01
3.209000e-02    1.614909e-01    3.209000e-02    1.614968e-01
3.210000e-02    1.615841e-01    3.210000e-02    1.615908e-01
3.211000e-02    1.616482e-01    3.211000e-02    1.616546e-01
3.212000e-02    1.616909e-01    3.212000e-02    1.616970e-01
3.213000e-02    1.617045e-01    3.213000e-02    1.617122e-01
3.214000e-02    1.616987e-01    3.214000e-02    1.617061e-01
3.215000e-02    1.616579e-01    3.215000e-02    1.616637e-01
3.216000e-02    1.615977e-01    3.216000e-02    1.616030e-01
3.217000e-02    1.615161e-01    3.217000e-02    1.615211e-01
3.218000e-02    1.614054e-01    3.218000e-02    1.614118e-01
3.219000e-02    1.612656e-01    3.219000e-02    1.612723e-01
3.220000e-02    1.611044e-01    3.220000e-02    1.611115e-01
3.221000e-02    1.609161e-01    3.221000e-02    1.609234e-01
3.222000e-02    1.607044e-01    3.222000e-02    1.607110e-01
3.223000e-02    1.604713e-01    3.223000e-02    1.604774e-01
3.224000e-02    1.602131e-01    3.224000e-02    1.602195e-01
3.225000e-02    1.599198e-01    3.225000e-02    1.599252e-01
3.226000e-02    1.596110e-01    3.226000e-02    1.596187e-01
3.227000e-02    1.592770e-01    3.227000e-02    1.592850e-01
3.228000e-02    1.589255e-01    3.228000e-02    1.589331e-01
3.229000e-02    1.585468e-01    3.229000e-02    1.585538e-01
3.230000e-02    1.581487e-01    3.230000e-02    1.581533e-01
3.231000e-02    1.577312e-01    3.231000e-02    1.577377e-01
3.232000e-02    1.572923e-01    3.232000e-02    1.572977e-01
3.233000e-02    1.568340e-01    3.233000e-02    1.568396e-01
3.234000e-02    1.563562e-01    3.234000e-02    1.563633e-01
3.235000e-02    1.558552e-01    3.235000e-02    1.558596e-01
3.236000e-02    1.553386e-01    3.236000e-02    1.553469e-01
3.237000e-02    1.548007e-01    3.237000e-02    1.548068e-01
3.238000e-02    1.542453e-01    3.238000e-02    1.542516e-01
3.239000e-02    1.536705e-01    3.239000e-02    1.536782e-01
3.240000e-02    1.530859e-01    3.240000e-02    1.530926e-01
3.241000e-02    1.524897e-01    3.241000e-02    1.524949e-01
3.242000e-02    1.518761e-01    3.242000e-02    1.518820e-01
3.243000e-02    1.512391e-01    3.243000e-02    1.512449e-01
3.244000e-02    1.505982e-01    3.244000e-02    1.506047e-01
3.245000e-02    1.499476e-01    3.245000e-02    1.499524e-01
3.246000e-02    1.492835e-01    3.246000e-02    1.492910e-01
3.247000e-02    1.486057e-01    3.247000e-02    1.486114e-01
3.248000e-02    1.479221e-01    3.248000e-02    1.479287e-01
3.249000e-02    1.472269e-01    3.249000e-02    1.472309e-01
3.250000e-02    1.465220e-01    3.250000e-02    1.465270e-01
3.251000e-02    1.458112e-01    3.251000e-02    1.458171e-01
3.252000e-02    1.450907e-01    3.252000e-02    1.450980e-01
3.253000e-02    1.443663e-01    3.253000e-02    1.443729e-01
3.254000e-02    1.436342e-01    3.254000e-02    1.436387e-01
3.255000e-02    1.428962e-01    3.255000e-02    1.429014e-01
3.256000e-02    1.421602e-01    3.256000e-02    1.421641e-01
3.257000e-02    1.414203e-01    3.257000e-02    1.414269e-01
3.258000e-02    1.406862e-01    3.258000e-02    1.406896e-01
3.259000e-02    1.399522e-01    3.259000e-02    1.399584e-01
3.260000e-02    1.392064e-01    3.260000e-02    1.392121e-01
3.261000e-02    1.384685e-01    3.261000e-02    1.384748e-01
3.262000e-02    1.377305e-01    3.262000e-02    1.377375e-01
3.263000e-02    1.369906e-01    3.263000e-02    1.369942e-01
3.264000e-02    1.362507e-01    3.264000e-02    1.362569e-01
3.265000e-02    1.355264e-01    3.265000e-02    1.355318e-01
3.266000e-02    1.348020e-01    3.266000e-02    1.348067e-01
3.267000e-02    1.340873e-01    3.267000e-02    1.340907e-01
3.268000e-02    1.333727e-01    3.268000e-02    1.333777e-01
3.269000e-02    1.326774e-01    3.269000e-02    1.326829e-01
3.270000e-02    1.319803e-01    3.270000e-02    1.319851e-01
3.271000e-02    1.313025e-01    3.271000e-02    1.313085e-01
3.272000e-02    1.306247e-01    3.272000e-02    1.306319e-01
3.273000e-02    1.299664e-01    3.273000e-02    1.299705e-01
3.274000e-02    1.293120e-01    3.274000e-02    1.293182e-01
3.275000e-02    1.286750e-01    3.275000e-02    1.286780e-01
3.276000e-02    1.280438e-01    3.276000e-02    1.280500e-01
3.277000e-02    1.274302e-01    3.277000e-02    1.274341e-01
3.278000e-02    1.268340e-01    3.278000e-02    1.268394e-01
3.279000e-02    1.262475e-01    3.279000e-02    1.262538e-01
3.280000e-02    1.256862e-01    3.280000e-02    1.256895e-01
3.281000e-02    1.251289e-01    3.281000e-02    1.251343e-01
3.282000e-02    1.246007e-01    3.282000e-02    1.246064e-01
3.283000e-02    1.240821e-01    3.283000e-02    1.240876e-01
3.284000e-02    1.235869e-01    3.284000e-02    1.235900e-01
3.285000e-02    1.231073e-01    3.285000e-02    1.231106e-01
3.286000e-02    1.226509e-01    3.286000e-02    1.226555e-01
3.287000e-02    1.222159e-01    3.287000e-02    1.222186e-01
3.288000e-02    1.217984e-01    3.288000e-02    1.218030e-01
3.289000e-02    1.213983e-01    3.289000e-02    1.214025e-01
3.290000e-02    1.210235e-01    3.290000e-02    1.210263e-01
3.291000e-02    1.206662e-01    3.291000e-02    1.206713e-01
3.292000e-02    1.203224e-01    3.292000e-02    1.203284e-01
3.293000e-02    1.200137e-01    3.293000e-02    1.200190e-01
3.294000e-02    1.197165e-01    3.294000e-02    1.197216e-01
3.295000e-02    1.194621e-01    3.295000e-02    1.194668e-01
3.296000e-02    1.192213e-01    3.296000e-02    1.192271e-01
3.297000e-02    1.190096e-01    3.297000e-02    1.190147e-01
3.298000e-02    1.188174e-01    3.298000e-02    1.188236e-01
3.299000e-02    1.186484e-01    3.299000e-02    1.186537e-01
3.300000e-02    1.185047e-01    3.300000e-02    1.185080e-01
3.301000e-02    1.183804e-01    3.301000e-02    1.183867e-01
3.302000e-02    1.182872e-01    3.302000e-02    1.182926e-01
3.303000e-02    1.182134e-01    3.303000e-02    1.182168e-01
3.304000e-02    1.181649e-01    3.304000e-02    1.181713e-01
3.305000e-02    1.181435e-01    3.305000e-02    1.181500e-01
3.306000e-02    1.181416e-01    3.306000e-02    1.181470e-01
3.307000e-02    1.181746e-01    3.307000e-02    1.181804e-01
3.308000e-02    1.182270e-01    3.308000e-02    1.182319e-01
3.309000e-02    1.183066e-01    3.309000e-02    1.183108e-01
3.310000e-02    1.184076e-01    3.310000e-02    1.184140e-01
3.311000e-02    1.185358e-01    3.311000e-02    1.185414e-01
3.312000e-02    1.186912e-01    3.312000e-02    1.186961e-01
3.313000e-02    1.188679e-01    3.313000e-02    1.188721e-01
3.314000e-02    1.190621e-01    3.314000e-02    1.190663e-01
3.315000e-02    1.192874e-01    3.315000e-02    1.192938e-01
3.316000e-02    1.195340e-01    3.316000e-02    1.195366e-01
3.317000e-02    1.198020e-01    3.317000e-02    1.198066e-01
3.318000e-02    1.200933e-01    3.318000e-02    1.200979e-01
3.319000e-02    1.204098e-01    3.319000e-02    1.204134e-01
3.320000e-02    1.207458e-01    3.320000e-02    1.207502e-01
3.321000e-02    1.211012e-01    3.321000e-02    1.211051e-01
3.322000e-02    1.214779e-01    3.322000e-02    1.214814e-01
3.323000e-02    1.218877e-01    3.323000e-02    1.218940e-01
3.324000e-02    1.223072e-01    3.324000e-02    1.223127e-01
3.325000e-02    1.227480e-01    3.325000e-02    1.227526e-01
3.326000e-02    1.232102e-01    3.326000e-02    1.232168e-01
3.327000e-02    1.236899e-01    3.327000e-02    1.236962e-01
3.328000e-02    1.241831e-01    3.328000e-02    1.241877e-01
3.329000e-02    1.246939e-01    3.329000e-02    1.247004e-01
3.330000e-02    1.252240e-01    3.330000e-02    1.252283e-01
3.331000e-02    1.257736e-01    3.331000e-02    1.257775e-01
3.332000e-02    1.263407e-01    3.332000e-02    1.263449e-01
3.333000e-02    1.269194e-01    3.333000e-02    1.269244e-01
3.334000e-02    1.275156e-01    3.334000e-02    1.275190e-01
3.335000e-02    1.281215e-01    3.335000e-02    1.281258e-01
3.336000e-02    1.287429e-01    3.336000e-02    1.287478e-01
3.337000e-02    1.293741e-01    3.337000e-02    1.293789e-01
3.338000e-02    1.300208e-01    3.338000e-02    1.300251e-01
3.339000e-02    1.306752e-01    3.339000e-02    1.306804e-01
3.340000e-02    1.313394e-01    3.340000e-02    1.313449e-01
3.341000e-02    1.320152e-01    3.341000e-02    1.320215e-01
3.342000e-02    1.326988e-01    3.342000e-02    1.327041e-01
3.343000e-02    1.333940e-01    3.343000e-02    1.333989e-01
3.344000e-02    1.340912e-01    3.344000e-02    1.340967e-01
3.345000e-02    1.347962e-01    3.345000e-02    1.348006e-01
3.346000e-02    1.355031e-01    3.346000e-02    1.355075e-01
3.347000e-02    1.362158e-01    3.347000e-02    1.362205e-01
3.348000e-02    1.369362e-01    3.348000e-02    1.369426e-01
3.349000e-02    1.376567e-01    3.349000e-02    1.376617e-01
3.350000e-02    1.383830e-01    3.350000e-02    1.383868e-01
3.351000e-02    1.391074e-01    3.351000e-02    1.391119e-01
3.352000e-02    1.398298e-01    3.352000e-02    1.398340e-01
3.353000e-02    1.405561e-01    3.353000e-02    1.405622e-01
3.354000e-02    1.412863e-01    3.354000e-02    1.412903e-01
3.355000e-02    1.419990e-01    3.355000e-02    1.420033e-01
3.356000e-02    1.427137e-01    3.356000e-02    1.427194e-01
3.357000e-02    1.434381e-01    3.357000e-02    1.434445e-01
3.358000e-02    1.441450e-01    3.358000e-02    1.441484e-01
3.359000e-02    1.448480e-01    3.359000e-02    1.448553e-01
3.360000e-02    1.455471e-01    3.360000e-02    1.455531e-01
3.361000e-02    1.462404e-01    3.361000e-02    1.462449e-01
3.362000e-02    1.469278e-01    3.362000e-02    1.469336e-01
3.363000e-02    1.476056e-01    3.363000e-02    1.476132e-01
3.364000e-02    1.482717e-01    3.364000e-02    1.482776e-01
3.365000e-02    1.489242e-01    3.365000e-02    1.489300e-01
3.366000e-02    1.495748e-01    3.366000e-02    1.495792e-01
3.367000e-02    1.502059e-01    3.367000e-02    1.502133e-01
3.368000e-02    1.508274e-01    3.368000e-02    1.508323e-01
3.369000e-02    1.514391e-01    3.369000e-02    1.514451e-01
3.370000e-02    1.520411e-01    3.370000e-02    1.520459e-01
3.371000e-02    1.526140e-01    3.371000e-02    1.526223e-01
3.372000e-02    1.531850e-01    3.372000e-02    1.531927e-01
3.373000e-02    1.537365e-01    3.373000e-02    1.537419e-01
3.374000e-02    1.542764e-01    3.374000e-02    1.542819e-01
3.375000e-02    1.547929e-01    3.375000e-02    1.547977e-01
3.376000e-02    1.552959e-01    3.376000e-02    1.553014e-01
3.377000e-02    1.557795e-01    3.377000e-02    1.557868e-01
3.378000e-02    1.562475e-01    3.378000e-02    1.562540e-01
3.379000e-02    1.566961e-01    3.379000e-02    1.567031e-01
3.380000e-02    1.571253e-01    3.380000e-02    1.571309e-01
3.381000e-02    1.575273e-01    3.381000e-02    1.575344e-01
3.382000e-02    1.579176e-01    3.382000e-02    1.579227e-01
3.383000e-02    1.582808e-01    3.383000e-02    1.582868e-01
3.384000e-02    1.586284e-01    3.384000e-02    1.586327e-01
3.385000e-02    1.589508e-01    3.385000e-02    1.589573e-01
3.386000e-02    1.592615e-01    3.386000e-02    1.592668e-01
3.387000e-02    1.595353e-01    3.387000e-02    1.595429e-01
3.388000e-02    1.597936e-01    3.388000e-02    1.598008e-01
3.389000e-02    1.600266e-01    3.389000e-02    1.600344e-01
3.390000e-02    1.602441e-01    3.390000e-02    1.602498e-01
3.391000e-02    1.604306e-01    3.391000e-02    1.604379e-01
3.392000e-02    1.605956e-01    3.392000e-02    1.606018e-01
3.393000e-02    1.607413e-01    3.393000e-02    1.607474e-01
3.394000e-02    1.608617e-01    3.394000e-02    1.608687e-01
3.395000e-02    1.609549e-01    3.395000e-02    1.609628e-01
3.396000e-02    1.610306e-01    3.396000e-02    1.610356e-01
3.397000e-02    1.610772e-01    3.397000e-02    1.610842e-01
3.398000e-02    1.611025e-01    3.398000e-02    1.611084e-01
3.399000e-02    1.611006e-01    3.399000e-02    1.611084e-01
3.400000e-02    1.610792e-01    3.400000e-02    1.610872e-01
3.401000e-02    1.610326e-01    3.401000e-02    1.610387e-01
3.402000e-02    1.609666e-01    3.402000e-02    1.609749e-01
3.403000e-02    1.608714e-01    3.403000e-02    1.608778e-01
3.404000e-02    1.607568e-01    3.404000e-02    1.607626e-01
3.405000e-02    1.606131e-01    3.405000e-02    1.606200e-01
3.406000e-02    1.604539e-01    3.406000e-02    1.604592e-01
3.407000e-02    1.602713e-01    3.407000e-02    1.602771e-01
3.408000e-02    1.600596e-01    3.408000e-02    1.600647e-01
3.409000e-02    1.598266e-01    3.409000e-02    1.598342e-01
3.410000e-02    1.595780e-01    3.410000e-02    1.595854e-01
3.411000e-02    1.592984e-01    3.411000e-02    1.593062e-01
3.412000e-02    1.590071e-01    3.412000e-02    1.590119e-01
3.413000e-02    1.586925e-01    3.413000e-02    1.586994e-01
3.414000e-02    1.583565e-01    3.414000e-02    1.583627e-01
3.415000e-02    1.580050e-01    3.415000e-02    1.580107e-01
3.416000e-02    1.576283e-01    3.416000e-02    1.576345e-01
3.417000e-02    1.572340e-01    3.417000e-02    1.572401e-01
3.418000e-02    1.568262e-01    3.418000e-02    1.568335e-01
3.419000e-02    1.563970e-01    3.419000e-02    1.564027e-01
3.420000e-02    1.559523e-01    3.420000e-02    1.559567e-01
3.421000e-02    1.554823e-01    3.421000e-02    1.554895e-01
3.422000e-02    1.550046e-01    3.422000e-02    1.550101e-01
3.423000e-02    1.545055e-01    3.423000e-02    1.545125e-01
3.424000e-02    1.539967e-01    3.424000e-02    1.540028e-01
3.425000e-02    1.534685e-01    3.425000e-02    1.534749e-01
3.426000e-02    1.529306e-01    3.426000e-02    1.529379e-01
3.427000e-02    1.523790e-01    3.427000e-02    1.523857e-01
3.428000e-02    1.518178e-01    3.428000e-02    1.518244e-01
3.429000e-02    1.512410e-01    3.429000e-02    1.512479e-01
3.430000e-02    1.506565e-01    3.430000e-02    1.506624e-01
3.431000e-02    1.500603e-01    3.431000e-02    1.500647e-01
3.432000e-02    1.494524e-01    3.432000e-02    1.494579e-01
3.433000e-02    1.488388e-01    3.433000e-02    1.488450e-01
3.434000e-02    1.482154e-01    3.434000e-02    1.482200e-01
3.435000e-02    1.475862e-01    3.435000e-02    1.475920e-01
3.436000e-02    1.469570e-01    3.436000e-02    1.469639e-01
3.437000e-02    1.463142e-01    3.437000e-02    1.463207e-01
3.438000e-02    1.456636e-01    3.438000e-02    1.456684e-01
3.439000e-02    1.450150e-01    3.439000e-02    1.450191e-01
3.440000e-02    1.443644e-01    3.440000e-02    1.443699e-01
3.441000e-02    1.437080e-01    3.441000e-02    1.437145e-01
3.442000e-02    1.430574e-01    3.442000e-02    1.430622e-01
3.443000e-02    1.423991e-01    3.443000e-02    1.424038e-01
3.444000e-02    1.417466e-01    3.444000e-02    1.417515e-01
3.445000e-02    1.410902e-01    3.445000e-02    1.410962e-01
3.446000e-02    1.404357e-01    3.446000e-02    1.404408e-01
3.447000e-02    1.397755e-01    3.447000e-02    1.397794e-01
3.448000e-02    1.391268e-01    3.448000e-02    1.391332e-01
3.449000e-02    1.384860e-01    3.449000e-02    1.384900e-01
3.450000e-02    1.378509e-01    3.450000e-02    1.378559e-01
