# z (m)           wake (V/pC)     z (m)          wake-log-term (V/pC)
1.642000e-02    3.851116e-01    1.642000e-02    3.851647e-01
1.643000e-02    3.820574e-01    1.643000e-02    3.821118e-01
1.644000e-02    3.789840e-01    1.644000e-02    3.790472e-01
1.645000e-02    3.759105e-01    1.645000e-02    3.759747e-01
1.646000e-02    3.728564e-01    1.646000e-02    3.729101e-01
1.647000e-02    3.697829e-01    1.647000e-02    3.698337e-01
1.648000e-02    3.666901e-01    1.648000e-02    3.667574e-01
1.649000e-02    3.636360e-01    1.649000e-02    3.636888e-01
1.650000e-02    3.605625e-01    1.650000e-02    3.606242e-01
1.651000e-02    3.575083e-01    1.651000e-02    3.575713e-01
1.652000e-02    3.544929e-01    1.652000e-02    3.545496e-01
1.653000e-02    3.514774e-01    1.653000e-02    3.515279e-01
1.654000e-02    3.484619e-01    1.654000e-02    3.485140e-01
1.655000e-02    3.454464e-01    1.655000e-02    3.455079e-01
1.656000e-02    3.424696e-01    1.656000e-02    3.425174e-01
1.657000e-02    3.394928e-01    1.657000e-02    3.395582e-01
1.658000e-02    3.365740e-01    1.658000e-02    3.366224e-01
1.659000e-02    3.336165e-01    1.659000e-02    3.336749e-01
1.660000e-02    3.306976e-01    1.660000e-02    3.307469e-01
1.661000e-02    3.277981e-01    1.661000e-02    3.278579e-01
1.662000e-02    3.249373e-01    1.662000e-02    3.249846e-01
1.663000e-02    3.220765e-01    1.663000e-02    3.221308e-01
1.664000e-02    3.192543e-01    1.664000e-02    3.192964e-01
1.665000e-02    3.164514e-01    1.665000e-02    3.165012e-01
1.666000e-02    3.136872e-01    1.666000e-02    3.137293e-01
1.667000e-02    3.109424e-01    1.667000e-02    3.109848e-01
1.668000e-02    3.082168e-01    1.668000e-02    3.082676e-01
1.669000e-02    3.055300e-01    1.669000e-02    3.055895e-01
1.670000e-02    3.029011e-01    1.670000e-02    3.029465e-01
1.671000e-02    3.002915e-01    1.671000e-02    3.003386e-01
1.672000e-02    2.977207e-01    1.672000e-02    2.977659e-01
1.673000e-02    2.951884e-01    1.673000e-02    2.952322e-01
1.674000e-02    2.926949e-01    1.674000e-02    2.927414e-01
1.675000e-02    2.902399e-01    1.675000e-02    2.902936e-01
1.676000e-02    2.878430e-01    1.676000e-02    2.878927e-01
1.677000e-02    2.854848e-01    1.677000e-02    2.855268e-01
1.678000e-02    2.831652e-01    1.678000e-02    2.832040e-01
1.679000e-02    2.808842e-01    1.679000e-02    2.809279e-01
1.680000e-02    2.786613e-01    1.680000e-02    2.787066e-01
1.681000e-02    2.764770e-01    1.681000e-02    2.765203e-01
1.682000e-02    2.743314e-01    1.682000e-02    2.743848e-01
1.683000e-02    2.722437e-01    1.683000e-02    2.722962e-01
1.684000e-02    2.702141e-01    1.684000e-02    2.702583e-01
1.685000e-02    2.682231e-01    1.685000e-02    2.682712e-01
1.686000e-02    2.662901e-01    1.686000e-02    2.663426e-01
1.687000e-02    2.644151e-01    1.687000e-02    2.644648e-01
1.688000e-02    2.625980e-01    1.688000e-02    2.626455e-01
1.689000e-02    2.608390e-01    1.689000e-02    2.608770e-01
1.690000e-02    2.591187e-01    1.690000e-02    2.591592e-01
1.691000e-02    2.574563e-01    1.691000e-02    2.574961e-01
1.692000e-02    2.558519e-01    1.692000e-02    2.558955e-01
1.693000e-02    2.543055e-01    1.693000e-02    2.543495e-01
1.694000e-02    2.528171e-01    1.694000e-02    2.528582e-01
1.695000e-02    2.513673e-01    1.695000e-02    2.514137e-01
1.696000e-02    2.499949e-01    1.696000e-02    2.500317e-01
1.697000e-02    2.486611e-01    1.697000e-02    2.487121e-01
1.698000e-02    2.474047e-01    1.698000e-02    2.474472e-01
1.699000e-02    2.462062e-01    1.699000e-02    2.462409e-01
1.700000e-02    2.450657e-01    1.700000e-02    2.450970e-01
1.701000e-02    2.439833e-01    1.701000e-02    2.440156e-01
1.702000e-02    2.429394e-01    1.702000e-02    2.429889e-01
1.703000e-02    2.419729e-01    1.703000e-02    2.420207e-01
1.704000e-02    2.410644e-01    1.704000e-02    2.411110e-01
1.705000e-02    2.402332e-01    1.705000e-02    2.402639e-01
1.706000e-02    2.394407e-01    1.706000e-02    2.394792e-01
1.707000e-02    2.387062e-01    1.707000e-02    2.387491e-01
1.708000e-02    2.380296e-01    1.708000e-02    2.380737e-01
1.709000e-02    2.374111e-01    1.709000e-02    2.374530e-01
1.710000e-02    2.368698e-01    1.710000e-02    2.369025e-01
1.711000e-02    2.363672e-01    1.711000e-02    2.364067e-01
1.712000e-02    2.359226e-01    1.712000e-02    2.359617e-01
1.713000e-02    2.355360e-01    1.713000e-02    2.355830e-01
1.714000e-02    2.352268e-01    1.714000e-02    2.352668e-01
1.715000e-02    2.349561e-01    1.715000e-02    2.350052e-01
1.716000e-02    2.347628e-01    1.716000e-02    2.347905e-01
1.717000e-02    2.346082e-01    1.717000e-02    2.346421e-01
1.718000e-02    2.345116e-01    1.718000e-02    2.345523e-01
1.719000e-02    2.344729e-01    1.719000e-02    2.345172e-01
1.720000e-02    2.345116e-01    1.720000e-02    2.345523e-01
1.721000e-02    2.346082e-01    1.721000e-02    2.346382e-01
1.722000e-02    2.347242e-01    1.722000e-02    2.347631e-01
1.723000e-02    2.348982e-01    1.723000e-02    2.349427e-01
1.724000e-02    2.351688e-01    1.724000e-02    2.352043e-01
1.725000e-02    2.354587e-01    1.725000e-02    2.355010e-01
1.726000e-02    2.358067e-01    1.726000e-02    2.358484e-01
1.727000e-02    2.362126e-01    1.727000e-02    2.362428e-01
1.728000e-02    2.366572e-01    1.728000e-02    2.366878e-01
1.729000e-02    2.371404e-01    1.729000e-02    2.371836e-01
1.730000e-02    2.376817e-01    1.730000e-02    2.377263e-01
1.731000e-02    2.383002e-01    1.731000e-02    2.383353e-01
1.732000e-02    2.389575e-01    1.732000e-02    2.389873e-01
1.733000e-02    2.396533e-01    1.733000e-02    2.396822e-01
1.734000e-02    2.403879e-01    1.734000e-02    2.404200e-01
1.735000e-02    2.411611e-01    1.735000e-02    2.412047e-01
1.736000e-02    2.419923e-01    1.736000e-02    2.420285e-01
1.737000e-02    2.428621e-01    1.737000e-02    2.429030e-01
1.738000e-02    2.437900e-01    1.738000e-02    2.438204e-01
1.739000e-02    2.447371e-01    1.739000e-02    2.447769e-01
1.740000e-02    2.457230e-01    1.740000e-02    2.457685e-01
1.741000e-02    2.467668e-01    1.741000e-02    2.468031e-01
1.742000e-02    2.478299e-01    1.742000e-02    2.478728e-01
1.743000e-02    2.489317e-01    1.743000e-02    2.489776e-01
1.744000e-02    2.500915e-01    1.744000e-02    2.501293e-01
1.745000e-02    2.512707e-01    1.745000e-02    2.513122e-01
1.746000e-02    2.524885e-01    1.746000e-02    2.525302e-01
1.747000e-02    2.537449e-01    1.747000e-02    2.537873e-01
1.748000e-02    2.550400e-01    1.748000e-02    2.550756e-01
1.749000e-02    2.563545e-01    1.749000e-02    2.563913e-01
1.750000e-02    2.577269e-01    1.750000e-02    2.577655e-01
1.751000e-02    2.591187e-01    1.751000e-02    2.591514e-01
1.752000e-02    2.605104e-01    1.752000e-02    2.605569e-01
1.753000e-02    2.619408e-01    1.753000e-02    2.619857e-01
1.754000e-02    2.633906e-01    1.754000e-02    2.634419e-01
1.755000e-02    2.648790e-01    1.755000e-02    2.649215e-01
1.756000e-02    2.663867e-01    1.756000e-02    2.664246e-01
1.757000e-02    2.679138e-01    1.757000e-02    2.679471e-01
1.758000e-02    2.694409e-01    1.758000e-02    2.694931e-01
1.759000e-02    2.710259e-01    1.759000e-02    2.710625e-01
1.760000e-02    2.726110e-01    1.760000e-02    2.726476e-01
1.761000e-02    2.742154e-01    1.761000e-02    2.742599e-01
1.762000e-02    2.758391e-01    1.762000e-02    2.758840e-01
1.763000e-02    2.774821e-01    1.763000e-02    2.775197e-01
1.764000e-02    2.791252e-01    1.764000e-02    2.791750e-01
1.765000e-02    2.807876e-01    1.765000e-02    2.808420e-01
1.766000e-02    2.824693e-01    1.766000e-02    2.825130e-01
1.767000e-02    2.841317e-01    1.767000e-02    2.841800e-01
1.768000e-02    2.857940e-01    1.768000e-02    2.858470e-01
1.769000e-02    2.874758e-01    1.769000e-02    2.875179e-01
1.770000e-02    2.891575e-01    1.770000e-02    2.892083e-01
1.771000e-02    2.908585e-01    1.771000e-02    2.908988e-01
1.772000e-02    2.925402e-01    1.772000e-02    2.925892e-01
1.773000e-02    2.942413e-01    1.773000e-02    2.942874e-01
1.774000e-02    2.959423e-01    1.774000e-02    2.959857e-01
1.775000e-02    2.976433e-01    1.775000e-02    2.976839e-01
1.776000e-02    2.993250e-01    1.776000e-02    2.993782e-01
1.777000e-02    3.010261e-01    1.777000e-02    3.010687e-01
1.778000e-02    3.027078e-01    1.778000e-02    3.027474e-01
1.779000e-02    3.043895e-01    1.779000e-02    3.044300e-01
1.780000e-02    3.060519e-01    1.780000e-02    3.061048e-01
1.781000e-02    3.077143e-01    1.781000e-02    3.077718e-01
1.782000e-02    3.093766e-01    1.782000e-02    3.094271e-01
1.783000e-02    3.110197e-01    1.783000e-02    3.110707e-01
1.784000e-02    3.126434e-01    1.784000e-02    3.126987e-01
1.785000e-02    3.142478e-01    1.785000e-02    3.143071e-01
1.786000e-02    3.158522e-01    1.786000e-02    3.159039e-01
1.787000e-02    3.174373e-01    1.787000e-02    3.174850e-01
1.788000e-02    3.190030e-01    1.788000e-02    3.190466e-01
1.789000e-02    3.205494e-01    1.789000e-02    3.205926e-01
1.790000e-02    3.220765e-01    1.790000e-02    3.221268e-01
1.791000e-02    3.235842e-01    1.791000e-02    3.236338e-01
1.792000e-02    3.250726e-01    1.792000e-02    3.251173e-01
1.793000e-02    3.265224e-01    1.793000e-02    3.265774e-01
1.794000e-02    3.279721e-01    1.794000e-02    3.280258e-01
1.795000e-02    3.293832e-01    1.795000e-02    3.294390e-01
1.796000e-02    3.307750e-01    1.796000e-02    3.308289e-01
1.797000e-02    3.321281e-01    1.797000e-02    3.321914e-01
1.798000e-02    3.334618e-01    1.798000e-02    3.335226e-01
1.799000e-02    3.347763e-01    1.799000e-02    3.348227e-01
1.800000e-02    3.360520e-01    1.800000e-02    3.360993e-01
1.801000e-02    3.372892e-01    1.801000e-02    3.373407e-01
1.802000e-02    3.385070e-01    1.802000e-02    3.385666e-01
1.803000e-02    3.397054e-01    1.803000e-02    3.397534e-01
1.804000e-02    3.408459e-01    1.804000e-02    3.409012e-01
1.805000e-02    3.419670e-01    1.805000e-02    3.420138e-01
1.806000e-02    3.430302e-01    1.806000e-02    3.430913e-01
1.807000e-02    3.440740e-01    1.807000e-02    3.441259e-01
1.808000e-02    3.450598e-01    1.808000e-02    3.451175e-01
1.809000e-02    3.460263e-01    1.809000e-02    3.460779e-01
1.810000e-02    3.469348e-01    1.810000e-02    3.469914e-01
1.811000e-02    3.478047e-01    1.811000e-02    3.478659e-01
1.812000e-02    3.486359e-01    1.812000e-02    3.487014e-01
1.813000e-02    3.494284e-01    1.813000e-02    3.494939e-01
1.814000e-02    3.501823e-01    1.814000e-02    3.502396e-01
1.815000e-02    3.508975e-01    1.815000e-02    3.509462e-01
1.816000e-02    3.515547e-01    1.816000e-02    3.516099e-01
1.817000e-02    3.521733e-01    1.817000e-02    3.522267e-01
1.818000e-02    3.527338e-01    1.818000e-02    3.527967e-01
1.819000e-02    3.532557e-01    1.819000e-02    3.533198e-01
1.820000e-02    3.537390e-01    1.820000e-02    3.538000e-01
1.821000e-02    3.541836e-01    1.821000e-02    3.542412e-01
1.822000e-02    3.545895e-01    1.822000e-02    3.546511e-01
1.823000e-02    3.549568e-01    1.823000e-02    3.550220e-01
1.824000e-02    3.552854e-01    1.824000e-02    3.553343e-01
1.825000e-02    3.555367e-01    1.825000e-02    3.555880e-01
1.826000e-02    3.557300e-01    1.826000e-02    3.557910e-01
1.827000e-02    3.558846e-01    1.827000e-02    3.559472e-01
1.828000e-02    3.559813e-01    1.828000e-02    3.560487e-01
1.829000e-02    3.560586e-01    1.829000e-02    3.561112e-01
1.830000e-02    3.560586e-01    1.830000e-02    3.561229e-01
1.831000e-02    3.560199e-01    1.831000e-02    3.560760e-01
1.832000e-02    3.559233e-01    1.832000e-02    3.559784e-01
1.833000e-02    3.557687e-01    1.833000e-02    3.558301e-01
1.834000e-02    3.555754e-01    1.834000e-02    3.556310e-01
1.835000e-02    3.553241e-01    1.835000e-02    3.553811e-01
1.836000e-02    3.550148e-01    1.836000e-02    3.550727e-01
1.837000e-02    3.546475e-01    1.837000e-02    3.547135e-01
1.838000e-02    3.542609e-01    1.838000e-02    3.543114e-01
1.839000e-02    3.537970e-01    1.839000e-02    3.538586e-01
1.840000e-02    3.532944e-01    1.840000e-02    3.533510e-01
1.841000e-02    3.527338e-01    1.841000e-02    3.527928e-01
1.842000e-02    3.521153e-01    1.842000e-02    3.521798e-01
1.843000e-02    3.514581e-01    1.843000e-02    3.515240e-01
1.844000e-02    3.507428e-01    1.844000e-02    3.508095e-01
1.845000e-02    3.499890e-01    1.845000e-02    3.500483e-01
1.846000e-02    3.491771e-01    1.846000e-02    3.492362e-01
1.847000e-02    3.483266e-01    1.847000e-02    3.483773e-01
1.848000e-02    3.474181e-01    1.848000e-02    3.474677e-01
1.849000e-02    3.464516e-01    1.849000e-02    3.465073e-01
1.850000e-02    3.454464e-01    1.850000e-02    3.455079e-01
1.851000e-02    3.443833e-01    1.851000e-02    3.444460e-01
1.852000e-02    3.432815e-01    1.852000e-02    3.433451e-01
1.853000e-02    3.421410e-01    1.853000e-02    3.421934e-01
1.854000e-02    3.409619e-01    1.854000e-02    3.410144e-01
1.855000e-02    3.397247e-01    1.855000e-02    3.397885e-01
1.856000e-02    3.384683e-01    1.856000e-02    3.385315e-01
1.857000e-02    3.371539e-01    1.857000e-02    3.372041e-01
1.858000e-02    3.357814e-01    1.858000e-02    3.358299e-01
1.859000e-02    3.343703e-01    1.859000e-02    3.344166e-01
1.860000e-02    3.329013e-01    1.860000e-02    3.329604e-01
1.861000e-02    3.314128e-01    1.861000e-02    3.314613e-01
1.862000e-02    3.298664e-01    1.862000e-02    3.299192e-01
1.863000e-02    3.282814e-01    1.863000e-02    3.283381e-01
1.864000e-02    3.266577e-01    1.864000e-02    3.267180e-01
1.865000e-02    3.250146e-01    1.865000e-02    3.250705e-01
1.866000e-02    3.233329e-01    1.866000e-02    3.233878e-01
1.867000e-02    3.216125e-01    1.867000e-02    3.216623e-01
1.868000e-02    3.198535e-01    1.868000e-02    3.199094e-01
1.869000e-02    3.180751e-01    1.869000e-02    3.181213e-01
1.870000e-02    3.162388e-01    1.870000e-02    3.162982e-01
1.871000e-02    3.143831e-01    1.871000e-02    3.144399e-01
1.872000e-02    3.125081e-01    1.872000e-02    3.125542e-01
1.873000e-02    3.105944e-01    1.873000e-02    3.106374e-01
1.874000e-02    3.086421e-01    1.874000e-02    3.086932e-01
1.875000e-02    3.066704e-01    1.875000e-02    3.067217e-01
1.876000e-02    3.046795e-01    1.876000e-02    3.047345e-01
1.877000e-02    3.026691e-01    1.877000e-02    3.027240e-01
1.878000e-02    3.006395e-01    1.878000e-02    3.006861e-01
1.879000e-02    2.985712e-01    1.879000e-02    2.986287e-01
1.880000e-02    2.965029e-01    1.880000e-02    2.965478e-01
1.881000e-02    2.943959e-01    1.881000e-02    2.944514e-01
1.882000e-02    2.923276e-01    1.882000e-02    2.923784e-01
1.883000e-02    2.902399e-01    1.883000e-02    2.902780e-01
1.884000e-02    2.881136e-01    1.884000e-02    2.881542e-01
1.885000e-02    2.859680e-01    1.885000e-02    2.860227e-01
1.886000e-02    2.838417e-01    1.886000e-02    2.838833e-01
1.887000e-02    2.816961e-01    1.887000e-02    2.817361e-01
1.888000e-02    2.795118e-01    1.888000e-02    2.795654e-01
1.889000e-02    2.773468e-01    1.889000e-02    2.773870e-01
1.890000e-02    2.751625e-01    1.890000e-02    2.752008e-01
1.891000e-02    2.729783e-01    1.891000e-02    2.730145e-01
1.892000e-02    2.707746e-01    1.892000e-02    2.708244e-01
1.893000e-02    2.685903e-01    1.893000e-02    2.686342e-01
1.894000e-02    2.664061e-01    1.894000e-02    2.664480e-01
1.895000e-02    2.642218e-01    1.895000e-02    2.642657e-01
1.896000e-02    2.620375e-01    1.896000e-02    2.620833e-01
1.897000e-02    2.598725e-01    1.897000e-02    2.599127e-01
1.898000e-02    2.577269e-01    1.898000e-02    2.577616e-01
1.899000e-02    2.555813e-01    1.899000e-02    2.556261e-01
1.900000e-02    2.534550e-01    1.900000e-02    2.534984e-01
1.901000e-02    2.513287e-01    1.901000e-02    2.513747e-01
1.902000e-02    2.492217e-01    1.902000e-02    2.492665e-01
1.903000e-02    2.471340e-01    1.903000e-02    2.471779e-01
1.904000e-02    2.450657e-01    1.904000e-02    2.451165e-01
1.905000e-02    2.430168e-01    1.905000e-02    2.430513e-01
1.906000e-02    2.409678e-01    1.906000e-02    2.410056e-01
1.907000e-02    2.389381e-01    1.907000e-02    2.389834e-01
1.908000e-02    2.369471e-01    1.908000e-02    2.369845e-01
1.909000e-02    2.349755e-01    1.909000e-02    2.350091e-01
1.910000e-02    2.330231e-01    1.910000e-02    2.330649e-01
1.911000e-02    2.311095e-01    1.911000e-02    2.311402e-01
1.912000e-02    2.292151e-01    1.912000e-02    2.292468e-01
1.913000e-02    2.273401e-01    1.913000e-02    2.273807e-01
1.914000e-02    2.255231e-01    1.914000e-02    2.255497e-01
1.915000e-02    2.237254e-01    1.915000e-02    2.237539e-01
1.916000e-02    2.219471e-01    1.916000e-02    2.219853e-01
1.917000e-02    2.202267e-01    1.917000e-02    2.202637e-01
1.918000e-02    2.185256e-01    1.918000e-02    2.185654e-01
1.919000e-02    2.168633e-01    1.919000e-02    2.169062e-01
1.920000e-02    2.152396e-01    1.920000e-02    2.152783e-01
1.921000e-02    2.136545e-01    1.921000e-02    2.136972e-01
1.922000e-02    2.121274e-01    1.922000e-02    2.121590e-01
1.923000e-02    2.106390e-01    1.923000e-02    2.106755e-01
1.924000e-02    2.092086e-01    1.924000e-02    2.092349e-01
1.925000e-02    2.077975e-01    1.925000e-02    2.078294e-01
1.926000e-02    2.064444e-01    1.926000e-02    2.064787e-01
1.927000e-02    2.051300e-01    1.927000e-02    2.051669e-01
1.928000e-02    2.038735e-01    1.928000e-02    2.039059e-01
1.929000e-02    2.026557e-01    1.929000e-02    2.026801e-01
1.930000e-02    2.014766e-01    1.930000e-02    2.015089e-01
1.931000e-02    2.003554e-01    1.931000e-02    2.003923e-01
1.932000e-02    1.992923e-01    1.932000e-02    1.993187e-01
1.933000e-02    1.982678e-01    1.933000e-02    1.983037e-01
1.934000e-02    1.973206e-01    1.934000e-02    1.973472e-01
1.935000e-02    1.964121e-01    1.935000e-02    1.964454e-01
1.936000e-02    1.955616e-01    1.936000e-02    1.955904e-01
1.937000e-02    1.947497e-01    1.937000e-02    1.947901e-01
1.938000e-02    1.940152e-01    1.938000e-02    1.940405e-01
1.939000e-02    1.933193e-01    1.939000e-02    1.933495e-01
1.940000e-02    1.926853e-01    1.940000e-02    1.927171e-01
1.941000e-02    1.921073e-01    1.941000e-02    1.921393e-01
1.942000e-02    1.915835e-01    1.942000e-02    1.916161e-01
1.943000e-02    1.911254e-01    1.943000e-02    1.911555e-01
1.944000e-02    1.907233e-01    1.944000e-02    1.907533e-01
1.945000e-02    1.903792e-01    1.945000e-02    1.904098e-01
1.946000e-02    1.900932e-01    1.946000e-02    1.901248e-01
1.947000e-02    1.898689e-01    1.947000e-02    1.898984e-01
1.948000e-02    1.897046e-01    1.948000e-02    1.897344e-01
1.949000e-02    1.895906e-01    1.949000e-02    1.896212e-01
1.950000e-02    1.895384e-01    1.950000e-02    1.895704e-01
1.951000e-02    1.895403e-01    1.951000e-02    1.895704e-01
1.952000e-02    1.895983e-01    1.952000e-02    1.896290e-01
1.953000e-02    1.897143e-01    1.953000e-02    1.897461e-01
1.954000e-02    1.898844e-01    1.954000e-02    1.899140e-01
1.955000e-02    1.900816e-01    1.955000e-02    1.901131e-01
1.956000e-02    1.903580e-01    1.956000e-02    1.903903e-01
1.957000e-02    1.906982e-01    1.957000e-02    1.907299e-01
1.958000e-02    1.911002e-01    1.958000e-02    1.911320e-01
1.959000e-02    1.915622e-01    1.959000e-02    1.915927e-01
1.960000e-02    1.920977e-01    1.960000e-02    1.921276e-01
1.961000e-02    1.926505e-01    1.961000e-02    1.926819e-01
1.962000e-02    1.932768e-01    1.962000e-02    1.933066e-01
1.963000e-02    1.939379e-01    1.963000e-02    1.939741e-01
1.964000e-02    1.946724e-01    1.964000e-02    1.946964e-01
1.965000e-02    1.954263e-01    1.965000e-02    1.954655e-01
1.966000e-02    1.962768e-01    1.966000e-02    1.963009e-01
1.967000e-02    1.971273e-01    1.967000e-02    1.971676e-01
1.968000e-02    1.980358e-01    1.968000e-02    1.980616e-01
1.969000e-02    1.989637e-01    1.969000e-02    1.990025e-01
1.970000e-02    1.999688e-01    1.970000e-02    2.000058e-01
1.971000e-02    2.010320e-01    1.971000e-02    2.010716e-01
1.972000e-02    2.021338e-01    1.972000e-02    2.021608e-01
1.973000e-02    2.032549e-01    1.973000e-02    2.032969e-01
1.974000e-02    2.044534e-01    1.974000e-02    2.044876e-01
1.975000e-02    2.056712e-01    1.975000e-02    2.057018e-01
1.976000e-02    2.069276e-01    1.976000e-02    2.069667e-01
1.977000e-02    2.082228e-01    1.977000e-02    2.082628e-01
1.978000e-02    2.095372e-01    1.978000e-02    2.095784e-01
1.979000e-02    2.109483e-01    1.979000e-02    2.109761e-01
1.980000e-02    2.123014e-01    1.980000e-02    2.123425e-01
1.981000e-02    2.137318e-01    1.981000e-02    2.137713e-01
1.982000e-02    2.151816e-01    1.982000e-02    2.152236e-01
1.983000e-02    2.166700e-01    1.983000e-02    2.167110e-01
1.984000e-02    2.181970e-01    1.984000e-02    2.182219e-01
1.985000e-02    2.197241e-01    1.985000e-02    2.197601e-01
1.986000e-02    2.212898e-01    1.986000e-02    2.213295e-01
1.987000e-02    2.228749e-01    1.987000e-02    2.229145e-01
1.988000e-02    2.244793e-01    1.988000e-02    2.245229e-01
1.989000e-02    2.261223e-01    1.989000e-02    2.261587e-01
1.990000e-02    2.277654e-01    1.990000e-02    2.278101e-01
1.991000e-02    2.294278e-01    1.991000e-02    2.294732e-01
1.992000e-02    2.311095e-01    1.992000e-02    2.311441e-01
1.993000e-02    2.328105e-01    1.993000e-02    2.328463e-01
1.994000e-02    2.345116e-01    1.994000e-02    2.345484e-01
1.995000e-02    2.362319e-01    1.995000e-02    2.362623e-01
1.996000e-02    2.379523e-01    1.996000e-02    2.379839e-01
1.997000e-02    2.396920e-01    1.997000e-02    2.397251e-01
1.998000e-02    2.414124e-01    1.998000e-02    2.414585e-01
1.999000e-02    2.431521e-01    1.999000e-02    2.431958e-01
2.000000e-02    2.449111e-01    2.000000e-02    2.449487e-01
2.001000e-02    2.466315e-01    2.001000e-02    2.466742e-01
2.002000e-02    2.483712e-01    2.002000e-02    2.484037e-01
2.003000e-02    2.500722e-01    2.003000e-02    2.501215e-01
2.004000e-02    2.517733e-01    2.004000e-02    2.518236e-01
2.005000e-02    2.534743e-01    2.005000e-02    2.535140e-01
2.006000e-02    2.551560e-01    2.006000e-02    2.551967e-01
2.007000e-02    2.568184e-01    2.007000e-02    2.568637e-01
2.008000e-02    2.584808e-01    2.008000e-02    2.585229e-01
2.009000e-02    2.601238e-01    2.009000e-02    2.601665e-01
2.010000e-02    2.617475e-01    2.010000e-02    2.617944e-01
2.011000e-02    2.633519e-01    2.011000e-02    2.634029e-01
2.012000e-02    2.649563e-01    2.012000e-02    2.649918e-01
2.013000e-02    2.665027e-01    2.013000e-02    2.665417e-01
2.014000e-02    2.680491e-01    2.014000e-02    2.680877e-01
2.015000e-02    2.695762e-01    2.015000e-02    2.696102e-01
2.016000e-02    2.710646e-01    2.016000e-02    2.711055e-01
2.017000e-02    2.725337e-01    2.017000e-02    2.725773e-01
2.018000e-02    2.739641e-01    2.018000e-02    2.740022e-01
2.019000e-02    2.753559e-01    2.019000e-02    2.753960e-01
2.020000e-02    2.767089e-01    2.020000e-02    2.767507e-01
2.021000e-02    2.780427e-01    2.021000e-02    2.780819e-01
2.022000e-02    2.793185e-01    2.022000e-02    2.793702e-01
2.023000e-02    2.805749e-01    2.023000e-02    2.806273e-01
2.024000e-02    2.817927e-01    2.024000e-02    2.818454e-01
2.025000e-02    2.829719e-01    2.025000e-02    2.830244e-01
2.026000e-02    2.841123e-01    2.026000e-02    2.841565e-01
2.027000e-02    2.851948e-01    2.027000e-02    2.852497e-01
2.028000e-02    2.862580e-01    2.028000e-02    2.862959e-01
2.029000e-02    2.872438e-01    2.029000e-02    2.872993e-01
2.030000e-02    2.882103e-01    2.030000e-02    2.882557e-01
2.031000e-02    2.891188e-01    2.031000e-02    2.891654e-01
2.032000e-02    2.899887e-01    2.032000e-02    2.900321e-01
2.033000e-02    2.908005e-01    2.033000e-02    2.908441e-01
2.034000e-02    2.915544e-01    2.034000e-02    2.916093e-01
2.035000e-02    2.922696e-01    2.035000e-02    2.923276e-01
2.036000e-02    2.929461e-01    2.036000e-02    2.929913e-01
2.037000e-02    2.935647e-01    2.037000e-02    2.936042e-01
2.038000e-02    2.941253e-01    2.038000e-02    2.941664e-01
2.039000e-02    2.946279e-01    2.039000e-02    2.946778e-01
2.040000e-02    2.950918e-01    2.040000e-02    2.951385e-01
2.040000e-02    2.950918e-01    2.040000e-02    2.951385e-01
2.041000e-02    2.955170e-01    2.041000e-02    2.955640e-01
2.042000e-02    2.958650e-01    2.042000e-02    2.959232e-01
2.043000e-02    2.961936e-01    2.043000e-02    2.962316e-01
2.044000e-02    2.964255e-01    2.044000e-02    2.964776e-01
2.045000e-02    2.965995e-01    2.045000e-02    2.966572e-01
2.046000e-02    2.967348e-01    2.046000e-02    2.967782e-01
2.047000e-02    2.968121e-01    2.047000e-02    2.968524e-01
2.048000e-02    2.968121e-01    2.048000e-02    2.968680e-01
2.049000e-02    2.967735e-01    2.049000e-02    2.968328e-01
2.050000e-02    2.966768e-01    2.050000e-02    2.967274e-01
2.051000e-02    2.965222e-01    2.051000e-02    2.965635e-01
2.052000e-02    2.962902e-01    2.052000e-02    2.963448e-01
2.053000e-02    2.960196e-01    2.053000e-02    2.960676e-01
2.054000e-02    2.956910e-01    2.054000e-02    2.957319e-01
2.055000e-02    2.953044e-01    2.055000e-02    2.953493e-01
2.056000e-02    2.948598e-01    2.056000e-02    2.949160e-01
2.057000e-02    2.943766e-01    2.057000e-02    2.944241e-01
2.058000e-02    2.938160e-01    2.058000e-02    2.938736e-01
2.059000e-02    2.932168e-01    2.059000e-02    2.932646e-01
2.060000e-02    2.925595e-01    2.060000e-02    2.926048e-01
2.061000e-02    2.918443e-01    2.061000e-02    2.918865e-01
2.062000e-02    2.910711e-01    2.062000e-02    2.911174e-01
2.063000e-02    2.902399e-01    2.063000e-02    2.902975e-01
2.064000e-02    2.893701e-01    2.064000e-02    2.894191e-01
2.065000e-02    2.884616e-01    2.065000e-02    2.884978e-01
2.066000e-02    2.874758e-01    2.066000e-02    2.875296e-01
2.067000e-02    2.864706e-01    2.067000e-02    2.865068e-01
2.068000e-02    2.853881e-01    2.068000e-02    2.854410e-01
2.069000e-02    2.842670e-01    2.069000e-02    2.843205e-01
2.070000e-02    2.831072e-01    2.070000e-02    2.831610e-01
2.071000e-02    2.819087e-01    2.071000e-02    2.819547e-01
2.072000e-02    2.806523e-01    2.072000e-02    2.807015e-01
2.073000e-02    2.793572e-01    2.073000e-02    2.793976e-01
2.074000e-02    2.780234e-01    2.074000e-02    2.780585e-01
2.075000e-02    2.766316e-01    2.075000e-02    2.766765e-01
2.076000e-02    2.752012e-01    2.076000e-02    2.752554e-01
