# f (Hz)        Re[Z] (Ohm/m)     Im[Z] (Ohm/m)
2.1900000e+03    1.2295218e+07    2.0940525e+07
2.2000000e+03    1.2284737e+07    2.0909357e+07
2.2100000e+03    1.2274255e+07    2.0878188e+07
2.2200000e+03    1.2263774e+07    2.0847020e+07
2.2300000e+03    1.2253293e+07    2.0815852e+07
2.2400000e+03    1.2242811e+07    2.0784684e+07
2.2500000e+03    1.2232330e+07    2.0753516e+07
2.2600000e+03    1.2221849e+07    2.0722348e+07
2.2700000e+03    1.2211368e+07    2.0691180e+07
2.2800000e+03    1.2200886e+07    2.0660012e+07
2.2900000e+03    1.2190405e+07    2.0628844e+07
2.3000000e+03    1.2179924e+07    2.0597676e+07
2.3100000e+03    1.2169442e+07    2.0566508e+07
2.3200000e+03    1.2158961e+07    2.0535340e+07
2.3300000e+03    1.2148480e+07    2.0504171e+07
2.3400000e+03    1.2137998e+07    2.0473003e+07
2.3500000e+03    1.2127517e+07    2.0441835e+07
2.3600000e+03    1.2117036e+07    2.0410667e+07
2.3700000e+03    1.2106555e+07    2.0379499e+07
2.3800000e+03    1.2096073e+07    2.0348331e+07
2.3900000e+03    1.2085592e+07    2.0317163e+07
2.4000000e+03    1.2075111e+07    2.0285995e+07
2.4100000e+03    1.2064629e+07    2.0254827e+07
2.4200000e+03    1.2054148e+07    2.0223659e+07
2.4300000e+03    1.2043667e+07    2.0192491e+07
2.4400000e+03    1.2033186e+07    2.0161323e+07
2.4500000e+03    1.2022704e+07    2.0130154e+07
2.4600000e+03    1.2012223e+07    2.0098986e+07
2.4700000e+03    1.2001742e+07    2.0067818e+07
2.4800000e+03    1.1991260e+07    2.0036650e+07
2.4900000e+03    1.1980779e+07    2.0005482e+07
2.5000000e+03    1.1970298e+07    1.9974314e+07
2.5100000e+03    1.1959816e+07    1.9943146e+07
2.5200000e+03    1.1949335e+07    1.9911978e+07
2.5300000e+03    1.1938854e+07    1.9880810e+07
2.5400000e+03    1.1928373e+07    1.9849642e+07
2.5500000e+03    1.1917891e+07    1.9818474e+07
2.5600000e+03    1.1907410e+07    1.9787305e+07
2.5700000e+03    1.1896929e+07    1.9756137e+07
2.5800000e+03    1.1886447e+07    1.9724969e+07
2.5900000e+03    1.1875966e+07    1.9693801e+07
2.6000000e+03    1.1865485e+07    1.9662633e+07
2.6100000e+03    1.1855004e+07    1.9631465e+07
2.6200000e+03    1.1844522e+07    1.9600297e+07
2.6300000e+03    1.1834041e+07    1.9569129e+07
2.6400000e+03    1.1823560e+07    1.9537961e+07
2.6500000e+03    1.1813078e+07    1.9506793e+07
2.6600000e+03    1.1802597e+07    1.9475625e+07
2.6700000e+03    1.1792116e+07    1.9444457e+07
2.6800000e+03    1.1781634e+07    1.9413288e+07
2.6900000e+03    1.1771153e+07    1.9382120e+07
2.7000000e+03    1.1760672e+07    1.9350952e+07
2.7100000e+03    1.1750191e+07    1.9319784e+07
2.7200000e+03    1.1739709e+07    1.9288616e+07
2.7300000e+03    1.1729228e+07    1.9257448e+07
2.7400000e+03    1.1718747e+07    1.9226280e+07
2.7500000e+03    1.1708265e+07    1.9195112e+07
2.7600000e+03    1.1697784e+07    1.9163944e+07
2.7700000e+03    1.1687303e+07    1.9132776e+07
2.7800000e+03    1.1676822e+07    1.9101608e+07
2.7900000e+03    1.1666340e+07    1.9070440e+07
2.8000000e+03    1.1655859e+07    1.9039271e+07
2.8100000e+03    1.1645378e+07    1.9008103e+07
2.8200000e+03    1.1634896e+07    1.8976935e+07
2.8300000e+03    1.1624415e+07    1.8945767e+07
2.8400000e+03    1.1613934e+07    1.8914599e+07
2.8500000e+03    1.1603452e+07    1.8883431e+07
2.8600000e+03    1.1592971e+07    1.8852263e+07
2.8700000e+03    1.1582490e+07    1.8821095e+07
2.8800000e+03    1.1572009e+07    1.8789927e+07
2.8900000e+03    1.1561527e+07    1.8758759e+07
2.9000000e+03    1.1551046e+07    1.8727591e+07
2.9100000e+03    1.1540565e+07    1.8696422e+07
2.9200000e+03    1.1530083e+07    1.8665254e+07
2.9300000e+03    1.1519602e+07    1.8634086e+07
2.9400000e+03    1.1509121e+07    1.8602918e+07
2.9500000e+03    1.1498640e+07    1.8571750e+07
2.9600000e+03    1.1488158e+07    1.8540582e+07
2.9700000e+03    1.1477677e+07    1.8509414e+07
2.9800000e+03    1.1467196e+07    1.8478246e+07
2.9900000e+03    1.1456714e+07    1.8447078e+07
3.0000000e+03    1.1446233e+07    1.8415910e+07
3.0100000e+03    1.1435752e+07    1.8384742e+07
3.0200000e+03    1.1425270e+07    1.8353574e+07
3.0300000e+03    1.1414789e+07    1.8322405e+07
3.0400000e+03    1.1404308e+07    1.8291237e+07
3.0500000e+03    1.1393827e+07    1.8260069e+07
3.0600000e+03    1.1383757e+07    1.8229792e+07
3.0700000e+03    1.1373986e+07    1.8200164e+07
3.0800000e+03    1.1364216e+07    1.8170535e+07
3.0900000e+03    1.1354445e+07    1.8140907e+07
3.1000000e+03    1.1345104e+07    1.8112228e+07
3.1100000e+03    1.1335896e+07    1.8083845e+07
3.1200000e+03    1.1326867e+07    1.8055862e+07
3.1300000e+03    1.1318113e+07    1.8028496e+07
3.1400000e+03    1.1309703e+07    1.8001907e+07
3.1500000e+03    1.1301390e+07    1.7975539e+07
3.1600000e+03    1.1293078e+07    1.7949170e+07
3.1700000e+03    1.1284765e+07    1.7922802e+07
3.1800000e+03    1.1276452e+07    1.7896433e+07
3.1900000e+03    1.1268139e+07    1.7870065e+07
3.2000000e+03    1.1259827e+07    1.7843696e+07
3.2100000e+03    1.1251514e+07    1.7817328e+07
3.2200000e+03    1.1243201e+07    1.7790960e+07
3.2300000e+03    1.1234888e+07    1.7764591e+07
3.2400000e+03    1.1226576e+07    1.7738223e+07
3.2500000e+03    1.1218263e+07    1.7711854e+07
3.2600000e+03    1.1209950e+07    1.7685486e+07
3.2700000e+03    1.1201638e+07    1.7659117e+07
3.2800000e+03    1.1193325e+07    1.7632749e+07
3.2900000e+03    1.1185012e+07    1.7606381e+07
3.3000000e+03    1.1176699e+07    1.7580012e+07
3.3100000e+03    1.1168387e+07    1.7553644e+07
3.3200000e+03    1.1160074e+07    1.7527275e+07
3.3300000e+03    1.1151761e+07    1.7500907e+07
3.3400000e+03    1.1143448e+07    1.7474538e+07
3.3500000e+03    1.1135136e+07    1.7448170e+07
3.3600000e+03    1.1126823e+07    1.7421802e+07
3.3700000e+03    1.1118510e+07    1.7395433e+07
3.3800000e+03    1.1110198e+07    1.7369065e+07
3.3900000e+03    1.1101885e+07    1.7342696e+07
3.4000000e+03    1.1093572e+07    1.7316328e+07
3.4100000e+03    1.1085259e+07    1.7289959e+07
3.4200000e+03    1.1076947e+07    1.7263591e+07
3.4300000e+03    1.1068634e+07    1.7237222e+07
3.4400000e+03    1.1060321e+07    1.7210854e+07
3.4500000e+03    1.1052009e+07    1.7184486e+07
3.4600000e+03    1.1043696e+07    1.7158117e+07
3.4700000e+03    1.1035383e+07    1.7131749e+07
3.4800000e+03    1.1027070e+07    1.7105380e+07
3.4900000e+03    1.1018758e+07    1.7079012e+07
3.5000000e+03    1.1010445e+07    1.7052643e+07
3.5100000e+03    1.1002132e+07    1.7026275e+07
3.5200000e+03    1.0993819e+07    1.6999907e+07
3.5300000e+03    1.0985507e+07    1.6973538e+07
3.5400000e+03    1.0977194e+07    1.6947170e+07
3.5500000e+03    1.0968881e+07    1.6920801e+07
3.5600000e+03    1.0960569e+07    1.6894433e+07
3.5700000e+03    1.0952256e+07    1.6868064e+07
3.5800000e+03    1.0943943e+07    1.6841696e+07
3.5900000e+03    1.0935630e+07    1.6815328e+07
3.6000000e+03    1.0927318e+07    1.6788959e+07
3.6100000e+03    1.0919005e+07    1.6762591e+07
3.6200000e+03    1.0910692e+07    1.6736222e+07
3.6300000e+03    1.0902379e+07    1.6709854e+07
3.6400000e+03    1.0894067e+07    1.6683485e+07
3.6500000e+03    1.0885754e+07    1.6657117e+07
3.6600000e+03    1.0877441e+07    1.6630749e+07
3.6700000e+03    1.0869129e+07    1.6604380e+07
3.6800000e+03    1.0860816e+07    1.6578012e+07
3.6900000e+03    1.0852503e+07    1.6551643e+07
3.7000000e+03    1.0844190e+07    1.6525275e+07
3.7100000e+03    1.0835878e+07    1.6498906e+07
3.7200000e+03    1.0827565e+07    1.6472538e+07
3.7300000e+03    1.0819252e+07    1.6446170e+07
3.7400000e+03    1.0810939e+07    1.6419801e+07
3.7500000e+03    1.0802627e+07    1.6393433e+07
3.7600000e+03    1.0794314e+07    1.6367064e+07
3.7700000e+03    1.0786001e+07    1.6340696e+07
3.7800000e+03    1.0777689e+07    1.6314327e+07
3.7900000e+03    1.0769376e+07    1.6287959e+07
3.8000000e+03    1.0761063e+07    1.6261591e+07
3.8100000e+03    1.0752750e+07    1.6235222e+07
3.8200000e+03    1.0744438e+07    1.6208854e+07
3.8300000e+03    1.0736125e+07    1.6182485e+07
3.8400000e+03    1.0727812e+07    1.6156117e+07
3.8500000e+03    1.0719499e+07    1.6129748e+07
3.8600000e+03    1.0711187e+07    1.6103380e+07
3.8700000e+03    1.0702874e+07    1.6077012e+07
3.8800000e+03    1.0694561e+07    1.6050643e+07
3.8900000e+03    1.0686249e+07    1.6024275e+07
3.9000000e+03    1.0677936e+07    1.5997906e+07
3.9100000e+03    1.0669623e+07    1.5971538e+07
3.9200000e+03    1.0661310e+07    1.5945169e+07
3.9300000e+03    1.0652998e+07    1.5918801e+07
3.9400000e+03    1.0644685e+07    1.5892432e+07
3.9500000e+03    1.0636372e+07    1.5866064e+07
3.9600000e+03    1.0628060e+07    1.5839696e+07
3.9700000e+03    1.0619747e+07    1.5813327e+07
3.9800000e+03    1.0611434e+07    1.5786959e+07
3.9900000e+03    1.0603121e+07    1.5760590e+07
4.0000000e+03    1.0594809e+07    1.5734222e+07
4.0100000e+03    1.0586496e+07    1.5707853e+07
4.0200000e+03    1.0578183e+07    1.5681485e+07
4.0300000e+03    1.0569870e+07    1.5655117e+07
4.0400000e+03    1.0561558e+07    1.5628748e+07
4.0500000e+03    1.0553245e+07    1.5602380e+07
4.0600000e+03    1.0544932e+07    1.5576011e+07
4.0700000e+03    1.0536620e+07    1.5549643e+07
4.0800000e+03    1.0528307e+07    1.5523274e+07
4.0900000e+03    1.0519994e+07    1.5496906e+07
4.1000000e+03    1.0511681e+07    1.5470538e+07
4.1100000e+03    1.0503369e+07    1.5444169e+07
4.1200000e+03    1.0495056e+07    1.5417801e+07
4.1300000e+03    1.0486743e+07    1.5391432e+07
4.1400000e+03    1.0478430e+07    1.5365064e+07
4.1500000e+03    1.0470118e+07    1.5338695e+07
4.1600000e+03    1.0461805e+07    1.5312327e+07
4.1700000e+03    1.0453492e+07    1.5285959e+07
4.1800000e+03    1.0445577e+07    1.5261452e+07
4.1900000e+03    1.0440979e+07    1.5252504e+07
4.2000000e+03    1.0436381e+07    1.5243556e+07
4.2100000e+03    1.0431783e+07    1.5234609e+07
4.2200000e+03    1.0427186e+07    1.5225661e+07
4.2300000e+03    1.0422588e+07    1.5216714e+07
4.2400000e+03    1.0417990e+07    1.5207766e+07
4.2500000e+03    1.0413392e+07    1.5198819e+07
4.2600000e+03    1.0408795e+07    1.5189871e+07
4.2700000e+03    1.0404197e+07    1.5180924e+07
4.2800000e+03    1.0399599e+07    1.5171976e+07
4.2900000e+03    1.0395001e+07    1.5163029e+07
4.3000000e+03    1.0390404e+07    1.5154081e+07
4.3100000e+03    1.0385806e+07    1.5145134e+07
4.3200000e+03    1.0381208e+07    1.5136186e+07
4.3300000e+03    1.0376611e+07    1.5127239e+07
4.3400000e+03    1.0372013e+07    1.5118291e+07
4.3500000e+03    1.0367415e+07    1.5109344e+07
4.3600000e+03    1.0362817e+07    1.5100396e+07
4.3700000e+03    1.0358220e+07    1.5091449e+07
4.3800000e+03    1.0353622e+07    1.5082501e+07
4.3900000e+03    1.0349024e+07    1.5073553e+07
4.4000000e+03    1.0344426e+07    1.5064606e+07
4.4100000e+03    1.0339829e+07    1.5055658e+07
4.4200000e+03    1.0335231e+07    1.5046711e+07
4.4300000e+03    1.0330633e+07    1.5037763e+07
4.4400000e+03    1.0326036e+07    1.5028816e+07
4.4500000e+03    1.0321438e+07    1.5019868e+07
4.4600000e+03    1.0316840e+07    1.5010921e+07
4.4700000e+03    1.0312242e+07    1.5001973e+07
4.4800000e+03    1.0307645e+07    1.4993026e+07
4.4900000e+03    1.0303047e+07    1.4984078e+07
4.5000000e+03    1.0298449e+07    1.4975131e+07
4.5100000e+03    1.0293851e+07    1.4966183e+07
4.5200000e+03    1.0289254e+07    1.4957236e+07
4.5300000e+03    1.0284656e+07    1.4948288e+07
4.5400000e+03    1.0280058e+07    1.4939341e+07
4.5500000e+03    1.0275461e+07    1.4930393e+07
4.5600000e+03    1.0270863e+07    1.4921446e+07
4.5700000e+03    1.0266265e+07    1.4912498e+07
4.5800000e+03    1.0261667e+07    1.4903550e+07
4.5900000e+03    1.0257070e+07    1.4894603e+07
4.6000000e+03    1.0252472e+07    1.4885655e+07
4.6100000e+03    1.0247874e+07    1.4876708e+07
4.6200000e+03    1.0243276e+07    1.4867760e+07
4.6300000e+03    1.0238679e+07    1.4858813e+07
4.6400000e+03    1.0234081e+07    1.4849865e+07
4.6500000e+03    1.0229483e+07    1.4840918e+07
4.6600000e+03    1.0224886e+07    1.4831970e+07
4.6700000e+03    1.0220288e+07    1.4823023e+07
4.6800000e+03    1.0215690e+07    1.4814075e+07
4.6900000e+03    1.0211092e+07    1.4805128e+07
4.7000000e+03    1.0206495e+07    1.4796180e+07
4.7100000e+03    1.0201897e+07    1.4787233e+07
4.7200000e+03    1.0197299e+07    1.4778285e+07
4.7300000e+03    1.0192701e+07    1.4769338e+07
4.7400000e+03    1.0188104e+07    1.4760390e+07
4.7500000e+03    1.0183506e+07    1.4751443e+07
4.7600000e+03    1.0178908e+07    1.4742495e+07
4.7700000e+03    1.0174310e+07    1.4733547e+07
4.7800000e+03    1.0169713e+07    1.4724600e+07
4.7900000e+03    1.0165115e+07    1.4715652e+07
4.8000000e+03    1.0160517e+07    1.4706705e+07
4.8100000e+03    1.0155920e+07    1.4697757e+07
4.8200000e+03    1.0151322e+07    1.4688810e+07
4.8300000e+03    1.0146724e+07    1.4679862e+07
4.8400000e+03    1.0142126e+07    1.4670915e+07
4.8500000e+03    1.0137529e+07    1.4661967e+07
4.8600000e+03    1.0132931e+07    1.4653020e+07
4.8700000e+03    1.0128333e+07    1.4644072e+07
4.8800000e+03    1.0123735e+07    1.4635125e+07
4.8900000e+03    1.0119138e+07    1.4626177e+07
4.9000000e+03    1.0114540e+07    1.4617230e+07
4.9100000e+03    1.0109942e+07    1.4608282e+07
4.9200000e+03    1.0105345e+07    1.4599335e+07
4.9300000e+03    1.0100747e+07    1.4590387e+07
4.9400000e+03    1.0096149e+07    1.4581439e+07
4.9500000e+03    1.0091551e+07    1.4572492e+07
4.9600000e+03    1.0086954e+07    1.4563544e+07
4.9700000e+03    1.0082356e+07    1.4554597e+07
4.9800000e+03    1.0077758e+07    1.4545649e+07
4.9900000e+03    1.0073160e+07    1.4536702e+07
5.0000000e+03    1.0068563e+07    1.4527754e+07
5.0100000e+03    1.0063965e+07    1.4518807e+07
5.0200000e+03    1.0059367e+07    1.4509859e+07
5.0300000e+03    1.0054770e+07    1.4500912e+07
5.0400000e+03    1.0050172e+07    1.4491964e+07
5.0500000e+03    1.0045574e+07    1.4483017e+07
5.0600000e+03    1.0040976e+07    1.4474069e+07
5.0700000e+03    1.0036379e+07    1.4465122e+07
5.0800000e+03    1.0031781e+07    1.4456174e+07
5.0900000e+03    1.0027183e+07    1.4447227e+07
5.1000000e+03    1.0022585e+07    1.4438279e+07
5.1100000e+03    1.0017988e+07    1.4429332e+07
5.1200000e+03    1.0013390e+07    1.4420384e+07
5.1300000e+03    1.0008792e+07    1.4411436e+07
5.1400000e+03    1.0004195e+07    1.4402489e+07
