time [ns]	Wlong [V/pC]	Wxdip [V/(pC mm)]	Wydip [V/(pC mm)]	Wxquad [V/(pC mm)]	Wyquad [V/(pC mm)]
5.402999999999999581e+00	-4.159590018844427615e-11	-2.849620527007830224e-17	-8.401483917070930747e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.403999999999999915e+00	-4.266842118373569645e-11	-3.095383951949454416e-17	-8.388215949346188626e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.405000000000000249e+00	-4.374094217929341075e-11	-3.341147376501586549e-17	-8.374947981400683780e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.405999999999999694e+00	-4.486241261408062136e-11	-3.515039917168601984e-17	-8.320966648551314001e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.407000000000000028e+00	-4.598388304886875609e-11	-3.688932457835761016e-17	-8.266985315701899849e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.408000000000000362e+00	-4.712116114748190811e-11	-3.843848853119772112e-17	-8.206317628978951920e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.408999999999999808e+00	-4.827424690957629988e-11	-3.979789103432055816e-17	-8.138963588527530643e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.410000000000000142e+00	-4.942733267170616348e-11	-4.115729353752171431e-17	-8.071609548184836586e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.410999999999999588e+00	-5.058678644433685126e-11	-4.253093179244570893e-17	-8.024320892004216044e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.411999999999999922e+00	-5.174624021696658261e-11	-4.390457004736854491e-17	-7.977032235823636178e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.413000000000000256e+00	-5.289300257626474297e-11	-4.543410025345955516e-17	-7.950452086488424150e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.413999999999999702e+00	-5.402707352250468967e-11	-4.711952240733530293e-17	-7.944580443549517192e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.415000000000000036e+00	-5.516114446841222609e-11	-4.880494456345338783e-17	-7.938708800822696721e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.416000000000000369e+00	-5.623372711277901522e-11	-5.090371876236935851e-17	-7.971958158004316271e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.416999999999999815e+00	-5.730630975714493840e-11	-5.300249296128359123e-17	-8.005207515185909936e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.418000000000000149e+00	-5.832926836997260524e-11	-5.526166162314291787e-17	-8.045834698676230678e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.418999999999999595e+00	-5.930260295233729884e-11	-5.768122474446710600e-17	-8.093839708315248200e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.419999999999999929e+00	-6.027593753396575000e-11	-6.010078786649936458e-17	-8.141844717856912891e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.421000000000000263e+00	-6.111361082581825834e-11	-6.265132398738970656e-17	-8.171899382896547791e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.421999999999999709e+00	-6.195128411767006876e-11	-6.520186010827794080e-17	-8.201954047936160504e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.423000000000000043e+00	-6.270509958081960498e-11	-6.774057992842002992e-17	-8.211493578659465923e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.424000000000001265e+00	-6.337505721708538482e-11	-7.026748344807216885e-17	-8.200517975511347086e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.424999999999999822e+00	-6.404501485230488458e-11	-7.279438696743197318e-17	-8.189542372132508621e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.426000000000000156e+00	-6.452228799002644078e-11	-7.526852448433753430e-17	-8.136004386806375482e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.427000000000001378e+00	-6.499956112774841058e-11	-7.774266200124514153e-17	-8.082466401480200434e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.427999999999999936e+00	-6.537263359685964552e-11	-8.023696045757015550e-17	-8.017218680101312256e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.429000000000001158e+00	-6.564150539962186419e-11	-8.275141985288770066e-17	-7.940261222923337123e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.429999999999999716e+00	-6.591037720122605586e-11	-8.526587924908478875e-17	-7.863303765763875570e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.431000000000000938e+00	-6.596576623691914976e-11	-8.794372731218979485e-17	-7.789725738921264015e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.432000000000001272e+00	-6.602115527261219197e-11	-9.062157537529258227e-17	-7.716147712078714090e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.433000000000001606e+00	-6.597280630503914608e-11	-9.339573428838015427e-17	-7.652731273514444632e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.434000000000001052e+00	-6.582071933644987875e-11	-9.626620404936818009e-17	-7.599476423007956693e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.435000000000001386e+00	-6.566863236682527856e-11	-9.913667381062459119e-17	-7.546221572586341559e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.436000000000000831e+00	-6.532563056070009348e-11	-1.020566223034906859e-16	-7.508617277393947037e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.437000000000001165e+00	-6.498262875457463699e-11	-1.049765707963591348e-16	-7.471012982201519234e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.437999999999999723e+00	-6.455698828653206921e-11	-1.077726305149011793e-16	-7.428548039828482254e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.439000000000000945e+00	-6.404870915836402459e-11	-1.104448014618084128e-16	-7.381222450380184773e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.440000000000001279e+00	-6.354043002947554442e-11	-1.131169724055264665e-16	-7.333896860701001263e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.441000000000001613e+00	-6.289930229021913057e-11	-1.152010745177286846e-16	-7.243996131267027246e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.442000000000001059e+00	-6.225817455096216096e-11	-1.172851766299326530e-16	-7.154095401832978041e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.443000000000001393e+00	-6.156879566988762706e-11	-1.189566191389546552e-16	-7.031759644800235238e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.444000000000000838e+00	-6.083116564804272659e-11	-1.202154020537444413e-16	-6.876988860872450440e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.445000000000001172e+00	-6.009353562587501888e-11	-1.214741849638861357e-16	-6.722218076597368395e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.445999999999999730e+00	-5.929648353752568886e-11	-1.218755354840731405e-16	-6.503419326267389403e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.447000000000000952e+00	-5.849943144917569967e-11	-1.222768860042605151e-16	-6.284620575937230452e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.448000000000001286e+00	-5.768998325759970085e-11	-1.223374779638340580e-16	-6.045757870049368286e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.449000000000001620e+00	-5.686813896306725634e-11	-1.220573113701851247e-16	-5.786831209039208518e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.450000000000001066e+00	-5.604629466855857388e-11	-1.217771447743999314e-16	-5.527904547996944577e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.451000000000001400e+00	-5.522896228200830942e-11	-1.211030137763157937e-16	-5.263096490019058495e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.452000000000000846e+00	-5.441162989545872351e-11	-1.204288827782323462e-16	-4.998288432041389967e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.453000000000001180e+00	-5.360739805043567704e-11	-1.196870081616964284e-16	-4.743777311838819989e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.454000000000000625e+00	-5.281626674665632596e-11	-1.188773899281789453e-16	-4.499563129188426330e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.455000000000000959e+00	-5.202513544308663285e-11	-1.180677716945921657e-16	-4.255348946679099490e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.456000000000001293e+00	-5.127279324640198035e-11	-1.172455151360578489e-16	-4.037188998393618076e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.456999999999999851e+00	-5.052045104971796763e-11	-1.164232585775242962e-16	-3.819029050108314156e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.458000000000001073e+00	-4.978897218233916209e-11	-1.155806948934060771e-16	-3.605654478593358340e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.459000000000001407e+00	-4.907835664381365170e-11	-1.147178240841443127e-16	-3.397065283745131899e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.460000000000001741e+00	-4.836774110548086792e-11	-1.138549532741257594e-16	-3.188476088804227244e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.461000000000001187e+00	-4.769256416131047437e-11	-1.128523486969703006e-16	-2.962762886793152101e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.462000000000000632e+00	-4.701738721714064304e-11	-1.118497441198157046e-16	-2.737049684782265238e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.463000000000000966e+00	-4.635284075507659508e-11	-1.107536307352411295e-16	-2.493057147427861367e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.464000000000001300e+00	-4.569892477488831613e-11	-1.095640085452752172e-16	-2.230785275126553252e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.464999999999999858e+00	-4.504500879470758519e-11	-1.083743863548081811e-16	-1.968513402631802268e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.466000000000001080e+00	-4.439237736473726184e-11	-1.070921613386645994e-16	-1.670525287960895729e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.467000000000001414e+00	-4.373974593476693848e-11	-1.058099363225210300e-16	-1.372537173289989345e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.468000000000001748e+00	-4.307617530025892090e-11	-1.045994599453908078e-16	-1.067735777999927870e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.469000000000001194e+00	-4.240166546144938855e-11	-1.034607322057157230e-16	-7.561211022379779242e-18	0.000000000000000000e+00	0.000000000000000000e+00
5.470000000000000639e+00	-4.172715562239435803e-11	-1.023220044683588908e-16	-4.445064265739443363e-18	0.000000000000000000e+00	0.000000000000000000e+00
5.471000000000000973e+00	-4.100726620551267516e-11	-1.016106535530622373e-16	-1.509026040467105970e-18	0.000000000000000000e+00	0.000000000000000000e+00
5.472000000000001307e+00	-4.028737678863097935e-11	-1.008993026377656948e-16	1.427012184805226800e-18	0.000000000000000000e+00	0.000000000000000000e+00
5.472999999999999865e+00	-3.953426653156321746e-11	-1.004992572873707192e-16	4.155393613851016199e-18	0.000000000000000000e+00	0.000000000000000000e+00
5.474000000000001087e+00	-3.874793543502864240e-11	-1.004105174951250064e-16	6.676118251178567631e-18	0.000000000000000000e+00	0.000000000000000000e+00
5.475000000000001421e+00	-3.796160433804581299e-11	-1.003217777062833763e-16	9.196842886148119062e-18	0.000000000000000000e+00	0.000000000000000000e+00
5.476000000000001755e+00	-3.709261844213264222e-11	-1.008607313343459127e-16	1.128275226623953872e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.477000000000001201e+00	-3.622363254621877351e-11	-1.013996849624089546e-16	1.336866164633268401e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.478000000000000647e+00	-3.530853151076600211e-11	-1.021561805735025091e-16	1.534249065345607559e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.479000000000000981e+00	-3.434731533677300642e-11	-1.031302181629096936e-16	1.720423929004386396e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.480000000000001315e+00	-3.338609916226933657e-11	-1.041042557530641758e-16	1.906598792718301679e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.481000000000000760e+00	-3.233069794153879898e-11	-1.052161286707932806e-16	2.102942529408726082e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.482000000000001094e+00	-3.127529672080738252e-11	-1.063280015885234455e-16	2.299286266099312263e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.483000000000001428e+00	-3.017567720300718777e-11	-1.073797377746760344e-16	2.513784385663410052e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.484000000000001762e+00	-2.903183938909826770e-11	-1.083713372305547632e-16	2.746436887707053377e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.485000000000001208e+00	-2.788800157477741815e-11	-1.093629366852258199e-16	2.979089389977218727e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.486000000000000654e+00	-2.666836553399995693e-11	-1.101316864421071487e-16	3.253483187682832772e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.487000000000000988e+00	-2.544872949322149405e-11	-1.109004361989890938e-16	3.527876985388675464e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.488000000000001322e+00	-2.420015597658349334e-11	-1.115977405165911023e-16	3.814244351438400431e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.489000000000000767e+00	-2.292264498471468962e-11	-1.122235993964625091e-16	4.112585285572050889e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.490000000000001101e+00	-2.164513399264491332e-11	-1.128494582765857105e-16	4.410926219670491034e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.491000000000001435e+00	-2.033075205882065859e-11	-1.135216748392667929e-16	4.702727989647885564e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.491999999999999993e+00	-1.901637012499749276e-11	-1.141938914019473329e-16	4.994529759625039739e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.493000000000001215e+00	-1.769432357065735158e-11	-1.149747869229536451e-16	5.270190801542787974e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.494000000000000661e+00	-1.636461239596865032e-11	-1.158643613999270845e-16	5.529711115750777460e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.495000000000000995e+00	-1.503490122130146544e-11	-1.167539358783337610e-16	5.789231429747472401e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.496000000000000441e+00	-1.370935828181128049e-11	-1.179076810637633759e-16	6.009743796832448168e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.497000000000000774e+00	-1.238381534232218930e-11	-1.190614262491920788e-16	6.230256163917237813e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.498000000000000220e+00	-1.106792624662129873e-11	-1.202973591480744079e-16	6.438867641745660854e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.499000000000001442e+00	-9.761690994500338591e-12	-1.216154797586268226e-16	6.635578230575624270e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.500000000000000000e+00	-8.455455742534033763e-12	-1.229336003691311168e-16	6.832288819423239682e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.501000000000000334e+00	-7.177544108344335157e-12	-1.242430592383762576e-16	7.032284880609035885e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.502000000000000668e+00	-5.899632474155693952e-12	-1.255525181076203383e-16	7.232280941794668154e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.503000000000001002e+00	-4.636831264057109812e-12	-1.267969150566624715e-16	7.444833325088274883e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.503999999999999559e+00	-3.389140477721942927e-12	-1.279762500869126227e-16	7.669942030217382285e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.504999999999999893e+00	-2.141449691522889663e-12	-1.291555851166253377e-16	7.895050735495021101e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.506000000000000227e+00	-9.186717561126407284e-13	-1.302359707599173353e-16	8.147586961084523836e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.507000000000000561e+00	3.041061792976088622e-13	-1.313163564032093329e-16	8.400123186674027804e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.508000000000000007e+00	1.520254351744334481e-12	-1.324465828448770323e-16	8.656258212840461663e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.509000000000000341e+00	2.729772761373339585e-12	-1.336266500838413457e-16	8.915992039506195337e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.509999999999999787e+00	3.939291171017619863e-12	-1.348067173248701820e-16	9.175725866033422293e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.511000000000001009e+00	5.151811488024005677e-12	-1.363677245510287157e-16	9.409954724178743370e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.511999999999999567e+00	6.364331805030393108e-12	-1.379287317771872495e-16	9.644183582324063214e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.512999999999999901e+00	7.587566019774817481e-12	-1.397918492077536112e-16	9.851833976908846878e-17	0.000000000000000000e+00	0.000000000000000000e+00
5.514000000000000234e+00	8.821514132026937269e-12	-1.419570768361783819e-16	1.003290590850988727e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.515000000000000568e+00	1.005546224449120142e-11	-1.441223044681254166e-16	1.021397783978159918e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.516000000000000014e+00	1.132853493897045331e-11	-1.469371299409953257e-16	1.033431246568949070e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.517000000000000348e+00	1.260160763345075855e-11	-1.497519554138675275e-16	1.045464709159747959e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.517999999999999794e+00	1.390121298149437432e-11	-1.528084943391460372e-16	1.055284514589129427e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.518999999999999240e+00	1.522735098252799495e-11	-1.561067467115934839e-16	1.062890662905120558e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.519999999999999574e+00	1.655348898388928897e-11	-1.594049990849941951e-16	1.070496811214019953e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.520999999999999908e+00	1.794006037698180359e-11	-1.628790602190483252e-16	1.076795003714807610e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.522000000000001130e+00	1.932663177007546850e-11	-1.663531213531053395e-16	1.083093196215600320e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.523000000000000576e+00	2.074268185718278698e-11	-1.697572707173898310e-16	1.090170536017355970e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.524000000000000021e+00	2.218821063766316258e-11	-1.730915083134154267e-16	1.098027023103166558e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.525000000000000355e+00	2.363373941840064917e-11	-1.764257459075911681e-16	1.105883510203278086e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.525999999999999801e+00	2.512646857587649404e-11	-1.794183051817781543e-16	1.116376053690233018e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.526999999999999247e+00	2.661919773335357322e-11	-1.824108644559674823e-16	1.126868597177194975e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.527999999999999581e+00	2.812431272384256723e-11	-1.852103376878032227e-16	1.138086761419953388e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.528999999999999915e+00	2.964181354707357284e-11	-1.878167248814710221e-16	1.150030546402757415e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.530000000000001137e+00	3.115931437026482532e-11	-1.904231120733617151e-16	1.161974331379326483e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.530999999999999694e+00	3.266925087422298989e-11	-1.927013358212020938e-16	1.172766429889768300e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.532000000000000028e+00	3.417918737818240816e-11	-1.949795595690442722e-16	1.183558528400217759e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.533000000000000362e+00	3.566517544977660620e-11	-1.971159271466341504e-16	1.192594832068379179e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.533999999999999808e+00	3.712721508952376744e-11	-1.991104385570466342e-16	1.199875340932322001e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.534999999999999254e+00	3.858925472876623863e-11	-2.011049499655230808e-16	1.207155849773926254e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.535999999999999588e+00	3.995799573701669422e-11	-2.027421244674860319e-16	1.210315168005663533e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.536999999999999922e+00	4.132673674526602537e-11	-2.043792989694477504e-16	1.213474486237398100e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.538000000000001144e+00	4.262544434716675237e-11	-2.057283969818510221e-16	1.215380354359719493e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.538999999999999702e+00	4.385411854423552383e-11	-2.067894185109414562e-16	1.216032772399807422e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.540000000000000036e+00	4.508279274030734878e-11	-2.078504400353194324e-16	1.216685190442545923e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.541000000000000369e+00	4.612741224368053776e-11	-2.080421866409364398e-16	1.217826288277593988e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.541999999999999815e+00	4.717203174705288663e-11	-2.082339332465532253e-16	1.218967386112642053e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.543000000000000149e+00	4.810611985468869570e-11	-2.078733010656750673e-16	1.221700692053812567e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.543999999999999595e+00	4.892967656898421027e-11	-2.069602901102812128e-16	1.226026206066574869e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.544999999999999929e+00	4.975323328193838685e-11	-2.060472791485811797e-16	1.230351720101153613e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.545999999999999375e+00	5.032953823236764906e-11	-2.039710879516474862e-16	1.238701441331748895e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.546999999999999709e+00	5.090584318279643307e-11	-2.018948967547156417e-16	1.247051162562337522e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.548000000000000043e+00	5.135237997390090045e-11	-1.993158103803046089e-16	1.256637338582670404e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.549000000000000377e+00	5.166914860849487409e-11	-1.962338288393226578e-16	1.267459969365925532e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.549999999999999822e+00	5.198591724170114886e-11	-1.931518472945586609e-16	1.278282600145539573e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.551000000000000156e+00	5.204676583755272468e-11	-1.893717623037482064e-16	1.288435150716301453e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.551999999999999602e+00	5.210761443340429404e-11	-1.855916773129378257e-16	1.298587701287063333e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.552999999999999936e+00	5.205059487081314035e-11	-1.816239482371127738e-16	1.306880304042340159e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.553999999999999382e+00	5.187570715233553604e-11	-1.774685750803363005e-16	1.313312959022486357e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.554999999999999716e+00	5.170081943277508769e-11	-1.733132019226472631e-16	1.319745613975192029e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.556000000000000050e+00	5.132616284964813028e-11	-1.689888897561357438e-16	1.321117764134717422e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.557000000000001272e+00	5.095150626652117287e-11	-1.646645775896242985e-16	1.322489914294243801e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.557999999999999829e+00	5.050173118735587651e-11	-1.602718342325276817e-16	1.321833458640983656e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.559000000000000163e+00	4.997683761378074011e-11	-1.558106596863228875e-16	1.319148397218932499e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.559999999999999609e+00	4.945194403971411625e-11	-1.513494851388405084e-16	1.316463335789264643e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.560999999999999943e+00	4.883640686224093668e-11	-1.466526645640019913e-16	1.312373322426854556e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.561999999999999389e+00	4.822086968476723367e-11	-1.419558439891596531e-16	1.308283309064442498e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.562999999999999723e+00	4.759258368430467042e-11	-1.370834498712597206e-16	1.304836075781078235e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.564000000000000057e+00	4.695154886112870454e-11	-1.320354822141016931e-16	1.302031622562820871e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.565000000000001279e+00	4.631051403816995112e-11	-1.269875145549440264e-16	1.299227169357707162e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.565999999999999837e+00	4.570954420334615715e-11	-1.215707584849924911e-16	1.298846826547402655e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.567000000000000171e+00	4.510857436852186558e-11	-1.161540024150364937e-16	1.298466483737097655e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.568000000000001393e+00	4.455796831581026418e-11	-1.106158491288868545e-16	1.298766382469026176e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.568999999999999950e+00	4.405772604411952624e-11	-1.049562986291809203e-16	1.299746522728432822e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.570000000000000284e+00	4.355748377324964227e-11	-9.929674812933869808e-17	1.300726662981108513e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.570999999999999730e+00	4.320870566058521652e-11	-9.361292125264238644e-17	1.300465331604362443e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.572000000000000064e+00	4.285992754792051289e-11	-8.792909437594132931e-17	1.300204000227615633e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.573000000000001286e+00	4.260514559366549403e-11	-8.232931167364211930e-17	1.298047837596326923e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.573999999999999844e+00	4.244435979578179306e-11	-7.681357314392665390e-17	1.293996843751593499e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.575000000000000178e+00	4.228357399902123533e-11	-7.129783461538795943e-17	1.289945849881443963e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.576000000000001400e+00	4.232995161193057653e-11	-6.599996997305312095e-17	1.281207999333431795e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.576999999999999957e+00	4.237632922483985310e-11	-6.070210533072267051e-17	1.272470148785425790e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.578000000000000291e+00	4.252633339491038086e-11	-5.544468565582538853e-17	1.262102482353513494e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.578999999999999737e+00	4.277996411989452268e-11	-5.022771094749285008e-17	1.250105000073058062e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.580000000000000071e+00	4.303359484589877206e-11	-4.501073623815185158e-17	1.238107517791734390e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.581000000000000405e+00	4.347534907629431713e-11	-3.960854412755360073e-17	1.225951539786010141e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.581999999999999851e+00	4.391710330668950032e-11	-3.420635201695979954e-17	1.213795561780296738e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.583000000000000185e+00	4.443447790565266019e-11	-2.857956408793318256e-17	1.203140376665429726e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.584000000000001407e+00	4.502747287154343944e-11	-2.272818034534900878e-17	1.193985984408871799e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.584999999999999964e+00	4.562046783797340474e-11	-1.687679659964421528e-17	1.184831592177014338e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.586000000000000298e+00	4.631300858955430949e-11	-1.044890301331149930e-17	1.180231901885233699e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.586999999999999744e+00	4.700554934113463262e-11	-4.021009426984098886e-18	1.175632211593456510e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.588000000000000078e+00	4.771668519367891554e-11	2.657872094251890821e-18	1.172896495956020608e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.589000000000000412e+00	4.844641614678333257e-11	9.587741544947970101e-18	1.172024754932502786e-16	0.000000000000000000e+00	0.000000000000000000e+00
5.589999999999999858e+00	4.917614709971996117e-11	1.651761099706625235e-17	1.171153013914814154e-16	0.000000000000000000e+00	0.000000000000000000e+00
