# Freq(GHz) Re(Z) Im(Z)
0.000000e+00 5.033856e+01 1.519418e+06
1.000000e-02 9.937978e+06 1.650966e+07
2.000000e-02 7.752544e+06 1.285232e+07
3.000000e-02 6.272076e+06 1.084512e+07
4.000000e-02 4.842031e+06 9.835468e+06
5.000000e-02 3.796608e+06 9.649716e+06
6.000000e-02 3.366734e+06 9.823543e+06
7.000000e-02 3.406807e+06 9.851966e+06
8.000000e-02 3.528078e+06 9.524679e+06
9.000000e-02 3.454261e+06 9.044411e+06
1.000000e-01 3.091210e+06 8.654644e+06
1.100000e-01 2.712781e+06 8.581666e+06
1.200000e-01 2.510069e+06 8.684086e+06
1.300000e-01 2.544317e+06 8.747009e+06
1.400000e-01 2.663016e+06 8.629270e+06
1.500000e-01 2.650642e+06 8.363793e+06
1.600000e-01 2.461792e+06 8.136893e+06
1.700000e-01 2.236575e+06 8.093773e+06
1.800000e-01 2.114675e+06 8.174475e+06
1.900000e-01 2.143306e+06 8.230154e+06
2.000000e-01 2.224488e+06 8.150978e+06
2.100000e-01 2.236337e+06 7.982170e+06
2.200000e-01 2.118254e+06 7.832497e+06
2.300000e-01 1.953126e+06 7.799044e+06
2.400000e-01 1.861290e+06 7.860635e+06
2.500000e-01 1.883635e+06 7.907244e+06
2.600000e-01 1.959792e+06 7.863774e+06
2.700000e-01 1.973661e+06 7.737328e+06
2.800000e-01 1.886231e+06 7.622961e+06
2.900000e-01 1.759787e+06 7.599021e+06
3.000000e-01 1.690093e+06 7.651374e+06
3.100000e-01 1.711567e+06 7.693227e+06
3.200000e-01 1.772013e+06 7.657187e+06
3.300000e-01 1.787164e+06 7.557477e+06
3.400000e-01 1.719014e+06 7.466775e+06
3.500000e-01 1.617997e+06 7.450385e+06
3.600000e-01 1.563334e+06 7.497763e+06
3.700000e-01 1.584897e+06 7.537308e+06
3.800000e-01 1.637109e+06 7.508840e+06
3.900000e-01 1.646745e+06 7.421265e+06
4.000000e-01 1.587123e+06 7.342091e+06
4.100000e-01 1.504269e+06 7.331195e+06
4.200000e-01 1.460556e+06 7.375147e+06
4.300000e-01 1.482383e+06 7.412901e+06
4.400000e-01 1.530983e+06 7.392097e+06
4.500000e-01 1.543191e+06 7.320173e+06
4.600000e-01 1.494361e+06 7.253967e+06
4.700000e-01 1.420447e+06 7.242228e+06
4.800000e-01 1.380466e+06 7.278469e+06
4.900000e-01 1.397794e+06 7.309327e+06
5.000000e-01 1.438553e+06 7.288994e+06
5.100000e-01 1.451415e+06 7.227773e+06
5.200000e-01 1.410918e+06 7.172119e+06
5.300000e-01 1.348144e+06 7.164876e+06
5.400000e-01 1.315577e+06 7.200277e+06
5.500000e-01 1.334023e+06 7.230995e+06
5.600000e-01 1.373602e+06 7.216094e+06
5.700000e-01 1.384808e+06 7.160766e+06
5.800000e-01 1.347572e+06 7.109789e+06
5.900000e-01 1.290350e+06 7.102109e+06
6.000000e-01 1.260105e+06 7.132722e+06
6.100000e-01 1.275740e+06 7.159243e+06
6.200000e-01 1.310496e+06 7.144648e+06
6.300000e-01 1.319517e+06 7.093510e+06
6.400000e-01 1.287777e+06 7.049374e+06
6.500000e-01 1.238214e+06 7.044747e+06
6.600000e-01 1.213116e+06 7.074915e+06
6.700000e-01 1.229806e+06 7.101350e+06
6.800000e-01 1.263845e+06 7.090249e+06
6.900000e-01 1.274430e+06 7.045928e+06
7.000000e-01 1.245119e+06 7.005213e+06
7.100000e-01 1.199185e+06 7.000324e+06
7.200000e-01 1.175712e+06 7.027329e+06
7.300000e-01 1.190507e+06 7.050806e+06
7.400000e-01 1.221129e+06 7.039900e+06
7.500000e-01 1.230203e+06 6.998504e+06
7.600000e-01 1.202562e+06 6.960456e+06
7.700000e-01 1.159696e+06 6.955549e+06
7.800000e-01 1.137716e+06 6.979930e+06
7.900000e-01 1.151028e+06 7.000993e+06
8.000000e-01 1.180258e+06 6.991586e+06
8.100000e-01 1.190494e+06 6.954966e+06
8.200000e-01 1.166642e+06 6.921583e+06
8.300000e-01 1.128806e+06 6.918913e+06
8.400000e-01 1.110313e+06 6.943391e+06
8.500000e-01 1.124621e+06 6.964755e+06
8.600000e-01 1.152490e+06 6.956464e+06
8.700000e-01 1.161613e+06 6.921925e+06
8.800000e-01 1.139067e+06 6.890483e+06
8.900000e-01 1.103500e+06 6.887668e+06
9.000000e-01 1.085999e+06 6.910174e+06
9.100000e-01 1.099172e+06 6.929691e+06
9.200000e-01 1.124887e+06 6.921444e+06
9.300000e-01 1.133030e+06 6.888758e+06
9.400000e-01 1.111542e+06 6.859016e+06
9.500000e-01 1.077891e+06 6.856131e+06
9.600000e-01 1.061310e+06 6.876994e+06
9.700000e-01 1.073468e+06 6.894927e+06
9.800000e-01 1.097332e+06 6.886805e+06
9.900000e-01 1.104666e+06 6.855740e+06
1.000000e+00 1.084120e+06 6.827484e+06
1.010000e+00 1.053830e+06 6.826260e+06
1.020000e+00 1.039657e+06 6.847275e+06
1.030000e+00 1.052551e+06 6.865461e+06
1.040000e+00 1.076474e+06 6.859071e+06
1.050000e+00 1.084758e+06 6.831070e+06
1.060000e+00 1.066739e+06 6.805849e+06
1.070000e+00 1.038128e+06 6.804543e+06
1.080000e+00 1.024775e+06 6.824178e+06
1.090000e+00 1.036963e+06 6.841113e+06
1.100000e+00 1.059485e+06 6.834739e+06
1.110000e+00 1.067085e+06 6.807988e+06
1.120000e+00 1.049837e+06 6.783958e+06
1.130000e+00 1.022595e+06 6.782599e+06
1.140000e+00 1.009858e+06 6.801080e+06
1.150000e+00 1.021395e+06 6.816902e+06
1.160000e+00 1.042619e+06 6.810587e+06
1.170000e+00 1.049658e+06 6.784999e+06
1.180000e+00 1.033115e+06 6.762025e+06
1.190000e+00 1.007111e+06 6.760610e+06
1.200000e+00 9.950042e+05 6.778022e+06
1.210000e+00 1.005892e+06 6.792795e+06
1.220000e+00 1.025918e+06 6.786522e+06
1.230000e+00 1.032401e+06 6.761952e+06
1.240000e+00 1.016415e+06 6.739954e+06
1.250000e+00 9.915258e+05 6.738579e+06
1.260000e+00 9.800571e+05 6.755158e+06
1.270000e+00 9.915291e+05 6.770222e+06
1.280000e+00 1.011674e+06 6.765188e+06
1.290000e+00 1.018800e+06 6.742611e+06
1.300000e+00 1.004484e+06 6.722611e+06
1.310000e+00 9.817623e+05 6.722296e+06
1.320000e+00 9.717702e+05 6.738983e+06
1.330000e+00 9.827153e+05 6.753181e+06
1.340000e+00 1.001895e+06 6.748095e+06
1.350000e+00 1.008564e+06 6.726422e+06
1.360000e+00 9.947837e+05 6.707274e+06
1.370000e+00 9.730157e+05 6.706964e+06
1.380000e+00 9.634830e+05 6.722892e+06
1.390000e+00 9.740316e+05 6.736312e+06
1.400000e+00 9.923315e+05 6.731249e+06
1.410000e+00 9.985985e+05 6.710344e+06
1.420000e+00 9.852608e+05 6.691913e+06
1.430000e+00 9.643074e+05 6.691599e+06
1.440000e+00 9.551976e+05 6.706827e+06
1.450000e+00 9.652861e+05 6.719566e+06
1.460000e+00 9.827660e+05 6.714569e+06
1.470000e+00 9.886557e+05 6.694400e+06
