# Freq(GHz) Re(Z) Im(Z)
0.000000e+00 5.033856e+01 -1.712854e+06
1.000000e-02 4.155910e+06 5.125034e+06
2.000000e-02 2.203470e+06 4.615575e+06
3.000000e-02 1.954390e+06 4.898932e+06
4.000000e-02 2.418275e+06 4.789491e+06
5.000000e-02 2.839018e+06 4.119541e+06
6.000000e-02 2.754621e+06 3.264963e+06
7.000000e-02 2.218573e+06 2.715585e+06
8.000000e-02 1.640632e+06 2.665007e+06
9.000000e-02 1.416406e+06 2.928366e+06
1.000000e-01 1.544893e+06 3.085148e+06
1.100000e-01 1.784159e+06 2.951139e+06
1.200000e-01 1.811862e+06 2.602943e+06
1.300000e-01 1.577990e+06 2.328182e+06
1.400000e-01 1.278075e+06 2.311039e+06
1.500000e-01 1.136644e+06 2.473795e+06
1.600000e-01 1.216676e+06 2.597458e+06
1.700000e-01 1.380199e+06 2.537499e+06
1.800000e-01 1.418822e+06 2.326121e+06
1.900000e-01 1.274154e+06 2.143832e+06
2.000000e-01 1.065844e+06 2.126278e+06
2.100000e-01 9.709921e+05 2.249563e+06
2.200000e-01 1.033371e+06 2.350755e+06
2.300000e-01 1.153223e+06 2.311800e+06
2.400000e-01 1.184801e+06 2.157735e+06
2.500000e-01 1.078209e+06 2.021586e+06
2.600000e-01 9.270614e+05 2.015699e+06
2.700000e-01 8.550522e+05 2.114173e+06
2.800000e-01 9.059439e+05 2.198094e+06
2.900000e-01 1.004312e+06 2.172260e+06
3.000000e-01 1.033853e+06 2.053590e+06
3.100000e-01 9.524972e+05 1.947380e+06
3.200000e-01 8.294704e+05 1.941937e+06
3.300000e-01 7.711101e+05 2.024438e+06
3.400000e-01 8.138151e+05 2.096504e+06
3.500000e-01 8.966898e+05 2.078677e+06
3.600000e-01 9.235888e+05 1.983414e+06
3.700000e-01 8.579846e+05 1.897453e+06
3.800000e-01 7.549349e+05 1.894002e+06
3.900000e-01 7.033411e+05 1.962566e+06
4.000000e-01 7.380685e+05 2.023573e+06
4.100000e-01 8.106993e+05 2.011455e+06
4.200000e-01 8.362372e+05 1.932645e+06
4.300000e-01 7.823690e+05 1.861017e+06
4.400000e-01 6.958461e+05 1.860221e+06
4.500000e-01 6.532753e+05 1.921512e+06
4.600000e-01 6.847813e+05 1.976065e+06
4.700000e-01 7.469638e+05 1.964583e+06
4.800000e-01 7.681808e+05 1.894648e+06
4.900000e-01 7.197638e+05 1.830877e+06
5.000000e-01 6.425134e+05 1.829044e+06
5.100000e-01 6.058728e+05 1.884346e+06
5.200000e-01 6.365773e+05 1.934170e+06
5.300000e-01 6.949807e+05 1.925577e+06
5.400000e-01 7.171039e+05 1.865275e+06
5.500000e-01 6.775198e+05 1.810418e+06
5.600000e-01 6.121870e+05 1.810687e+06
5.700000e-01 5.810495e+05 1.860024e+06
5.800000e-01 6.086012e+05 1.904306e+06
5.900000e-01 6.605644e+05 1.896249e+06
6.000000e-01 6.800434e+05 1.841693e+06
6.100000e-01 6.439466e+05 1.791876e+06
6.200000e-01 5.844918e+05 1.791762e+06
6.300000e-01 5.560164e+05 1.836039e+06
6.400000e-01 5.821437e+05 1.877392e+06
6.500000e-01 6.306190e+05 1.871588e+06
6.600000e-01 6.496887e+05 1.823551e+06
6.700000e-01 6.181902e+05 1.779817e+06
6.800000e-01 5.655323e+05 1.781411e+06
6.900000e-01 5.411110e+05 1.823303e+06
7.000000e-01 5.649970e+05 1.861000e+06
7.100000e-01 6.091702e+05 1.855391e+06
7.200000e-01 6.262937e+05 1.811049e+06
7.300000e-01 5.970494e+05 1.770778e+06
7.400000e-01 5.484451e+05 1.772054e+06
7.500000e-01 5.257448e+05 1.810369e+06
7.600000e-01 5.474946e+05 1.844849e+06
7.700000e-01 5.881055e+05 1.838978e+06
7.800000e-01 6.045611e+05 1.796250e+06
7.900000e-01 5.782795e+05 1.757342e+06
8.000000e-01 5.348578e+05 1.757592e+06
8.100000e-01 5.160177e+05 1.792714e+06
8.200000e-01 5.384473e+05 1.824158e+06
8.300000e-01 5.780081e+05 1.818550e+06
8.400000e-01 5.943658e+05 1.779986e+06
8.500000e-01 5.710448e+05 1.744968e+06
8.600000e-01 5.311317e+05 1.745717e+06
8.700000e-01 5.137057e+05 1.778325e+06
8.800000e-01 5.345843e+05 1.807405e+06
8.900000e-01 5.713921e+05 1.801974e+06
9.000000e-01 5.865314e+05 1.765818e+06
9.100000e-01 5.645696e+05 1.733074e+06
9.200000e-01 5.272513e+05 1.733814e+06
9.300000e-01 5.109949e+05 1.764232e+06
9.400000e-01 5.305811e+05 1.791327e+06
9.500000e-01 5.650900e+05 1.786075e+06
9.600000e-01 5.791784e+05 1.752006e+06
9.700000e-01 5.585518e+05 1.721245e+06
9.800000e-01 5.235914e+05 1.721836e+06
9.900000e-01 5.083961e+05 1.750238e+06
1.000000e+00 5.268516e+05 1.775467e+06
1.010000e+00 5.601255e+05 1.771103e+06
1.020000e+00 5.741051e+05 1.739820e+06
1.030000e+00 5.551550e+05 1.710701e+06
1.040000e+00 5.225747e+05 1.710490e+06
1.050000e+00 5.087392e+05 1.736489e+06
1.060000e+00 5.266961e+05 1.759328e+06
1.070000e+00 5.576369e+05 1.753372e+06
1.080000e+00 5.703329e+05 1.722006e+06
1.090000e+00 5.521765e+05 1.693682e+06
1.100000e+00 5.213419e+05 1.693396e+06
1.110000e+00 5.083218e+05 1.717832e+06
1.120000e+00 5.252918e+05 1.739221e+06
1.130000e+00 5.545177e+05 1.733376e+06
1.140000e+00 5.664439e+05 1.703497e+06
1.150000e+00 5.490959e+05 1.676610e+06
1.160000e+00 5.198790e+05 1.676319e+06
1.170000e+00 5.075861e+05 1.699384e+06
1.180000e+00 5.237332e+05 1.719520e+06
1.190000e+00 5.514802e+05 1.713775e+06
1.200000e+00 5.626654e+05 1.685223e+06
1.210000e+00 5.461288e+05 1.659637e+06
1.220000e+00 5.183830e+05 1.659315e+06
1.230000e+00 5.067670e+05 1.681167e+06
1.240000e+00 5.222326e+05 1.700155e+06
1.250000e+00 5.486315e+05 1.694413e+06
1.260000e+00 5.592871e+05 1.667146e+06
1.270000e+00 5.441382e+05 1.643320e+06
1.280000e+00 5.183141e+05 1.643572e+06
1.290000e+00 5.065137e+05 1.664368e+06
1.300000e+00 5.205071e+05 1.682321e+06
1.310000e+00 5.448135e+05 1.676730e+06
1.320000e+00 5.540103e+05 1.650596e+06
1.330000e+00 5.380331e+05 1.627248e+06
1.340000e+00 5.119661e+05 1.626997e+06
1.350000e+00 5.007603e+05 1.646825e+06
1.360000e+00 5.141635e+05 1.663854e+06
1.370000e+00 5.373881e+05 1.658350e+06
1.380000e+00 5.461151e+05 1.633199e+06
1.390000e+00 5.306975e+05 1.610817e+06
1.400000e+00 5.057374e+05 1.610528e+06
1.410000e+00 4.950091e+05 1.629408e+06
1.420000e+00 5.078270e+05 1.645586e+06
1.430000e+00 5.300141e+05 1.640159e+06
1.440000e+00 5.382137e+05 1.615966e+06
1.450000e+00 5.233794e+05 1.594514e+06
1.460000e+00 4.994558e+05 1.594225e+06
1.470000e+00 4.892086e+05 1.612278e+06
1.480000e+00 5.015592e+05 1.627656e+06
1.490000e+00 5.227789e+05 1.622257e+06
1.500000e+00 5.305327e+05 1.598954e+06
1.510000e+00 5.161938e+05 1.578336e+06
1.520000e+00 4.931687e+05 1.578069e+06
1.530000e+00 4.833854e+05 1.595411e+06
1.540000e+00 4.948149e+05 1.610361e+06
1.550000e+00 5.140266e+05 1.605759e+06
1.560000e+00 5.202757e+05 1.583970e+06
1.570000e+00 5.052787e+05 1.564790e+06
1.580000e+00 4.819856e+05 1.565262e+06
1.590000e+00 4.717091e+05 1.582805e+06
1.600000e+00 4.824743e+05 1.597961e+06
1.610000e+00 5.013342e+05 1.593915e+06
1.620000e+00 5.076665e+05 1.573352e+06
1.630000e+00 4.935266e+05 1.555417e+06
1.640000e+00 4.715070e+05 1.556383e+06
1.650000e+00 4.618112e+05 1.573533e+06
1.660000e+00 4.721631e+05 1.588143e+06
1.670000e+00 4.902792e+05 1.584214e+06
1.680000e+00 4.962537e+05 1.564427e+06
1.690000e+00 4.825721e+05 1.547233e+06
1.700000e+00 4.613352e+05 1.548248e+06
1.710000e+00 4.520016e+05 1.564839e+06
1.720000e+00 4.620175e+05 1.578904e+06
1.730000e+00 4.794135e+05 1.575076e+06
1.740000e+00 4.850715e+05 1.556035e+06
1.750000e+00 4.717820e+05 1.539540e+06
1.760000e+00 4.512355e+05 1.540645e+06
1.770000e+00 4.422777e+05 1.556781e+06
1.780000e+00 4.519500e+05 1.570398e+06
1.790000e+00 4.687026e+05 1.566758e+06
1.800000e+00 4.740527e+05 1.549385e+06
1.810000e+00 4.610884e+05 1.534728e+06
1.820000e+00 4.411886e+05 1.537134e+06
1.830000e+00 4.325096e+05 1.553970e+06
1.840000e+00 4.418056e+05 1.568352e+06
1.850000e+00 4.579163e+05 1.566063e+06
1.860000e+00 4.630088e+05 1.549626e+06
1.870000e+00 4.504170e+05 1.535707e+06
1.880000e+00 4.311956e+05 1.538270e+06
1.890000e+00 4.228332e+05 1.554771e+06
1.900000e+00 4.318548e+05 1.568901e+06
1.910000e+00 4.474415e+05 1.566878e+06
1.920000e+00 4.523370e+05 1.551248e+06
1.930000e+00 4.401868e+05 1.538098e+06
1.940000e+00 4.216503e+05 1.540899e+06
1.950000e+00 4.136306e+05 1.557194e+06
1.960000e+00 4.224591e+05 1.571161e+06
1.970000e+00 4.375717e+05 1.569547e+06
1.980000e+00 4.423635e+05 1.554839e+06
1.990000e+00 4.307000e+05 1.542563e+06
2.000000e+00 4.130430e+05 1.545907e+06
2.010000e+00 4.058048e+05 1.562489e+06
2.020000e+00 4.148125e+05 1.576814e+06
2.030000e+00 4.299041e+05 1.576134e+06
2.040000e+00 4.350462e+05 1.562847e+06
2.050000e+00 4.244663e+05 1.552103e+06
2.060000e+00 4.086385e+05 1.556837e+06
2.070000e+00 4.027402e+05 1.574203e+06
2.080000e+00 4.125694e+05 1.589469e+06
2.090000e+00 4.283403e+05 1.590319e+06
2.100000e+00 4.345360e+05 1.579056e+06
2.110000e+00 4.254653e+05 1.570243e+06
2.120000e+00 4.108113e+05 1.575998e+06
2.130000e+00 4.057929e+05 1.594072e+06
2.140000e+00 4.160610e+05 1.610291e+06
2.150000e+00 4.322132e+05 1.612729e+06
2.160000e+00 4.393174e+05 1.603672e+06
2.170000e+00 4.319174e+05 1.597092e+06
2.180000e+00 4.192847e+05 1.604702e+06
2.190000e+00 4.161147e+05 1.624459e+06
2.200000e+00 4.279936e+05 1.642775e+06
2.210000e+00 4.459934e+05 1.648253e+06
2.220000e+00 4.559654e+05 1.642988e+06
2.230000e+00 4.526892e+05 1.640309e+06
2.240000e+00 4.450610e+05 1.651559e+06
2.250000e+00 4.473699e+05 1.674980e+06
2.260000e+00 4.653555e+05 1.697761e+06
2.270000e+00 4.912391e+05 1.708962e+06
2.280000e+00 5.121965e+05 1.710130e+06
2.290000e+00 5.237046e+05 1.713433e+06
2.300000e+00 5.347821e+05 1.729267e+06
2.310000e+00 5.605805e+05 1.755372e+06
2.320000e+00 6.085804e+05 1.778454e+06
2.330000e+00 6.737962e+05 1.784532e+06
2.340000e+00 7.449363e+05 1.767791e+06
2.350000e+00 8.134562e+05 1.730133e+06
2.360000e+00 8.760891e+05 1.673276e+06
2.370000e+00 9.284356e+05 1.594613e+06
2.380000e+00 9.586014e+05 1.492794e+06
2.390000e+00 9.505188e+05 1.377689e+06
2.400000e+00 8.970894e+05 1.272690e+06
2.410000e+00 8.104115e+05 1.203245e+06
2.420000e+00 7.182649e+05 1.179957e+06
2.430000e+00 6.471546e+05 1.190868e+06
2.440000e+00 6.053345e+05 1.210780e+06
2.450000e+00 5.804931e+05 1.220705e+06
2.460000e+00 5.541606e+05 1.220309e+06
2.470000e+00 5.190169e+05 1.223127e+06
2.480000e+00 4.839176e+05 1.240260e+06
2.490000e+00 4.629674e+05 1.268162e+06
2.500000e+00 4.600414e+05 1.292054e+06
2.510000e+00 4.643296e+05 1.300607e+06
2.520000e+00 4.608166e+05 1.297115e+06
2.530000e+00 4.442980e+05 1.295642e+06
2.540000e+00 4.243060e+05 1.307184e+06
2.550000e+00 4.148512e+05 1.328783e+06
2.560000e+00 4.202176e+05 1.346787e+06
2.570000e+00 4.307908e+05 1.349893e+06
2.580000e+00 4.324141e+05 1.341851e+06
2.590000e+00 4.206852e+05 1.336208e+06
2.600000e+00 4.049450e+05 1.343397e+06
2.610000e+00 3.987490e+05 1.360548e+06
2.620000e+00 4.063290e+05 1.374520e+06
2.630000e+00 4.183894e+05 1.375105e+06
2.640000e+00 4.215070e+05 1.365261e+06
2.650000e+00 4.115134e+05 1.357964e+06
2.660000e+00 3.974654e+05 1.363257e+06
2.670000e+00 3.925267e+05 1.378335e+06
2.680000e+00 4.007653e+05 1.390417e+06
2.690000e+00 4.131740e+05 1.389680e+06
2.700000e+00 4.168048e+05 1.378970e+06
2.710000e+00 4.076360e+05 1.370858e+06
2.720000e+00 3.945024e+05 1.375104e+06
2.730000e+00 3.901952e+05 1.388878e+06
2.740000e+00 3.986137e+05 1.399786e+06
2.750000e+00 4.110218e+05 1.398292e+06
2.760000e+00 4.148307e+05 1.387167e+06
2.770000e+00 4.061342e+05 1.378687e+06
2.780000e+00 3.936203e+05 1.382275e+06
2.790000e+00 3.896902e+05 1.395155e+06
2.800000e+00 3.981315e+05 1.405257e+06
2.810000e+00 4.104135e+05 1.403281e+06
2.820000e+00 4.139933e+05 1.391801e+06
2.830000e+00 4.050911e+05 1.382733e+06
2.840000e+00 3.924769e+05 1.385464e+06
2.850000e+00 3.882456e+05 1.397271e+06
2.860000e+00 3.960911e+05 1.406342e+06
2.870000e+00 4.076150e+05 1.403620e+06
2.880000e+00 4.108521e+05 1.391861e+06
2.890000e+00 4.022115e+05 1.382735e+06
2.900000e+00 3.899594e+05 1.385164e+06
2.910000e+00 3.859487e+05 1.396463e+06
2.920000e+00 3.937085e+05 1.405044e+06
2.930000e+00 4.050175e+05 1.402120e+06
2.940000e+00 4.082074e+05 1.390393e+06
2.950000e+00 3.997809e+05 1.381279e+06
2.960000e+00 3.878683e+05 1.383518e+06
2.970000e+00 3.840426e+05 1.394377e+06
2.980000e+00 3.917071e+05 1.402553e+06
2.990000e+00 4.028149e+05 1.399471e+06
3.000000e+00 4.059370e+05 1.387793e+06
3.010000e+00 3.976803e+05 1.378745e+06
3.020000e+00 3.860689e+05 1.380802e+06
3.030000e+00 3.823829e+05 1.391279e+06
3.040000e+00 3.899387e+05 1.399112e+06
3.050000e+00 4.008285e+05 1.395897e+06
3.060000e+00 4.038459e+05 1.384312e+06
3.070000e+00 3.957550e+05 1.375350e+06
3.080000e+00 3.839204e+05 1.377474e+06
3.090000e+00 3.797703e+05 1.387879e+06
3.100000e+00 3.866486e+05 1.395639e+06
3.110000e+00 3.967272e+05 1.392566e+06
3.120000e+00 3.990715e+05 1.381335e+06
3.130000e+00 3.905328e+05 1.372702e+06
3.140000e+00 3.788186e+05 1.374758e+06
3.150000e+00 3.747966e+05 1.384879e+06
3.160000e+00 3.815466e+05 1.392358e+06
3.170000e+00 3.915249e+05 1.389353e+06
3.180000e+00 3.939377e+05 1.378410e+06
3.190000e+00 3.856737e+05 1.370057e+06
3.200000e+00 3.743518e+05 1.372229e+06
3.210000e+00 3.705948e+05 1.382254e+06
3.220000e+00 3.773933e+05 1.389665e+06
3.230000e+00 3.872108e+05 1.386658e+06
3.240000e+00 3.895266e+05 1.375841e+06
3.250000e+00 3.813748e+05 1.367629e+06
3.260000e+00 3.702744e+05 1.369734e+06
3.270000e+00 3.666130e+05 1.379526e+06
3.280000e+00 3.733075e+05 1.386729e+06
3.290000e+00 3.829226e+05 1.383674e+06
3.300000e+00 3.851336e+05 1.373004e+06
3.310000e+00 3.770963e+05 1.364928e+06
3.320000e+00 3.661901e+05 1.366989e+06
3.330000e+00 3.625945e+05 1.376720e+06
3.340000e+00 3.691254e+05 1.384298e+06
3.350000e+00 3.784672e+05 1.381803e+06
3.360000e+00 3.805269e+05 1.371860e+06
3.370000e+00 3.725299e+05 1.364486e+06
3.380000e+00 3.617426e+05 1.367087e+06
3.390000e+00 3.582095e+05 1.377062e+06
3.400000e+00 3.646399e+05 1.384437e+06
3.410000e+00 3.738015e+05 1.381916e+06
3.420000e+00 3.757861e+05 1.372097e+06
3.430000e+00 3.678804e+05 1.364846e+06
3.440000e+00 3.572873e+05 1.367421e+06
3.450000e+00 3.538383e+05 1.377195e+06
3.460000e+00 3.601704e+05 1.384394e+06
3.470000e+00 3.691646e+05 1.381858e+06
3.480000e+00 3.710585e+05 1.372164e+06
3.490000e+00 3.632519e+05 1.365049e+06
3.500000e+00 3.528465e+05 1.367585e+06
3.510000e+00 3.494788e+05 1.377177e+06
3.520000e+00 3.557242e+05 1.384212e+06
3.530000e+00 3.645430e+05 1.381637e+06
3.540000e+00 3.663509e+05 1.372080e+06
3.550000e+00 3.586419e+05 1.365090e+06
3.560000e+00 3.484029e+05 1.367597e+06
3.570000e+00 3.451154e+05 1.377031e+06
3.580000e+00 3.512881e+05 1.383888e+06
3.590000e+00 3.601981e+05 1.381517e+06
3.600000e+00 3.623538e+05 1.372427e+06
3.610000e+00 3.551534e+05 1.365886e+06
3.620000e+00 3.454959e+05 1.368714e+06
3.630000e+00 3.427243e+05 1.378321e+06
3.640000e+00 3.492253e+05 1.385355e+06
3.650000e+00 3.581346e+05 1.383101e+06
3.660000e+00 3.602254e+05 1.374129e+06
3.670000e+00 3.531000e+05 1.367712e+06
3.680000e+00 3.436118e+05 1.370525e+06
3.690000e+00 3.409132e+05 1.379969e+06
3.700000e+00 3.473300e+05 1.386859e+06
3.710000e+00 3.560938e+05 1.384597e+06
3.720000e+00 3.580938e+05 1.375741e+06
3.730000e+00 3.510529e+05 1.369451e+06
3.740000e+00 3.417219e+05 1.372244e+06
3.750000e+00 3.390932e+05 1.381549e+06
3.760000e+00 3.454416e+05 1.388311e+06
3.770000e+00 3.540546e+05 1.386028e+06
3.780000e+00 3.559901e+05 1.377304e+06
3.790000e+00 3.490368e+05 1.371130e+06
3.800000e+00 3.398500e+05 1.373905e+06
3.810000e+00 3.372962e+05 1.383078e+06
3.820000e+00 3.435769e+05 1.389691e+06
3.830000e+00 3.520396e+05 1.387408e+06
3.840000e+00 3.539281e+05 1.378797e+06
3.850000e+00 3.475054e+05 1.372552e+06
3.860000e+00 3.389169e+05 1.375149e+06
3.870000e+00 3.368974e+05 1.384007e+06
3.880000e+00 3.435511e+05 1.390311e+06
3.890000e+00 3.523295e+05 1.387850e+06
3.900000e+00 3.545961e+05 1.379175e+06
3.910000e+00 3.482311e+05 1.373049e+06
3.920000e+00 3.397879e+05 1.375636e+06
3.930000e+00 3.378304e+05 1.384360e+06
3.940000e+00 3.444126e+05 1.390547e+06
3.950000e+00 3.530653e+05 1.388081e+06
3.960000e+00 3.552516e+05 1.379513e+06
3.970000e+00 3.489671e+05 1.373497e+06
3.980000e+00 3.406600e+05 1.376066e+06
3.990000e+00 3.388642e+05 1.384772e+06
4.000000e+00 3.455002e+05 1.390955e+06
4.010000e+00 3.541285e+05 1.388590e+06
4.020000e+00 3.563710e+05 1.380259e+06
4.030000e+00 3.502763e+05 1.374464e+06
4.040000e+00 3.422103e+05 1.377139e+06
4.050000e+00 3.404996e+05 1.385745e+06
4.060000e+00 3.470730e+05 1.391803e+06
4.070000e+00 3.555699e+05 1.389442e+06
4.080000e+00 3.577577e+05 1.381218e+06
4.090000e+00 3.517283e+05 1.375518e+06
4.100000e+00 3.438222e+05 1.378013e+06
4.110000e+00 3.422478e+05 1.386067e+06
4.120000e+00 3.488209e+05 1.391579e+06
4.130000e+00 3.572679e+05 1.388785e+06
4.140000e+00 3.594692e+05 1.380222e+06
4.150000e+00 3.535598e+05 1.374200e+06
4.160000e+00 3.458213e+05 1.376436e+06
4.170000e+00 3.443009e+05 1.384372e+06
4.180000e+00 3.508099e+05 1.389780e+06
4.190000e+00 3.591399e+05 1.386978e+06
4.200000e+00 3.612663e+05 1.378516e+06
4.210000e+00 3.554264e+05 1.372595e+06
4.220000e+00 3.478078e+05 1.374824e+06
4.230000e+00 3.463432e+05 1.382662e+06
4.240000e+00 3.528075e+05 1.387968e+06
4.250000e+00 3.610215e+05 1.385159e+06
4.260000e+00 3.631037e+05 1.376802e+06
4.270000e+00 3.573342e+05 1.370970e+06
4.280000e+00 3.498263e+05 1.373186e+06
4.290000e+00 3.484300e+05 1.380920e+06
4.300000e+00 3.548313e+05 1.386112e+06
4.310000e+00 3.629258e+05 1.383306e+06
4.320000e+00 3.649562e+05 1.375043e+06
4.330000e+00 3.592399e+05 1.369298e+06
4.340000e+00 3.518493e+05 1.371524e+06
4.350000e+00 3.505083e+05 1.379149e+06
4.360000e+00 3.565890e+05 1.384045e+06
4.370000e+00 3.642686e+05 1.381002e+06
4.380000e+00 3.659340e+05 1.372587e+06
4.390000e+00 3.599556e+05 1.366709e+06
4.400000e+00 3.523692e+05 1.368688e+06
4.410000e+00 3.507661e+05 1.375977e+06
4.420000e+00 3.567412e+05 1.380747e+06
4.430000e+00 3.643158e+05 1.377696e+06
4.440000e+00 3.659204e+05 1.369376e+06
4.450000e+00 3.600063e+05 1.363588e+06
4.460000e+00 3.525257e+05 1.365557e+06
4.470000e+00 3.509692e+05 1.372756e+06
4.480000e+00 3.569009e+05 1.377425e+06
4.490000e+00 3.643635e+05 1.374371e+06
