# f (Hz)        Re[Z] (Ohm/m)     Im[Z] (Ohm/m)
9.1000000e+02    3.2946004e+06    2.0021599e+07
9.2000000e+02    3.2998080e+06    2.0003407e+07
9.3000000e+02    3.3050156e+06    1.9985215e+07
9.4000000e+02    3.3102233e+06    1.9967023e+07
9.5000000e+02    3.3154309e+06    1.9948831e+07
9.6000000e+02    3.3206385e+06    1.9930639e+07
9.7000000e+02    3.3258461e+06    1.9912447e+07
9.8000000e+02    3.3310537e+06    1.9894254e+07
9.9000000e+02    3.3362613e+06    1.9876062e+07
1.0000000e+03    3.3414689e+06    1.9857870e+07
1.0100000e+03    3.3466765e+06    1.9839678e+07
1.0200000e+03    3.3518842e+06    1.9821486e+07
1.0300000e+03    3.3570918e+06    1.9803294e+07
1.0400000e+03    3.3622994e+06    1.9785102e+07
1.0500000e+03    3.3675070e+06    1.9766909e+07
1.0600000e+03    3.3727146e+06    1.9748717e+07
1.0700000e+03    3.3779222e+06    1.9730525e+07
1.0800000e+03    3.3831298e+06    1.9712333e+07
1.0900000e+03    3.3883374e+06    1.9694141e+07
1.1000000e+03    3.3935450e+06    1.9675949e+07
1.1100000e+03    3.3987527e+06    1.9657757e+07
1.1200000e+03    3.4039603e+06    1.9639564e+07
1.1300000e+03    3.4091679e+06    1.9621372e+07
1.1400000e+03    3.4143755e+06    1.9603180e+07
1.1500000e+03    3.4195831e+06    1.9584988e+07
1.1600000e+03    3.4247907e+06    1.9566796e+07
1.1700000e+03    3.4299983e+06    1.9548604e+07
1.1800000e+03    3.4352059e+06    1.9530412e+07
1.1900000e+03    3.4404136e+06    1.9512219e+07
1.2000000e+03    3.4456212e+06    1.9494027e+07
1.2100000e+03    3.4508289e+06    1.9475835e+07
1.2200000e+03    3.4562110e+06    1.9458157e+07
1.2300000e+03    3.4615956e+06    1.9440485e+07
1.2400000e+03    3.4670563e+06    1.9422971e+07
1.2500000e+03    3.4725630e+06    1.9405552e+07
1.2600000e+03    3.4780696e+06    1.9388132e+07
1.2700000e+03    3.4835763e+06    1.9370713e+07
1.2800000e+03    3.4890829e+06    1.9353294e+07
1.2900000e+03    3.4945896e+06    1.9335875e+07
1.3000000e+03    3.5000962e+06    1.9318456e+07
1.3100000e+03    3.5056029e+06    1.9301037e+07
1.3200000e+03    3.5111095e+06    1.9283618e+07
1.3300000e+03    3.5166162e+06    1.9266199e+07
1.3400000e+03    3.5221228e+06    1.9248779e+07
1.3500000e+03    3.5276295e+06    1.9231360e+07
1.3600000e+03    3.5331361e+06    1.9213941e+07
1.3700000e+03    3.5386428e+06    1.9196522e+07
1.3800000e+03    3.5441494e+06    1.9179103e+07
1.3900000e+03    3.5496561e+06    1.9161684e+07
1.4000000e+03    3.5551627e+06    1.9144265e+07
1.4100000e+03    3.5606694e+06    1.9126846e+07
1.4200000e+03    3.5661760e+06    1.9109426e+07
1.4300000e+03    3.5716827e+06    1.9092007e+07
1.4400000e+03    3.5771893e+06    1.9074588e+07
1.4500000e+03    3.5826960e+06    1.9057169e+07
1.4600000e+03    3.5882026e+06    1.9039750e+07
1.4700000e+03    3.5937093e+06    1.9022331e+07
1.4800000e+03    3.5992160e+06    1.9004912e+07
1.4900000e+03    3.6047226e+06    1.8987493e+07
1.5000000e+03    3.6102293e+06    1.8970073e+07
1.5100000e+03    3.6157359e+06    1.8952654e+07
1.5200000e+03    3.6212426e+06    1.8935235e+07
1.5300000e+03    3.6267492e+06    1.8917816e+07
1.5400000e+03    3.6322559e+06    1.8900397e+07
1.5500000e+03    3.6377625e+06    1.8882978e+07
1.5600000e+03    3.6432692e+06    1.8865559e+07
1.5700000e+03    3.6487758e+06    1.8848140e+07
1.5800000e+03    3.6542825e+06    1.8830720e+07
1.5900000e+03    3.6597891e+06    1.8813301e+07
1.6000000e+03    3.6652958e+06    1.8795882e+07
1.6100000e+03    3.6708024e+06    1.8778463e+07
1.6200000e+03    3.6763091e+06    1.8761044e+07
1.6300000e+03    3.6818157e+06    1.8743625e+07
1.6400000e+03    3.6873224e+06    1.8726206e+07
1.6500000e+03    3.6928290e+06    1.8708787e+07
1.6600000e+03    3.6983357e+06    1.8691367e+07
1.6700000e+03    3.7038423e+06    1.8673948e+07
1.6800000e+03    3.7093490e+06    1.8656529e+07
1.6900000e+03    3.7148557e+06    1.8639110e+07
1.7000000e+03    3.7203623e+06    1.8621691e+07
1.7100000e+03    3.7258690e+06    1.8604272e+07
1.7200000e+03    3.7313756e+06    1.8586853e+07
1.7300000e+03    3.7368823e+06    1.8569434e+07
1.7400000e+03    3.7423889e+06    1.8552014e+07
1.7500000e+03    3.7475335e+06    1.8534858e+07
1.7600000e+03    3.7525713e+06    1.8517780e+07
1.7700000e+03    3.7576009e+06    1.8500708e+07
1.7800000e+03    3.7625300e+06    1.8483745e+07
1.7900000e+03    3.7672012e+06    1.8467058e+07
1.8000000e+03    3.7718724e+06    1.8450372e+07
1.8100000e+03    3.7765436e+06    1.8433685e+07
1.8200000e+03    3.7812148e+06    1.8416999e+07
1.8300000e+03    3.7858860e+06    1.8400312e+07
1.8400000e+03    3.7905572e+06    1.8383626e+07
1.8500000e+03    3.7952284e+06    1.8366939e+07
1.8600000e+03    3.7998996e+06    1.8350253e+07
1.8700000e+03    3.8045708e+06    1.8333566e+07
1.8800000e+03    3.8092421e+06    1.8316880e+07
1.8900000e+03    3.8139133e+06    1.8300193e+07
1.9000000e+03    3.8185845e+06    1.8283507e+07
1.9100000e+03    3.8232557e+06    1.8266820e+07
1.9200000e+03    3.8279269e+06    1.8250134e+07
1.9300000e+03    3.8325981e+06    1.8233447e+07
1.9400000e+03    3.8372587e+06    1.8216821e+07
1.9500000e+03    3.8417342e+06    1.8201244e+07
1.9600000e+03    3.8462096e+06    1.8185669e+07
1.9700000e+03    3.8506841e+06    1.8170110e+07
1.9800000e+03    3.8551616e+06    1.8154654e+07
1.9900000e+03    3.8596565e+06    1.8139805e+07
2.0000000e+03    3.8641514e+06    1.8124955e+07
2.0100000e+03    3.8686464e+06    1.8110105e+07
2.0200000e+03    3.8731413e+06    1.8095256e+07
2.0300000e+03    3.8775633e+06    1.8080722e+07
2.0400000e+03    3.8819708e+06    1.8066251e+07
2.0500000e+03    3.8863777e+06    1.8051785e+07
2.0600000e+03    3.8907845e+06    1.8037321e+07
2.0700000e+03    3.8951877e+06    1.8023044e+07
2.0800000e+03    3.8995898e+06    1.8008830e+07
2.0900000e+03    3.9039918e+06    1.7994615e+07
2.1000000e+03    3.9083715e+06    1.7980412e+07
2.1100000e+03    3.9126815e+06    1.7966241e+07
2.1200000e+03    3.9169913e+06    1.7952071e+07
2.1300000e+03    3.9212995e+06    1.7937901e+07
2.1400000e+03    3.9256077e+06    1.7923731e+07
2.1500000e+03    3.9298329e+06    1.7909619e+07
2.1600000e+03    3.9340578e+06    1.7895508e+07
2.1700000e+03    3.9382827e+06    1.7881396e+07
2.1800000e+03    3.9425076e+06    1.7867284e+07
2.1900000e+03    3.9467015e+06    1.7853263e+07
2.2000000e+03    3.9506243e+06    1.7840035e+07
2.2100000e+03    3.9545470e+06    1.7826807e+07
2.2200000e+03    3.9584668e+06    1.7813593e+07
2.2300000e+03    3.9623864e+06    1.7800380e+07
2.2400000e+03    3.9662583e+06    1.7787582e+07
2.2500000e+03    3.9701060e+06    1.7774995e+07
2.2600000e+03    3.9739536e+06    1.7762409e+07
2.2700000e+03    3.9778012e+06    1.7749823e+07
2.2800000e+03    3.9816489e+06    1.7737236e+07
2.2900000e+03    3.9854965e+06    1.7724650e+07
2.3000000e+03    3.9893441e+06    1.7712064e+07
2.3100000e+03    3.9931918e+06    1.7699477e+07
2.3200000e+03    3.9970394e+06    1.7686891e+07
2.3300000e+03    4.0008871e+06    1.7674304e+07
2.3400000e+03    4.0047347e+06    1.7661718e+07
2.3500000e+03    4.0085823e+06    1.7649132e+07
2.3600000e+03    4.0124300e+06    1.7636545e+07
2.3700000e+03    4.0162776e+06    1.7623959e+07
2.3800000e+03    4.0201252e+06    1.7611372e+07
2.3900000e+03    4.0239729e+06    1.7598786e+07
2.4000000e+03    4.0278205e+06    1.7586200e+07
2.4100000e+03    4.0316681e+06    1.7573613e+07
2.4200000e+03    4.0354639e+06    1.7561138e+07
2.4300000e+03    4.0392411e+06    1.7548703e+07
2.4400000e+03    4.0430179e+06    1.7536268e+07
2.4500000e+03    4.0467941e+06    1.7523836e+07
2.4600000e+03    4.0505704e+06    1.7511403e+07
2.4700000e+03    4.0543229e+06    1.7499066e+07
2.4800000e+03    4.0580702e+06    1.7486750e+07
2.4900000e+03    4.0618174e+06    1.7474434e+07
2.5000000e+03    4.0655647e+06    1.7462118e+07
2.5100000e+03    4.0693119e+06    1.7449802e+07
2.5200000e+03    4.0730591e+06    1.7437486e+07
2.5300000e+03    4.0768064e+06    1.7425170e+07
2.5400000e+03    4.0805536e+06    1.7412853e+07
2.5500000e+03    4.0843009e+06    1.7400537e+07
2.5600000e+03    4.0880481e+06    1.7388221e+07
2.5700000e+03    4.0917954e+06    1.7375905e+07
2.5800000e+03    4.0948975e+06    1.7364749e+07
2.5900000e+03    4.0973934e+06    1.7354684e+07
2.6000000e+03    4.0998892e+06    1.7344618e+07
2.6100000e+03    4.1021515e+06    1.7334696e+07
2.6200000e+03    4.1041556e+06    1.7324903e+07
2.6300000e+03    4.1060113e+06    1.7315560e+07
2.6400000e+03    4.1074070e+06    1.7307594e+07
2.6500000e+03    4.1088009e+06    1.7299629e+07
2.6600000e+03    4.1101396e+06    1.7291699e+07
2.6700000e+03    4.1110899e+06    1.7284013e+07
2.6800000e+03    4.1120402e+06    1.7276327e+07
2.6900000e+03    4.1129905e+06    1.7268642e+07
2.7000000e+03    4.1139408e+06    1.7260956e+07
2.7100000e+03    4.1148911e+06    1.7253271e+07
2.7200000e+03    4.1158415e+06    1.7245585e+07
2.7300000e+03    4.1167918e+06    1.7237900e+07
2.7400000e+03    4.1177421e+06    1.7230214e+07
2.7500000e+03    4.1186924e+06    1.7222529e+07
2.7600000e+03    4.1196427e+06    1.7214843e+07
2.7700000e+03    4.1205930e+06    1.7207158e+07
2.7800000e+03    4.1215433e+06    1.7199472e+07
2.7900000e+03    4.1224936e+06    1.7191786e+07
2.8000000e+03    4.1234439e+06    1.7184101e+07
2.8100000e+03    4.1243943e+06    1.7176415e+07
2.8200000e+03    4.1253446e+06    1.7168730e+07
2.8300000e+03    4.1262949e+06    1.7161044e+07
2.8400000e+03    4.1272452e+06    1.7153359e+07
2.8500000e+03    4.1281955e+06    1.7145673e+07
2.8600000e+03    4.1291458e+06    1.7137988e+07
2.8700000e+03    4.1300961e+06    1.7130302e+07
2.8800000e+03    4.1310464e+06    1.7122617e+07
2.8900000e+03    4.1319967e+06    1.7114931e+07
2.9000000e+03    4.1329470e+06    1.7107245e+07
2.9100000e+03    4.1338974e+06    1.7099560e+07
2.9200000e+03    4.1348477e+06    1.7091874e+07
2.9300000e+03    4.1357980e+06    1.7084189e+07
2.9400000e+03    4.1367483e+06    1.7076503e+07
2.9500000e+03    4.1376986e+06    1.7068818e+07
2.9600000e+03    4.1386489e+06    1.7061132e+07
2.9700000e+03    4.1395992e+06    1.7053447e+07
2.9800000e+03    4.1405495e+06    1.7045761e+07
2.9900000e+03    4.1414998e+06    1.7038076e+07
3.0000000e+03    4.1424502e+06    1.7030390e+07
3.0100000e+03    4.1434005e+06    1.7022705e+07
3.0200000e+03    4.1443508e+06    1.7015019e+07
3.0300000e+03    4.1453011e+06    1.7007333e+07
3.0400000e+03    4.1462514e+06    1.6999648e+07
3.0500000e+03    4.1472017e+06    1.6991962e+07
3.0600000e+03    4.1481520e+06    1.6984277e+07
3.0700000e+03    4.1491023e+06    1.6976591e+07
3.0800000e+03    4.1501153e+06    1.6969015e+07
3.0900000e+03    4.1511729e+06    1.6961516e+07
3.1000000e+03    4.1522305e+06    1.6954017e+07
3.1100000e+03    4.1532881e+06    1.6946518e+07
3.1200000e+03    4.1543457e+06    1.6939019e+07
3.1300000e+03    4.1554033e+06    1.6931519e+07
3.1400000e+03    4.1564609e+06    1.6924020e+07
3.1500000e+03    4.1575185e+06    1.6916521e+07
3.1600000e+03    4.1585761e+06    1.6909022e+07
3.1700000e+03    4.1596337e+06    1.6901523e+07
3.1800000e+03    4.1606913e+06    1.6894024e+07
3.1900000e+03    4.1617490e+06    1.6886525e+07
3.2000000e+03    4.1628066e+06    1.6879026e+07
3.2100000e+03    4.1638642e+06    1.6871527e+07
3.2200000e+03    4.1649218e+06    1.6864028e+07
3.2300000e+03    4.1659794e+06    1.6856529e+07
3.2400000e+03    4.1670370e+06    1.6849030e+07
3.2500000e+03    4.1680946e+06    1.6841531e+07
3.2600000e+03    4.1691522e+06    1.6834032e+07
3.2700000e+03    4.1702098e+06    1.6826533e+07
3.2800000e+03    4.1712674e+06    1.6819034e+07
3.2900000e+03    4.1723250e+06    1.6811535e+07
3.3000000e+03    4.1733826e+06    1.6804036e+07
3.3100000e+03    4.1744402e+06    1.6796537e+07
3.3200000e+03    4.1754978e+06    1.6789038e+07
3.3300000e+03    4.1765555e+06    1.6781539e+07
3.3400000e+03    4.1776131e+06    1.6774040e+07
3.3500000e+03    4.1786707e+06    1.6766541e+07
3.3600000e+03    4.1797283e+06    1.6759042e+07
3.3700000e+03    4.1807859e+06    1.6751543e+07
3.3800000e+03    4.1818435e+06    1.6744044e+07
3.3900000e+03    4.1829011e+06    1.6736545e+07
3.4000000e+03    4.1839587e+06    1.6729046e+07
3.4100000e+03    4.1850163e+06    1.6721547e+07
3.4200000e+03    4.1860739e+06    1.6714048e+07
3.4300000e+03    4.1871315e+06    1.6706549e+07
3.4400000e+03    4.1881891e+06    1.6699050e+07
3.4500000e+03    4.1892467e+06    1.6691551e+07
3.4600000e+03    4.1903044e+06    1.6684052e+07
3.4700000e+03    4.1913620e+06    1.6676553e+07
3.4800000e+03    4.1924196e+06    1.6669054e+07
3.4900000e+03    4.1934772e+06    1.6661555e+07
3.5000000e+03    4.1945348e+06    1.6654056e+07
3.5100000e+03    4.1955924e+06    1.6646557e+07
3.5200000e+03    4.1966500e+06    1.6639058e+07
3.5300000e+03    4.1977076e+06    1.6631559e+07
3.5400000e+03    4.1987652e+06    1.6624060e+07
3.5500000e+03    4.1998228e+06    1.6616561e+07
3.5600000e+03    4.2008804e+06    1.6609062e+07
3.5700000e+03    4.2019380e+06    1.6601562e+07
3.5800000e+03    4.2029956e+06    1.6594063e+07
3.5900000e+03    4.2040532e+06    1.6586564e+07
3.6000000e+03    4.2051109e+06    1.6579065e+07
3.6100000e+03    4.2061685e+06    1.6571566e+07
3.6200000e+03    4.2072261e+06    1.6564067e+07
3.6300000e+03    4.2082837e+06    1.6556568e+07
3.6400000e+03    4.2093413e+06    1.6549069e+07
3.6500000e+03    4.2103989e+06    1.6541570e+07
3.6600000e+03    4.2114565e+06    1.6534071e+07
3.6700000e+03    4.2125141e+06    1.6526572e+07
3.6800000e+03    4.2135717e+06    1.6519073e+07
3.6900000e+03    4.2146293e+06    1.6511574e+07
3.7000000e+03    4.2156869e+06    1.6504075e+07
3.7100000e+03    4.2167445e+06    1.6496576e+07
3.7200000e+03    4.2178021e+06    1.6489077e+07
3.7300000e+03    4.2188597e+06    1.6481578e+07
3.7400000e+03    4.2199174e+06    1.6474079e+07
3.7500000e+03    4.2209750e+06    1.6466580e+07
3.7600000e+03    4.2220326e+06    1.6459081e+07
3.7700000e+03    4.2230902e+06    1.6451582e+07
3.7800000e+03    4.2241478e+06    1.6444083e+07
3.7900000e+03    4.2252054e+06    1.6436584e+07
3.8000000e+03    4.2262630e+06    1.6429085e+07
3.8100000e+03    4.2273206e+06    1.6421586e+07
3.8200000e+03    4.2283782e+06    1.6414087e+07
3.8300000e+03    4.2294358e+06    1.6406588e+07
3.8400000e+03    4.2304934e+06    1.6399089e+07
3.8500000e+03    4.2315510e+06    1.6391590e+07
3.8600000e+03    4.2326086e+06    1.6384091e+07
3.8700000e+03    4.2336662e+06    1.6376592e+07
3.8800000e+03    4.2347239e+06    1.6369093e+07
3.8900000e+03    4.2357815e+06    1.6361594e+07
3.9000000e+03    4.2368391e+06    1.6354095e+07
3.9100000e+03    4.2378967e+06    1.6346596e+07
3.9200000e+03    4.2389543e+06    1.6339097e+07
3.9300000e+03    4.2400119e+06    1.6331598e+07
3.9400000e+03    4.2410695e+06    1.6324099e+07
3.9500000e+03    4.2421271e+06    1.6316600e+07
3.9600000e+03    4.2431847e+06    1.6309101e+07
3.9700000e+03    4.2442423e+06    1.6301602e+07
3.9800000e+03    4.2452999e+06    1.6294103e+07
3.9900000e+03    4.2463575e+06    1.6286604e+07
4.0000000e+03    4.2474151e+06    1.6279105e+07
4.0100000e+03    4.2484727e+06    1.6271605e+07
4.0200000e+03    4.2495304e+06    1.6264106e+07
4.0300000e+03    4.2505880e+06    1.6256607e+07
4.0400000e+03    4.2516456e+06    1.6249108e+07
4.0500000e+03    4.2527032e+06    1.6241609e+07
4.0600000e+03    4.2537608e+06    1.6234110e+07
4.0700000e+03    4.2548184e+06    1.6226611e+07
4.0800000e+03    4.2558760e+06    1.6219112e+07
4.0900000e+03    4.2569336e+06    1.6211613e+07
4.1000000e+03    4.2579912e+06    1.6204114e+07
4.1100000e+03    4.2590488e+06    1.6196615e+07
4.1200000e+03    4.2601064e+06    1.6189116e+07
4.1300000e+03    4.2611640e+06    1.6181617e+07
4.1400000e+03    4.2622216e+06    1.6174118e+07
4.1500000e+03    4.2632793e+06    1.6166619e+07
4.1600000e+03    4.2643369e+06    1.6159120e+07
4.1700000e+03    4.2653945e+06    1.6151621e+07
4.1800000e+03    4.2664521e+06    1.6144122e+07
4.1900000e+03    4.2675097e+06    1.6136623e+07
4.2000000e+03    4.2685673e+06    1.6129124e+07
4.2100000e+03    4.2696249e+06    1.6121625e+07
4.2200000e+03    4.2706825e+06    1.6114126e+07
4.2300000e+03    4.2717401e+06    1.6106627e+07
4.2400000e+03    4.2727977e+06    1.6099128e+07
4.2500000e+03    4.2738553e+06    1.6091629e+07
4.2600000e+03    4.2749129e+06    1.6084130e+07
4.2700000e+03    4.2759705e+06    1.6076631e+07
4.2800000e+03    4.2770281e+06    1.6069132e+07
4.2900000e+03    4.2780858e+06    1.6061633e+07
4.3000000e+03    4.2791434e+06    1.6054134e+07
4.3100000e+03    4.2802010e+06    1.6046635e+07
4.3200000e+03    4.2812586e+06    1.6039136e+07
4.3300000e+03    4.2823162e+06    1.6031637e+07
4.3400000e+03    4.2833738e+06    1.6024138e+07
4.3500000e+03    4.2844314e+06    1.6016639e+07
4.3600000e+03    4.2854890e+06    1.6009140e+07
4.3700000e+03    4.2865466e+06    1.6001641e+07
4.3800000e+03    4.2876042e+06    1.5994142e+07
4.3900000e+03    4.2886618e+06    1.5986643e+07
4.4000000e+03    4.2897194e+06    1.5979144e+07
4.4100000e+03    4.2907770e+06    1.5971645e+07
4.4200000e+03    4.2918346e+06    1.5964146e+07
4.4300000e+03    4.2928923e+06    1.5956647e+07
4.4400000e+03    4.2939499e+06    1.5949148e+07
4.4500000e+03    4.2950075e+06    1.5941648e+07
4.4600000e+03    4.2960651e+06    1.5934149e+07
4.4700000e+03    4.2971227e+06    1.5926650e+07
4.4800000e+03    4.2981803e+06    1.5919151e+07
4.4900000e+03    4.2992379e+06    1.5911652e+07
4.5000000e+03    4.3002955e+06    1.5904153e+07
4.5100000e+03    4.3012907e+06    1.5896755e+07
4.5200000e+03    4.3020227e+06    1.5889778e+07
4.5300000e+03    4.3027547e+06    1.5882802e+07
4.5400000e+03    4.3034868e+06    1.5875826e+07
4.5500000e+03    4.3042188e+06    1.5868850e+07
4.5600000e+03    4.3049508e+06    1.5861873e+07
4.5700000e+03    4.3056828e+06    1.5854897e+07
4.5800000e+03    4.3064149e+06    1.5847921e+07
4.5900000e+03    4.3071469e+06    1.5840945e+07
4.6000000e+03    4.3078789e+06    1.5833969e+07
4.6100000e+03    4.3086109e+06    1.5826992e+07
4.6200000e+03    4.3093430e+06    1.5820016e+07
4.6300000e+03    4.3100750e+06    1.5813040e+07
4.6400000e+03    4.3108070e+06    1.5806064e+07
4.6500000e+03    4.3115390e+06    1.5799087e+07
4.6600000e+03    4.3122711e+06    1.5792111e+07
4.6700000e+03    4.3130031e+06    1.5785135e+07
4.6800000e+03    4.3137351e+06    1.5778159e+07
4.6900000e+03    4.3144671e+06    1.5771183e+07
4.7000000e+03    4.3151992e+06    1.5764206e+07
4.7100000e+03    4.3159312e+06    1.5757230e+07
4.7200000e+03    4.3166632e+06    1.5750254e+07
4.7300000e+03    4.3173953e+06    1.5743278e+07
4.7400000e+03    4.3181273e+06    1.5736301e+07
4.7500000e+03    4.3188593e+06    1.5729325e+07
4.7600000e+03    4.3195913e+06    1.5722349e+07
4.7700000e+03    4.3203234e+06    1.5715373e+07
4.7800000e+03    4.3210554e+06    1.5708397e+07
4.7900000e+03    4.3217874e+06    1.5701420e+07
4.8000000e+03    4.3225194e+06    1.5694444e+07
4.8100000e+03    4.3232515e+06    1.5687468e+07
4.8200000e+03    4.3239835e+06    1.5680492e+07
4.8300000e+03    4.3247155e+06    1.5673515e+07
4.8400000e+03    4.3254475e+06    1.5666539e+07
4.8500000e+03    4.3261796e+06    1.5659563e+07
4.8600000e+03    4.3269116e+06    1.5652587e+07
4.8700000e+03    4.3276436e+06    1.5645611e+07
4.8800000e+03    4.3283756e+06    1.5638634e+07
4.8900000e+03    4.3291077e+06    1.5631658e+07
4.9000000e+03    4.3298397e+06    1.5624682e+07
4.9100000e+03    4.3305717e+06    1.5617706e+07
4.9200000e+03    4.3313038e+06    1.5610729e+07
4.9300000e+03    4.3320358e+06    1.5603753e+07
4.9400000e+03    4.3327678e+06    1.5596777e+07
4.9500000e+03    4.3334998e+06    1.5589801e+07
4.9600000e+03    4.3342319e+06    1.5582825e+07
4.9700000e+03    4.3349639e+06    1.5575848e+07
4.9800000e+03    4.3356959e+06    1.5568872e+07
4.9900000e+03    4.3364279e+06    1.5561896e+07
5.0000000e+03    4.3371600e+06    1.5554920e+07
5.0100000e+03    4.3378920e+06    1.5547943e+07
5.0200000e+03    4.3386240e+06    1.5540967e+07
5.0300000e+03    4.3393560e+06    1.5533991e+07
5.0400000e+03    4.3400881e+06    1.5527015e+07
5.0500000e+03    4.3408699e+06    1.5520318e+07
5.0600000e+03    4.3417082e+06    1.5513940e+07
5.0700000e+03    4.3425466e+06    1.5507562e+07
5.0800000e+03    4.3433850e+06    1.5501184e+07
5.0900000e+03    4.3442234e+06    1.5494805e+07
5.1000000e+03    4.3450618e+06    1.5488427e+07
5.1100000e+03    4.3459002e+06    1.5482049e+07
5.1200000e+03    4.3467385e+06    1.5475671e+07
5.1300000e+03    4.3475769e+06    1.5469293e+07
5.1400000e+03    4.3484153e+06    1.5462914e+07
