# This wake function is calculated with resonator para. from IDDEFIX fitting.
# bunch sigma is 0.4 mm.
# "s [mm]"	"Wake potential [V/pC/m]"
9.801960392078417073e+00	5.371086229845584842e-02
9.841968393678735438e+00	5.296074332418341385e-02
9.881976395279057357e+00	5.222151179189112730e-02
9.921984396879375723e+00	5.149319930017492997e-02
9.961992398479694089e+00	5.077583136790037727e-02
1.000200040008001601e+01	5.006942746731832261e-02
1.004200840168033615e+01	4.937400105971919556e-02
1.008201640328065629e+01	4.868955963360031836e-02
1.012202440488097643e+01	4.801610474532271716e-02
1.016203240648129658e+01	4.735363206223139332e-02
1.020204040808161672e+01	4.670213140821208309e-02
1.024204840968193686e+01	4.606158681165643115e-02
1.028205641128225700e+01	4.543197655580767658e-02
1.032206441288257537e+01	4.481327323145668784e-02
1.036207241448289551e+01	4.420544379195744805e-02
1.040208041608321743e+01	4.360844961053086943e-02
1.044208841768353579e+01	4.302224653982553160e-02
1.048209641928385771e+01	4.244678497369909487e-02
1.052210442088417786e+01	4.188200991119045424e-02
1.056211242248449622e+01	4.132786102264371375e-02
1.060212042408481636e+01	4.078427271795102838e-02
1.064212842568513651e+01	4.025117421687577496e-02
1.068213642728545665e+01	3.972848962142015716e-02
1.072214442888577679e+01	3.921613799019797036e-02
1.076215243048609693e+01	3.871403341477408500e-02
1.080216043208641707e+01	3.822208509793125625e-02
1.084216843368673722e+01	3.774019743382283493e-02
1.088217643528705914e+01	3.726827008997209839e-02
1.092218443688737750e+01	3.680619809107434776e-02
1.096219243848769587e+01	3.635387190456101925e-02
1.100220044008801779e+01	3.591117752788222650e-02
1.104220844168833793e+01	3.547799657746359553e-02
1.108221644328865807e+01	3.505420637929398953e-02
1.112222444488897821e+01	3.463968006109863218e-02
1.116223244648929835e+01	3.423428664605256133e-02
1.120224044808961850e+01	3.383789114798867181e-02
1.124224844968993864e+01	3.345035466805323238e-02
1.128225645129025878e+01	3.307153449276298979e-02
1.132226445289057715e+01	3.270128419341524623e-02
1.136227245449089729e+01	3.233945372680441244e-02
1.140228045609121921e+01	3.198588953719568029e-02
1.144228845769153757e+01	3.164043465950785311e-02
1.148229645929185949e+01	3.130292882365575541e-02
1.152230446089217963e+01	3.097320856000338254e-02
1.156231246249249800e+01	3.065110730587754934e-02
1.160232046409281992e+01	3.033645551309234120e-02
1.164232846569313828e+01	3.002908075643394986e-02
1.168233646729345665e+01	2.972880784305504537e-02
1.172234446889377857e+01	2.943545892272800280e-02
1.176235247049409871e+01	2.914885359890621863e-02
1.180236047209441885e+01	2.886880904054148905e-02
1.184236847369473900e+01	2.859514009460666778e-02
1.188237647529506091e+01	2.832765939927163468e-02
1.192238447689537928e+01	2.806617749768091849e-02
1.196239247849569765e+01	2.781050295228100488e-02
1.200240048009601956e+01	2.756044245964560727e-02
1.204240848169633793e+01	2.731580096574639030e-02
1.208241648329665985e+01	2.707638178161785036e-02
1.212242448489697999e+01	2.684198669936337447e-02
1.216243248649729836e+01	2.661241610845109518e-02
1.220244048809762027e+01	2.638746911224683703e-02
1.224244848969794042e+01	2.616694364473299422e-02
1.228245649129825878e+01	2.595063658736030190e-02
1.232246449289857892e+01	2.573834388598151765e-02
1.236247249449889907e+01	2.552986066781475979e-02
1.240248049609921921e+01	2.532498135838514783e-02
1.244248849769953935e+01	2.512349979839292868e-02
1.248249649929986127e+01	2.492520936045716090e-02
1.252250450090018141e+01	2.472990306568373028e-02
1.256251250250049978e+01	2.453737370000660598e-02
1.260252050410082170e+01	2.434741393025188078e-02
1.264252850570114006e+01	2.415981641987432343e-02
1.268253650730145843e+01	2.397437394431593816e-02
1.272254450890178035e+01	2.379087950593730336e-02
1.276255251050210049e+01	2.360912644847147288e-02
1.280256051210242063e+01	2.342890857095195761e-02
1.284256851370274077e+01	2.325002024106576776e-02
1.288257651530306269e+01	2.307225650788287050e-02
1.292258451690338106e+01	2.289541321391440690e-02
1.296259251850369942e+01	2.271928710645191793e-02
1.300260052010402134e+01	2.254367594814057213e-02
1.304260852170433971e+01	2.236837862673939081e-02
1.308261652330466163e+01	2.219319526402259435e-02
1.312262452490498177e+01	2.201792732377627279e-02
1.316263252650530013e+01	2.184237771884508031e-02
1.320264052810562205e+01	2.166635091718420100e-02
1.324264852970594220e+01	2.148965304687278088e-02
1.328265653130626056e+01	2.131209200004497914e-02
1.332266453290658070e+01	2.113347753569558979e-02
1.336267253450690085e+01	2.095362138131834015e-02
1.340268053610722099e+01	2.077233733333420929e-02
1.344268853770754113e+01	2.058944135626967695e-02
1.348269653930786305e+01	2.040475168064353334e-02
1.352270454090818141e+01	2.021808889952280558e-02
1.356271254250850156e+01	2.002927606370868974e-02
1.360272054410882347e+01	1.983813877551377641e-02
1.364272854570914006e+01	1.964450528109281530e-02
1.368273654730946021e+01	1.944820656129039524e-02
1.372274454890978213e+01	1.924907642096839594e-02
1.376275255051010049e+01	1.904695157677852024e-02
1.380276055211042241e+01	1.884167174334436951e-02
1.384276855371074255e+01	1.863307971781947778e-02
1.388277655531106092e+01	1.842102146278768587e-02
1.392278455691138284e+01	1.820534618747363109e-02
1.396279255851170120e+01	1.798590642723161409e-02
1.400280056011202312e+01	1.776255812128166647e-02
1.404280856171234149e+01	1.753516068866342245e-02
1.408281656331266163e+01	1.730357710237777694e-02
1.412282456491298355e+01	1.706767396168879652e-02
1.416283256651330191e+01	1.682732156255770453e-02
1.420284056811362383e+01	1.658239396618269371e-02
1.424284856971394397e+01	1.633276906561859781e-02
1.428285657131426234e+01	1.607832865045173351e-02
1.432286457291458248e+01	1.581895846950549106e-02
1.436287257451490262e+01	1.555454829155440352e-02
1.440288057611522277e+01	1.528499196402332248e-02
1.444288857771554291e+01	1.501018746965141100e-02
1.448289657931586483e+01	1.473003698110020993e-02
1.452290458091618319e+01	1.444444691348608506e-02
1.456291258251650333e+01	1.415332797481898448e-02
1.460292058411682525e+01	1.385659521432940078e-02
1.464292858571714184e+01	1.355416806866748848e-02
1.468293658731746198e+01	1.324597040595785688e-02
1.472294458891778390e+01	1.293193056769605977e-02
1.476295259051810227e+01	1.261198140847239607e-02
1.480296059211842419e+01	1.228606033351012719e-02
1.484296859371874433e+01	1.195410933400661672e-02
1.488297659531906270e+01	1.161607502026623315e-02
1.492298459691938461e+01	1.127190865261442493e-02
1.496299259851970476e+01	1.092156617008504735e-02
1.500300060012002312e+01	1.056500821687175219e-02
1.504300860172034326e+01	1.020220016653686744e-02
1.508301660332066341e+01	9.833112143971683289e-03
1.512302460492098355e+01	9.457719045102312358e-03
1.516303260652130369e+01	9.076000554337493309e-03
1.520304060812162561e+01	8.687941159754974246e-03
1.524304860972194398e+01	8.293530166023521666e-03
1.528305661132226412e+01	7.892761705059789940e-03
1.532306461292258426e+01	7.485634744419523111e-03
1.536307261452290440e+01	7.072153093423292833e-03
1.540308061612322454e+01	6.652325407018527120e-03
1.544308861772354469e+01	6.226165187379919391e-03
1.548309661932386661e+01	5.793690783251880666e-03
1.552310462092418497e+01	5.354925387037227751e-03
1.556311262252450511e+01	4.909897029637012335e-03
1.560312062412482703e+01	4.458638573047948514e-03
1.564312862572514362e+01	4.001187700724519875e-03
1.568313662732546554e+01	3.537586905713243669e-03
1.572314462892578391e+01	3.067883476568630894e-03
1.576315263052610582e+01	2.592129481060151223e-03
1.580316063212642419e+01	2.110381747680768142e-03
1.584316863372674611e+01	1.622701844969405690e-03
1.588317663532706447e+01	1.129156058658723578e-03
1.592318463692738639e+01	6.298153666618996676e-04
1.596319263852770831e+01	1.247554119133811651e-04
1.600320064012802490e+01	-3.859435269227819653e-04
1.604320864172834860e+01	-9.021965668600512691e-04
1.608321664332866519e+01	-1.423914254095458515e-03
1.612322464492898533e+01	-1.951002599597403053e-03
1.616323264652930547e+01	-2.483363116756628821e-03
1.620324064812962561e+01	-3.020892861080739979e-03
1.624324864972994575e+01	-3.563484471913134447e-03
1.628325665133026590e+01	-4.111026216154927554e-03
1.632326465293058604e+01	-4.663402033968186422e-03
1.636327265453090618e+01	-5.220491586438990965e-03
1.640328065613122632e+01	-5.782170305176379498e-03
1.644328865773154646e+01	-6.348309443823416283e-03
1.648329665933186661e+01	-6.918776131456426219e-03
1.652330466093218675e+01	-7.493433427846717988e-03
1.656331266253250689e+01	-8.072140380558286490e-03
1.660332066413282703e+01	-8.654752083855923872e-03
1.664332866573314718e+01	-9.241119739395337387e-03
1.668333666733346732e+01	-9.831090718667683317e-03
1.672334466893378391e+01	-1.042450862716979079e-02
1.676335267053410760e+01	-1.102121337027052797e-02
1.680336067213442774e+01	-1.162104122074355747e-02
1.684336867373474789e+01	-1.222382488793564113e-02
1.688337667533506803e+01	-1.282939358853933502e-02
1.692338467693538462e+01	-1.343757311893854951e-02
1.696339267853570831e+01	-1.404818592909402863e-02
1.700340068013602490e+01	-1.466105119793619654e-02
1.704340868173634860e+01	-1.527598491023226396e-02
1.708341668333666874e+01	-1.589279993489238485e-02
1.712342468493698888e+01	-1.651130610468165560e-02
1.716343268653730902e+01	-1.713131029730197499e-02
1.720344068813762561e+01	-1.775261651780898203e-02
1.724344868973794576e+01	-1.837502598232724701e-02
1.728345669133826590e+01	-1.899833720302831694e-02
1.732346469293858959e+01	-1.962234607433324673e-02
1.736347269453890618e+01	-2.024684596030423833e-02
1.740348069613922988e+01	-2.087162778318591566e-02
1.744348869773955002e+01	-2.149648011305908130e-02
1.748349669933987016e+01	-2.212118925856838836e-02
1.752350470094018675e+01	-2.274553935868461191e-02
1.756351270254050689e+01	-2.336931247546327264e-02
1.760352070414083059e+01	-2.399228868775866996e-02
1.764352870574114718e+01	-2.461424618585524027e-02
1.768353670734146732e+01	-2.523496136697461409e-02
1.772354470894178746e+01	-2.585420893161916381e-02
1.776355271054211116e+01	-2.647176198071024555e-02
1.780356071214242775e+01	-2.708739211348162867e-02
1.784356871374274789e+01	-2.770086952608568839e-02
1.788357671534306803e+01	-2.831196311087181769e-02
1.792358471694338462e+01	-2.892044055629545279e-02
1.796359271854371187e+01	-2.952606844741594710e-02
1.800360072014402846e+01	-3.012861236694103564e-02
1.804360872174434860e+01	-3.072783699677691938e-02
1.808361672334466874e+01	-3.132350622004102803e-02
1.812362472494498888e+01	-3.191538322349496415e-02
1.816363272654530903e+01	-3.250323060035674450e-02
1.820364072814562917e+01	-3.308681045344851607e-02
1.824364872974594931e+01	-3.366588449863749943e-02
1.828365673134626590e+01	-3.424021416852899430e-02
1.832366473294658960e+01	-3.480956071636721189e-02
1.836367273454690974e+01	-3.537368532010195382e-02
1.840368073614722988e+01	-3.593234918657996907e-02
1.844368873774755002e+01	-3.648531365581619140e-02
1.848369673934787016e+01	-3.703234030530424409e-02
1.852370474094818675e+01	-3.757319105432328082e-02
1.856371274254851045e+01	-3.810762826819869692e-02
1.860372074414883059e+01	-3.863541486247403650e-02
1.864372874574914718e+01	-3.915631440695369059e-02
1.868373674734947087e+01	-3.967009122957225464e-02
1.872374474894978746e+01	-4.017651052004991147e-02
1.876375275055011116e+01	-4.067533843329267096e-02
1.880376075215043130e+01	-4.116634219249400845e-02
1.884376875375074789e+01	-4.164929019189866910e-02
1.888377675535106803e+01	-4.212395209918631811e-02
1.892378475695138818e+01	-4.259009895743415264e-02
1.896379275855171187e+01	-4.304750328661860470e-02
1.900380076015202846e+01	-4.349593918461426567e-02
1.904380876175235215e+01	-4.393518242765172277e-02
1.908381676335266874e+01	-4.436501057019207744e-02
1.912382476495299244e+01	-4.478520304418116132e-02
1.916383276655331258e+01	-4.519554125764180946e-02
1.920384076815362917e+01	-4.559580869256659591e-02
1.924384876975395287e+01	-4.598579100207181303e-02
1.928385677135426945e+01	-4.636527610677440570e-02
1.932386477295458960e+01	-4.673405429035436959e-02
1.936387277455491329e+01	-4.709191829426422060e-02
1.940388077615523343e+01	-4.743866341154895361e-02
1.944388877775555002e+01	-4.777408757973964498e-02
1.948389677935587372e+01	-4.809799147278399911e-02
1.952390478095619031e+01	-4.841017859197810358e-02
1.956391278255651045e+01	-4.871045535586390751e-02
1.960392078415683415e+01	-4.899863118905740250e-02
1.964392878575715073e+01	-4.927451860997236754e-02
1.968393678735747088e+01	-4.953793331740651007e-02
1.972394478895779102e+01	-4.978869427595537800e-02
1.976395279055811471e+01	-5.002662380022176308e-02
1.980396079215843130e+01	-5.025154763778693495e-02
1.984396879375875145e+01	-5.046329505091297352e-02
1.988397679535907159e+01	-5.066169889694309425e-02
1.992398479695938818e+01	-5.084659570737015688e-02
1.996399279855971542e+01	-5.101782576554223653e-02
2.000400080016003201e+01	-5.117523318297529517e-02
2.004400880176035216e+01	-5.131866597424406679e-02
2.008401680336067230e+01	-5.144797613042210310e-02
2.012402480496099244e+01	-5.156301969104218341e-02
2.016403280656131258e+01	-5.166365681455120651e-02
2.020404080816163273e+01	-5.174975184723017152e-02
2.024404880976195287e+01	-5.182117339055567623e-02
2.028405681136226946e+01	-5.187779436697439323e-02
2.032406481296259315e+01	-5.191949208406771571e-02
2.036407281456291329e+01	-5.194614829708079501e-02
2.040408081616323344e+01	-5.195764926979272447e-02
2.044408881776355358e+01	-5.195388583370444402e-02
2.048409681936387372e+01	-5.193475344552220957e-02
2.052410482096419031e+01	-5.190015224291442963e-02
2.056411282256451400e+01	-5.184998709852107340e-02
2.060412082416483415e+01	-5.178416767219516659e-02
2.064412882576515074e+01	-5.170260846145631473e-02
2.068413682736547443e+01	-5.160522885013751199e-02
2.072414482896579102e+01	-5.149195315520700006e-02
2.076415283056611472e+01	-5.136271067174690702e-02
2.080416083216643486e+01	-5.121743571607260959e-02
2.084416883376675500e+01	-5.105606766697565191e-02
2.088417683536707159e+01	-5.087855100507567008e-02
2.092418483696739173e+01	-5.068483535026574449e-02
2.096419283856771543e+01	-5.047487549723780192e-02
2.100420084016803202e+01	-5.024863144907401602e-02
2.104420884176835571e+01	-5.000606844889232683e-02
2.108421684336867230e+01	-4.974715700953427633e-02
2.112422484496899244e+01	-4.947187294128298218e-02
2.116423284656931614e+01	-4.918019737760242344e-02
2.120424084816963273e+01	-4.887211679888741472e-02
2.124424884976995287e+01	-4.854762305421569252e-02
2.128425685137027301e+01	-4.820671338109399490e-02
2.132426485297059315e+01	-4.784939042319118208e-02
2.136427285457091330e+01	-4.747566224605088286e-02
2.140428085617123699e+01	-4.708554235077891392e-02
2.144428885777155358e+01	-4.667904968569971946e-02
2.148429685937187372e+01	-4.625620865597745990e-02
2.152430486097219386e+01	-4.581704913119858530e-02
2.156431286257251401e+01	-4.536160645091304178e-02
2.160432086417283415e+01	-4.488992142813150871e-02
2.164432886577315429e+01	-4.440204035077800759e-02
2.168433686737347443e+01	-4.389801498109715400e-02
2.172434486897379102e+01	-4.337790255301571946e-02
2.176435287057411827e+01	-4.284176576746044629e-02
2.180436087217443486e+01	-4.228967278563323939e-02
2.184436887377475500e+01	-4.172169722024565708e-02
2.188437687537507514e+01	-4.113791812471719045e-02
2.192438487697539173e+01	-4.053841998034030808e-02
2.196439287857571898e+01	-3.992329268141683873e-02
2.200440088017603557e+01	-3.929263151837231877e-02
2.204440888177635571e+01	-3.864653715885257163e-02
2.208441688337667586e+01	-3.798511562681126941e-02
2.212442488497699600e+01	-3.730847827959506147e-02
2.216443288657731614e+01	-3.661674178303456900e-02
2.220444088817763628e+01	-3.591002808455068945e-02
2.224444888977795642e+01	-3.518846438428613332e-02
2.228445689137827301e+01	-3.445218310427197034e-02
2.232446489297859671e+01	-3.370132185564073818e-02
2.236447289457891685e+01	-3.293602340389887445e-02
2.240448089617923699e+01	-3.215643563226899121e-02
2.244448889777955713e+01	-3.136271150311734091e-02
2.248449689937987728e+01	-3.055500901747980336e-02
2.252450490098019387e+01	-2.973349117269983785e-02
2.256451290258051756e+01	-2.889832591819552557e-02
2.260452090418083770e+01	-2.804968610937088117e-02
2.264452890578115429e+01	-2.718774945968727846e-02
