# This wake function is calculated with resonator para. from IDDEFIX fitting.
# bunch sigma is 0.4 mm.
# "s [mm]"	"Wake potential [V/pC/m]"
5.157031406281255670e+01	8.533304046267184417e-02
5.161032206441288395e+01	8.529416193719351058e-02
5.165033006601320409e+01	8.524372698582939611e-02
5.169033806761352423e+01	8.518161902670311203e-02
5.173034606921384437e+01	8.510772505549354938e-02
5.177035407081416452e+01	8.502193569990097732e-02
5.181036207241448466e+01	8.492414527259403711e-02
5.185037007401479769e+01	8.481425182261828621e-02
5.189037807561512494e+01	8.469215718524371328e-02
5.193038607721543798e+01	8.455776703023056007e-02
5.197039407881576523e+01	8.441099090849307762e-02
5.201040208041608537e+01	8.425174229714299523e-02
5.205041008201639841e+01	8.407993864289325936e-02
5.209041808361672565e+01	8.389550140380437615e-02
5.213042608521704580e+01	8.369835608935684290e-02
5.217043408681735883e+01	8.348843229883241845e-02
5.221044208841768608e+01	8.326566375799020203e-02
5.225045009001800622e+01	8.302998835402167210e-02
5.229045809161831926e+01	8.278134816877102953e-02
5.233046609321864651e+01	8.251968951020734189e-02
5.237047409481896665e+01	8.224496294213794190e-02
5.241048209641928679e+01	8.195712331214906332e-02
5.245049009801959983e+01	8.165612977776429138e-02
5.249049809961992707e+01	8.134194583081127972e-02
5.253050610122024011e+01	8.101453931998642277e-02
5.257051410282056025e+01	8.067388247161015602e-02
5.261052210442088750e+01	8.031995190856562605e-02
5.265053010602120054e+01	7.995272866741250095e-02
5.269053810762152779e+01	7.957219821367099433e-02
5.273054610922184793e+01	7.917835045527307769e-02
5.277055411082216096e+01	7.877117975417242957e-02
5.281056211242248821e+01	7.835068493611294094e-02
5.285057011402280125e+01	7.791686929855250188e-02
5.289057811562312139e+01	7.746974061674055667e-02
5.293058611722344153e+01	7.700931114794644372e-02
5.297059411882376878e+01	7.653559763384194803e-02
5.301060212042408182e+01	7.604862130103573481e-02
5.305061012202440196e+01	7.554840785976230100e-02
5.309061812362472921e+01	7.503498750072894186e-02
5.313062612522504224e+01	7.450839489012132943e-02
5.317063412682536239e+01	7.396866916277369808e-02
5.321064212842568963e+01	7.341585391350839707e-02
5.325065013002600267e+01	7.284999718664915414e-02
5.329065813162632281e+01	7.227115146371469734e-02
5.333066613322665006e+01	7.167937364930183908e-02
5.337067413482696310e+01	7.107472505516262973e-02
5.341068213642729035e+01	7.045727138248705779e-02
5.345069013802760338e+01	6.982708270240031712e-02
5.349069813962792352e+01	6.918423343468367570e-02
5.353070614122824367e+01	6.852880232473078370e-02
5.357071414282856381e+01	6.786087241875261855e-02
5.361072214442888395e+01	6.718053103724115627e-02
5.365073014602920409e+01	6.648786974670620187e-02
5.369073814762953134e+01	6.578298432970100529e-02
5.373074614922983727e+01	6.506597475314830625e-02
5.377075415083016452e+01	6.433694513498491863e-02
5.381076215243049177e+01	6.359600370914081369e-02
5.385077015403079770e+01	6.284326278886791239e-02
5.389077815563112495e+01	6.207883872843774492e-02
5.393078615723145219e+01	6.130285188322686513e-02
5.397079415883176523e+01	6.051542656820751293e-02
5.401080216043208537e+01	5.971669101486305753e-02
5.405081016203240551e+01	5.890677732655148074e-02
5.409081816363272566e+01	5.808582143233402550e-02
5.413082616523304580e+01	5.725396303929254638e-02
5.417083416683336594e+01	5.641134558335934163e-02
5.421084216843368608e+01	5.555811617867908309e-02
5.425085017003400623e+01	5.469442556552815693e-02
5.429085817163432637e+01	5.382042805681627046e-02
5.433086617323463940e+01	5.293628148319378529e-02
5.437087417483496665e+01	5.204214713678892434e-02
5.441088217643529390e+01	5.113818971360437060e-02
5.445089017803559983e+01	5.022457725459510830e-02
5.449089817963592708e+01	4.930148108545712865e-02
5.453090618123625433e+01	4.836907575515473484e-02
5.457091418283656026e+01	4.742753897321171780e-02
5.461092218443688751e+01	4.647705154579686443e-02
5.465093018603720765e+01	4.551779731063310824e-02
5.469093818763752779e+01	4.454996307075759915e-02
5.473094618923784083e+01	4.357373852716306395e-02
5.477095419083816807e+01	4.258931621035322301e-02
5.481096219243848822e+01	4.159689141083828395e-02
5.485097019403880125e+01	4.059666210860492230e-02
5.489097819563912850e+01	3.958882890159246687e-02
5.493098619723944154e+01	3.857359493320394045e-02
5.497099419883976879e+01	3.755116581888594957e-02
5.501100220044008893e+01	3.652174957181222870e-02
5.505101020204040196e+01	3.548555652769889990e-02
5.509101820364072921e+01	3.444279926878728026e-02
5.513102620524105646e+01	3.339369254702929946e-02
5.517103420684136239e+01	3.233845320650502453e-02
5.521104220844168964e+01	3.127730010510926945e-02
5.525105021004200978e+01	3.021045403554157086e-02
5.529105821164232282e+01	2.913813764563264602e-02
5.533106621324264296e+01	2.806057535804142716e-02
5.537107421484297021e+01	2.697799328936066610e-02
5.541108221644329035e+01	2.589061916866311139e-02
5.545109021804360339e+01	2.479868225552325431e-02
5.549109821964393063e+01	2.370241325755460468e-02
5.553110622124424367e+01	2.260204424749116120e-02
5.557111422284456381e+01	2.149780857985363752e-02
5.561112222444489106e+01	2.038994080723611005e-02
5.565113022604521120e+01	1.927867659624550242e-02
5.569113822764553134e+01	1.816425264313312887e-02
5.573114622924584438e+01	1.704690658915154755e-02
5.577115423084617163e+01	1.592687693567724702e-02
5.581116223244649177e+01	1.480440295912928937e-02
5.585117023404680481e+01	1.367972462572273305e-02
5.589117823564713206e+01	1.255308250609529427e-02
5.593118623724744509e+01	1.142471768983939137e-02
5.597119423884777234e+01	1.029487169997534216e-02
5.601120224044809248e+01	9.163786407407073509e-03
5.605121024204840552e+01	8.031703945388900256e-03
5.609121824364873277e+01	6.898866624043317047e-03
5.613122624524906001e+01	5.765516844966558571e-03
5.617123424684936595e+01	4.631897015953260685e-03
5.621124224844969319e+01	3.498249465877499922e-03
5.625125025005001334e+01	2.364816359769058782e-03
5.629125825165032637e+01	1.231839614113059865e-03
5.633126625325064651e+01	9.956081241252377160e-05
5.637127425485097376e+01	-1.031778878951335014e-03
5.641128225645129390e+01	-2.161938794528883191e-03
5.645129025805160694e+01	-3.290678853247805749e-03
5.649129825965193419e+01	-4.417759641456850579e-03
5.653130626125224723e+01	-5.542942495539226327e-03
5.657131426285256737e+01	-6.665989584059411714e-03
5.661132226445289461e+01	-7.786663989408515278e-03
5.665133026605320765e+01	-8.904729788919077751e-03
5.669133826765353490e+01	-1.001995213541564955e-02
5.673134626925385504e+01	-1.113209733716569345e-02
5.677135427085416808e+01	-1.224093293720315313e-02
5.681136227245449533e+01	-1.334622779199225867e-02
5.685137027405480836e+01	-1.444775214939749558e-02
5.689137827565512850e+01	-1.554527772593262448e-02
5.693138627725544865e+01	-1.663857778325695744e-02
5.697139427885577589e+01	-1.772742720388736579e-02
5.701140228045608893e+01	-1.881160256609934120e-02
5.705141028205640907e+01	-1.989088221798649553e-02
5.709141828365673632e+01	-2.096504635064827884e-02
5.713142628525704936e+01	-2.203387707048092350e-02
5.717143428685736950e+01	-2.309715847054214649e-02
5.721144228845769675e+01	-2.415467670096058117e-02
5.725145029005800978e+01	-2.520622003836675909e-02
5.729145829165832993e+01	-2.625157895431716112e-02
5.733146629325865717e+01	-2.729054618268473426e-02
5.737147429485897021e+01	-2.832291678599256624e-02
5.741148229645929746e+01	-2.934848822066580751e-02
5.745149029805961050e+01	-3.036706040117488625e-02
5.749149829965993064e+01	-3.137843576305031357e-02
5.753150630126025078e+01	-3.238241932474362345e-02
5.757151430286057092e+01	-3.337881874831094553e-02
5.761152230446089106e+01	-3.436744439890027092e-02
5.765153030606121121e+01	-3.534810940301931492e-02
5.769153830766153845e+01	-3.632062970556129006e-02
5.773154630926184439e+01	-3.728482412557224124e-02
5.777155431086217163e+01	-3.824051441073806484e-02
5.781156231246249888e+01	-3.918752529057186601e-02
5.785157031406281192e+01	-4.012568452828357141e-02
5.789157831566313206e+01	-4.105482297131666375e-02
5.793158631726345931e+01	-4.197477460052933401e-02
5.797159431886377234e+01	-4.288537657801008013e-02
5.801160232046409249e+01	-4.378646929350665795e-02
5.805161032206441263e+01	-4.467789640945563773e-02
5.809161832366473277e+01	-4.555950490459810542e-02
5.813162632526505291e+01	-4.643114511616731888e-02
5.817163432686537305e+01	-4.729267078063342095e-02
5.821164232846569320e+01	-4.814393907299559239e-02
5.825165033006601334e+01	-4.898481064460812051e-02
5.829165833166633348e+01	-4.981514965952818508e-02
5.833166633326664652e+01	-5.063482382937640330e-02
5.837167433486697377e+01	-5.144370444670103015e-02
5.841168233646730101e+01	-5.224166641683278961e-02
5.845169033806760694e+01	-5.302858828822594461e-02
5.849169833966793419e+01	-5.380435228127661978e-02
5.853170634126826144e+01	-5.456884431560892618e-02
5.857171434286856737e+01	-5.532195403582494675e-02
5.861172234446889462e+01	-5.606357483571339922e-02
5.865173034606921476e+01	-5.679360388090824024e-02
5.869173834766953490e+01	-5.751194212999587857e-02
5.873174634926984794e+01	-5.821849435406729195e-02
5.877175435087017519e+01	-5.891316915471021126e-02
5.881176235247049533e+01	-5.959587898043913756e-02
5.885177035407081547e+01	-6.026654014156408029e-02
5.889177835567113561e+01	-6.092507282349374914e-02
5.893178635727144865e+01	-6.157140109847424742e-02
5.897179435887177590e+01	-6.220545293576473095e-02
5.901180236047209604e+01	-6.282716021024868647e-02
5.905181036207240908e+01	-6.343645870948422250e-02
5.909181836367273633e+01	-6.403328813919596796e-02
5.913182636527305647e+01	-6.461759212720941115e-02
5.917183436687336950e+01	-6.518931822583412528e-02
5.921184236847369675e+01	-6.574841791269847580e-02
5.925185037007401689e+01	-6.629484659004133973e-02
5.929185837167432993e+01	-6.682856358246577755e-02
5.933186637327465007e+01	-6.734953213316323406e-02
5.937187437487497732e+01	-6.785771939861132140e-02
5.941188237647529746e+01	-6.835309644175652233e-02
5.945189037807561050e+01	-6.883563822368828078e-02
5.949189837967593775e+01	-6.930532359381270935e-02
5.953190638127625078e+01	-6.976213527853641905e-02
5.957191438287657093e+01	-7.020605986847097690e-02
5.961192238447689817e+01	-7.063708780416654009e-02
5.965193038607721121e+01	-7.105521336038760072e-02
5.969193838767753846e+01	-7.146043462894344223e-02
5.973194638927785149e+01	-7.185275350008259176e-02
5.977195439087817164e+01	-7.223217564246761646e-02
5.981196239247849888e+01	-7.259871048174224017e-02
5.985197039407881903e+01	-7.295237117770474178e-02
5.989197839567913206e+01	-7.329317460010235930e-02
5.993198639727945221e+01	-7.362114130306368631e-02
5.997199439887977945e+01	-7.393629549818117597e-02
6.001200240048009249e+01	-7.423866502626375041e-02
6.005201040208041263e+01	-7.452828132777475356e-02
6.009201840368073988e+01	-7.480517941197102616e-02
6.013202640528105292e+01	-7.506939782476416967e-02
6.017203440688137306e+01	-7.532097861531965310e-02
6.021204240848170031e+01	-7.555996730141290030e-02
6.025205041008201334e+01	-7.578641283356311875e-02
6.029205841168233349e+01	-7.600036755796300836e-02
6.033206641328265363e+01	-7.620188717822437563e-02
6.037207441488297377e+01	-7.639103071596174688e-02
6.041208241648330102e+01	-7.656786047023383945e-02
6.045209041808361405e+01	-7.673244197586373549e-02
6.049209841968393420e+01	-7.688484396066141979e-02
6.053210642128425434e+01	-7.702513830156905439e-02
6.057211442288457448e+01	-7.715339997975259601e-02
6.061212242448489462e+01	-7.726970703466266854e-02
6.065213042608521476e+01	-7.737414051708749185e-02
6.069213842768554201e+01	-7.746678444122170881e-02
6.073214642928584794e+01	-7.754772573577593808e-02
6.077215443088617519e+01	-7.761705419415011742e-02
6.081216243248650244e+01	-7.767486242369575633e-02
6.085217043408681548e+01	-7.772124579409289691e-02
6.089217843568713562e+01	-7.775630238486522239e-02
6.093218643728745576e+01	-7.778013293206086087e-02
6.097219443888777590e+01	-7.779284077412311482e-02
6.101220244048809604e+01	-7.779453179697715104e-02
6.105221044208841619e+01	-7.778531437836090634e-02
6.109221844368873633e+01	-7.776529933142387052e-02
6.113222644528905647e+01	-7.773459984762198793e-02
6.117223444688937661e+01	-7.769333143893594751e-02
6.121224244848969676e+01	-7.764161187943917353e-02
6.125225045009001690e+01	-7.757956114624231514e-02
6.129225845169033704e+01	-7.750730135984330860e-02
6.133226645329065008e+01	-7.742495672390914407e-02
6.137227445489097732e+01	-7.733265346451709266e-02
6.141228245649130457e+01	-7.723051976888449521e-02
6.145229045809161761e+01	-7.711868572361381402e-02
6.149229845969193775e+01	-7.699728325248114680e-02
6.153230646129225789e+01	-7.686644605379704120e-02
6.157231446289257804e+01	-7.672630953736706005e-02
6.161232246449289818e+01	-7.657701076108128224e-02
6.165233046609321832e+01	-7.641868836715919044e-02
6.169233846769354557e+01	-7.625148251808142041e-02
6.173234646929385150e+01	-7.607553483223331026e-02
6.177235447089417875e+01	-7.589098831929112776e-02
6.181236247249450599e+01	-7.569798731537817627e-02
6.185237047409481903e+01	-7.549667741801970033e-02
6.189237847569513917e+01	-7.528720542092455503e-02
6.193238647729546642e+01	-7.506971924862235190e-02
6.197239447889577946e+01	-7.484436789098355969e-02
6.201240248049609960e+01	-7.461130133765217498e-02
6.205241048209641974e+01	-7.437067051241769144e-02
6.209241848369673988e+01	-7.412262720755505296e-02
6.213242648529706003e+01	-7.386732401816022142e-02
6.217243448689738017e+01	-7.360491427650990570e-02
6.221244248849770031e+01	-7.333555198647256912e-02
6.225245049009802045e+01	-7.305939175799766594e-02
6.229245849169834059e+01	-7.277658874171219483e-02
6.233246649329865363e+01	-7.248729856365061786e-02
6.237247449489898088e+01	-7.219167726014492914e-02
6.241248249649930813e+01	-7.188988121290330879e-02
6.245249049809961406e+01	-7.158206708430252252e-02
6.249249849969994131e+01	-7.126839175292158657e-02
6.253250650130026855e+01	-7.094901224934273276e-02
6.257251450290057448e+01	-7.062408569224541688e-02
6.261252250450090173e+01	-7.029376922481973822e-02
6.265253050610122898e+01	-6.995821995152491646e-02
6.269253850770154202e+01	-6.961759487521791689e-02
6.273254650930186216e+01	-6.927205083467675995e-02
6.277255451090218941e+01	-6.892174444254513255e-02
6.281256251250250244e+01	-6.856683202372083896e-02
6.285257051410282969e+01	-6.820746955421333468e-02
6.289257851570313562e+01	-6.784381260049496265e-02
6.293258651730346287e+01	-6.747601625936723579e-02
6.297259451890379012e+01	-6.710423509836868639e-02
6.301260252050409605e+01	-6.672862309674464087e-02
6.305261052210442330e+01	-6.634933358700272066e-02
6.309261852370473633e+01	-6.596651919707609280e-02
6.313262652530506358e+01	-6.558033179311698047e-02
6.317263452690538372e+01	-6.519092242294137474e-02
6.321264252850569676e+01	-6.479844126014613903e-02
6.325265053010602401e+01	-6.440303754891969767e-02
6.329265853170632994e+01	-6.400485954956745827e-02
6.333266653330665719e+01	-6.360405448477002288e-02
6.337267453490698443e+01	-6.320076848659615665e-02
6.341268253650729747e+01	-6.279514654428824949e-02
6.345269053810761761e+01	-6.238733245283953344e-02
6.349269853970794486e+01	-6.197746876238219987e-02
6.353270654130825790e+01	-6.156569672840319501e-02
6.357271454290858514e+01	-6.115215626280576938e-02
6.361272254450890529e+01	-6.073698588583510694e-02
6.365273054610921832e+01	-6.032032267888249449e-02
6.369273854770954557e+01	-5.990230223818581584e-02
6.373274654930986571e+01	-5.948305862944248956e-02
6.377275455091017875e+01	-5.906272434334874227e-02
6.381276255251050600e+01	-5.864143025208094773e-02
6.385277055411083325e+01	-5.821930556673422102e-02
6.389277855571113918e+01	-5.779647779573010569e-02
6.393278655731146642e+01	-5.737307270420927141e-02
6.397279455891179367e+01	-5.694921427442061618e-02
6.401280256051209960e+01	-5.652502466711955414e-02
6.405281056211242685e+01	-5.610062418398729933e-02
6.409281856371273989e+01	-5.567613123108482165e-02
6.413282656531306714e+01	-5.525166228334844887e-02
6.417283456691339438e+01	-5.482733185014112415e-02
6.421284256851370742e+01	-5.440325244186892950e-02
6.425285057011402046e+01	-5.397953453767025123e-02
6.429285857171433349e+01	-5.355628655418869649e-02
6.433286657331466074e+01	-5.313361481543873305e-02
6.437287457491497378e+01	-5.271162352376947136e-02
6.441288257651530103e+01	-5.229041473193668521e-02
6.445289057811562827e+01	-5.187008831628961425e-02
6.449289857971594131e+01	-5.145074195107740556e-02
6.453290658131625435e+01	-5.103247108388391656e-02
6.457291458291658159e+01	-5.061536891219372419e-02
6.461292258451689463e+01	-5.019952636109665384e-02
6.465293058611722188e+01	-4.978503206213339555e-02
6.469293858771754913e+01	-4.937197233328794593e-02
6.473294658931786216e+01	-4.896043116012874924e-02
6.477295459091818941e+01	-4.855049017810254136e-02
6.481296259251850245e+01	-4.814222865598381113e-02
6.485297059411881548e+01	-4.773572348047997599e-02
6.489297859571914273e+01	-4.733104914199556812e-02
6.493298659731946998e+01	-4.692827772155631211e-02
6.497299459891978302e+01	-4.652747887889206735e-02
6.501300260052011026e+01	-4.612871984167992573e-02
6.505301060212043751e+01	-4.573206539594731196e-02
6.509301860372073634e+01	-4.533757787763222774e-02
6.513302660532106358e+01	-4.494531716530095894e-02
6.517303460692139083e+01	-4.455534067402095594e-02
6.521304260852170387e+01	-4.416770335038525813e-02
6.525305061012203112e+01	-4.378245766868650579e-02
6.529305861172234415e+01	-4.339965362823795109e-02
6.533306661332267140e+01	-4.301933875183488326e-02
6.537307461492298444e+01	-4.264155808535494835e-02
6.541308261652329747e+01	-4.226635419849141678e-02
6.545309061812362472e+01	-4.189376718661325105e-02
6.549309861972393776e+01	-4.152383467374737985e-02
6.553310662132426501e+01	-4.115659181667725985e-02
6.557311462292457804e+01	-4.079207131014912086e-02
6.561312262452490529e+01	-4.043030339318132160e-02
6.565313062612521833e+01	-4.007131585646753896e-02
6.569313862772553136e+01	-3.971513405086606052e-02
6.573314662932585861e+01	-3.936178089696768662e-02
6.577315463092618586e+01	-3.901127689573236773e-02
6.581316263252649890e+01	-3.866364014018602857e-02
6.585317063412682614e+01	-3.831888632816721207e-02
6.589317863572715339e+01	-3.797702877611528610e-02
6.593318663732746643e+01	-3.763807843388609214e-02
6.597319463892777947e+01	-3.730204390058901309e-02
6.601320264052810671e+01	-3.696893144143040960e-02
6.605321064212841975e+01	-3.663874500555365510e-02
6.609321864372874700e+01	-3.631148624486225246e-02
6.613322664532907424e+01	-3.598715453381665097e-02
6.617323464692938728e+01	-3.566574699018858208e-02
6.621324264852971453e+01	-3.534725849676179782e-02
6.625325065013002757e+01	-3.503168172396534802e-02
6.629325865173034060e+01	-3.471900715342680216e-02
6.633326665333066785e+01	-3.440922310242790216e-02
6.637327465493099510e+01	-3.410231574925270265e-02
6.641328265653130813e+01	-3.379826915941096244e-02
6.645329065813163538e+01	-3.349706531272080706e-02
6.649329865973194842e+01	-3.319868413123856776e-02
6.653330666133226146e+01	-3.290310350801715911e-02
6.657331466293258870e+01	-3.261029933667809050e-02
6.661332266453290174e+01	-3.232024554178131170e-02
6.665333066613322899e+01	-3.203291410997700234e-02
6.669333866773354202e+01	-3.174827512192002904e-02
6.673334666933386927e+01	-3.146629678493326199e-02
6.677335467093418231e+01	-3.118694546640022811e-02
6.681336267253449535e+01	-3.091018572787104790e-02
6.685337067413482259e+01	-3.063598035986248372e-02
6.689337867573513563e+01	-3.036429041733706979e-02
6.693338667733546288e+01	-3.009507525583828697e-02
6.697339467893579013e+01	-2.982829256826923306e-02
6.701340268053610316e+01	-2.956389842229189061e-02
6.705341068213643041e+01	-2.930184729833015117e-02
6.709341868373674345e+01	-2.904209212815740335e-02
6.713342668533705648e+01	-2.878458433405013672e-02
6.717343468693738373e+01	-2.852927386848681801e-02
6.721344268853771098e+01	-2.827610925437439721e-02
6.725345069013802402e+01	-2.802503762578237301e-02
6.729345869173835126e+01	-2.777600476916384717e-02
6.733346669333867851e+01	-2.752895516504517623e-02
6.737347469493899155e+01	-2.728383203016391048e-02
6.741348269653930458e+01	-2.704057736003352697e-02
6.745349069813963183e+01	-2.679913197191789373e-02
6.749349869973994487e+01	-2.655943554819223743e-02
6.753350670134027212e+01	-2.632142668007205616e-02
6.757351470294059936e+01	-2.608504291168884867e-02
6.761352270454091240e+01	-2.585022078449372360e-02
6.765353070614122544e+01	-2.561689588196531392e-02
6.769353870774153847e+01	-2.538500287460455918e-02
6.773354670934186572e+01	-2.515447556519555261e-02
6.777355471094217876e+01	-2.492524693430899982e-02
6.781356271254250601e+01	-2.469724918603026509e-02
6.785357071414283325e+01	-2.447041379389187227e-02
6.789357871574314629e+01	-2.424467154698712462e-02
6.793358671734347354e+01	-2.401995259624608095e-02
6.797359471894378657e+01	-2.379618650085441739e-02
6.801360272054409961e+01	-2.357330227478992082e-02
6.805361072214442686e+01	-2.335122843346269447e-02
6.809361872374475411e+01	-2.312989304043251704e-02
6.813362672534506714e+01	-2.290922375418620247e-02
6.817363472694539439e+01	-2.268914787495390079e-02
6.821364272854572164e+01	-2.246959239154303414e-02
6.825365073014602046e+01	-2.225048402817043913e-02
6.829365873174634771e+01	-2.203174929127270018e-02
6.833366673334667496e+01	-2.181331451627354159e-02
6.837367473494698800e+01	-2.159510591428778076e-02
6.841368273654731524e+01	-2.137704961874491855e-02
6.845369073814764249e+01	-2.115907173190864632e-02
6.849369873974795553e+01	-2.094109837127450593e-02
6.853370674134826857e+01	-2.072305571582548980e-02
6.857371474294859581e+01	-2.050487005212800820e-02
6.861372274454890885e+01	-2.028646782024483633e-02
6.865373074614923610e+01	-2.006777565944913716e-02
6.869373874774954913e+01	-1.984872045372045729e-02
6.873374674934987638e+01	-1.962922937700150791e-02
6.877375475095020363e+01	-1.940922993819811301e-02
6.881376275255050246e+01	-1.918865002590545640e-02
6.885377075415082970e+01	-1.896741795283914470e-02
6.889377875575114274e+01	-1.874546249995494296e-02
6.893378675735146999e+01	-1.852271296023851044e-02
6.897379475895178302e+01	-1.829909918214753933e-02
6.901380276055211027e+01	-1.807455161268798141e-02
6.905381076215243752e+01	-1.784900134010828851e-02
6.909381876375273634e+01	-1.762238013619190150e-02
6.913382676535306359e+01	-1.739462049813528602e-02
6.917383476695339084e+01	-1.716565568998964023e-02
6.921384276855370388e+01	-1.693541978365321887e-02
6.925385077015403112e+01	-1.670384769939779399e-02
6.929385877175435837e+01	-1.647087524591034011e-02
6.933386677335467141e+01	-1.623643915983894598e-02
6.937387477495498445e+01	-1.600047714482213945e-02
6.941388277655531169e+01	-1.576292790999010360e-02
6.945389077815562473e+01	-1.552373120792135963e-02
6.949389877975595198e+01	-1.528282787203989572e-02
6.953390678135627923e+01	-1.504015985343949355e-02
6.957391478295659226e+01	-1.479567025711941465e-02
6.961392278455691951e+01	-1.454930337761769707e-02
6.965393078615723255e+01	-1.430100473403082655e-02
6.969393878775754558e+01	-1.405072110440381931e-02
6.973394678935787283e+01	-1.379840055947712148e-02
6.977395479095820008e+01	-1.354399249578080305e-02
6.981396279255851312e+01	-1.328744766806116973e-02
6.985397079415884036e+01	-1.302871822102772380e-02
6.989397879575915340e+01	-1.276775772040877541e-02
6.993398679735948065e+01	-1.250452118330617687e-02
6.997399479895979368e+01	-1.223896510783417137e-02
7.001400280056010672e+01	-1.197104750203492433e-02
7.005401080216043397e+01	-1.170072791205864840e-02
7.009401880376074701e+01	-1.142796744959769309e-02
7.013402680536107425e+01	-1.115272881856544870e-02
7.017403480696140150e+01	-1.087497634101094318e-02
7.021404280856171454e+01	-1.059467598225816327e-02
7.025405081016202757e+01	-1.031179537526278299e-02
7.029405881176235482e+01	-1.002630384417699423e-02
7.033406681336266786e+01	-9.738172427114704516e-03
7.037407481496298089e+01	-9.447373898108036086e-03
7.041408281656332235e+01	-9.153882788249134705e-03
7.045409081816363539e+01	-8.857675406009176550e-03
7.049409881976394843e+01	-8.558729856727566657e-03
7.053410682136427567e+01	-8.257026061264688410e-03
7.057411482296458871e+01	-7.952545773814058069e-03
7.061412282456490175e+01	-7.645272598864108309e-03
7.065413082616524321e+01	-7.335192007308178296e-03
7.069413882776555624e+01	-7.022291351695403652e-03
7.073414682936586928e+01	-6.706559880617482539e-03
7.077415483096621074e+01	-6.387988752228356687e-03
7.081416283256650956e+01	-6.066571046892136644e-03
7.085417083416682260e+01	-5.742301778954240522e-03
7.089417883576714985e+01	-5.415177907634426135e-03
7.093418683736747710e+01	-5.085198347038226256e-03
7.097419483896779013e+01	-4.752363975282254162e-03
7.101420284056811738e+01	-4.416677642733714271e-03
7.105421084216844463e+01	-4.078144179360790669e-03
7.109421884376874345e+01	-3.736770401192068651e-03
7.113422684536907070e+01	-3.392565115884539975e-03
7.117423484696938374e+01	-3.045539127398916822e-03
7.121424284856971099e+01	-2.695705239781464712e-03
7.125425085017003823e+01	-2.343078260052412071e-03
7.129425885177035127e+01	-1.987675000201975101e-03
7.133426685337067852e+01	-1.629514278291890276e-03
7.137427485497099156e+01	-1.268616918666156789e-03
7.141428285657130459e+01	-9.050057512714063720e-04
7.145429085817163184e+01	-5.387056100866659735e-04
7.149429885977195909e+01	-1.697433306664676545e-04
7.153430686137227212e+01	2.018522532003713731e-04
7.157431486297258516e+01	5.760503137165856298e-04
7.161432286457292662e+01	9.528180341806130084e-04
7.165433086617323966e+01	1.332120614967000289e-03
7.169433886777353848e+01	1.713921280381527001e-03
7.173434686937387994e+01	2.098181286384319649e-03
7.177435487097419298e+01	2.484859929177197276e-03
7.181436287257450601e+01	2.873914554653779051e-03
7.185437087417484747e+01	3.265300568703140196e-03
7.189437887577516051e+01	3.658971448364726434e-03
7.193438687737547355e+01	4.054878753828435045e-03
7.197439487897580079e+01	4.452972141274262607e-03
7.201440288057611383e+01	4.853199376543582653e-03
7.205441088217642687e+01	5.255506349639559559e-03
7.209441888377675411e+01	5.659837090045911727e-03
7.213442688537708136e+01	6.066133782859022862e-03
7.217443488697739440e+01	6.474336785726834097e-03
7.221444288857772165e+01	6.884384646584937838e-03
7.225445089017803468e+01	7.296214122183363772e-03
7.229445889177834772e+01	7.709760197396229968e-03
7.233446689337867497e+01	8.124956105304321705e-03
7.237447489497898800e+01	8.541733348042776161e-03
7.241448289657931525e+01	8.960021718406426666e-03
7.245449089817964250e+01	9.379749322200051087e-03
7.249449889977995554e+01	9.800842601326549899e-03
7.253450690138026857e+01	1.022322635760401777e-02
7.257451490298059582e+01	1.064682377729868346e-02
7.261452290458090886e+01	1.107155645636562040e-02
7.265453090618123611e+01	1.149734442638712315e-02
7.269453890778156335e+01	1.192410618119616947e-02
7.273454690938187639e+01	1.235175870417415042e-02
7.277455491098218943e+01	1.278021749621466481e-02
7.281456291258251667e+01	1.320939660433739261e-02
7.285457091418282971e+01	1.363920865094241271e-02
7.289457891578314275e+01	1.406956486369552103e-02
7.293458691738348421e+01	1.450037510602765999e-02
7.297459491898379724e+01	1.493154790823874797e-02
7.301460292058411028e+01	1.536299049919469424e-02
7.305461092218445174e+01	1.579460883860179035e-02
7.309461892378475056e+01	1.622630764984632837e-02
7.313462692538506360e+01	1.665799045338970871e-02
7.317463492698540506e+01	1.708955960070002167e-02
7.321464292858571810e+01	1.752091630871050257e-02
7.325465093018603113e+01	1.795196069479140094e-02
7.329465893178635838e+01	1.838259181221841079e-02
7.333466693338668563e+01	1.881270768612597344e-02
7.337467493498698445e+01	1.924220534993201920e-02
7.341468293658731170e+01	1.967098088221618316e-02
7.345469093818763895e+01	2.009892944404118031e-02
7.349469893978795199e+01	2.052594531670089498e-02
7.353470694138827923e+01	2.095192193987879467e-02
7.357471494298859227e+01	2.137675195020498353e-02
7.361472294458891952e+01	2.180032722019480118e-02
7.365473094618923255e+01	2.222253889755445438e-02
7.369473894778954559e+01	2.264327744483718430e-02
7.373474694938987284e+01	2.306243267943756600e-02
7.377475495099020009e+01	2.347989381390507349e-02
7.381476295259051312e+01	2.389554949656312946e-02
7.385477095419084037e+01	2.430928785241850271e-02
7.389477895579116762e+01	2.472099652434356365e-02
7.393478695739148066e+01	2.513056271451617057e-02
7.397479495899177948e+01	2.553787322610331229e-02
7.401480296059212094e+01	2.594281450516911988e-02
7.405481096219243398e+01	2.634527268279259621e-02
7.409481896379274701e+01	2.674513361738147660e-02
