# This wake function is calculated with resonator para. from IDDEFIX fitting.
# bunch sigma is 0.4 mm.
# "s [mm]"	"Wake potential [V/pC/m]"
3.612722544508901734e+01	-2.206422009065655415e-02
3.616723344668933748e+01	-2.241265011678362715e-02
3.620724144828965763e+01	-2.274639675617019102e-02
3.624724944988997777e+01	-2.306543750066917739e-02
3.628725745149029791e+01	-2.336975456836359877e-02
3.632726545309061805e+01	-2.365933489311525251e-02
3.636727345469093819e+01	-2.393417011231613670e-02
3.640728145629125834e+01	-2.419425655284884041e-02
3.644728945789157137e+01	-2.443959521526684400e-02
3.648729745949189862e+01	-2.467019175620111318e-02
3.652730546109222587e+01	-2.488605646900503288e-02
3.656731346269253180e+01	-2.508720426264630585e-02
3.660732146429285905e+01	-2.527365463885935040e-02
3.664732946589317919e+01	-2.544543166756853617e-02
3.668733746749349223e+01	-2.560256396059663528e-02
3.672734546909381947e+01	-2.574508464367163477e-02
3.676735347069413962e+01	-2.587303132674542705e-02
3.680736147229445976e+01	-2.598644607264203807e-02
3.684736947389477280e+01	-2.608537536404841387e-02
3.688737747549510004e+01	-2.616987006886723963e-02
3.692738547709542019e+01	-2.623998540394642531e-02
3.696739347869574033e+01	-2.629578089720586986e-02
3.700740148029606047e+01	-2.633732034817900039e-02
3.704740948189637351e+01	-2.636467178698818914e-02
3.708741748349670075e+01	-2.637790743177616248e-02
3.712742548509702090e+01	-2.637710364461162693e-02
3.716743348669733393e+01	-2.636234088589294033e-02
3.720744148829766118e+01	-2.633370366727069353e-02
3.724744948989798132e+01	-2.629128050311319714e-02
3.728745749149829436e+01	-2.623516386053626609e-02
3.732746549309862161e+01	-2.616545010802412072e-02
3.736747349469894175e+01	-2.608223946266380669e-02
3.740748149629925479e+01	-2.598563593602000454e-02
3.744748949789957493e+01	-2.587574727867519853e-02
3.748749749949990218e+01	-2.575268492346163146e-02
3.752750550110022232e+01	-2.561656392741304758e-02
3.756751350270053535e+01	-2.546750291246245579e-02
3.760752150430086260e+01	-2.530562400491535163e-02
3.764752950590117564e+01	-2.513105277372592802e-02
3.768753750750149578e+01	-2.494391816760548747e-02
3.772754550910182303e+01	-2.474435245099406572e-02
3.776755351070213607e+01	-2.453249113892305711e-02
3.780756151230246331e+01	-2.430847293080185337e-02
3.784756951390277635e+01	-2.407243964315707724e-02
3.788757751550309649e+01	-2.382453614135820325e-02
3.792758551710342374e+01	-2.356491027035926417e-02
3.796759351870374388e+01	-2.329371278449068189e-02
3.800760152030405692e+01	-2.301109727633312077e-02
3.804760952190437706e+01	-2.271722010470511241e-02
3.808761752350470431e+01	-2.241224032180064510e-02
3.812762552510502445e+01	-2.209631959950796726e-02
3.816763352670533749e+01	-2.176962215494438260e-02
3.820764152830566474e+01	-2.143231467524175232e-02
3.824764952990598488e+01	-2.108456624161687484e-02
3.828765753150629791e+01	-2.072654825276174992e-02
3.832766553310662516e+01	-2.035843434758843190e-02
3.836767353470694530e+01	-1.998040032736539406e-02
3.840768153630725834e+01	-1.959262407727840882e-02
3.844768953790757848e+01	-1.919528548745384061e-02
3.848769753950790573e+01	-1.878856637347997571e-02
3.852770554110822587e+01	-1.837265039646147208e-02
3.856771354270853891e+01	-1.794772298264435406e-02
3.860772154430886616e+01	-1.751397124264729779e-02
3.864772954590917919e+01	-1.707158389033616025e-02
3.868773754750949934e+01	-1.662075116137773714e-02
3.872774554910982658e+01	-1.616166473151058741e-02
3.876775355071013962e+01	-1.569451763456824328e-02
3.880776155231046687e+01	-1.521950418029227418e-02
3.884776955391077990e+01	-1.473681987197280989e-02
3.888777755551110005e+01	-1.424666132395194240e-02
3.892778555711142729e+01	-1.374922617902740209e-02
3.896779355871174744e+01	-1.324471302579369875e-02
3.900780156031206047e+01	-1.273332131595705970e-02
3.904780956191238062e+01	-1.221525128166021414e-02
3.908781756351270786e+01	-1.169070385285516690e-02
3.912782556511302090e+01	-1.115988057475929794e-02
3.916783356671334104e+01	-1.062298352543040482e-02
3.920784156831366829e+01	-1.008021523349918007e-02
3.924784956991398133e+01	-9.531778596093469155e-03
3.928785757151430147e+01	-8.977876796989638433e-03
3.932786557311462872e+01	-8.418713225029598665e-03
3.936787357471494175e+01	-7.854491392835304120e-03
3.940788157631526190e+01	-7.285414855858532088e-03
3.944788957791558204e+01	-6.711687131801032796e-03
3.948789757951590218e+01	-6.133511620437749265e-03
3.952790558111622943e+01	-5.551091523879326389e-03
3.956791358271654246e+01	-4.964629767308601123e-03
3.960792158431686261e+01	-4.374328920222969250e-03
3.964792958591718275e+01	-3.780391118217682738e-03
3.968793758751750289e+01	-3.183017985343715266e-03
3.972794558911782303e+01	-2.582410557071388411e-03
3.976795359071814318e+01	-1.978769203893579985e-03
3.980796159231847042e+01	-1.372293555601304671e-03
3.984796959391877635e+01	-7.631824262610018093e-04
3.988797759551910360e+01	-1.516337399271514539e-04
3.992798559711943085e+01	4.621555428793047791e-04
3.996799359871974389e+01	1.077989497897499172e-03
4.000800160032006403e+01	1.695673309026937041e-03
4.004800960192038417e+01	2.315013339371821324e-03
4.008801760352070431e+01	2.935817201401644348e-03
4.012802560512102446e+01	3.557893826198863570e-03
4.016803360672134460e+01	4.181053531764259042e-03
4.020804160832166474e+01	4.805108090354917767e-03
4.024804960992198488e+01	5.429870794826646176e-03
4.028805761152230502e+01	6.055156523953127319e-03
4.032806561312262517e+01	6.680781806698335087e-03
4.036807361472294531e+01	7.306564885416015447e-03
4.040808161632326545e+01	7.932325777949654835e-03
4.044808961792357849e+01	8.557886338611745206e-03
4.048809761952390573e+01	9.183070318017844472e-03
4.052810562112423298e+01	9.807703421750291889e-03
4.056811362272453891e+01	1.043161336783289539e-02
4.060812162432486616e+01	1.105462994299314175e-02
4.064812962592518630e+01	1.167658505768942243e-02
4.068813762752550645e+01	1.229731279988611169e-02
4.072814562912582659e+01	1.291664948755511660e-02
4.076815363072614673e+01	1.353443371988347251e-02
4.080816163232646687e+01	1.415050642717160904e-02
4.084816963392677991e+01	1.476471091940284586e-02
4.088817763552710716e+01	1.537689293346664390e-02
4.092818563712742730e+01	1.598690067902077891e-02
4.096819363872774744e+01	1.659458488297655548e-02
4.100820164032806758e+01	1.719979883259067227e-02
4.104820964192838062e+01	1.780239841715173035e-02
4.108821764352870787e+01	1.840224216824713072e-02
4.112822564512902801e+01	1.899919129859660438e-02
4.116823364672934105e+01	1.959310973944192180e-02
4.120824164832966829e+01	2.018386417648158904e-02
4.124824964992998844e+01	2.077132408433808586e-02
4.128825765153030147e+01	2.135536175954998520e-02
4.132826565313062872e+01	2.193585235207986747e-02
4.136827365473094886e+01	2.251267389532742719e-02
4.140828165633126190e+01	2.308570733464331351e-02
4.144828965793158204e+01	2.365483655433524637e-02
4.148829765953190929e+01	2.421994840316042327e-02
4.152830566113222943e+01	2.478093271829913402e-02
4.156831366273254247e+01	2.533768234780599954e-02
4.160832166433286972e+01	2.589009317153311701e-02
4.164832966593318275e+01	2.643806412052430652e-02
4.168833766753351000e+01	2.698149719487682313e-02
4.172834566913383014e+01	2.752029748006882756e-02
4.176835367073414318e+01	2.805437316175325019e-02
4.180836167233447043e+01	2.858363553901708751e-02
4.184836967393478346e+01	2.910799903610657852e-02
4.188837767553510361e+01	2.962738121262044680e-02
4.192838567713543085e+01	3.014170277217370630e-02
4.196839367873575100e+01	3.065088756953327290e-02
4.200840168033606403e+01	3.115486261623181402e-02
4.204840968193638417e+01	3.165355808466185222e-02
4.208841768353671142e+01	3.214690731065580898e-02
4.212842568513702446e+01	3.263484679455935789e-02
4.216843368673734460e+01	3.311731620080291677e-02
4.220844168833767185e+01	3.359425835597892873e-02
4.224844968993798489e+01	3.406561924543389380e-02
4.228845769153830503e+01	3.453134800838279089e-02
4.232846569313863228e+01	3.499139693155557673e-02
4.236847369473894531e+01	3.544572144138594810e-02
4.240848169633926545e+01	3.589428009475405940e-02
4.244848969793958560e+01	3.633703456829158462e-02
4.248849769953990574e+01	3.677394964626486823e-02
4.252850570114023299e+01	3.720499320704744040e-02
4.256851370274054602e+01	3.763013620819351257e-02
4.260852170434086617e+01	3.804935267012964084e-02
4.264852970594118631e+01	3.846261965847681125e-02
4.268853770754151356e+01	3.886991726501888567e-02
4.272854570914182659e+01	3.927122858733343713e-02
4.276855371074214673e+01	3.966653970710219690e-02
4.280856171234247398e+01	4.005583966711526167e-02
4.284856971394277991e+01	4.043912044699046748e-02
4.288857771554310716e+01	4.081637693762384111e-02
4.292858571714343441e+01	4.118760691438941302e-02
4.296859371874374744e+01	4.155281100910973580e-02
4.300860172034406759e+01	4.191199268081502449e-02
4.304860972194438773e+01	4.226515818531162427e-02
4.308861772354470787e+01	4.261231654358140636e-02
4.312862572514502801e+01	4.295347950903307538e-02
4.316863372674534816e+01	4.328866153362580238e-02
4.320864172834566830e+01	4.361787973288951126e-02
4.324864972994598844e+01	4.394115384986371081e-02
4.328865773154630858e+01	4.425850621797686180e-02
4.332866573314662162e+01	4.456996172289213326e-02
4.336867373474694887e+01	4.487554776334113510e-02
4.340868173634726901e+01	4.517529421097181419e-02
4.344868973794758205e+01	4.546923336923410636e-02
4.348869773954790929e+01	4.575739993132980216e-02
4.352870574114823654e+01	4.603983093725004527e-02
4.356871374274854247e+01	4.631656572992843418e-02
4.360872174434886972e+01	4.658764591053473486e-02
4.364872974594918986e+01	4.685311529293575972e-02
4.368873774754951000e+01	4.711301985735095316e-02
4.372874574914983015e+01	4.736740770322792060e-02
4.376875375075015029e+01	4.761632900136777286e-02
4.380876175235047043e+01	4.785983594532573770e-02
4.384876975395078347e+01	4.809798270211622373e-02
4.388877775555111072e+01	4.833082536224884984e-02
4.392878575715143796e+01	4.855842188912577739e-02
4.396879375875175100e+01	4.878083206782685838e-02
4.400880176035207114e+01	4.899811745331254104e-02
4.404880976195239128e+01	4.921034131807212192e-02
4.408881776355271143e+01	4.941756859924790329e-02
4.412882576515303157e+01	4.961986584526222044e-02
4.416883376675335171e+01	4.981730116197831404e-02
4.420884176835367185e+01	5.000994415842335838e-02
4.424884976995399199e+01	5.019786589210385730e-02
4.428885777155431214e+01	5.038113881394091359e-02
4.432886577315463228e+01	5.055983671285752684e-02
4.436887377475495242e+01	5.073403466004518247e-02
4.440888177635527256e+01	5.090380895294058239e-02
4.444888977795558560e+01	5.106923705894163279e-02
4.448889777955591285e+01	5.123039755889162439e-02
4.452890578115624010e+01	5.138737009036237202e-02
4.456891378275654603e+01	5.154023529076453419e-02
4.460892178435687327e+01	5.168907474031605304e-02
4.464892978595719342e+01	5.183397090489526293e-02
4.468893778755751356e+01	5.197500707881168303e-02
4.472894578915783370e+01	5.211226732752066715e-02
4.476895379075815384e+01	5.224583643031201902e-02
4.480896179235847399e+01	5.237579982300204218e-02
4.484896979395878702e+01	5.250224354065644028e-02
4.488897779555911427e+01	5.262525416037405063e-02
4.492898579715943441e+01	5.274491874415899312e-02
4.496899379875975455e+01	5.286132478191023221e-02
4.500900180036007470e+01	5.297456013455533602e-02
4.504900980196038773e+01	5.308471297735781885e-02
4.508901780356071498e+01	5.319187174342447644e-02
4.512902580516103512e+01	5.329612506744114964e-02
4.516903380676134816e+01	5.339756172966318021e-02
4.520904180836167541e+01	5.349627060018719016e-02
4.524904980996199555e+01	5.359234058353233576e-02
4.528905781156230859e+01	5.368586056355548197e-02
4.532906581316263583e+01	5.377691934872778218e-02
4.536907381476295598e+01	5.386560561779684536e-02
4.540908181636326901e+01	5.395200786586114294e-02
4.544908981796358916e+01	5.403621435088143410e-02
4.548909781956391640e+01	5.411831304065300996e-02
4.552910582116423654e+01	5.419839156026399346e-02
4.556911382276454958e+01	5.427653714006335645e-02
4.560912182436487683e+01	5.435283656416162179e-02
4.564912982596518987e+01	5.442737611948848114e-02
4.568913782756551711e+01	5.450024154542897070e-02
4.572914582916583726e+01	5.457151798406187360e-02
4.576915383076615029e+01	5.464128993101983328e-02
4.580916183236647754e+01	5.470964118699604001e-02
4.584916983396679058e+01	5.477665480991540659e-02
4.588917783556711072e+01	5.484241306779259056e-02
4.592918583716743797e+01	5.490699739229697174e-02
4.596919383876775811e+01	5.497048833304249427e-02
4.600920184036807115e+01	5.503296551262423786e-02
4.604920984196839129e+01	5.509450758241794810e-02
4.608921784356871854e+01	5.515519217916260708e-02
4.612922584516903157e+01	5.521509588234203847e-02
4.616923384676935171e+01	5.527429417238432369e-02
4.620924184836967896e+01	5.533286138969460005e-02
4.624924984996999200e+01	5.539087069453812323e-02
4.628925785157031214e+01	5.544839402778915100e-02
4.632926585317063939e+01	5.550550207255921381e-02
4.636927385477095243e+01	5.556226421672282728e-02
4.640928185637127967e+01	5.561874851635079803e-02
4.644928985797159271e+01	5.567502166006751962e-02
4.648929785957191285e+01	5.573114893434332612e-02
4.652930586117224010e+01	5.578719418973558664e-02
4.656931386277255314e+01	5.584321980808987923e-02
4.660932186437287328e+01	5.589928667071217966e-02
4.664932986597319342e+01	5.595545412752411102e-02
4.668933786757352067e+01	5.601177996720879682e-02
4.672934586917382660e+01	5.606832038836071647e-02
4.676935387077415385e+01	5.612512997164478823e-02
4.680936187237448109e+01	5.618226165297605934e-02
4.684936987397478703e+01	5.623976669772598469e-02
4.688937787557511427e+01	5.629769467596346111e-02
4.692938587717544152e+01	5.635609343873773658e-02
4.696939387877575456e+01	5.641500909540843323e-02
4.700940188037607470e+01	5.647448599202904707e-02
4.704940988197639484e+01	5.653456669078840702e-02
4.708941788357671498e+01	5.659529195051504064e-02
4.712942588517703513e+01	5.665670070824820048e-02
4.716943388677735527e+01	5.671883006187869447e-02
4.720944188837767541e+01	5.678171525386233737e-02
4.724944988997799555e+01	5.684538965600869492e-02
4.728945789157831570e+01	5.690988475534561331e-02
4.732946589317862873e+01	5.697523014106160161e-02
4.736947389477895598e+01	5.704145349252747604e-02
4.740948189637927612e+01	5.710858056839360902e-02
4.744948989797958916e+01	5.717663519676667583e-02
4.748949789957991641e+01	5.724563926646203393e-02
4.752950590118024365e+01	5.731561271933024310e-02
4.756951390278054959e+01	5.738657354365671315e-02
4.760952190438087683e+01	5.745853776863011492e-02
4.764952990598119698e+01	5.753151945987788896e-02
4.768953790758151712e+01	5.760553071606291931e-02
4.772954590918183726e+01	5.768058166654028290e-02
4.776955391078215740e+01	5.775668047006495692e-02
4.780956191238247754e+01	5.783383331454902687e-02
4.784956991398279058e+01	5.791204441785968021e-02
4.788957791558311783e+01	5.799131602965371807e-02
4.792958591718343087e+01	5.807164843424031386e-02
4.796959391878375811e+01	5.815303995446447632e-02
4.800960192038407826e+01	5.823548695660520080e-02
4.804960992198439129e+01	5.831898385627774795e-02
4.808961792358471854e+01	5.840352312533309692e-02
4.812962592518503868e+01	5.848909529974353344e-02
4.816963392678535172e+01	5.857568898846707284e-02
4.820964192838567897e+01	5.866329088327791597e-02
4.824964992998599911e+01	5.875188576955468756e-02
4.828965793158631215e+01	5.884145653801437642e-02
4.832966593318663939e+01	5.893198419737984139e-02
4.836967393478695953e+01	5.902344788797129344e-02
4.840968193638727968e+01	5.911582489620707120e-02
4.844968993798759271e+01	5.920909067000364179e-02
4.848969793958791996e+01	5.930321883505901975e-02
4.852970594118823300e+01	5.939818121200877293e-02
4.856971394278855314e+01	5.949394783444016815e-02
4.860972194438888039e+01	5.959048696774880971e-02
4.864972994598919342e+01	5.968776512882713325e-02
4.868973794758952067e+01	5.978574710656522212e-02
4.872974594918984081e+01	5.988439598315305201e-02
4.876975395079015385e+01	5.998367315616659479e-02
4.880976195239048110e+01	6.008353836142327209e-02
4.884976995399079414e+01	6.018394969658931448e-02
4.888977795559111428e+01	6.028486364552491233e-02
4.892978595719144153e+01	6.038623510334904798e-02
4.896979395879176167e+01	6.048801740220780682e-02
4.900980196039207470e+01	6.059016233772963889e-02
4.904980996199239485e+01	6.069262019614971720e-02
4.908981796359272209e+01	6.079533978208599698e-02
4.912982596519303513e+01	6.089826844695010039e-02
4.916983396679335527e+01	6.100135211797417384e-02
4.920984196839368252e+01	6.110453532783634983e-02
4.924984996999399556e+01	6.120776124486651537e-02
4.928985797159431570e+01	6.131097170381340916e-02
4.932986597319464295e+01	6.141410723715571424e-02
4.936987397479495598e+01	6.151710710693683581e-02
4.940988197639528323e+01	6.161990933710661394e-02
4.944988997799559627e+01	6.172245074634835627e-02
4.948989797959591641e+01	6.182466698137488448e-02
4.952990598119623655e+01	6.192649255067260439e-02
4.956991398279655670e+01	6.202786085867491306e-02
4.960992198439687684e+01	6.212870424034550726e-02
4.964992998599719698e+01	6.222895399615273326e-02
4.968993798759752423e+01	6.232854042741444583e-02
4.972994598919783016e+01	6.242739287199475934e-02
4.976995399079815741e+01	6.252543974033322738e-02
4.980996199239848465e+01	6.262260855178600205e-02
4.984996999399879769e+01	6.271882597125992553e-02
4.988997799559911783e+01	6.281401784612021533e-02
4.992998599719944508e+01	6.290810924335243914e-02
4.996999399879976522e+01	6.300102448695683865e-02
5.001000200040007826e+01	6.309268719555972960e-02
5.005001000200039840e+01	6.318302032021831660e-02
5.009001800360072565e+01	6.327194618240181145e-02
5.013002600520103869e+01	6.335938651212930095e-02
5.017003400680135883e+01	6.344526248624360321e-02
5.021004200840168608e+01	6.352949476680411212e-02
5.025005001000199911e+01	6.361200353957724429e-02
5.029005801160231925e+01	6.369270855260719677e-02
5.033006601320264650e+01	6.377152915484729512e-02
5.037007401480295954e+01	6.384838433483225328e-02
5.041008201640328679e+01	6.392319275937483058e-02
5.045009001800359982e+01	6.399587281226640223e-02
5.049009801960391997e+01	6.406634263296349940e-02
5.053010602120424721e+01	6.413452015524284677e-02
5.057011402280456025e+01	6.420032314580563504e-02
5.061012202440488039e+01	6.426366924281384785e-02
5.065013002600520053e+01	6.432447599434053254e-02
5.069013802760552778e+01	6.438266089671745851e-02
5.073014602920583371e+01	6.443814143276063722e-02
5.077015403080616096e+01	6.449083510985900713e-02
5.081016203240648821e+01	6.454065949790746548e-02
5.085017003400679414e+01	6.458753226706891171e-02
5.089017803560712139e+01	6.463137122534744206e-02
5.093018603720744863e+01	6.467209435595780431e-02
5.097019403880776167e+01	6.470961985447373777e-02
5.101020204040808181e+01	6.474386616574098752e-02
5.105021004200840196e+01	6.477475202053745162e-02
5.109021804360872210e+01	6.480219647196722166e-02
5.113022604520904224e+01	6.482611893157207150e-02
5.117023404680936238e+01	6.484643920514658599e-02
5.121024204840968252e+01	6.486307752824148343e-02
5.125025005001000267e+01	6.487595460134241987e-02
5.129025805161032281e+01	6.488499162470841297e-02
5.133026605321063585e+01	6.489011033285857488e-02
5.137027405481096309e+01	6.489123302869174992e-02
5.141028205641129034e+01	6.488828261722735802e-02
5.145029005801159627e+01	6.488118263895480131e-02
5.149029805961192352e+01	6.486985730277766704e-02
5.153030606121225077e+01	6.485423151854287360e-02
5.157031406281255670e+01	6.483423092914075703e-02
5.161032206441288395e+01	6.480978194216621691e-02
5.165033006601320409e+01	6.478081176112986117e-02
5.169033806761352423e+01	6.474724841620652094e-02
5.173034606921384437e+01	6.470902079451301692e-02
5.177035407081416452e+01	6.466605866990457474e-02
5.181036207241448466e+01	6.461829273227802373e-02
5.185037007401479769e+01	6.456565461637560344e-02
5.189037807561512494e+01	6.450807693007788723e-02
5.193038607721543798e+01	6.444549328217800965e-02
5.197039407881576523e+01	6.437783830962856557e-02
5.201040208041608537e+01	6.430504770425334027e-02
5.205041008201639841e+01	6.422705823891608490e-02
5.209041808361672565e+01	6.414380779313864911e-02
5.213042608521704580e+01	6.405523537816207313e-02
5.217043408681735883e+01	6.396128116144327025e-02
5.221044208841768608e+01	6.386188649058166522e-02
5.225045009001800622e+01	6.375699391666921068e-02
5.229045809161831926e+01	6.364654721705835516e-02
5.233046609321864651e+01	6.353049141754327223e-02
5.237047409481896665e+01	6.340877281394804998e-02
5.241048209641928679e+01	6.328133899311878807e-02
5.245049009801959983e+01	6.314813885331438392e-02
5.249049809961992707e+01	6.300912262399227526e-02
5.253050610122024011e+01	6.286424188498569710e-02
5.257051410282056025e+01	6.271344958506959444e-02
5.261052210442088750e+01	6.255670005991115223e-02
5.265053010602120054e+01	6.239394904940383929e-02
5.269053810762152779e+01	6.222515371438169102e-02
5.273054610922184793e+01	6.205027265271245013e-02
5.277055411082216096e+01	6.186926591476808041e-02
5.281056211242248821e+01	6.168209501827021102e-02
5.285057011402280125e+01	6.148872296251235714e-02
5.289057811562312139e+01	6.128911424195478824e-02
5.293058611722344153e+01	6.108323485919441020e-02
5.297059411882376878e+01	6.087105233730923798e-02
5.301060212042408182e+01	6.065253573157644573e-02
5.305061012202440196e+01	6.042765564056576388e-02
5.309061812362472921e+01	6.019638421660996469e-02
5.313062612522504224e+01	5.995869517565182577e-02
5.317063412682536239e+01	5.971456380646972956e-02
5.321064212842568963e+01	5.946396697928519465e-02
5.325065013002600267e+01	5.920688315375223498e-02
5.329065813162632281e+01	5.894329238633231466e-02
5.333066613322665006e+01	5.867317633705726454e-02
5.337067413482696310e+01	5.839651827568315134e-02
5.341068213642729035e+01	5.811330308723784699e-02
5.345069013802760338e+01	5.782351727696656563e-02
5.349069813962792352e+01	5.752714897467809535e-02
5.353070614122824367e+01	5.722418793849691487e-02
5.357071414282856381e+01	5.691462555802385276e-02
5.361072214442888395e+01	5.659845485691145789e-02
5.365073014602920409e+01	5.627567049485710654e-02
5.369073814762953134e+01	5.594626876902021595e-02
5.373074614922983727e+01	5.561024761486731138e-02
5.377075415083016452e+01	5.526760660645164969e-02
5.381076215243049177e+01	5.491834695613166673e-02
5.385077015403079770e+01	5.456247151373491699e-02
5.389077815563112495e+01	5.419998476517299407e-02
5.393078615723145219e+01	5.383089283051402385e-02
5.397079415883176523e+01	5.345520346151815677e-02
5.401080216043208537e+01	5.307292603864298408e-02
5.405081016203240551e+01	5.268407156752723253e-02
5.409081816363272566e+01	5.228865267495598490e-02
5.413082616523304580e+01	5.188668360431736987e-02
5.417083416683336594e+01	5.147818021055730608e-02
5.421084216843368608e+01	5.106315995463880236e-02
5.425085017003400623e+01	5.064164189751322459e-02
5.429085817163432637e+01	5.021364669361275818e-02
5.433086617323463940e+01	4.977919658386958934e-02
5.437087417483496665e+01	4.933831538827008339e-02
5.441088217643529390e+01	4.889102849795438216e-02
5.445089017803559983e+01	4.843736286686541048e-02
5.449089817963592708e+01	4.797734700295789440e-02
5.453090618123625433e+01	4.751101095897627274e-02
5.457091418283656026e+01	4.703838632280744891e-02
5.461092218443688751e+01	4.655950620741858975e-02
5.465093018603720765e+01	4.607440524038797919e-02
5.469093818763752779e+01	4.558311955303742669e-02
5.473094618923784083e+01	4.508568676917398821e-02
5.477095419083816807e+01	4.458214599345196316e-02
5.481096219243848822e+01	4.407253779936131516e-02
5.485097019403880125e+01	4.355690421685229352e-02
5.489097819563912850e+01	4.303528871960559526e-02
5.493098619723944154e+01	4.250773621195653995e-02
5.497099419883976879e+01	4.197429301548088326e-02
5.501100220044008893e+01	4.143500685525360744e-02
5.505101020204040196e+01	4.088992684578744707e-02
5.509101820364072921e+01	4.033910347666003204e-02
5.513102620524105646e+01	3.978258859784110368e-02
5.517103420684136239e+01	3.922043540472542472e-02
5.521104220844168964e+01	3.865269842288168028e-02
5.525105021004200978e+01	3.807943349252709830e-02
5.529105821164232282e+01	3.750069775273545680e-02
5.533106621324264296e+01	3.691654962538674228e-02
5.537107421484297021e+01	3.632704879886988064e-02
5.541108221644329035e+01	3.573225621154398762e-02
5.545109021804360339e+01	3.513223403496840841e-02
5.549109821964393063e+01	3.452704565691176730e-02
5.553110622124424367e+01	3.391675566414567577e-02
5.557111422284456381e+01	3.330142982503285498e-02
5.561112222444489106e+01	3.268113507191951900e-02
5.565113022604521120e+01	3.205593948333843035e-02
5.569113822764553134e+01	3.142591226603248106e-02
5.573114622924584438e+01	3.079112373680525927e-02
5.577115423084617163e+01	3.015164530420980094e-02
5.581116223244649177e+01	2.950754945008094918e-02
5.585117023404680481e+01	2.885890971091900972e-02
5.589117823564713206e+01	2.820580065913686277e-02
5.593118623724744509e+01	2.754829788417336930e-02
5.597119423884777234e+01	2.688647797348276552e-02
5.601120224044809248e+01	2.622041849340918732e-02
5.605121024204840552e+01	2.555019796995231310e-02
5.609121824364873277e+01	2.487589586943072389e-02
5.613122624524906001e+01	2.419759257905302816e-02
5.617123424684936595e+01	2.351536938740161550e-02
5.621124224844969319e+01	2.282930846483636686e-02
5.625125025005001334e+01	2.213949284382786195e-02
5.629125825165032637e+01	2.144600639922318586e-02
5.633126625325064651e+01	2.074893382845346967e-02
5.637127425485097376e+01	2.004836063168980581e-02
5.641128225645129390e+01	1.934437309195333535e-02
5.645129025805160694e+01	1.863705825518551656e-02
5.649129825965193419e+01	1.792650391028625945e-02
5.653130626125224723e+01	1.721279856912462380e-02
5.657131426285256737e+01	1.649603144652841621e-02
5.661132226445289461e+01	1.577629244025982938e-02
5.665133026605320765e+01	1.505367211098077203e-02
5.669133826765353490e+01	1.432826166221438588e-02
5.673134626925385504e+01	1.360015292030911614e-02
5.677135427085416808e+01	1.286943831440925945e-02
5.681136227245449533e+01	1.213621085643731660e-02
5.685137027405480836e+01	1.140056412109463103e-02
5.689137827565512850e+01	1.066259222588305557e-02
5.693138627725544865e+01	9.922389811153113637e-03
5.697139427885577589e+01	9.180052020185560865e-03
5.701140228045608893e+01	8.435674479306874349e-03
5.705141028205640907e+01	7.689353278045047389e-03
5.709141828365673632e+01	6.941184949331245108e-03
5.713142628525704936e+01	6.191266449748105034e-03
5.717143428685736950e+01	5.439695139831159272e-03
5.721144228845769675e+01	4.686568764426773948e-03
5.725145029005800978e+01	3.931985433108802115e-03
5.729145829165832993e+01	3.176043600658421794e-03
5.733146629325865717e+01	2.418842047611745750e-03
5.737147429485897021e+01	1.660479860875594847e-03
5.741148229645929746e+01	9.010564144164759761e-04
5.745149029805961050e+01	1.406713500261896281e-04
5.749149829965993064e+01	-6.205754418356058087e-04
5.753150630126025078e+01	-1.382583841116456378e-03
5.757151430286057092e+01	-2.145253517162606319e-03
5.761152230446089106e+01	-2.908483947624697797e-03
5.765153030606121121e+01	-3.672174437275632208e-03
5.769153830766153845e+01	-4.436224136735669558e-03
5.773154630926184439e+01	-5.200532061107043802e-03
5.777155431086217163e+01	-5.964997108513363754e-03
5.781156231246249888e+01	-6.729518078541667399e-03
5.785157031406281192e+01	-7.493993690587840394e-03
5.789157831566313206e+01	-8.258322602101310014e-03
5.793158631726345931e+01	-9.022403426728482431e-03
5.797159431886377234e+01	-9.786134752354245028e-03
5.801160232046409249e+01	-1.054941515904013645e-02
5.805161032206441263e+01	-1.131214323685549548e-02
5.809161832366473277e+01	-1.207421760360467312e-02
5.813162632526505291e+01	-1.283553692244689126e-02
5.817163432686537305e+01	-1.359599991940677217e-02
5.821164232846569320e+01	-1.435550540077815650e-02
5.825165033006601334e+01	-1.511395227041781482e-02
5.829165833166633348e+01	-1.587123954692837291e-02
5.833166633326664652e+01	-1.662726638073199273e-02
5.837167433486697377e+01	-1.738193207103345267e-02
5.841168233646730101e+01	-1.813513608266994689e-02
5.845169033806760694e+01	-1.888677806285136290e-02
5.849169833966793419e+01	-1.963675785778841790e-02
5.853170634126826144e+01	-2.038497552920756628e-02
5.857171434286856737e+01	-2.113133137075543302e-02
5.861172234446889462e+01	-2.187572592429081614e-02
5.865173034606921476e+01	-2.261805999606360251e-02
5.869173834766953490e+01	-2.335823467278292515e-02
5.873174634926984794e+01	-2.409615133757373948e-02
5.877175435087017519e+01	-2.483171168581986901e-02
5.881176235247049533e+01	-2.556481774089747541e-02
5.885177035407081547e+01	-2.629537186979717667e-02
5.889177835567113561e+01	-2.702327679863382806e-02
5.893178635727144865e+01	-2.774843562804722372e-02
5.897179435887177590e+01	-2.847075184849223381e-02
5.901180236047209604e+01	-2.919012935541843642e-02
5.905181036207240908e+01	-2.990647246434170042e-02
