# f (GHz)        Re[Z] (Ohm/m)     Im[Z] (Ohm/m)
3.400000e+00    5.090056e+05    6.361480e+05
3.410000e+00    5.181983e+05    6.330826e+05
3.420000e+00    5.202142e+05    6.227181e+05
3.430000e+00    5.123396e+05    6.149220e+05
3.440000e+00    5.017776e+05    6.169524e+05
3.450000e+00    4.983597e+05    6.261821e+05
3.460000e+00    5.047230e+05    6.328359e+05
3.470000e+00    5.137482e+05    6.297551e+05
3.480000e+00    5.156732e+05    6.195159e+05
3.490000e+00    5.078977e+05    6.118563e+05
3.500000e+00    4.975233e+05    6.138472e+05
3.510000e+00    4.941867e+05    6.228947e+05
3.520000e+00    5.004630e+05    6.293841e+05
3.530000e+00    5.093128e+05    6.262641e+05
3.540000e+00    5.111517e+05    6.161621e+05
3.550000e+00    5.034736e+05    6.086273e+05
3.560000e+00    4.932655e+05    6.105899e+05
3.570000e+00    4.900089e+05    6.194787e+05
3.580000e+00    4.962126e+05    6.257914e+05
3.590000e+00    5.048488e+05    6.227034e+05
3.600000e+00    5.065518e+05    6.127941e+05
3.610000e+00    4.988986e+05    6.054353e+05
3.620000e+00    4.887883e+05    6.074446e+05
3.630000e+00    4.855639e+05    6.162333e+05
3.640000e+00    4.916121e+05    6.224495e+05
3.650000e+00    5.000686e+05    6.193773e+05
3.660000e+00    5.017066e+05    6.095865e+05
3.670000e+00    4.941283e+05    6.023514e+05
3.680000e+00    4.841872e+05    6.043460e+05
3.690000e+00    4.810357e+05    6.129719e+05
3.700000e+00    4.869996e+05    6.190438e+05
3.710000e+00    4.953104e+05    6.159637e+05
3.720000e+00    4.968575e+05    6.062887e+05
3.730000e+00    4.893636e+05    5.991810e+05
3.740000e+00    4.795796e+05    6.011552e+05
3.750000e+00    4.764979e+05    6.096419e+05
3.760000e+00    4.823933e+05    6.155860e+05
3.770000e+00    4.905533e+05    6.124847e+05
3.780000e+00    4.920357e+05    6.029424e+05
3.790000e+00    4.846293e+05    5.959498e+05
3.800000e+00    4.749894e+05    5.979071e+05
3.810000e+00    4.719825e+05    6.062619e+05
3.820000e+00    4.778100e+05    6.120561e+05
3.830000e+00    4.858196e+05    6.089553e+05
3.840000e+00    4.872407e+05    5.995345e+05
3.850000e+00    4.799239e+05    5.927314e+05
3.860000e+00    4.704413e+05    5.947713e+05
3.870000e+00    4.675276e+05    6.030716e+05
3.880000e+00    4.732871e+05    6.088181e+05
3.890000e+00    4.811713e+05    6.057996e+05
3.900000e+00    4.825437e+05    5.965672e+05
3.910000e+00    4.752845e+05    5.898834e+05
3.920000e+00    4.659470e+05    5.919130e+05
