# Freq(GHz) Re(Z) Im(Z)
0.000000e+00 0.000000e+00 0.000000e+00
1.000000e-02 4.874287e+06 1.112406e+07
2.000000e-02 3.561474e+06 9.548684e+06
3.000000e-02 2.960275e+06 8.858021e+06
4.000000e-02 2.579603e+06 8.428892e+06
5.000000e-02 2.321945e+06 8.142352e+06
6.000000e-02 2.136844e+06 7.938346e+06
7.000000e-02 1.989069e+06 7.776223e+06
8.000000e-02 1.859811e+06 7.634840e+06
9.000000e-02 1.766217e+06 7.532977e+06
1.000000e-01 1.672679e+06 7.431172e+06
1.100000e-01 1.606194e+06 7.359015e+06
1.200000e-01 1.539746e+06 7.286897e+06
1.300000e-01 1.481264e+06 7.223423e+06
1.400000e-01 1.434196e+06 7.172335e+06
1.500000e-01 1.387143e+06 7.121263e+06
1.600000e-01 1.342192e+06 7.072450e+06
1.700000e-01 1.308980e+06 7.036267e+06
1.800000e-01 1.275779e+06 7.000094e+06
1.900000e-01 1.242585e+06 6.963930e+06
2.000000e-01 1.209867e+06 6.928271e+06
2.100000e-01 1.186549e+06 6.902648e+06
2.200000e-01 1.163237e+06 6.877030e+06
2.300000e-01 1.139930e+06 6.851417e+06
2.400000e-01 1.116628e+06 6.825809e+06
2.500000e-01 1.093329e+06 6.800205e+06
2.600000e-01 1.076231e+06 6.781173e+06
2.700000e-01 1.059972e+06 6.763031e+06
2.800000e-01 1.043717e+06 6.744892e+06
2.900000e-01 1.027464e+06 6.726756e+06
3.000000e-01 1.011213e+06 6.708622e+06
3.100000e-01 9.949652e+05 6.690491e+06
3.200000e-01 9.806095e+05 6.674353e+06
3.300000e-01 9.693764e+05 6.661505e+06
3.400000e-01 9.581451e+05 6.648658e+06
3.500000e-01 9.469155e+05 6.635814e+06
3.600000e-01 9.356876e+05 6.622971e+06
3.700000e-01 9.244611e+05 6.610129e+06
3.800000e-01 9.132360e+05 6.597289e+06
3.900000e-01 9.020122e+05 6.584450e+06
4.000000e-01 8.914650e+05 6.572320e+06
4.100000e-01 8.838113e+05 6.563221e+06
4.200000e-01 8.761586e+05 6.554124e+06
4.300000e-01 8.685069e+05 6.545027e+06
4.400000e-01 8.608564e+05 6.535932e+06
4.500000e-01 8.532067e+05 6.526838e+06
4.600000e-01 8.455579e+05 6.517744e+06
4.700000e-01 8.379098e+05 6.508651e+06
4.800000e-01 8.302625e+05 6.499559e+06
4.900000e-01 8.226160e+05 6.490467e+06
5.000000e-01 8.149702e+05 6.481377e+06
5.100000e-01 8.095622e+05 6.474619e+06
5.200000e-01 8.044563e+05 6.468177e+06
5.300000e-01 7.993510e+05 6.461735e+06
5.400000e-01 7.942462e+05 6.455294e+06
5.500000e-01 7.891420e+05 6.448853e+06
5.600000e-01 7.840384e+05 6.442412e+06
5.700000e-01 7.789352e+05 6.435973e+06
5.800000e-01 7.738326e+05 6.429533e+06
5.900000e-01 7.687304e+05 6.423094e+06
6.000000e-01 7.636286e+05 6.416656e+06
6.100000e-01 7.585274e+05 6.410218e+06
6.200000e-01 7.534264e+05 6.403780e+06
6.300000e-01 7.483259e+05 6.397343e+06
6.400000e-01 7.448583e+05 6.392601e+06
6.500000e-01 7.415638e+05 6.388039e+06
6.600000e-01 7.382698e+05 6.383477e+06
6.700000e-01 7.349759e+05 6.378915e+06
6.800000e-01 7.316826e+05 6.374354e+06
6.900000e-01 7.283894e+05 6.369793e+06
7.000000e-01 7.250967e+05 6.365232e+06
7.100000e-01 7.218042e+05 6.360672e+06
7.200000e-01 7.185121e+05 6.356111e+06
7.300000e-01 7.152201e+05 6.351551e+06
7.400000e-01 7.119285e+05 6.346992e+06
7.500000e-01 7.086371e+05 6.342432e+06
7.600000e-01 7.053461e+05 6.337873e+06
7.700000e-01 7.020551e+05 6.333314e+06
7.800000e-01 6.987646e+05 6.328756e+06
7.900000e-01 6.954741e+05 6.324197e+06
8.000000e-01 6.929119e+05 6.320392e+06
8.100000e-01 6.909051e+05 6.317161e+06
8.200000e-01 6.888986e+05 6.313930e+06
8.300000e-01 6.868923e+05 6.310699e+06
8.400000e-01 6.848861e+05 6.307469e+06
8.500000e-01 6.828803e+05 6.304239e+06
8.600000e-01 6.808745e+05 6.301008e+06
8.700000e-01 6.788691e+05 6.297779e+06
8.800000e-01 6.768637e+05 6.294549e+06
8.900000e-01 6.748586e+05 6.291319e+06
9.000000e-01 6.728536e+05 6.288090e+06
9.100000e-01 6.708487e+05 6.284861e+06
9.200000e-01 6.688442e+05 6.281632e+06
9.300000e-01 6.668397e+05 6.278402e+06
9.400000e-01 6.648354e+05 6.275174e+06
9.500000e-01 6.628313e+05 6.271945e+06
9.600000e-01 6.608273e+05 6.268716e+06
9.700000e-01 6.588235e+05 6.265488e+06
9.800000e-01 6.568198e+05 6.262260e+06
9.900000e-01 6.548163e+05 6.259031e+06
1.000000e+00 6.528141e+05 6.255804e+06
1.010000e+00 6.517214e+05 6.253515e+06
1.020000e+00 6.506299e+05 6.251227e+06
1.030000e+00 6.495387e+05 6.248939e+06
1.040000e+00 6.484474e+05 6.246651e+06
1.050000e+00 6.473564e+05 6.244363e+06
1.060000e+00 6.462655e+05 6.242075e+06
1.070000e+00 6.451747e+05 6.239788e+06
1.080000e+00 6.440841e+05 6.237500e+06
1.090000e+00 6.429936e+05 6.235213e+06
1.100000e+00 6.419031e+05 6.232925e+06
1.110000e+00 6.408129e+05 6.230638e+06
1.120000e+00 6.397227e+05 6.228351e+06
1.130000e+00 6.386326e+05 6.226064e+06
1.140000e+00 6.375427e+05 6.223777e+06
1.150000e+00 6.364530e+05 6.221490e+06
1.160000e+00 6.353632e+05 6.219203e+06
1.170000e+00 6.342736e+05 6.216917e+06
1.180000e+00 6.331842e+05 6.214630e+06
1.190000e+00 6.320948e+05 6.212343e+06
1.200000e+00 6.310055e+05 6.210057e+06
1.210000e+00 6.299164e+05 6.207770e+06
1.220000e+00 6.288274e+05 6.205484e+06
1.230000e+00 6.277383e+05 6.203198e+06
1.240000e+00 6.266496e+05 6.200911e+06
1.250000e+00 6.255608e+05 6.198625e+06
1.260000e+00 6.245417e+05 6.196411e+06
1.270000e+00 6.241006e+05 6.194790e+06
1.280000e+00 6.236596e+05 6.193169e+06
1.290000e+00 6.232187e+05 6.191549e+06
1.300000e+00 6.227778e+05 6.189928e+06
1.310000e+00 6.223371e+05 6.188308e+06
1.320000e+00 6.218965e+05 6.186688e+06
1.330000e+00 6.214559e+05 6.185067e+06
1.340000e+00 6.210154e+05 6.183447e+06
1.350000e+00 6.205751e+05 6.181827e+06
1.360000e+00 6.201349e+05 6.180207e+06
1.370000e+00 6.196946e+05 6.178587e+06
1.380000e+00 6.192546e+05 6.176967e+06
1.390000e+00 6.188146e+05 6.175347e+06
1.400000e+00 6.183747e+05 6.173727e+06
1.410000e+00 6.179348e+05 6.172107e+06
1.420000e+00 6.174951e+05 6.170487e+06
1.430000e+00 6.170555e+05 6.168867e+06
1.440000e+00 6.166159e+05 6.167248e+06
1.450000e+00 6.161764e+05 6.165628e+06
1.460000e+00 6.157371e+05 6.164008e+06
1.470000e+00 6.152978e+05 6.162389e+06
1.480000e+00 6.148586e+05 6.160769e+06
1.490000e+00 6.144194e+05 6.159150e+06
1.500000e+00 6.139804e+05 6.157530e+06
