# Freq(GHz) Re(Z) Im(Z)
0.000000e+00 0.000000e+00 0.000000e+00
1.000000e-02 5.199161e-01 2.374769e+00
2.000000e-02 7.414472e-01 4.437867e+00
3.000000e-02 9.114802e-01 6.448666e+00
4.000000e-02 1.057615e+00 8.434813e+00
5.000000e-02 1.186666e+00 1.040313e+01
6.000000e-02 1.302976e+00 1.235796e+01
7.000000e-02 1.411436e+00 1.430420e+01
8.000000e-02 1.516180e+00 1.624599e+01
9.000000e-02 1.611514e+00 1.817762e+01
1.000000e-01 1.707470e+00 2.010915e+01
1.100000e-01 1.794613e+00 2.203112e+01
1.200000e-01 1.882408e+00 2.395300e+01
1.300000e-01 1.967403e+00 2.587135e+01
1.400000e-01 2.048102e+00 2.778466e+01
1.500000e-01 2.129482e+00 2.969792e+01
1.600000e-01 2.210410e+00 3.160999e+01
1.700000e-01 2.285648e+00 3.351563e+01
1.800000e-01 2.361581e+00 3.542122e+01
1.900000e-01 2.438211e+00 3.732678e+01
2.000000e-01 2.515225e+00 3.923199e+01
2.100000e-01 2.586562e+00 4.113078e+01
2.200000e-01 2.658603e+00 4.302953e+01
2.300000e-01 2.731353e+00 4.492826e+01
2.400000e-01 2.804813e+00 4.682697e+01
2.500000e-01 2.878984e+00 4.872564e+01
2.600000e-01 2.948608e+00 5.061903e+01
2.700000e-01 3.018237e+00 5.251169e+01
2.800000e-01 3.088581e+00 5.440433e+01
2.900000e-01 3.159643e+00 5.629695e+01
3.000000e-01 3.231424e+00 5.818954e+01
3.100000e-01 3.303921e+00 6.008212e+01
3.200000e-01 3.375131e+00 6.197268e+01
3.300000e-01 3.443749e+00 6.385990e+01
3.400000e-01 3.513088e+00 6.574711e+01
3.500000e-01 3.583150e+00 6.763430e+01
3.600000e-01 3.653934e+00 6.952148e+01
3.700000e-01 3.725441e+00 7.140865e+01
3.800000e-01 3.797672e+00 7.329580e+01
3.900000e-01 3.870628e+00 7.518294e+01
4.000000e-01 3.943411e+00 7.706917e+01
4.100000e-01 4.013075e+00 7.895154e+01
4.200000e-01 4.083466e+00 8.083390e+01
4.300000e-01 4.154583e+00 8.271625e+01
4.400000e-01 4.226424e+00 8.459859e+01
4.500000e-01 4.298994e+00 8.648091e+01
4.600000e-01 4.372291e+00 8.836323e+01
4.700000e-01 4.446316e+00 9.024554e+01
4.800000e-01 4.521071e+00 9.212784e+01
4.900000e-01 4.596551e+00 9.401013e+01
5.000000e-01 4.672760e+00 9.589241e+01
5.100000e-01 4.745976e+00 9.777096e+01
5.200000e-01 4.819418e+00 9.964900e+01
5.300000e-01 4.893588e+00 1.015270e+02
5.400000e-01 4.968490e+00 1.034051e+02
5.500000e-01 5.044122e+00 1.052831e+02
5.600000e-01 5.120482e+00 1.071611e+02
5.700000e-01 5.197575e+00 1.090391e+02
5.800000e-01 5.275397e+00 1.109171e+02
5.900000e-01 5.353949e+00 1.127951e+02
6.000000e-01 5.433235e+00 1.146730e+02
6.100000e-01 5.513249e+00 1.165510e+02
6.200000e-01 5.593996e+00 1.184290e+02
6.300000e-01 5.675474e+00 1.203069e+02
6.400000e-01 5.754278e+00 1.221815e+02
6.500000e-01 5.833454e+00 1.240557e+02
6.600000e-01 5.913360e+00 1.259298e+02
6.700000e-01 5.994001e+00 1.278040e+02
6.800000e-01 6.075371e+00 1.296782e+02
6.900000e-01 6.157477e+00 1.315523e+02
7.000000e-01 6.240312e+00 1.334265e+02
7.100000e-01 6.323883e+00 1.353006e+02
7.200000e-01 6.408184e+00 1.371748e+02
7.300000e-01 6.493221e+00 1.390489e+02
7.400000e-01 6.578988e+00 1.409231e+02
7.500000e-01 6.665491e+00 1.427972e+02
7.600000e-01 6.752725e+00 1.446713e+02
7.700000e-01 6.840695e+00 1.465454e+02
7.800000e-01 6.929396e+00 1.484196e+02
7.900000e-01 7.018834e+00 1.502937e+02
8.000000e-01 7.107098e+00 1.521659e+02
8.100000e-01 7.194646e+00 1.540366e+02
8.200000e-01 7.282926e+00 1.559074e+02
8.300000e-01 7.371941e+00 1.577781e+02
8.400000e-01 7.461691e+00 1.596488e+02
8.500000e-01 7.552174e+00 1.615196e+02
8.600000e-01 7.643394e+00 1.633903e+02
8.700000e-01 7.735345e+00 1.652610e+02
8.800000e-01 7.828034e+00 1.671317e+02
8.900000e-01 7.921455e+00 1.690024e+02
9.000000e-01 8.015612e+00 1.708731e+02
9.100000e-01 8.110505e+00 1.727439e+02
9.200000e-01 8.206130e+00 1.746146e+02
9.300000e-01 8.302494e+00 1.764853e+02
9.400000e-01 8.399590e+00 1.783560e+02
9.500000e-01 8.497422e+00 1.802266e+02
9.600000e-01 8.595992e+00 1.820973e+02
9.700000e-01 8.695293e+00 1.839680e+02
9.800000e-01 8.795333e+00 1.858387e+02
9.900000e-01 8.896108e+00 1.877094e+02
1.000000e+00 8.997613e+00 1.895801e+02
1.010000e+00 9.096872e+00 1.914478e+02
1.020000e+00 9.196862e+00 1.933154e+02
1.030000e+00 9.297587e+00 1.951831e+02
1.040000e+00 9.399051e+00 1.970508e+02
1.050000e+00 9.501248e+00 1.989185e+02
1.060000e+00 9.604182e+00 2.007861e+02
1.070000e+00 9.707854e+00 2.026538e+02
1.080000e+00 9.812260e+00 2.045214e+02
1.090000e+00 9.917402e+00 2.063891e+02
1.100000e+00 1.002328e+01 2.082568e+02
1.110000e+00 1.012990e+01 2.101244e+02
1.120000e+00 1.023725e+01 2.119921e+02
1.130000e+00 1.034534e+01 2.138597e+02
1.140000e+00 1.045417e+01 2.157274e+02
1.150000e+00 1.056373e+01 2.175950e+02
1.160000e+00 1.067403e+01 2.194626e+02
1.170000e+00 1.078507e+01 2.213303e+02
1.180000e+00 1.089684e+01 2.231979e+02
1.190000e+00 1.100935e+01 2.250656e+02
1.200000e+00 1.112260e+01 2.269332e+02
1.210000e+00 1.123659e+01 2.288008e+02
1.220000e+00 1.135131e+01 2.306684e+02
1.230000e+00 1.146677e+01 2.325361e+02
1.240000e+00 1.158297e+01 2.344037e+02
1.250000e+00 1.169991e+01 2.362713e+02
1.260000e+00 1.181729e+01 2.381386e+02
1.270000e+00 1.193304e+01 2.400036e+02
1.280000e+00 1.204952e+01 2.418685e+02
1.290000e+00 1.216674e+01 2.437335e+02
1.300000e+00 1.228470e+01 2.455984e+02
1.310000e+00 1.240340e+01 2.474634e+02
1.320000e+00 1.252283e+01 2.493283e+02
1.330000e+00 1.264300e+01 2.511932e+02
1.340000e+00 1.276391e+01 2.530582e+02
1.350000e+00 1.288556e+01 2.549231e+02
1.360000e+00 1.300795e+01 2.567880e+02
1.370000e+00 1.313108e+01 2.586529e+02
1.380000e+00 1.325494e+01 2.605179e+02
