# Freq(GHz) Re(Z) Im(Z)
0.000000e+00 -2.954075e-07 1.474713e+06
1.000000e-02 8.910090e+05 1.103450e+06
2.000000e-02 1.239233e+06 2.443522e+05
3.000000e-02 8.930925e+05 -5.384831e+05
4.000000e-02 1.745841e+05 -7.878985e+05
5.000000e-02 -3.924334e+05 -4.662800e+05
6.000000e-02 -4.801166e+05 6.864562e+04
7.000000e-02 -1.674378e+05 3.839900e+05
8.000000e-02 1.919700e+05 3.069146e+05
9.000000e-02 2.901596e+05 6.843204e+03
1.000000e-01 9.905249e+04 -2.027918e+05
1.100000e-01 -1.573361e+05 -1.481581e+05
1.200000e-01 -2.380533e+05 8.182666e+04
1.300000e-01 -9.642666e+04 2.570166e+05
1.400000e-01 1.086980e+05 2.296097e+05
1.500000e-01 1.827347e+05 5.444934e+04
1.600000e-01 7.646204e+04 -8.612577e+04
1.700000e-01 -8.764883e+04 -6.528887e+04
1.800000e-01 -1.484526e+05 7.936041e+04
1.900000e-01 -5.873343e+04 1.989785e+05
2.000000e-01 8.267776e+04 1.828503e+05
2.100000e-01 1.376246e+05 5.931885e+04
2.200000e-01 6.263244e+04 -4.508279e+04
2.300000e-01 -5.940893e+04 -3.326897e+04
2.400000e-01 -1.081624e+05 7.358402e+04
2.500000e-01 -4.273996e+04 1.654507e+05
2.600000e-01 6.522189e+04 1.555771e+05
2.700000e-01 1.093565e+05 6.112185e+04
2.800000e-01 5.218894e+04 -2.125841e+04
2.900000e-01 -4.399441e+04 -1.321416e+04
3.000000e-01 -8.343053e+04 7.112026e+04
3.100000e-01 -3.170146e+04 1.449524e+05
3.200000e-01 5.557277e+04 1.373635e+05
3.300000e-01 9.189592e+04 6.027960e+04
3.400000e-01 4.491663e+04 -7.798533e+03
3.500000e-01 -3.493156e+04 -1.565439e+03
3.600000e-01 -6.842692e+04 6.843320e+04
3.700000e-01 -2.569822e+04 1.305978e+05
3.800000e-01 4.767823e+04 1.247475e+05
3.900000e-01 7.847738e+04 5.978904e+04
4.000000e-01 3.879760e+04 1.978062e+03
4.100000e-01 -2.934291e+04 7.077177e+03
4.200000e-01 -5.834441e+04 6.702230e+04
4.300000e-01 -2.180592e+04 1.207692e+05
4.400000e-01 4.150384e+04 1.159573e+05
4.500000e-01 6.842086e+04 6.002419e+04
4.600000e-01 3.429966e+04 9.808037e+03
4.700000e-01 -2.490806e+04 1.405751e+04
4.800000e-01 -5.018561e+04 6.628547e+04
4.900000e-01 -1.815647e+04 1.131286e+05
5.000000e-01 3.730396e+04 1.087804e+05
5.100000e-01 6.083257e+04 5.941271e+04
5.200000e-01 3.040951e+04 1.502275e+04
5.300000e-01 -2.230387e+04 1.903569e+04
5.400000e-01 -4.481019e+04 6.569260e+04
5.500000e-01 -1.630449e+04 1.076655e+05
5.600000e-01 3.333408e+04 1.040188e+05
