# Freq(GHz) Re(Z) Im(Z)
0.000000e+00 0.000000e+00 0.000000e+00
1.000000e-02 5.182468e-09 5.259199e-09
2.000000e-02 1.466279e-08 1.496631e-08
3.000000e-02 2.702321e-08 2.770898e-08
4.000000e-02 4.148439e-08 4.269207e-08
5.000000e-02 5.796309e-08 5.984653e-08
6.000000e-02 7.642880e-08 7.916049e-08
7.000000e-02 9.647617e-08 1.002099e-07
8.000000e-02 1.173656e-07 1.221850e-07
9.000000e-02 1.406430e-07 1.468091e-07
1.000000e-01 1.639213e-07 1.714342e-07
1.100000e-01 1.900382e-07 1.992460e-07
1.200000e-01 2.161560e-07 2.270588e-07
1.300000e-01 2.435828e-07 2.563607e-07
1.400000e-01 2.728876e-07 2.877990e-07
1.500000e-01 3.021924e-07 3.192373e-07
1.600000e-01 3.320374e-07 3.512991e-07
1.700000e-01 3.649180e-07 3.868653e-07
1.800000e-01 3.977986e-07 4.224315e-07
1.900000e-01 4.306792e-07 4.579977e-07
2.000000e-01 4.637498e-07 4.937868e-07
2.100000e-01 5.006425e-07 5.340602e-07
2.200000e-01 5.375352e-07 5.743335e-07
2.300000e-01 5.744278e-07 6.146068e-07
2.400000e-01 6.113205e-07 6.548802e-07
2.500000e-01 6.482132e-07 6.951535e-07
2.600000e-01 6.890723e-07 7.401644e-07
2.700000e-01 7.304665e-07 7.858145e-07
2.800000e-01 7.718607e-07 8.314645e-07
2.900000e-01 8.132549e-07 8.771145e-07
3.000000e-01 8.546492e-07 9.227646e-07
3.100000e-01 8.960434e-07 9.684146e-07
3.200000e-01 9.393428e-07 1.016386e-06
3.300000e-01 9.857878e-07 1.068188e-06
3.400000e-01 1.032233e-06 1.119991e-06
3.500000e-01 1.078678e-06 1.171793e-06
3.600000e-01 1.125123e-06 1.223596e-06
3.700000e-01 1.171568e-06 1.275399e-06
3.800000e-01 1.218012e-06 1.327201e-06
3.900000e-01 1.264457e-06 1.379004e-06
4.000000e-01 1.311975e-06 1.432142e-06
4.100000e-01 1.364087e-06 1.490998e-06
4.200000e-01 1.416199e-06 1.549855e-06
4.300000e-01 1.468310e-06 1.608712e-06
