# Freq(GHz) Re(Z) Im(Z)
0.000000e+00 0.000000e+00 0.000000e+00
1.000000e-02 1.084907e+06 2.142670e+06
2.000000e-02 7.885564e+05 1.797105e+06
3.000000e-02 6.539015e+05 1.645781e+06
4.000000e-02 5.689223e+05 1.551805e+06
5.000000e-02 5.115326e+05 1.489073e+06
6.000000e-02 4.703608e+05 1.444416e+06
7.000000e-02 4.375145e+05 1.408933e+06
8.000000e-02 4.087994e+05 1.377994e+06
9.000000e-02 3.880159e+05 1.355703e+06
1.000000e-01 3.672494e+05 1.333429e+06
1.100000e-01 3.524867e+05 1.317640e+06
1.200000e-01 3.377350e+05 1.301862e+06
1.300000e-01 3.247494e+05 1.287976e+06
1.400000e-01 3.142930e+05 1.276799e+06
1.500000e-01 3.038415e+05 1.265627e+06
1.600000e-01 2.938559e+05 1.254950e+06
1.700000e-01 2.864671e+05 1.247034e+06
1.800000e-01 2.790814e+05 1.239121e+06
1.900000e-01 2.716984e+05 1.231212e+06
2.000000e-01 2.644209e+05 1.223413e+06
2.100000e-01 2.592198e+05 1.217808e+06
2.200000e-01 2.540206e+05 1.212204e+06
2.300000e-01 2.488229e+05 1.206603e+06
2.400000e-01 2.436267e+05 1.201002e+06
2.500000e-01 2.384319e+05 1.195403e+06
2.600000e-01 2.346048e+05 1.191241e+06
2.700000e-01 2.309632e+05 1.187273e+06
2.800000e-01 2.273226e+05 1.183306e+06
2.900000e-01 2.236828e+05 1.179340e+06
3.000000e-01 2.200438e+05 1.175375e+06
3.100000e-01 2.164056e+05 1.171410e+06
3.200000e-01 2.131846e+05 1.167881e+06
3.300000e-01 2.106517e+05 1.165071e+06
3.400000e-01 2.081195e+05 1.162262e+06
3.500000e-01 2.055877e+05 1.159453e+06
3.600000e-01 2.030565e+05 1.156645e+06
3.700000e-01 2.005258e+05 1.153837e+06
3.800000e-01 1.979955e+05 1.151030e+06
3.900000e-01 1.954656e+05 1.148223e+06
4.000000e-01 1.930847e+05 1.145571e+06
4.100000e-01 1.913409e+05 1.143581e+06
4.200000e-01 1.895975e+05 1.141592e+06
4.300000e-01 1.878543e+05 1.139603e+06
4.400000e-01 1.861115e+05 1.137614e+06
4.500000e-01 1.843690e+05 1.135626e+06
4.600000e-01 1.826268e+05 1.133638e+06
4.700000e-01 1.808848e+05 1.131650e+06
4.800000e-01 1.791430e+05 1.129662e+06
4.900000e-01 1.774015e+05 1.127675e+06
5.000000e-01 1.756602e+05 1.125688e+06
5.100000e-01 1.744112e+05 1.124211e+06
5.200000e-01 1.732287e+05 1.122802e+06
5.300000e-01 1.720464e+05 1.121394e+06
5.400000e-01 1.708642e+05 1.119985e+06
5.500000e-01 1.696822e+05 1.118577e+06
5.600000e-01 1.685005e+05 1.117169e+06
5.700000e-01 1.673188e+05 1.115762e+06
5.800000e-01 1.661373e+05 1.114354e+06
5.900000e-01 1.649560e+05 1.112947e+06
6.000000e-01 1.637747e+05 1.111539e+06
6.100000e-01 1.625937e+05 1.110132e+06
6.200000e-01 1.614128e+05 1.108725e+06
6.300000e-01 1.602319e+05 1.107318e+06
6.400000e-01 1.594101e+05 1.106282e+06
6.500000e-01 1.586263e+05 1.105284e+06
6.600000e-01 1.578426e+05 1.104287e+06
6.700000e-01 1.570591e+05 1.103290e+06
6.800000e-01 1.562756e+05 1.102293e+06
6.900000e-01 1.554923e+05 1.101296e+06
