# Freq(GHz) Re(Z) Im(Z)
0.000000e+00 0.000000e+00 0.000000e+00
1.000000e-02 3.938151e+02 3.996458e+02
2.000000e-02 5.569586e+02 5.684841e+02
3.000000e-02 6.814115e+02 6.986320e+02
4.000000e-02 7.876616e+02 8.105773e+02
5.000000e-02 8.807061e+02 9.093172e+02
6.000000e-02 9.637520e+02 9.980587e+02
7.000000e-02 1.040451e+03 1.080454e+03
8.000000e-02 1.113903e+03 1.159601e+03
9.000000e-02 1.179773e+03 1.231167e+03
1.000000e-01 1.245640e+03 1.302731e+03
1.100000e-01 1.304349e+03 1.367136e+03
1.200000e-01 1.363055e+03 1.431538e+03
1.300000e-01 1.419139e+03 1.493319e+03
1.400000e-01 1.471461e+03 1.551337e+03
1.500000e-01 1.523782e+03 1.609355e+03
1.600000e-01 1.575244e+03 1.666514e+03
1.700000e-01 1.621876e+03 1.718842e+03
1.800000e-01 1.668507e+03 1.771171e+03
1.900000e-01 1.715139e+03 1.823499e+03
2.000000e-01 1.761530e+03 1.875588e+03
2.100000e-01 1.803090e+03 1.922845e+03
2.200000e-01 1.844650e+03 1.970102e+03
2.300000e-01 1.886210e+03 2.017360e+03
2.400000e-01 1.927770e+03 2.064617e+03
2.500000e-01 1.969330e+03 2.111874e+03
2.600000e-01 2.006907e+03 2.155149e+03
2.700000e-01 2.043947e+03 2.197887e+03
2.800000e-01 2.080987e+03 2.240625e+03
2.900000e-01 2.118027e+03 2.283363e+03
3.000000e-01 2.155067e+03 2.326100e+03
3.100000e-01 2.192107e+03 2.368838e+03
3.200000e-01 2.227627e+03 2.410056e+03
3.300000e-01 2.260638e+03 2.448766e+03
3.400000e-01 2.293650e+03 2.487476e+03
3.500000e-01 2.326661e+03 2.526186e+03
3.600000e-01 2.359673e+03 2.564895e+03
3.700000e-01 2.392684e+03 2.603605e+03
3.800000e-01 2.425696e+03 2.642315e+03
3.900000e-01 2.458707e+03 2.681025e+03
4.000000e-01 2.491039e+03 2.719055e+03
4.100000e-01 2.520460e+03 2.754175e+03
4.200000e-01 2.549881e+03 2.789295e+03
4.300000e-01 2.579302e+03 2.824415e+03
4.400000e-01 2.608723e+03 2.859534e+03
4.500000e-01 2.638144e+03 2.894654e+03
4.600000e-01 2.667565e+03 2.929774e+03
4.700000e-01 2.696986e+03 2.964894e+03
4.800000e-01 2.726407e+03 3.000014e+03
4.900000e-01 2.755828e+03 3.035134e+03
5.000000e-01 2.785249e+03 3.070254e+03
5.100000e-01 2.811850e+03 3.102554e+03
5.200000e-01 2.838071e+03 3.134474e+03
5.300000e-01 2.864292e+03 3.166395e+03
5.400000e-01 2.890513e+03 3.198315e+03
5.500000e-01 2.916734e+03 3.230236e+03
5.600000e-01 2.942955e+03 3.262156e+03
5.700000e-01 2.969176e+03 3.294077e+03
5.800000e-01 2.995397e+03 3.325997e+03
5.900000e-01 3.021618e+03 3.357917e+03
6.000000e-01 3.047839e+03 3.389838e+03
6.100000e-01 3.074060e+03 3.421758e+03
6.200000e-01 3.100281e+03 3.453679e+03
6.300000e-01 3.126503e+03 3.485599e+03
6.400000e-01 3.150145e+03 3.514941e+03
6.500000e-01 3.173514e+03 3.544010e+03
6.600000e-01 3.196883e+03 3.573079e+03
6.700000e-01 3.220252e+03 3.602148e+03
6.800000e-01 3.243621e+03 3.631218e+03
6.900000e-01 3.266990e+03 3.660287e+03
