# Freq(GHz) Re(Z) Im(Z)
0.000000e+00 0.000000e+00 0.000000e+00
1.000000e-02 -7.152078e+05 -8.025582e+05
2.000000e-02 -5.242439e+05 -5.687632e+05
3.000000e-02 -4.361595e+05 -4.662513e+05
4.000000e-02 -3.801786e+05 -4.025550e+05
5.000000e-02 -3.421644e+05 -3.600249e+05
6.000000e-02 -3.147736e+05 -3.297469e+05
7.000000e-02 -2.928560e+05 -3.056852e+05
8.000000e-02 -2.736533e+05 -2.847006e+05
9.000000e-02 -2.596908e+05 -2.695841e+05
1.000000e-01 -2.457346e+05 -2.544742e+05
1.100000e-01 -2.357589e+05 -2.437670e+05
1.200000e-01 -2.257875e+05 -2.330643e+05
1.300000e-01 -2.169891e+05 -2.236447e+05
1.400000e-01 -2.098718e+05 -2.160642e+05
1.500000e-01 -2.027562e+05 -2.084854e+05
1.600000e-01 -1.959499e+05 -2.012415e+05
1.700000e-01 -1.908749e+05 -1.958734e+05
1.800000e-01 -1.858010e+05 -1.905062e+05
1.900000e-01 -1.807280e+05 -1.851399e+05
2.000000e-01 -1.757247e+05 -1.798485e+05
2.100000e-01 -1.721091e+05 -1.760473e+05
2.200000e-01 -1.684941e+05 -1.722467e+05
2.300000e-01 -1.648796e+05 -1.684467e+05
2.400000e-01 -1.612656e+05 -1.646471e+05
2.500000e-01 -1.576521e+05 -1.608480e+05
2.600000e-01 -1.549544e+05 -1.580249e+05
2.700000e-01 -1.523807e+05 -1.553338e+05
2.800000e-01 -1.498072e+05 -1.526430e+05
2.900000e-01 -1.472341e+05 -1.499525e+05
3.000000e-01 -1.446612e+05 -1.472622e+05
3.100000e-01 -1.420886e+05 -1.445722e+05
3.200000e-01 -1.397956e+05 -1.421782e+05
3.300000e-01 -1.379643e+05 -1.402727e+05
3.400000e-01 -1.361332e+05 -1.383673e+05
3.500000e-01 -1.343022e+05 -1.364622e+05
3.600000e-01 -1.324714e+05 -1.345572e+05
3.700000e-01 -1.306408e+05 -1.326523e+05
3.800000e-01 -1.288103e+05 -1.307477e+05
3.900000e-01 -1.269799e+05 -1.288431e+05
4.000000e-01 -1.252496e+05 -1.270438e+05
4.100000e-01 -1.239473e+05 -1.256946e+05
4.200000e-01 -1.226451e+05 -1.243455e+05
4.300000e-01 -1.213430e+05 -1.229965e+05
4.400000e-01 -1.200410e+05 -1.216477e+05
