# Freq(GHz) Re(Z) Im(Z)
0.000000e+00 3.573867e+01 0.000000e+00
1.000000e-02 3.623864e+01 8.304162e+00
2.000000e-02 3.673860e+01 1.660832e+01
3.000000e-02 3.723857e+01 2.491249e+01
4.000000e-02 3.773853e+01 3.321665e+01
5.000000e-02 3.823850e+01 4.152081e+01
6.000000e-02 3.873846e+01 4.982497e+01
7.000000e-02 3.923843e+01 5.812914e+01
8.000000e-02 3.973839e+01 6.643330e+01
9.000000e-02 4.023836e+01 7.473746e+01
1.000000e-01 4.073832e+01 8.304162e+01
1.100000e-01 4.123829e+01 9.134579e+01
1.200000e-01 4.173825e+01 9.964995e+01
1.300000e-01 4.223822e+01 1.079541e+02
1.400000e-01 4.273818e+01 1.162583e+02
1.500000e-01 4.323815e+01 1.245624e+02
1.600000e-01 4.373811e+01 1.328666e+02
1.700000e-01 4.423808e+01 1.411708e+02
1.800000e-01 4.473804e+01 1.494749e+02
1.900000e-01 4.523801e+01 1.577791e+02
2.000000e-01 4.573797e+01 1.660832e+02
2.100000e-01 4.623794e+01 1.743874e+02
2.200000e-01 4.673790e+01 1.826916e+02
2.300000e-01 4.723787e+01 1.909957e+02
2.400000e-01 4.773783e+01 1.992999e+02
2.500000e-01 4.823780e+01 2.076041e+02
2.600000e-01 4.873776e+01 2.159082e+02
2.700000e-01 4.923773e+01 2.242124e+02
2.800000e-01 4.973770e+01 2.325165e+02
2.900000e-01 5.023766e+01 2.408207e+02
3.000000e-01 5.073763e+01 2.491249e+02
3.100000e-01 5.123759e+01 2.574290e+02
3.200000e-01 5.173756e+01 2.657332e+02
3.300000e-01 5.223752e+01 2.740374e+02
3.400000e-01 5.273749e+01 2.823415e+02
3.500000e-01 5.323745e+01 2.906457e+02
3.600000e-01 5.373742e+01 2.989498e+02
3.700000e-01 5.423738e+01 3.072540e+02
3.800000e-01 5.473735e+01 3.155582e+02
3.900000e-01 5.523731e+01 3.238623e+02
4.000000e-01 5.573728e+01 3.321665e+02
4.100000e-01 5.623724e+01 3.404707e+02
4.200000e-01 5.673721e+01 3.487748e+02
4.300000e-01 5.723717e+01 3.570790e+02
4.400000e-01 5.773714e+01 3.653831e+02
4.500000e-01 5.823710e+01 3.736873e+02
4.600000e-01 5.873707e+01 3.819915e+02
4.700000e-01 5.941886e+01 3.903004e+02
4.800000e-01 6.094611e+01 3.986318e+02
4.900000e-01 6.247335e+01 4.069631e+02
5.000000e-01 6.400059e+01 4.152944e+02
5.100000e-01 6.552784e+01 4.236258e+02
5.200000e-01 6.705508e+01 4.319571e+02
5.300000e-01 6.858232e+01 4.402884e+02
5.400000e-01 7.010957e+01 4.486198e+02
5.500000e-01 7.163681e+01 4.569511e+02
5.600000e-01 7.316406e+01 4.652824e+02
5.700000e-01 7.469130e+01 4.736137e+02
5.800000e-01 7.621854e+01 4.819451e+02
5.900000e-01 7.774579e+01 4.902764e+02
6.000000e-01 7.927303e+01 4.986077e+02
6.100000e-01 8.080027e+01 5.069391e+02
6.200000e-01 8.232752e+01 5.152704e+02
6.300000e-01 8.385476e+01 5.236017e+02
6.400000e-01 8.538201e+01 5.319331e+02
6.500000e-01 8.690925e+01 5.402644e+02
6.600000e-01 8.843649e+01 5.485957e+02
6.700000e-01 8.996374e+01 5.569270e+02
6.800000e-01 9.149098e+01 5.652584e+02
6.900000e-01 9.301822e+01 5.735897e+02
7.000000e-01 9.454547e+01 5.819210e+02
7.100000e-01 9.607271e+01 5.902524e+02
7.200000e-01 9.759996e+01 5.985837e+02
7.300000e-01 9.912720e+01 6.069150e+02
7.400000e-01 1.006544e+02 6.152464e+02
7.500000e-01 1.021817e+02 6.235777e+02
7.600000e-01 1.037089e+02 6.319090e+02
7.700000e-01 1.052362e+02 6.402403e+02
7.800000e-01 1.067634e+02 6.485717e+02
7.900000e-01 1.082907e+02 6.569030e+02
8.000000e-01 1.098179e+02 6.652343e+02
8.100000e-01 1.113451e+02 6.735657e+02
8.200000e-01 1.128724e+02 6.818970e+02
8.300000e-01 1.143996e+02 6.902283e+02
8.400000e-01 1.159269e+02 6.985597e+02
8.500000e-01 1.174541e+02 7.068910e+02
