# Freq(GHz) Re(Z) Im(Z)
0.000000e+00 0.000000e+00 1.033659e+04
1.000000e-02 8.648166e+00 1.033856e+04
2.000000e-02 1.729633e+01 1.034054e+04
3.000000e-02 2.594450e+01 1.034251e+04
4.000000e-02 3.459267e+01 1.034448e+04
5.000000e-02 4.324083e+01 1.034646e+04
6.000000e-02 5.188900e+01 1.034843e+04
7.000000e-02 6.053717e+01 1.035040e+04
8.000000e-02 6.918533e+01 1.035238e+04
9.000000e-02 7.783350e+01 1.035435e+04
1.000000e-01 8.648166e+01 1.035632e+04
1.100000e-01 9.512983e+01 1.035830e+04
1.200000e-01 1.037780e+02 1.036027e+04
1.300000e-01 1.124262e+02 1.036224e+04
1.400000e-01 1.210743e+02 1.036422e+04
1.500000e-01 1.297225e+02 1.036619e+04
1.600000e-01 1.383707e+02 1.036816e+04
1.700000e-01 1.470188e+02 1.037014e+04
1.800000e-01 1.556670e+02 1.037211e+04
1.900000e-01 1.643152e+02 1.037408e+04
2.000000e-01 1.729633e+02 1.037606e+04
2.100000e-01 1.816115e+02 1.037803e+04
2.200000e-01 1.902597e+02 1.038000e+04
2.300000e-01 1.989078e+02 1.038198e+04
2.400000e-01 2.075560e+02 1.038395e+04
2.500000e-01 2.162042e+02 1.038592e+04
2.600000e-01 2.248523e+02 1.038790e+04
2.700000e-01 2.335005e+02 1.038987e+04
2.800000e-01 2.421487e+02 1.039184e+04
2.900000e-01 2.507968e+02 1.039382e+04
3.000000e-01 2.594450e+02 1.039579e+04
3.100000e-01 2.680932e+02 1.039777e+04
3.200000e-01 2.767413e+02 1.039974e+04
3.300000e-01 2.853895e+02 1.040171e+04
3.400000e-01 2.940377e+02 1.040369e+04
3.500000e-01 3.026858e+02 1.040566e+04
3.600000e-01 3.113340e+02 1.040763e+04
3.700000e-01 3.199822e+02 1.040961e+04
3.800000e-01 3.286303e+02 1.041158e+04
3.900000e-01 3.372785e+02 1.041355e+04
4.000000e-01 3.459267e+02 1.041553e+04
4.100000e-01 3.545748e+02 1.041750e+04
4.200000e-01 3.632230e+02 1.041947e+04
4.300000e-01 3.718712e+02 1.042145e+04
4.400000e-01 3.805193e+02 1.042342e+04
4.500000e-01 3.891675e+02 1.042539e+04
4.600000e-01 3.978157e+02 1.042737e+04
4.700000e-01 4.071665e+02 1.042974e+04
4.800000e-01 4.197849e+02 1.043398e+04
4.900000e-01 4.324033e+02 1.043823e+04
5.000000e-01 4.450216e+02 1.044247e+04
5.100000e-01 4.576400e+02 1.044671e+04
5.200000e-01 4.702583e+02 1.045095e+04
5.300000e-01 4.828767e+02 1.045520e+04
5.400000e-01 4.954950e+02 1.045944e+04
5.500000e-01 5.081134e+02 1.046368e+04
5.600000e-01 5.207318e+02 1.046793e+04
5.700000e-01 5.333501e+02 1.047217e+04
5.800000e-01 5.459685e+02 1.047641e+04
5.900000e-01 5.585868e+02 1.048065e+04
6.000000e-01 5.712052e+02 1.048490e+04
6.100000e-01 5.838235e+02 1.048914e+04
6.200000e-01 5.964419e+02 1.049338e+04
6.300000e-01 6.090602e+02 1.049762e+04
6.400000e-01 6.216786e+02 1.050187e+04
6.500000e-01 6.342970e+02 1.050611e+04
6.600000e-01 6.469153e+02 1.051035e+04
6.700000e-01 6.595337e+02 1.051459e+04
6.800000e-01 6.721520e+02 1.051884e+04
6.900000e-01 6.847704e+02 1.052308e+04
7.000000e-01 6.973887e+02 1.052732e+04
