# Freq(GHz) Re(Z) Im(Z)
0.000000e+00 0.000000e+00 0.000000e+00
1.000000e-02 -2.712277e+05 -2.754322e+05
2.000000e-02 -1.918796e+05 -1.959436e+05
3.000000e-02 -1.572328e+05 -1.612509e+05
4.000000e-02 -1.357334e+05 -1.397272e+05
5.000000e-02 -1.213915e+05 -1.253713e+05
6.000000e-02 -1.111874e+05 -1.151583e+05
7.000000e-02 -1.030801e+05 -1.070445e+05
8.000000e-02 -9.600969e+04 -9.996868e+04
9.000000e-02 -9.091951e+04 -9.487503e+04
1.000000e-01 -8.582982e+04 -8.978185e+04
1.100000e-01 -8.222550e+04 -8.617535e+04
1.200000e-01 -7.862165e+04 -8.256933e+04
1.300000e-01 -7.545005e+04 -7.939589e+04
1.400000e-01 -7.289855e+04 -7.684303e+04
1.500000e-01 -7.034704e+04 -7.429016e+04
1.600000e-01 -6.790810e+04 -7.184993e+04
1.700000e-01 -6.610166e+04 -7.004265e+04
1.800000e-01 -6.429522e+04 -6.823537e+04
1.900000e-01 -6.248878e+04 -6.642808e+04
2.000000e-01 -6.070733e+04 -6.464581e+04
2.100000e-01 -5.942840e+04 -6.336636e+04
2.200000e-01 -5.814947e+04 -6.208690e+04
2.300000e-01 -5.687054e+04 -6.080745e+04
2.400000e-01 -5.559160e+04 -5.952799e+04
2.500000e-01 -5.431267e+04 -5.824854e+04
2.600000e-01 -5.336282e+04 -5.729834e+04
2.700000e-01 -5.245736e+04 -5.639256e+04
2.800000e-01 -5.155190e+04 -5.548679e+04
2.900000e-01 -5.064644e+04 -5.458101e+04
3.000000e-01 -4.974097e+04 -5.367523e+04
3.100000e-01 -4.883551e+04 -5.276945e+04
3.200000e-01 -4.802980e+04 -5.196346e+04
3.300000e-01 -4.738875e+04 -5.132222e+04
3.400000e-01 -4.674770e+04 -5.068098e+04
3.500000e-01 -4.610666e+04 -5.003974e+04
3.600000e-01 -4.546561e+04 -4.939850e+04
3.700000e-01 -4.482456e+04 -4.875726e+04
3.800000e-01 -4.418351e+04 -4.811602e+04
3.900000e-01 -4.354247e+04 -4.747478e+04
4.000000e-01 -4.293686e+04 -4.686899e+04
4.100000e-01 -4.248301e+04 -4.641504e+04
4.200000e-01 -4.202916e+04 -4.596108e+04
4.300000e-01 -4.157532e+04 -4.550712e+04
4.400000e-01 -4.112147e+04 -4.505316e+04
4.500000e-01 -4.066763e+04 -4.459920e+04
4.600000e-01 -4.021378e+04 -4.414524e+04
4.700000e-01 -3.975994e+04 -4.369128e+04
4.800000e-01 -3.930609e+04 -4.323732e+04
4.900000e-01 -3.885225e+04 -4.278336e+04
5.000000e-01 -3.839840e+04 -4.232940e+04
