# Freq(GHz) Re(Z) Im(Z)
0.000000e+00 0.000000e+00 0.000000e+00
1.000000e-02 4.172734e+06 4.237418e+06
2.000000e-02 2.951993e+06 3.014516e+06
3.000000e-02 2.418967e+06 2.480784e+06
4.000000e-02 2.088205e+06 2.149650e+06
5.000000e-02 1.867561e+06 1.928789e+06
6.000000e-02 1.710575e+06 1.771667e+06
7.000000e-02 1.585847e+06 1.646838e+06
8.000000e-02 1.477072e+06 1.537980e+06
9.000000e-02 1.398762e+06 1.459616e+06
1.000000e-01 1.320459e+06 1.381259e+06
1.100000e-01 1.265008e+06 1.325775e+06
1.200000e-01 1.209564e+06 1.270297e+06
1.300000e-01 1.160770e+06 1.221475e+06
1.400000e-01 1.121516e+06 1.182200e+06
1.500000e-01 1.082262e+06 1.142926e+06
1.600000e-01 1.044740e+06 1.105384e+06
1.700000e-01 1.016949e+06 1.077579e+06
1.800000e-01 9.891572e+05 1.049775e+06
1.900000e-01 9.613659e+05 1.021971e+06
2.000000e-01 9.339590e+05 9.945509e+05
2.100000e-01 9.142831e+05 9.748670e+05
2.200000e-01 8.946072e+05 9.551831e+05
2.300000e-01 8.749313e+05 9.354992e+05
2.400000e-01 8.552554e+05 9.158153e+05
2.500000e-01 8.355796e+05 8.961314e+05
2.600000e-01 8.209664e+05 8.815130e+05
2.700000e-01 8.070363e+05 8.675779e+05
2.800000e-01 7.931061e+05 8.536428e+05
2.900000e-01 7.791759e+05 8.397078e+05
3.000000e-01 7.652458e+05 8.257727e+05
3.100000e-01 7.513156e+05 8.118376e+05
3.200000e-01 7.389199e+05 7.994378e+05
3.300000e-01 7.290577e+05 7.895726e+05
3.400000e-01 7.191954e+05 7.797074e+05
3.500000e-01 7.093332e+05 7.698422e+05
3.600000e-01 6.994709e+05 7.599769e+05
3.700000e-01 6.896086e+05 7.501117e+05
3.800000e-01 6.797464e+05 7.402465e+05
3.900000e-01 6.698841e+05 7.303813e+05
4.000000e-01 6.605670e+05 7.210615e+05
4.100000e-01 6.535848e+05 7.140775e+05
4.200000e-01 6.466025e+05 7.070935e+05
4.300000e-01 6.396203e+05 7.001095e+05
4.400000e-01 6.326380e+05 6.931255e+05
4.500000e-01 6.256558e+05 6.861415e+05
4.600000e-01 6.186736e+05 6.791575e+05
4.700000e-01 6.116913e+05 6.721736e+05
4.800000e-01 6.047091e+05 6.651896e+05
4.900000e-01 5.977269e+05 6.582056e+05
5.000000e-01 5.907446e+05 6.512216e+05
5.100000e-01 5.855593e+05 6.460352e+05
5.200000e-01 5.806161e+05 6.410910e+05
5.300000e-01 5.756728e+05 6.361467e+05
5.400000e-01 5.707296e+05 6.312025e+05
5.500000e-01 5.657863e+05 6.262583e+05
5.600000e-01 5.608431e+05 6.213140e+05
5.700000e-01 5.558999e+05 6.163698e+05
5.800000e-01 5.509566e+05 6.114256e+05
5.900000e-01 5.460134e+05 6.064813e+05
6.000000e-01 5.410702e+05 6.015371e+05
6.100000e-01 5.361269e+05 5.965929e+05
6.200000e-01 5.311837e+05 5.916486e+05
6.300000e-01 5.262404e+05 5.867044e+05
6.400000e-01 5.226026e+05 5.830659e+05
6.500000e-01 5.191029e+05 5.795657e+05
6.600000e-01 5.156032e+05 5.760655e+05
6.700000e-01 5.121036e+05 5.725653e+05
6.800000e-01 5.086039e+05 5.690651e+05
6.900000e-01 5.051042e+05 5.655649e+05
7.000000e-01 5.016046e+05 5.620647e+05
7.100000e-01 4.981049e+05 5.585645e+05
7.200000e-01 4.946052e+05 5.550643e+05
7.300000e-01 4.911056e+05 5.515641e+05
7.400000e-01 4.876059e+05 5.480639e+05
7.500000e-01 4.841062e+05 5.445637e+05
7.600000e-01 4.806066e+05 5.410635e+05
7.700000e-01 4.771069e+05 5.375633e+05
7.800000e-01 4.736072e+05 5.340631e+05
7.900000e-01 4.701076e+05 5.305628e+05
8.000000e-01 4.671876e+05 5.276425e+05
8.100000e-01 4.647099e+05 5.251645e+05
8.200000e-01 4.622322e+05 5.226866e+05
8.300000e-01 4.597546e+05 5.202087e+05
8.400000e-01 4.572769e+05 5.177308e+05
8.500000e-01 4.547993e+05 5.152529e+05
8.600000e-01 4.523216e+05 5.127750e+05
8.700000e-01 4.498440e+05 5.102970e+05
8.800000e-01 4.473663e+05 5.078191e+05
8.900000e-01 4.448887e+05 5.053412e+05
9.000000e-01 4.424110e+05 5.028633e+05
9.100000e-01 4.399333e+05 5.003854e+05
9.200000e-01 4.374557e+05 4.979075e+05
9.300000e-01 4.349780e+05 4.954296e+05
9.400000e-01 4.325004e+05 4.929516e+05
9.500000e-01 4.300227e+05 4.904737e+05
9.600000e-01 4.275451e+05 4.879958e+05
9.700000e-01 4.250674e+05 4.855179e+05
9.800000e-01 4.225898e+05 4.830400e+05
9.900000e-01 4.201121e+05 4.805621e+05
1.000000e+00 4.176353e+05 4.780850e+05
1.010000e+00 4.158803e+05 4.763299e+05
1.020000e+00 4.141262e+05 4.745758e+05
1.030000e+00 4.123722e+05 4.728216e+05
1.040000e+00 4.106181e+05 4.710674e+05
1.050000e+00 4.088640e+05 4.693132e+05
1.060000e+00 4.071099e+05 4.675590e+05
1.070000e+00 4.053558e+05 4.658048e+05
1.080000e+00 4.036017e+05 4.640506e+05
1.090000e+00 4.018476e+05 4.622964e+05
1.100000e+00 4.000935e+05 4.605422e+05
1.110000e+00 3.983394e+05 4.587880e+05
1.120000e+00 3.965853e+05 4.570338e+05
1.130000e+00 3.948312e+05 4.552796e+05
1.140000e+00 3.930771e+05 4.535254e+05
1.150000e+00 3.913230e+05 4.517712e+05
1.160000e+00 3.895689e+05 4.500170e+05
1.170000e+00 3.878148e+05 4.482629e+05
1.180000e+00 3.860607e+05 4.465087e+05
1.190000e+00 3.843066e+05 4.447545e+05
1.200000e+00 3.825525e+05 4.430003e+05
1.210000e+00 3.807984e+05 4.412461e+05
1.220000e+00 3.790443e+05 4.394919e+05
1.230000e+00 3.772902e+05 4.377377e+05
1.240000e+00 3.755361e+05 4.359835e+05
1.250000e+00 3.737820e+05 4.342293e+05
1.260000e+00 3.720830e+05 4.325302e+05
1.270000e+00 3.708411e+05 4.312883e+05
1.280000e+00 3.695993e+05 4.300465e+05
1.290000e+00 3.683575e+05 4.288047e+05
1.300000e+00 3.671156e+05 4.275628e+05
1.310000e+00 3.658738e+05 4.263210e+05
1.320000e+00 3.646319e+05 4.250791e+05
1.330000e+00 3.633901e+05 4.238373e+05
1.340000e+00 3.621483e+05 4.225955e+05
1.350000e+00 3.609064e+05 4.213536e+05
1.360000e+00 3.596646e+05 4.201118e+05
1.370000e+00 3.584228e+05 4.188699e+05
1.380000e+00 3.571809e+05 4.176281e+05
1.390000e+00 3.559391e+05 4.163863e+05
1.400000e+00 3.546972e+05 4.151444e+05
1.410000e+00 3.534554e+05 4.139026e+05
1.420000e+00 3.522136e+05 4.126607e+05
1.430000e+00 3.509717e+05 4.114189e+05
1.440000e+00 3.497299e+05 4.101771e+05
1.450000e+00 3.484881e+05 4.089352e+05
1.460000e+00 3.472462e+05 4.076934e+05
1.470000e+00 3.460044e+05 4.064515e+05
1.480000e+00 3.447625e+05 4.052097e+05
1.490000e+00 3.435207e+05 4.039679e+05
1.500000e+00 3.422789e+05 4.027260e+05
1.510000e+00 3.410370e+05 4.014842e+05
1.520000e+00 3.397952e+05 4.002423e+05
1.530000e+00 3.385534e+05 3.990005e+05
1.540000e+00 3.373115e+05 3.977587e+05
1.550000e+00 3.360697e+05 3.965168e+05
1.560000e+00 3.348278e+05 3.952750e+05
1.570000e+00 3.335860e+05 3.940331e+05
1.580000e+00 3.323442e+05 3.927913e+05
1.590000e+00 3.312875e+05 3.917347e+05
1.600000e+00 3.304084e+05 3.908556e+05
1.610000e+00 3.295292e+05 3.899765e+05
1.620000e+00 3.286500e+05 3.890973e+05
1.630000e+00 3.277709e+05 3.882182e+05
1.640000e+00 3.268917e+05 3.873391e+05
1.650000e+00 3.260125e+05 3.864600e+05
1.660000e+00 3.251333e+05 3.855808e+05
1.670000e+00 3.242542e+05 3.847017e+05
1.680000e+00 3.233750e+05 3.838226e+05
1.690000e+00 3.224958e+05 3.829435e+05
1.700000e+00 3.216167e+05 3.820643e+05
1.710000e+00 3.207375e+05 3.811852e+05
1.720000e+00 3.198583e+05 3.803061e+05
1.730000e+00 3.189791e+05 3.794270e+05
1.740000e+00 3.181000e+05 3.785479e+05
1.750000e+00 3.172208e+05 3.776687e+05
1.760000e+00 3.163416e+05 3.767896e+05
1.770000e+00 3.154625e+05 3.759105e+05
1.780000e+00 3.145833e+05 3.750314e+05
1.790000e+00 3.137041e+05 3.741522e+05
1.800000e+00 3.128249e+05 3.732731e+05
1.810000e+00 3.119458e+05 3.723940e+05
1.820000e+00 3.110666e+05 3.715149e+05
1.830000e+00 3.101874e+05 3.706357e+05
1.840000e+00 3.093083e+05 3.697566e+05
1.850000e+00 3.084291e+05 3.688775e+05
1.860000e+00 3.075499e+05 3.679984e+05
1.870000e+00 3.066707e+05 3.671193e+05
1.880000e+00 3.057916e+05 3.662401e+05
1.890000e+00 3.049124e+05 3.653610e+05
1.900000e+00 3.040332e+05 3.644819e+05
1.910000e+00 3.031540e+05 3.636028e+05
1.920000e+00 3.022749e+05 3.627236e+05
1.930000e+00 3.013957e+05 3.618445e+05
1.940000e+00 3.005165e+05 3.609654e+05
