# time [ns]	Wlong [V/pC]	Wxdip [V/pC.mm]	Wydip [V/pC.mm]
1.989000000000000e+00	2.704973328481000e-01	-3.073497953066000e-03	-4.380842320456001e-04
1.990000000000000e+00	2.646737763786000e-01	-3.054906697983000e-03	-4.751739037322000e-04
1.991000000000000e+00	2.584855595443000e-01	-3.033859967973000e-03	-5.115377424959000e-04
1.992000000000000e+00	2.522973427100000e-01	-3.012813237962000e-03	-5.479015812597000e-04
1.993000000000000e+00	2.459466777156000e-01	-2.990537231755000e-03	-5.838091916364000e-04
1.994000000000000e+00	2.394335645646000e-01	-2.967031949376000e-03	-6.192605736362000e-04
1.995000000000000e+00	2.329204514120000e-01	-2.943526666984000e-03	-6.547119556300000e-04
1.996000000000000e+00	2.261250355065000e-01	-2.917580952130000e-03	-6.890729408812999e-04
1.997000000000000e+00	2.193296196009000e-01	-2.891635237275000e-03	-7.234339261326001e-04
1.998000000000000e+00	2.124155354506000e-01	-2.864488914970000e-03	-7.571656815022000e-04
1.999000000000000e+00	2.053827830579000e-01	-2.836141985239000e-03	-7.902682070039000e-04
2.000000000000000e+00	1.983500306642000e-01	-2.807795055496000e-03	-8.233707324978000e-04
2.001000000000000e+00	1.911268007608000e-01	-2.777106925007000e-03	-8.550576781153000e-04
2.002000000000000e+00	1.839035708574000e-01	-2.746418794517000e-03	-8.867446237328001e-04
2.003000000000000e+00	1.766092291913000e-01	-2.714600219622000e-03	-9.176511558887001e-04
2.004000000000000e+00	1.692437757639000e-01	-2.681651200346000e-03	-9.477772746000000e-04
2.005000000000000e+00	1.618783223361000e-01	-2.648702181057000e-03	-9.779033933021001e-04
2.006000000000000e+00	1.544197846405000e-01	-2.613592192770000e-03	-1.006336099148000e-03
2.007000000000000e+00	1.469612469449000e-01	-2.578482204484000e-03	-1.034768804995000e-03
2.008000000000000e+00	1.394809213672000e-01	-2.542351058756000e-03	-1.062295162345000e-03
2.009000000000000e+00	1.319788079079000e-01	-2.505198755610000e-03	-1.088915171220000e-03
2.010000000000000e+00	1.244766944486000e-01	-2.468046452453000e-03	-1.115535180085000e-03
2.011000000000000e+00	1.169803664892000e-01	-2.428988175969000e-03	-1.140237000313000e-03
2.012000000000000e+00	1.094840385298000e-01	-2.389929899485000e-03	-1.164938820541000e-03
2.013000000000000e+00	1.020149547422000e-01	-2.349995046246000e-03	-1.188635866388000e-03
2.014000000000000e+00	9.457311512580001e-02	-2.309183616272000e-03	-1.211328137875000e-03
2.015000000000000e+00	8.713127550996000e-02	-2.268372186289000e-03	-1.234020409351000e-03
2.016000000000000e+00	7.979146848223000e-02	-2.225975543012000e-03	-1.254626091894000e-03
2.017000000000000e+00	7.245166145449999e-02	-2.183578899734000e-03	-1.275231774437000e-03
2.018000000000000e+00	6.518582172668000e-02	-2.140480433861000e-03	-1.294762822266000e-03
2.019000000000000e+00	5.799394929718000e-02	-2.096680145410000e-03	-1.313219235402000e-03
2.020000000000000e+00	5.080207686872000e-02	-2.052879856951000e-03	-1.331675648527000e-03
2.021000000000000e+00	4.380193703006000e-02	-2.007869508401000e-03	-1.347934367015000e-03
2.022000000000000e+00	3.680179719139000e-02	-1.962859159851000e-03	-1.364193085504000e-03
2.023000000000000e+00	2.991815319698000e-02	-1.917345725911000e-03	-1.379335750071000e-03
2.024000000000000e+00	2.315100504429000e-02	-1.871329206593000e-03	-1.393362360743000e-03
2.025000000000000e+00	1.638385689308000e-02	-1.825312687271000e-03	-1.407388971403000e-03
2.026000000000000e+00	9.888017354222001e-03	-1.778502394206000e-03	-1.419162698681000e-03
2.027000000000000e+00	3.392177815365000e-03	-1.731692101140000e-03	-1.430936425960000e-03
2.028000000000000e+00	-2.950503701438000e-03	-1.684594442608000e-03	-1.441579893992000e-03
2.029000000000000e+00	-9.140027199509000e-03	-1.637209418616000e-03	-1.451093102802000e-03
2.030000000000000e+00	-1.532955069575000e-02	-1.589824394622000e-03	-1.460606311600000e-03
2.031000000000000e+00	-2.118138773044000e-02	-1.542088420177000e-03	-1.467863897706000e-03
2.032000000000000e+00	-2.703322476512000e-02	-1.494352445732000e-03	-1.475121483811000e-03
2.033000000000000e+00	-3.270249398386000e-02	-1.446554287617000e-03	-1.481259616332000e-03
2.034000000000000e+00	-3.818919539061999e-02	-1.398693945834000e-03	-1.486278295294000e-03
2.035000000000000e+00	-4.367589679527000e-02	-1.350833604052000e-03	-1.491296974244000e-03
2.036000000000000e+00	-4.877417276252000e-02	-1.303076338319000e-03	-1.494104481202000e-03
2.037000000000000e+00	-5.387244872978000e-02	-1.255319072585000e-03	-1.496911988161000e-03
2.038000000000000e+00	-5.876704153003000e-02	-1.207726531548000e-03	-1.498632848288000e-03
2.039000000000000e+00	-6.345795116769000e-02	-1.160298715203000e-03	-1.499267061607000e-03
2.040000000000000e+00	-6.814886080307000e-02	-1.112870898862000e-03	-1.499901274914000e-03
2.041000000000000e+00	-7.241795138266001e-02	-1.065995936051000e-03	-1.498409277380000e-03
2.042000000000000e+00	-7.668704196225000e-02	-1.019120973241000e-03	-1.496917279846000e-03
2.043000000000000e+00	-8.074028457354000e-02	-9.726317299981000e-04	-1.494389826943000e-03
2.044000000000000e+00	-8.457767922123000e-02	-9.265282063154001e-04	-1.490826918695000e-03
2.045000000000000e+00	-8.841507386654000e-02	-8.804246826379001e-04	-1.487264010436000e-03
2.046000000000000e+00	-9.181550708491999e-02	-8.353045834898000e-04	-1.481692688095000e-03
2.047000000000000e+00	-9.521594030330001e-02	-7.901844843417000e-04	-1.476121365754000e-03
2.048000000000000e+00	-9.839755740644000e-02	-7.456579416482000e-04	-1.469580162850000e-03
2.049000000000000e+00	-1.013603583991000e-01	-7.017249553965000e-04	-1.462069079404000e-03
2.050000000000000e+00	-1.043231593894000e-01	-6.577919691522000e-04	-1.454557995949000e-03
2.051000000000000e+00	-1.068521837581000e-01	-6.152398910393000e-04	-1.445180915886000e-03
2.052000000000000e+00	-1.093812081269000e-01	-5.726878129265000e-04	-1.435803835823000e-03
2.053000000000000e+00	-1.116974757945000e-01	-5.309173997060000e-04	-1.425532677721000e-03
2.054000000000000e+00	-1.138009867656000e-01	-4.899286513611001e-04	-1.414367441601000e-03
2.055000000000000e+00	-1.159044977344000e-01	-4.489399030255001e-04	-1.403202205471000e-03
2.056000000000000e+00	-1.175949986391000e-01	-4.096841809856000e-04	-1.390329717707000e-03
2.057000000000000e+00	-1.192854995438000e-01	-3.704284589457000e-04	-1.377457229943000e-03
2.058000000000000e+00	-1.207777601358000e-01	-3.321171305322000e-04	-1.363772612537000e-03
2.059000000000000e+00	-1.220717804195000e-01	-2.947501957245000e-04	-1.349275865508000e-03
2.060000000000000e+00	-1.233658007012000e-01	-2.573832609279000e-04	-1.334779118470000e-03
2.061000000000000e+00	-1.242836382519000e-01	-2.220458794489000e-04	-1.318742265314000e-03
2.062000000000000e+00	-1.252014758026000e-01	-1.867084979699000e-04	-1.302705412157000e-03
2.063000000000000e+00	-1.259431061122000e-01	-1.524483291544000e-04	-1.285940729311000e-03
2.064000000000000e+00	-1.265085291844000e-01	-1.192653729790000e-04	-1.268448216793000e-03
2.065000000000000e+00	-1.270739522549000e-01	-8.608241681581000e-05	-1.250955704267000e-03
2.066000000000000e+00	-1.273138647082000e-01	-5.516213128632001e-05	-1.232091476063000e-03
2.067000000000000e+00	-1.275537771615000e-01	-2.424184575685000e-05	-1.213227247859000e-03
2.068000000000000e+00	-1.276457703714000e-01	5.501575443501000e-06	-1.193718523505000e-03
2.069000000000000e+00	-1.275898443410000e-01	3.406813234025000e-05	-1.173565303014000e-03
2.070000000000000e+00	-1.275339183091000e-01	6.263468922386000e-05	-1.153412082517000e-03
2.071000000000000e+00	-1.272141987768000e-01	8.877403266184000e-05	-1.132050743018000e-03
2.072000000000000e+00	-1.268944792444000e-01	1.149133760998000e-04	-1.110689403520000e-03
2.073000000000000e+00	-1.264598624913000e-01	1.398112617894000e-04	-1.088763248055000e-03
2.074000000000000e+00	-1.259103485200000e-01	1.634676897576000e-04	-1.066272276635000e-03
2.075000000000000e+00	-1.253608345476000e-01	1.871241177121000e-04	-1.043781305210000e-03
2.076000000000000e+00	-1.246170421835000e-01	2.082597451770000e-04	-1.020236365396000e-03
2.077000000000000e+00	-1.238732498195000e-01	2.293953726418000e-04	-9.966914255813001e-04
2.078000000000000e+00	-1.230506096504000e-01	2.492604964123000e-04	-9.726557539339000e-04
2.079000000000000e+00	-1.221491216782000e-01	2.678551165161000e-04	-9.481293504639001e-04
2.080000000000000e+00	-1.212476337053000e-01	2.864497366061000e-04	-9.236029469891000e-04
2.081000000000000e+00	-1.202256415614000e-01	3.025005132522000e-04	-8.981641945932001e-04
2.082000000000000e+00	-1.192036494174000e-01	3.185512898982000e-04	-8.727254421974000e-04
2.083000000000000e+00	-1.181400749499000e-01	3.333371771753000e-04	-8.468633142399001e-04
2.084000000000000e+00	-1.170349181598000e-01	3.468581751107000e-04	-8.205778107300001e-04
2.085000000000000e+00	-1.159297613694000e-01	3.603791730325000e-04	-7.942923072159001e-04
2.086000000000000e+00	-1.147784698698000e-01	3.714007332145000e-04	-7.672221096409001e-04
2.087000000000000e+00	-1.136271783702000e-01	3.824222933964000e-04	-7.401519120658000e-04
2.088000000000000e+00	-1.124709549420000e-01	3.922170582781000e-04	-7.127186638169000e-04
2.089000000000000e+00	-1.113097995852000e-01	4.007850278859000e-04	-6.849223649020000e-04
2.090000000000000e+00	-1.101486442285000e-01	4.093529974808000e-04	-6.571260659834000e-04
2.091000000000000e+00	-1.090127006397000e-01	4.155278253921000e-04	-6.286589665976001e-04
2.092000000000000e+00	-1.078767570508000e-01	4.217026533033000e-04	-6.001918672118000e-04
2.093000000000000e+00	-1.067701506436000e-01	4.267179221830000e-04	-5.714155035070000e-04
2.094000000000000e+00	-1.056928814175000e-01	4.305736320563000e-04	-5.423298754899000e-04
2.095000000000000e+00	-1.046156121919000e-01	4.344293419175001e-04	-5.132442474697001e-04
2.096000000000000e+00	-1.036284721746000e-01	4.360523962031000e-04	-4.835896798234000e-04
2.097000000000000e+00	-1.026413321572000e-01	4.376754504887000e-04	-4.539351121770000e-04
2.098000000000000e+00	-1.017137967015000e-01	4.382310122285000e-04	-4.240197384657000e-04
2.099000000000000e+00	-1.008458658061000e-01	4.377190814454000e-04	-3.938435586949000e-04
2.100000000000000e+00	-9.997793491149001e-02	4.372071506514000e-04	-3.636673789216000e-04
2.101000000000000e+00	-9.925558257424000e-02	4.346678031195999e-04	-3.330151402015000e-04
2.102000000000000e+00	-9.853323023699000e-02	4.321284555877000e-04	-3.023629014813000e-04
2.103000000000000e+00	-9.789534656437000e-02	4.286334457556000e-04	-2.714947940567000e-04
2.104000000000000e+00	-9.734193155456000e-02	4.241827736440000e-04	-2.404108179322000e-04
2.105000000000000e+00	-9.678851654576999e-02	4.197321015227000e-04	-2.093268418057000e-04
2.106000000000000e+00	-9.642412541268000e-02	4.134932995646000e-04	-1.778548053061000e-04
2.107000000000000e+00	-9.605973427958001e-02	4.072544976065000e-04	-1.463827688065000e-04
2.108000000000000e+00	-9.579815220004000e-02	4.001860533812000e-04	-1.147385282411000e-04
2.109000000000000e+00	-9.563937917181001e-02	3.922879669067000e-04	-8.292208361372000e-05
2.110000000000000e+00	-9.548060614477001e-02	3.843898804239000e-04	-5.110563898470999e-05
2.111000000000000e+00	-9.554037679635000e-02	3.749655394734000e-04	-1.898905375260000e-05
2.112000000000000e+00	-9.560014744793000e-02	3.655411985228000e-04	1.312753147949000e-05
2.113000000000000e+00	-9.577375301731002e-02	3.554216061412000e-04	4.537142174362000e-05
2.114000000000000e+00	-9.606119350204000e-02	3.446067623436000e-04	7.774261703704000e-05
2.115000000000000e+00	-9.634863398804001e-02	3.337919185393000e-04	1.101138123316000e-04
2.116000000000000e+00	-9.686898708711000e-02	3.217236011754000e-04	1.426921814864000e-04
2.117000000000000e+00	-9.738934018619000e-02	3.096552838116000e-04	1.752705506412000e-04
2.118000000000000e+00	-9.802681108252001e-02	2.970286787335000e-04	2.079275234253000e-04
2.119000000000000e+00	-9.878139977355001e-02	2.838437859531000e-04	2.406630998369000e-04
2.120000000000000e+00	-9.953598846584000e-02	2.706588931675000e-04	2.733986762490000e-04
2.121000000000000e+00	-1.005222271539000e-01	2.564928337057000e-04	3.062383686340000e-04
2.122000000000000e+00	-1.015084658420000e-01	2.423267742438000e-04	3.390780610189000e-04
2.123000000000000e+00	-1.026073116858000e-01	2.277364444790000e-04	3.719414276180001e-04
2.124000000000000e+00	-1.038187646830000e-01	2.127218444205000e-04	4.048284684307000e-04
2.125000000000000e+00	-1.050302176813000e-01	1.977072443580000e-04	4.377155092433001e-04
2.126000000000000e+00	-1.064567039712000e-01	1.819727325473000e-04	4.705889574612000e-04
2.127000000000000e+00	-1.078831902611000e-01	1.662382207367000e-04	5.034624056791000e-04
2.128000000000000e+00	-1.094103048011000e-01	1.502055071251000e-04	5.362962844129000e-04
2.129000000000000e+00	-1.110380475888000e-01	1.338745917190000e-04	5.690905936635000e-04
2.130000000000000e+00	-1.126657903776000e-01	1.175436763104000e-04	6.018849029132001e-04
2.131000000000000e+00	-1.144776094093000e-01	1.007337237362000e-04	6.345295650588000e-04
2.132000000000000e+00	-1.162894284411000e-01	8.392377116198999e-05	6.671742272042999e-04
2.133000000000000e+00	-1.181831100311000e-01	6.692945798897000e-05	6.997061949209001e-04
2.134000000000000e+00	-1.201586541777000e-01	4.975078422114001e-05	7.321254682112001e-04
2.135000000000000e+00	-1.221341983250000e-01	3.257211045186000e-05	7.645447414998000e-04
2.136000000000000e+00	-1.242502154644000e-01	1.512719306596000e-05	7.966574712694000e-04
2.137000000000000e+00	-1.263662326039000e-01	-2.317724319948000e-06	8.287702010391000e-04
2.138000000000000e+00	-1.285395615807000e-01	-1.984877405245000e-05	8.606863352379000e-04
2.139000000000000e+00	-1.307702023936000e-01	-3.746595612969000e-05	8.924058738702000e-04
2.140000000000000e+00	-1.330008432070000e-01	-5.508313820740001e-05	9.241254124998001e-04
2.141000000000000e+00	-1.353179951156000e-01	-7.278763193796000e-05	9.553596440218001e-04
2.142000000000000e+00	-1.376351470241000e-01	-9.049212566853000e-05	9.865938755439000e-04
2.143000000000000e+00	-1.399805465533000e-01	-1.082025069365000e-04	1.017536727920000e-03
2.144000000000000e+00	-1.423541937023000e-01	-1.259187757418000e-04	1.048188201155000e-03
2.145000000000000e+00	-1.447278408515000e-01	-1.436350445468000e-04	1.078839674387000e-03
2.146000000000000e+00	-1.471264457410000e-01	-1.612972202330000e-04	1.108805847081000e-03
2.147000000000000e+00	-1.495250506305000e-01	-1.789593959191000e-04	1.138772019775000e-03
2.148000000000000e+00	-1.519198041487000e-01	-1.965664816387000e-04	1.168341903506000e-03
2.149000000000000e+00	-1.543107062958000e-01	-2.141184773930000e-04	1.197515498283000e-03
2.150000000000000e+00	-1.567016084427000e-01	-2.316704731465000e-04	1.226689093054000e-03
2.151000000000000e+00	-1.590514352715000e-01	-2.490659590053000e-04	1.254958564480000e-03
2.152000000000000e+00	-1.614012621004000e-01	-2.664614448640000e-04	1.283228035905000e-03
2.153000000000000e+00	-1.637137180325000e-01	-2.837603097122000e-04	1.310987826829000e-03
2.154000000000000e+00	-1.659888030687000e-01	-3.009625535519000e-04	1.338237937262000e-03
2.155000000000000e+00	-1.682638881042000e-01	-3.181647973905000e-04	1.365488047689000e-03
2.156000000000000e+00	-1.704306914861000e-01	-3.351463761022000e-04	1.391600548021000e-03
2.157000000000000e+00	-1.725974948681000e-01	-3.521279548139000e-04	1.417713048353000e-03
2.158000000000000e+00	-1.746936597159000e-01	-3.689899376901000e-04	1.443196503425000e-03
2.159000000000000e+00	-1.767191860311000e-01	-3.857323247335000e-04	1.468050913251000e-03
2.160000000000000e+00	-1.787447123454000e-01	-4.024747117755000e-04	1.492905323069000e-03
2.161000000000000e+00	-1.805969208519000e-01	-4.189677487663001e-04	1.516379803356000e-03
2.162000000000000e+00	-1.824491293584000e-01	-4.354607857572001e-04	1.539854283642000e-03
2.163000000000000e+00	-1.841993348120000e-01	-4.518279349204000e-04	1.562577678711000e-03
2.164000000000000e+00	-1.858475372150000e-01	-4.680691962589000e-04	1.584549988579000e-03
2.165000000000000e+00	-1.874957396167000e-01	-4.843104575959000e-04	1.606522298438000e-03
2.166000000000000e+00	-1.889109807389000e-01	-5.003045183826000e-04	1.626870826355000e-03
2.167000000000000e+00	-1.903262218610000e-01	-5.162985791692000e-04	1.647219354273000e-03
2.168000000000000e+00	-1.916115508717000e-01	-5.321744188601999e-04	1.666696047450000e-03
2.169000000000000e+00	-1.927669677736000e-01	-5.479320374581000e-04	1.685300905905000e-03
2.170000000000000e+00	-1.939223846740000e-01	-5.636896560549000e-04	1.703905764350000e-03
2.171000000000000e+00	-1.947935400544000e-01	-5.792268836225000e-04	1.720649935958000e-03
2.172000000000000e+00	-1.956646954348000e-01	-5.947641111901000e-04	1.737394107566000e-03
2.173000000000000e+00	-1.963828661348000e-01	-6.102013400417999e-04	1.753151454384000e-03
2.174000000000000e+00	-1.969480521578000e-01	-6.255385701796000e-04	1.767921976433000e-03
2.175000000000000e+00	-1.975132381790000e-01	-6.408758003165000e-04	1.782692498471000e-03
2.176000000000000e+00	-1.977537472404000e-01	-6.560367726243000e-04	1.795381672086000e-03
2.177000000000000e+00	-1.979942563019000e-01	-6.711977449321000e-04	1.808070845702000e-03
2.178000000000000e+00	-1.980646905034000e-01	-6.862836169992000e-04	1.819668737233000e-03
2.179000000000000e+00	-1.979650498487000e-01	-7.012943888272000e-04	1.830175346705000e-03
2.180000000000000e+00	-1.978654091921000e-01	-7.163051606546000e-04	1.840681956164000e-03
2.181000000000000e+00	-1.974135767365000e-01	-7.311930616472000e-04	1.848912483491000e-03
2.182000000000000e+00	-1.969617442809000e-01	-7.460809626397999e-04	1.857143010819000e-03
2.183000000000000e+00	-1.963295876351000e-01	-7.609212052180001e-04	1.864193184186000e-03
2.184000000000000e+00	-1.955171068030000e-01	-7.757137893828000e-04	1.870063003619000e-03
2.185000000000000e+00	-1.947046259690000e-01	-7.905063735472000e-04	1.875932823039000e-03
2.186000000000000e+00	-1.935267378599000e-01	-8.052303835450000e-04	1.879367360270000e-03
2.187000000000000e+00	-1.923488497508000e-01	-8.199543935427000e-04	1.882801897502000e-03
2.188000000000000e+00	-1.909877615423000e-01	-8.346565776072001e-04	1.884987086481000e-03
2.189000000000000e+00	-1.894434732382000e-01	-8.493369357390000e-04	1.885922927235000e-03
2.190000000000000e+00	-1.878991849321000e-01	-8.640172938707001e-04	1.886858767976000e-03
2.191000000000000e+00	-1.859912932826000e-01	-8.786761338503000e-04	1.885244701017000e-03
2.192000000000000e+00	-1.840834016331000e-01	-8.933349738298000e-04	1.883630634059000e-03
2.193000000000000e+00	-1.819969911804000e-01	-9.079922703390001e-04	1.880722590582000e-03
2.194000000000000e+00	-1.797320619283000e-01	-9.226480233778001e-04	1.876520570614000e-03
2.195000000000000e+00	-1.774671326742000e-01	-9.373037764167000e-04	1.872318550631000e-03
2.196000000000000e+00	-1.748554353085000e-01	-9.519703244305001e-04	1.865504567213000e-03
2.197000000000000e+00	-1.722437379428000e-01	-9.666368724444001e-04	1.858690583795000e-03
2.198000000000000e+00	-1.694655888814000e-01	-9.813131003871000e-04	1.850566011792000e-03
2.199000000000000e+00	-1.665209881278000e-01	-9.959990082585000e-04	1.841130851231000e-03
2.200000000000000e+00	-1.635763873725000e-01	-1.010684916130000e-03	1.831695690656000e-03
2.201000000000000e+00	-1.603161927352000e-01	-1.025392753947000e-03	1.819645578817000e-03
2.202000000000000e+00	-1.570559980979000e-01	-1.040100591763000e-03	1.807595466977000e-03
2.203000000000000e+00	-1.536482884079000e-01	-1.054817393192000e-03	1.794248968612000e-03
2.204000000000000e+00	-1.500930636683000e-01	-1.069543158233000e-03	1.779606083750000e-03
2.205000000000000e+00	-1.465378389274000e-01	-1.084268923274000e-03	1.764963198875000e-03
2.206000000000000e+00	-1.427111739694000e-01	-1.099001570256000e-03	1.747766044918000e-03
2.207000000000000e+00	-1.388845090115000e-01	-1.113734217239000e-03	1.730568890962000e-03
2.208000000000000e+00	-1.349353004145000e-01	-1.128461084097000e-03	1.712122130031000e-03
2.209000000000000e+00	-1.308635481811000e-01	-1.143182170829000e-03	1.692425762153000e-03
2.210000000000000e+00	-1.267917959465000e-01	-1.157903257562000e-03	1.672729394262000e-03
2.211000000000000e+00	-1.225037777353000e-01	-1.172586711696000e-03	1.650605490165000e-03
2.212000000000000e+00	-1.182157595242000e-01	-1.187270165830000e-03	1.628481586068000e-03
2.213000000000000e+00	-1.138350917515000e-01	-1.201917898427000e-03	1.605188020002000e-03
2.214000000000000e+00	-1.093617744194000e-01	-1.216529909488000e-03	1.580724791993000e-03
2.215000000000000e+00	-1.048884570865000e-01	-1.231141920549000e-03	1.556261563972000e-03
2.216000000000000e+00	-1.002626060507000e-01	-1.245640959852000e-03	1.529563508643000e-03
2.217000000000000e+00	-9.563675501490002e-02	-1.260139999154000e-03	1.502865453314000e-03
2.218000000000000e+00	-9.095173559621002e-02	-1.274558003525000e-03	1.475110167712000e-03
2.219000000000000e+00	-8.620754779588000e-02	-1.288894972967000e-03	1.446297651859000e-03
2.220000000000000e+00	-8.146335999510000e-02	-1.303231942408000e-03	1.417485135996000e-03
2.221000000000000e+00	-7.663608119715000e-02	-1.317350451538000e-03	1.386693819247000e-03
2.222000000000000e+00	-7.180880239919001e-02	-1.331468960669000e-03	1.355902502498000e-03
2.223000000000000e+00	-6.695792850313000e-02	-1.345446599794000e-03	1.324196892364000e-03
2.224000000000000e+00	-6.208345950948000e-02	-1.359283368917000e-03	1.291576988864000e-03
2.225000000000000e+00	-5.720899051577000e-02	-1.373120138038000e-03	1.258957085355000e-03
2.226000000000000e+00	-5.232348694513000e-02	-1.386605523535000e-03	1.224672468722000e-03
2.227000000000000e+00	-4.743798337449000e-02	-1.400090909033000e-03	1.190387852089000e-03
2.228000000000000e+00	-4.256496677899000e-02	-1.413362920034000e-03	1.155359122569000e-03
2.229000000000000e+00	-3.770443715836001e-02	-1.426421556542000e-03	1.119586280180000e-03
2.230000000000000e+00	-3.284390753806000e-02	-1.439480193048000e-03	1.083813437784000e-03
2.231000000000000e+00	-2.804381444527000e-02	-1.452031745626000e-03	1.046740282251000e-03
2.232000000000000e+00	-2.324372135248000e-02	-1.464583298204000e-03	1.009667126719000e-03
2.233000000000000e+00	-1.849110928101000e-02	-1.476839083505000e-03	9.720428226658001e-04
2.234000000000000e+00	-1.378597822983000e-02	-1.488799101534000e-03	9.338673701037001e-04
2.235000000000000e+00	-9.080847179353001e-03	-1.500759119561000e-03	8.956919175368001e-04
2.236000000000000e+00	-4.503887834031000e-03	-1.512039982787000e-03	8.566208438513999e-04
2.237000000000000e+00	7.307151128656000e-05	-1.523320846013000e-03	8.175497701661000e-04
2.238000000000000e+00	4.570179109186999e-03	-1.534217250583000e-03	7.781377773195000e-04
2.239000000000000e+00	8.987434961404001e-03	-1.544729196504000e-03	7.383848653190000e-04
2.240000000000000e+00	1.340469081260000e-02	-1.555241142420000e-03	6.986319533160000e-04
2.241000000000000e+00	1.763273031232000e-02	-1.564893363142000e-03	6.584164448321000e-04
2.242000000000000e+00	2.186076981203000e-02	-1.574545583865000e-03	6.182009363482000e-04
2.243000000000000e+00	2.598061222581000e-02	-1.583722592088000e-03	5.778656163529001e-04
2.244000000000000e+00	2.999225755600000e-02	-1.592424387823000e-03	5.374104848489000e-04
2.245000000000000e+00	3.400390288488000e-02	-1.601126183552000e-03	4.969553533446999e-04
2.246000000000000e+00	3.777459879430000e-02	-1.608788159109000e-03	4.564855135922000e-04
2.247000000000000e+00	4.154529470371001e-02	-1.616450134665000e-03	4.160156738397001e-04
2.248000000000000e+00	4.518467737084000e-02	-1.623548767440000e-03	3.756509901383999e-04
2.249000000000000e+00	4.869274679854000e-02	-1.630084057444000e-03	3.353914624860000e-04
2.250000000000000e+00	5.220081622470000e-02	-1.636619347441000e-03	2.951319348360000e-04
2.251000000000000e+00	5.542768110293000e-02	-1.641944855504000e-03	2.553059823439000e-04
2.252000000000000e+00	5.865454598117001e-02	-1.647270363566000e-03	2.154800298518000e-04
2.253000000000000e+00	6.173316078437000e-02	-1.651951935972000e-03	1.759806822448000e-04
2.254000000000000e+00	6.466352551577000e-02	-1.655989572737000e-03	1.368079395155000e-04
2.255000000000000e+00	6.759389024550000e-02	-1.660027209495000e-03	9.763519679104999e-05
2.256000000000000e+00	7.021588579727001e-02	-1.662705114346000e-03	5.932980967844000e-05
2.257000000000000e+00	7.283788134904000e-02	-1.665383019196000e-03	2.102442256585000e-05
2.258000000000000e+00	7.530152263726000e-02	-1.667348837235000e-03	-1.674387322610000e-05
2.259000000000000e+00	7.760680966536999e-02	-1.668602568477000e-03	-5.397507770906000e-05
2.260000000000000e+00	7.991209669173001e-02	-1.669856299711000e-03	-9.120628218514001e-05
2.261000000000000e+00	8.189592659569001e-02	-1.669629978261000e-03	-1.271655765109000e-04
2.262000000000000e+00	8.387975649965000e-02	-1.669403656811000e-03	-1.631248708367000e-04
2.263000000000000e+00	8.570228810416000e-02	-1.668414192080000e-03	-1.983547521747000e-04
2.264000000000000e+00	8.736352141273000e-02	-1.666661584083000e-03	-2.328552205406000e-04
2.265000000000000e+00	8.902475471956002e-02	-1.664908976078000e-03	-2.673556888977000e-04
2.266000000000000e+00	9.036583671301000e-02	-1.661594500422000e-03	-3.002228526043000e-04
2.267000000000000e+00	9.170691870644999e-02	-1.658280024766000e-03	-3.330900163110000e-04
2.268000000000000e+00	9.289090669163000e-02	-1.654172610639000e-03	-3.650602672686000e-04
2.269000000000000e+00	9.391780067194001e-02	-1.649272258057000e-03	-3.961336054965000e-04
2.270000000000000e+00	9.494469465061001e-02	-1.644371905467000e-03	-4.272069437140000e-04
2.271000000000000e+00	9.566677377068999e-02	-1.637874056809000e-03	-4.563412928737000e-04
2.272000000000000e+00	9.638885289078000e-02	-1.631376208151000e-03	-4.854756420335001e-04
2.273000000000000e+00	9.696484197458001e-02	-1.624080349941000e-03	-5.135762245750001e-04
2.274000000000000e+00	9.739474102526001e-02	-1.615986482195000e-03	-5.406430405206001e-04
2.275000000000000e+00	9.782464007444001e-02	-1.607892614441000e-03	-5.677098564544000e-04
2.276000000000000e+00	9.797806909884001e-02	-1.598217884267000e-03	-5.925983251470998e-04
2.277000000000000e+00	9.813149812324000e-02	-1.588543154093000e-03	-6.174867938397001e-04
2.278000000000000e+00	9.815597366021001e-02	-1.578092636901000e-03	-6.412400200127000e-04
2.279000000000000e+00	9.805149571253001e-02	-1.566866332706000e-03	-6.638580036909000e-04
2.280000000000000e+00	9.794701776357000e-02	-1.555640028504000e-03	-6.864759873563000e-04
2.281000000000000e+00	9.760579354879000e-02	-1.542905883492000e-03	-7.067507948963000e-04
2.282000000000000e+00	9.726456933400000e-02	-1.530171738480000e-03	-7.270256024363000e-04
2.283000000000000e+00	9.681670848425002e-02	-1.516712846015000e-03	-7.461024921511002e-04
2.284000000000000e+00	9.626221100185001e-02	-1.502529206111000e-03	-7.639814640664999e-04
2.285000000000000e+00	9.570771351843001e-02	-1.488345566200000e-03	-7.818604359688000e-04
2.286000000000000e+00	9.496541618240001e-02	-1.472785408335000e-03	-7.973113363854000e-04
2.287000000000000e+00	9.422311884635999e-02	-1.457225250471000e-03	-8.127622368021000e-04
2.288000000000000e+00	9.340049118484001e-02	-1.441020570454000e-03	-8.269932919630000e-04
2.289000000000000e+00	9.249753319958000e-02	-1.424171368299000e-03	-8.400045018948000e-04
2.290000000000000e+00	9.159457521360000e-02	-1.407322166137000e-03	-8.530157118134002e-04
2.291000000000000e+00	9.055940824839000e-02	-1.389285602040000e-03	-8.635962201331000e-04
