# t_ns	Wlong_VAC_V/pC	Wx_VAC_V/pCmm	Wy_VAC_V/pCmm
3.265578479495e-01	5.303166316080e-01	3.516484833057e-01	-2.484053361795e-01
3.266913002781e-01	5.991084352348e-02	3.543658709191e-01	-2.467413784977e-01
3.268247526066e-01	-4.104949442085e-01	3.570832585306e-01	-2.450774208172e-01
3.269582049352e-01	-8.809007322931e-01	3.598006461441e-01	-2.434134631354e-01
3.270916572637e-01	-1.235367389645e+00	3.623352492902e-01	-2.418087494547e-01
3.272251095923e-01	-1.536966622738e+00	3.647865040132e-01	-2.402310506184e-01
3.273585619208e-01	-1.838565855605e+00	3.672377587343e-01	-2.386533517832e-01
3.274920142494e-01	-2.140165088698e+00	3.696890134573e-01	-2.370756529468e-01
3.276254665779e-01	-2.441764321565e+00	3.721402681784e-01	-2.354979541116e-01
3.277589189064e-01	-2.743363554433e+00	3.745915228995e-01	-2.339202552765e-01
3.278923712350e-01	-3.044962787526e+00	3.770427776225e-01	-2.323425564401e-01
3.280258235635e-01	-3.313897272289e+00	3.794425345577e-01	-2.307815490388e-01
3.281592758921e-01	-3.446689954046e+00	3.816276563959e-01	-2.292901090461e-01
3.282927282206e-01	-3.579482635703e+00	3.838127782325e-01	-2.277986690544e-01
3.284261805492e-01	-3.712275317460e+00	3.859979000707e-01	-2.263072290616e-01
3.285596328777e-01	-3.845067999118e+00	3.881830219073e-01	-2.248157890700e-01
3.286930852063e-01	-3.977860680875e+00	3.903681437455e-01	-2.233243490772e-01
3.288265375348e-01	-4.110653362532e+00	3.925532655821e-01	-2.218329090855e-01
3.289599898634e-01	-4.243446044289e+00	3.947383874203e-01	-2.203414690927e-01
3.290934421919e-01	-4.376238724770e+00	3.969235092541e-01	-2.188500291036e-01
3.292268945204e-01	-4.509031404747e+00	3.991086310869e-01	-2.173585891156e-01
3.293603468490e-01	-4.641824084823e+00	4.012937529212e-01	-2.158671491264e-01
3.294937991775e-01	-4.774616764800e+00	4.034788747539e-01	-2.143757091384e-01
3.296272515061e-01	-4.907409444876e+00	4.056639965883e-01	-2.128842691492e-01
3.297607038346e-01	-5.040202124852e+00	4.078491184210e-01	-2.113928291612e-01
3.298941561632e-01	-5.172994804929e+00	4.100342402553e-01	-2.099013891721e-01
3.300276084917e-01	-5.241145928847e+00	4.120719081525e-01	-2.085488869894e-01
3.301610608203e-01	-5.061477998105e+00	4.135442756908e-01	-2.077290365190e-01
3.302945131488e-01	-4.881810067498e+00	4.150166432280e-01	-2.069091860492e-01
3.304279654773e-01	-4.702142136890e+00	4.164890107652e-01	-2.060893355795e-01
3.305614178059e-01	-4.522474206148e+00	4.179613783035e-01	-2.052694851091e-01
3.306948701344e-01	-4.342806275541e+00	4.194337458408e-01	-2.044496346393e-01
3.308283224630e-01	-4.163138344799e+00	4.209061133791e-01	-2.036297841689e-01
3.309617747915e-01	-3.983470414192e+00	4.223784809163e-01	-2.028099336991e-01
3.310952271201e-01	-3.803802483460e+00	4.238508484546e-01	-2.019900832288e-01
3.312286794486e-01	-3.624134552866e+00	4.253232159918e-01	-2.011702327590e-01
3.313621317772e-01	-3.444466622137e+00	4.267955835301e-01	-2.003503822886e-01
3.314955841057e-01	-3.264798691543e+00	4.282679510673e-01	-1.995305318189e-01
3.316290364342e-01	-3.085130760949e+00	4.297403186045e-01	-1.987106813491e-01
3.317624887628e-01	-2.905462830221e+00	4.312126861428e-01	-1.978908308788e-01
3.318959410913e-01	-2.725794899627e+00	4.326850536800e-01	-1.970709804090e-01
3.320293934199e-01	-2.517916449067e+00	4.340952128496e-01	-1.963311891138e-01
3.321628457484e-01	-2.210166805885e+00	4.352851412666e-01	-1.958748241919e-01
3.322962980770e-01	-1.902417162473e+00	4.364750696844e-01	-1.954184592697e-01
3.324297504055e-01	-1.594667519291e+00	4.376649981014e-01	-1.949620943479e-01
3.325632027341e-01	-1.286917875878e+00	4.388549265192e-01	-1.945057294257e-01
3.326966550626e-01	-9.791682326964e-01	4.400448549362e-01	-1.940493645039e-01
3.328301073912e-01	-6.714185892838e-01	4.412347833540e-01	-1.935929995817e-01
3.329635597197e-01	-3.636689461019e-01	4.424247117710e-01	-1.931366346599e-01
3.330970120482e-01	3.718861916016e-02	4.434093234485e-01	-1.929445024953e-01
3.332304643768e-01	4.730199724553e-01	4.443168127519e-01	-1.928516231135e-01
3.333639167053e-01	9.088513254241e-01	4.452243020547e-01	-1.927587437316e-01
3.334973690339e-01	1.344682678719e+00	4.461317913582e-01	-1.926658643498e-01
3.336308213624e-01	1.780514031688e+00	4.470392806610e-01	-1.925729849680e-01
3.337642736910e-01	2.216345384983e+00	4.479467699644e-01	-1.924801055861e-01
3.338977260195e-01	2.652176737952e+00	4.488542592672e-01	-1.923872262043e-01
3.340311783481e-01	3.088008091468e+00	4.497617485706e-01	-1.922943468228e-01
3.341646306766e-01	3.523839445384e+00	4.506692378729e-01	-1.922014674426e-01
3.342980830051e-01	3.959670799300e+00	4.515767271753e-01	-1.921085880624e-01
3.344315353337e-01	4.395502153542e+00	4.524842164783e-01	-1.920157086822e-01
3.345649876622e-01	4.831333507458e+00	4.533917057807e-01	-1.919228293020e-01
3.346984399908e-01	5.267164861700e+00	4.542991950837e-01	-1.918299499217e-01
3.348318923193e-01	5.702996215616e+00	4.552066843861e-01	-1.917370705415e-01
3.349653446479e-01	6.138827569858e+00	4.561141736891e-01	-1.916441911613e-01
3.350987969764e-01	6.703818888277e+00	4.569621923337e-01	-1.917729575951e-01
3.352322493050e-01	7.314116088063e+00	4.577893502537e-01	-1.919794714866e-01
3.353657016335e-01	7.924413287392e+00	4.586165081730e-01	-1.921859853779e-01
3.354991539621e-01	8.534710487178e+00	4.594436660929e-01	-1.923924992694e-01
3.356326062906e-01	9.145007686507e+00	4.602708240123e-01	-1.925990131607e-01
3.357660586191e-01	9.755304885836e+00	4.610979819316e-01	-1.928055270521e-01
3.358995109477e-01	1.036560208562e+01	4.619251398515e-01	-1.930120409436e-01
3.360329632762e-01	1.097589928495e+01	4.627522977708e-01	-1.932185548349e-01
3.361664156048e-01	1.158619648472e+01	4.635794556908e-01	-1.934250687264e-01
3.362998679333e-01	1.219649368404e+01	4.644066136101e-01	-1.936315826177e-01
3.364333202619e-01	1.280679088381e+01	4.652337715301e-01	-1.938380965092e-01
3.365667725904e-01	1.341708808313e+01	4.660609294494e-01	-1.940446104005e-01
3.367002249190e-01	1.402738528290e+01	4.668880873693e-01	-1.942511242920e-01
3.368336772475e-01	1.463768248221e+01	4.677152452886e-01	-1.944576381834e-01
3.369671295760e-01	1.524797968153e+01	4.685424032080e-01	-1.946641520747e-01
3.371005819046e-01	1.588675908904e+01	4.695721690398e-01	-1.947325119347e-01
3.372340342331e-01	1.653484655450e+01	4.706681476553e-01	-1.947557227034e-01
3.373674865617e-01	1.718293402044e+01	4.717641262716e-01	-1.947789334721e-01
3.375009388902e-01	1.783102148590e+01	4.728601048871e-01	-1.948021442409e-01
3.376343912188e-01	1.847910895184e+01	4.739560835034e-01	-1.948253550096e-01
3.377678435473e-01	1.912719641730e+01	4.750520621189e-01	-1.948485657783e-01
3.379012958759e-01	1.977528388324e+01	4.761480407352e-01	-1.948717765470e-01
3.380347482044e-01	2.043321114600e+01	4.773140146547e-01	-1.948472590048e-01
3.381682005330e-01	2.111908887724e+01	4.786788139615e-01	-1.946871666547e-01
3.383016528615e-01	2.180496660798e+01	4.800436132673e-01	-1.945270743048e-01
3.384351051900e-01	2.249084433871e+01	4.814084125732e-01	-1.943669819548e-01
3.385685575186e-01	2.317672206995e+01	4.827732118800e-01	-1.942068896048e-01
3.387020098471e-01	2.386259980068e+01	4.841380111859e-01	-1.940467972548e-01
3.388354621757e-01	2.454847753193e+01	4.855028104927e-01	-1.938867049048e-01
3.389689145042e-01	2.523435526266e+01	4.868676097985e-01	-1.937266125548e-01
3.391023668328e-01	2.592023299378e+01	4.882324091095e-01	-1.935665202011e-01
3.392358191613e-01	2.660611072435e+01	4.895972084206e-01	-1.934064278463e-01
3.393692714899e-01	2.729198845543e+01	4.909620077328e-01	-1.932463354915e-01
3.395027238184e-01	2.797786618601e+01	4.923268070439e-01	-1.930862431367e-01
3.396361761469e-01	2.866374391658e+01	4.936916063551e-01	-1.929261507820e-01
3.397696284755e-01	2.934962164766e+01	4.950564056673e-01	-1.927660584272e-01
3.399030808040e-01	3.003549937823e+01	4.964212049784e-01	-1.926059660724e-01
3.400365331326e-01	3.071299260207e+01	4.980554807159e-01	-1.922035349069e-01
3.401699854611e-01	3.136824246321e+01	5.004046537689e-01	-1.911582001362e-01
3.403034377897e-01	3.202349232485e+01	5.027538268236e-01	-1.901128653647e-01
3.404368901182e-01	3.267874218599e+01	5.051029998765e-01	-1.890675305940e-01
3.405703424468e-01	3.333399204763e+01	5.074521729312e-01	-1.880221958225e-01
3.407037947753e-01	3.398924190877e+01	5.098013459842e-01	-1.869768610518e-01
3.408372471039e-01	3.464449177040e+01	5.121505190389e-01	-1.859315262803e-01
3.409706994324e-01	3.529974163155e+01	5.144996920918e-01	-1.848861915096e-01
3.411041517609e-01	3.595499149269e+01	5.168488651448e-01	-1.838408567389e-01
3.412376040895e-01	3.661024135432e+01	5.191980381995e-01	-1.827955219674e-01
3.413710564180e-01	3.726549121547e+01	5.215472112524e-01	-1.817501871967e-01
3.415045087466e-01	3.792074107710e+01	5.238963843071e-01	-1.807048524252e-01
3.416379610751e-01	3.857599093825e+01	5.262455573601e-01	-1.796595176545e-01
3.417714134037e-01	3.923124079988e+01	5.285947304148e-01	-1.786141828830e-01
3.419048657322e-01	3.988649066102e+01	5.309439034677e-01	-1.775688481123e-01
3.420383180608e-01	4.052255769247e+01	5.334399884964e-01	-1.763869459860e-01
3.421717703893e-01	4.111099850058e+01	5.363008196186e-01	-1.748659808961e-01
3.423052227178e-01	4.169943930870e+01	5.391616507409e-01	-1.733450158061e-01
3.424386750464e-01	4.228788011725e+01	5.420224818653e-01	-1.718240507151e-01
3.425721273749e-01	4.287632092536e+01	5.448833129875e-01	-1.703030856251e-01
3.427055797035e-01	4.346476173392e+01	5.477441441119e-01	-1.687821205340e-01
3.428390320320e-01	4.405320254203e+01	5.506049752342e-01	-1.672611554441e-01
3.429724843606e-01	4.464164335059e+01	5.534658063586e-01	-1.657401903530e-01
3.431059366891e-01	4.517705001679e+01	5.567328002001e-01	-1.638416619734e-01
3.432393890177e-01	4.569868177369e+01	5.601052893831e-01	-1.618450665731e-01
3.433728413462e-01	4.622031353020e+01	5.634777785636e-01	-1.598484711742e-01
3.435062936748e-01	4.674194528710e+01	5.668502677466e-01	-1.578518757739e-01
3.436397460033e-01	4.726357704362e+01	5.702227569271e-01	-1.558552803750e-01
3.437731983318e-01	4.778520880013e+01	5.735952461076e-01	-1.538586849762e-01
3.439066506604e-01	4.830684055703e+01	5.769677352906e-01	-1.518620895758e-01
3.440401029889e-01	4.882847231318e+01	5.803402244721e-01	-1.498654941761e-01
3.441735553175e-01	4.935010406888e+01	5.837127136584e-01	-1.478688987730e-01
3.443070076460e-01	4.987173582419e+01	5.870852028422e-01	-1.458723033714e-01
3.444404599746e-01	5.039336757990e+01	5.904576920286e-01	-1.438757079682e-01
3.445739123031e-01	5.091499933521e+01	5.938301812124e-01	-1.418791125666e-01
3.447073646317e-01	5.143663109091e+01	5.972026703987e-01	-1.398825171634e-01
3.448408169602e-01	5.195826284622e+01	6.005751595826e-01	-1.378859217618e-01
3.449742692887e-01	5.247989460153e+01	6.039476487664e-01	-1.358893263601e-01
3.451077216173e-01	5.282135393983e+01	6.078190288869e-01	-1.334782889403e-01
3.452411739458e-01	5.311977674938e+01	6.118095756018e-01	-1.309682566488e-01
3.453746262744e-01	5.341819955915e+01	6.158001223196e-01	-1.284582243554e-01
3.455080786029e-01	5.371662236870e+01	6.197906690345e-01	-1.259481920639e-01
3.456415309315e-01	5.401504517847e+01	6.237812157524e-01	-1.234381597705e-01
3.457749832600e-01	5.431346798801e+01	6.277717624673e-01	-1.209281274790e-01
3.459084355886e-01	5.461189079778e+01	6.317623091851e-01	-1.184180951856e-01
3.460418879171e-01	5.491031360733e+01	6.357528559000e-01	-1.159080628941e-01
3.461753402457e-01	5.520873641708e+01	6.397434026179e-01	-1.133980306007e-01
3.463087925742e-01	5.550715922662e+01	6.437339493327e-01	-1.108879983091e-01
3.464422449027e-01	5.580558203615e+01	6.477244960476e-01	-1.083779660176e-01
3.465756972313e-01	5.610400484591e+01	6.517150427655e-01	-1.058679337242e-01
3.467091495598e-01	5.640242765544e+01	6.557055894803e-01	-1.033579014327e-01
3.468426018884e-01	5.670085046520e+01	6.596961361982e-01	-1.008478691393e-01
3.469760542169e-01	5.699927327473e+01	6.636866829131e-01	-9.833783684782e-02
3.471095065455e-01	5.717847846334e+01	6.676576616340e-01	-9.590919140756e-02
3.472429588740e-01	5.733161434898e+01	6.716243614203e-01	-9.349834282247e-02
3.473764112026e-01	5.748475023475e+01	6.755910612097e-01	-9.108749423558e-02
3.475098635311e-01	5.763788612039e+01	6.795577609961e-01	-8.867664565048e-02
3.476433158596e-01	5.779102200604e+01	6.835244607825e-01	-8.626579706539e-02
3.477767681882e-01	5.794415789180e+01	6.874911605718e-01	-8.385494847850e-02
3.479102205167e-01	5.809729377745e+01	6.914578603582e-01	-8.144409989341e-02
3.480436728453e-01	5.820288389698e+01	6.954167561384e-01	-7.906570959795e-02
3.481771251738e-01	5.821073286188e+01	6.993596089968e-01	-7.675404471713e-02
3.483105775024e-01	5.821858182678e+01	7.033024618582e-01	-7.444237983457e-02
3.484440298309e-01	5.822643079168e+01	7.072453147166e-01	-7.213071495375e-02
3.485774821595e-01	5.823427975659e+01	7.111881675779e-01	-6.981905007119e-02
3.487109344880e-01	5.824212872148e+01	7.151310204363e-01	-6.750738519036e-02
3.488443868166e-01	5.824997768639e+01	7.190738732977e-01	-6.519572030781e-02
3.489778391451e-01	5.825782665129e+01	7.230167261561e-01	-6.288405542698e-02
3.491112914736e-01	5.826567561469e+01	7.269595790115e-01	-6.057239054980e-02
3.492447438022e-01	5.827352457781e+01	7.309024318692e-01	-5.826072567162e-02
3.493781961307e-01	5.828137354092e+01	7.348452847240e-01	-5.594906079517e-02
3.495116484593e-01	5.828922250404e+01	7.387881375817e-01	-5.363739591698e-02
3.496451007878e-01	5.829707146715e+01	7.427309904365e-01	-5.132573104053e-02
3.497785531164e-01	5.830492043026e+01	7.466738432942e-01	-4.901406616234e-02
3.499120054449e-01	5.831276939337e+01	7.506166961490e-01	-4.670240128589e-02
3.500454577735e-01	5.820851881785e+01	7.543305806889e-01	-4.466527450896e-02
3.501789101020e-01	5.788727237432e+01	7.576012414672e-01	-4.315958286993e-02
3.503123624305e-01	5.756602593079e+01	7.608719022455e-01	-4.165389123091e-02
3.504458147591e-01	5.724477948702e+01	7.641425630262e-01	-4.014819959076e-02
3.505792670876e-01	5.692353304348e+01	7.674132238045e-01	-3.864250795173e-02
3.507127194162e-01	5.660228659971e+01	7.706838845852e-01	-3.713681631158e-02
3.508461717447e-01	5.628104015618e+01	7.739545453635e-01	-3.563112467256e-02
3.509796240733e-01	5.595979371241e+01	7.772252061442e-01	-3.412543303240e-02
3.511130764018e-01	5.563854726887e+01	7.804958669225e-01	-3.261974139338e-02
3.512465287304e-01	5.531730082508e+01	7.837665277032e-01	-3.111404975323e-02
3.513799810589e-01	5.499605438153e+01	7.870371884815e-01	-2.960835811421e-02
3.515134333875e-01	5.467480793775e+01	7.903078492622e-01	-2.810266647406e-02
3.516468857160e-01	5.435356149420e+01	7.935785100405e-01	-2.659697483504e-02
3.517803380445e-01	5.403231505066e+01	7.968491708188e-01	-2.509128319602e-02
3.519137903731e-01	5.371106860687e+01	8.001198315995e-01	-2.358559155587e-02
3.520472427016e-01	5.333052709167e+01	8.032133993769e-01	-2.225649308792e-02
3.521806950302e-01	5.284178249220e+01	8.059838035561e-01	-2.124964611786e-02
3.523141473587e-01	5.235303789309e+01	8.087542077333e-01	-2.024279914856e-02
3.524475996873e-01	5.186429329362e+01	8.115246119125e-01	-1.923595217850e-02
3.525810520158e-01	5.137554869452e+01	8.142950160897e-01	-1.822910520920e-02
3.527145043444e-01	5.088680409505e+01	8.170654202689e-01	-1.722225823914e-02
3.528479566729e-01	5.039805949594e+01	8.198358244460e-01	-1.621541126984e-02
3.529814090014e-01	4.990931489684e+01	8.226062286232e-01	-1.520856430054e-02
3.531148613300e-01	4.927640600497e+01	8.249460660379e-01	-1.463106885720e-02
3.532483136585e-01	4.862016325391e+01	8.272162136248e-01	-1.412306654680e-02
3.533817659871e-01	4.796392050236e+01	8.294863612134e-01	-1.361506423602e-02
3.535152183156e-01	4.730767775129e+01	8.317565088003e-01	-1.310706192562e-02
3.536486706442e-01	4.665143499974e+01	8.340266563889e-01	-1.259905961484e-02
3.537821229727e-01	4.599519224868e+01	8.362968039758e-01	-1.209105730444e-02
3.539155753013e-01	4.533894949712e+01	8.385669515644e-01	-1.158305499366e-02
3.540490276298e-01	4.468270674545e+01	8.408370991494e-01	-1.107505268466e-02
3.541824799583e-01	4.402646399272e+01	8.431072467311e-01	-1.056705037807e-02
3.543159322869e-01	4.337022123950e+01	8.453773943145e-01	-1.005904807109e-02
3.544493846154e-01	4.271397848677e+01	8.476475418962e-01	-9.551045764501e-03
3.545828369440e-01	4.205773573355e+01	8.499176894796e-01	-9.043043457527e-03
3.547162892725e-01	4.140149298082e+01	8.521878370613e-01	-8.535041150933e-03
3.548497416011e-01	4.074525022760e+01	8.544579846447e-01	-8.027038843959e-03
3.549831939296e-01	4.008900747487e+01	8.567281322264e-01	-7.519036537366e-03
3.551166462582e-01	3.916382652001e+01	8.581606580320e-01	-7.624486758176e-03
3.552500985867e-01	3.819989769329e+01	8.594725016066e-01	-7.818321523086e-03
3.553835509153e-01	3.723596886585e+01	8.607843451822e-01	-8.012156288143e-03
3.555170032438e-01	3.627204003914e+01	8.620961887568e-01	-8.205991053053e-03
3.556504555723e-01	3.530811121242e+01	8.634080323314e-01	-8.399825817964e-03
3.557839079009e-01	3.434418238498e+01	8.647198759070e-01	-8.593660583020e-03
3.559173602294e-01	3.338025355826e+01	8.660317194816e-01	-8.787495347931e-03
3.560508125580e-01	3.241632473083e+01	8.673435630571e-01	-8.981330112987e-03
3.561842648865e-01	3.145239590412e+01	8.686554066317e-01	-9.175164877896e-03
3.563177172151e-01	3.048846707670e+01	8.699672502073e-01	-9.368999642951e-03
3.564511695436e-01	2.952453824999e+01	8.712790937819e-01	-9.562834407861e-03
3.565846218722e-01	2.856060942257e+01	8.725909373575e-01	-9.756669172916e-03
3.567180742007e-01	2.759668059586e+01	8.739027809321e-01	-9.950503937825e-03
3.568515265292e-01	2.663275176916e+01	8.752146245066e-01	-1.014433870273e-02
3.569849788578e-01	2.566882294173e+01	8.765264680822e-01	-1.033817346779e-02
3.571184311863e-01	2.459405613698e+01	8.775366694035e-01	-1.058571155258e-02
3.572518835149e-01	2.350523126882e+01	8.785086121272e-01	-1.084006106308e-02
3.573853358434e-01	2.241640640148e+01	8.794805548501e-01	-1.109441057339e-02
3.575187881720e-01	2.132758153332e+01	8.804524975738e-01	-1.134876008389e-02
3.576522405005e-01	2.023875666598e+01	8.814244402968e-01	-1.160310959420e-02
3.577856928291e-01	1.914993179782e+01	8.823963830205e-01	-1.185745910471e-02
3.579191451576e-01	1.806110693048e+01	8.833683257435e-01	-1.211180861502e-02
3.580525974862e-01	1.692305686180e+01	8.842063035513e-01	-1.239000876531e-02
3.581860498147e-01	1.570933595654e+01	8.848383454300e-01	-1.270487301971e-02
3.583195021432e-01	1.449561505128e+01	8.854703873088e-01	-1.301973727411e-02
3.584529544718e-01	1.328189414511e+01	8.861024291880e-01	-1.333460152874e-02
3.585864068003e-01	1.206817323985e+01	8.867344710667e-01	-1.364946578314e-02
3.587198591289e-01	1.085445233368e+01	8.873665129459e-01	-1.396433003778e-02
3.588533114574e-01	9.640731428423e+00	8.879985548246e-01	-1.427919429217e-02
3.589867637860e-01	8.427010522254e+00	8.886305967038e-01	-1.459405854681e-02
3.591202161145e-01	7.213289616178e+00	8.892626385805e-01	-1.490892279930e-02
3.592536684431e-01	5.999568709102e+00	8.898946804575e-01	-1.522378705182e-02
3.593871207716e-01	4.785847802936e+00	8.905267223340e-01	-1.553865130411e-02
3.595205731001e-01	3.572126896770e+00	8.911587642105e-01	-1.585351555639e-02
3.596540254287e-01	2.358405989694e+00	8.917908060874e-01	-1.616837980891e-02
3.597874777572e-01	1.144685083528e+00	8.924228479639e-01	-1.648324406119e-02
3.599209300858e-01	-6.903582354809e-02	8.930548898409e-01	-1.679810831371e-02
3.600543824143e-01	-1.350758838073e+00	8.935170475201e-01	-1.695404788047e-02
3.601878347429e-01	-2.731354273010e+00	8.937322001876e-01	-1.687891713868e-02
3.603212870714e-01	-4.111949706912e+00	8.939473528548e-01	-1.680378639694e-02
3.604547394000e-01	-5.492545141849e+00	8.941625055222e-01	-1.672865565514e-02
3.605881917285e-01	-6.873140575751e+00	8.943776581895e-01	-1.665352491340e-02
3.607216440571e-01	-8.253736010688e+00	8.945928108569e-01	-1.657839417161e-02
3.608550963856e-01	-9.634331444590e+00	8.948079635242e-01	-1.650326342987e-02
3.609885487141e-01	-1.101492687849e+01	8.950231161915e-01	-1.642813268813e-02
3.611220010427e-01	-1.239552231342e+01	8.952382688589e-01	-1.635300194633e-02
3.612554533712e-01	-1.377611774731e+01	8.954534215262e-01	-1.627787120459e-02
3.613889056998e-01	-1.515671318223e+01	8.956685741936e-01	-1.620274046280e-02
3.615223580283e-01	-1.653730861612e+01	8.958837268609e-01	-1.612760972106e-02
3.616558103569e-01	-1.791790405104e+01	8.960988795283e-01	-1.605247897926e-02
3.617892626854e-01	-1.929849948493e+01	8.963140321956e-01	-1.597734823752e-02
3.619227150140e-01	-2.067909491985e+01	8.965291848630e-01	-1.590221749572e-02
3.620561673425e-01	-2.207375967415e+01	8.966635541435e-01	-1.571538303604e-02
3.621896196710e-01	-2.348778349339e+01	8.966867673208e-01	-1.537484680067e-02
3.623230719996e-01	-2.490180731369e+01	8.967099804982e-01	-1.503431056505e-02
3.624565243281e-01	-2.631583113293e+01	8.967331936755e-01	-1.469377432968e-02
3.625899766567e-01	-2.772985495323e+01	8.967564068528e-01	-1.435323809406e-02
3.627234289852e-01	-2.914387877247e+01	8.967796200302e-01	-1.401270185869e-02
3.628568813138e-01	-3.055790259277e+01	8.968028332075e-01	-1.367216562307e-02
3.629903336423e-01	-3.197192641201e+01	8.968260463849e-01	-1.333162938770e-02
3.631237859709e-01	-3.341695729750e+01	8.966712228366e-01	-1.274491179003e-02
3.632572382994e-01	-3.486440950139e+01	8.965024965281e-01	-1.213897006679e-02
3.633906906280e-01	-3.631186170636e+01	8.963337702196e-01	-1.153302834310e-02
3.635241429565e-01	-3.775931391024e+01	8.961650439112e-01	-1.092708661986e-02
3.636575952850e-01	-3.920676611413e+01	8.959963176027e-01	-1.032114489662e-02
3.637910476136e-01	-4.065421831910e+01	8.958275912942e-01	-9.715203172928e-03
3.639244999421e-01	-4.210167052298e+01	8.956588649858e-01	-9.109261449689e-03
3.640579522707e-01	-4.354912272786e+01	8.954901386757e-01	-8.503319725462e-03
3.641914045992e-01	-4.499657493153e+01	8.953214123639e-01	-7.897378000992e-03
3.643248569278e-01	-4.644402713629e+01	8.951526860519e-01	-7.291436276068e-03
3.644583092563e-01	-4.789147933996e+01	8.949839597401e-01	-6.685494551598e-03
3.645917615849e-01	-4.933893154472e+01	8.948152334281e-01	-6.079552826674e-03
3.647252139134e-01	-5.078638374839e+01	8.946465071163e-01	-5.473611102204e-03
3.648586662419e-01	-5.223383595206e+01	8.944777808044e-01	-4.867669377734e-03
3.649921185705e-01	-5.368128815682e+01	8.943090544925e-01	-4.261727652809e-03
3.651255708990e-01	-5.509037813312e+01	8.935490325087e-01	-3.442280861744e-03
3.652590232276e-01	-5.649706031381e+01	8.927518979832e-01	-2.609433472116e-03
3.653924755561e-01	-5.790374249346e+01	8.919547634582e-01	-1.776586083112e-03
3.655259278847e-01	-5.931042467416e+01	8.911576289327e-01	-9.437386934839e-04
3.656593802132e-01	-6.071710685380e+01	8.903604944078e-01	-1.108913044800e-04
3.657928325418e-01	-6.212378903450e+01	8.895633598823e-01	7.219560851481e-04
3.659262848703e-01	-6.353047121414e+01	8.887662253574e-01	1.554803474152e-03
3.660597371989e-01	-6.493715339484e+01	8.879690908319e-01	2.387650863779e-03
3.661931895274e-01	-6.634383557449e+01	8.871719563070e-01	3.220498252780e-03
3.663266418559e-01	-6.775051775414e+01	8.863748217821e-01	4.053345641782e-03
3.664600941845e-01	-6.915719993484e+01	8.855776872566e-01	4.886193031407e-03
3.665935465130e-01	-7.056388211449e+01	8.847805527317e-01	5.719040420409e-03
3.667269988416e-01	-7.197056429520e+01	8.839834182061e-01	6.551887810034e-03
3.668604511701e-01	-7.337724647485e+01	8.831862836812e-01	7.384735199036e-03
3.669939034987e-01	-7.478392865555e+01	8.823891491557e-01	8.217582588661e-03
3.671273558272e-01	-7.612099968290e+01	8.811137002930e-01	8.892473781125e-03
3.672608081558e-01	-7.745473843749e+01	8.798153546052e-01	9.559803638429e-03
3.673942604843e-01	-7.878847719109e+01	8.785170089183e-01	1.022713349523e-02
3.675277128128e-01	-8.012221594468e+01	8.772186632315e-01	1.089446335204e-02
3.676611651414e-01	-8.145595469928e+01	8.759203175437e-01	1.156179320934e-02
3.677946174699e-01	-8.278969345287e+01	8.746219718568e-01	1.222912306615e-02
3.679280697985e-01	-8.412343220747e+01	8.733236261690e-01	1.289645292345e-02
3.680615221270e-01	-8.542354371247e+01	8.717942198746e-01	1.348747845099e-02
3.681949744556e-01	-8.668433904252e+01	8.699946630353e-01	1.398929077956e-02
3.683284267841e-01	-8.794513437162e+01	8.681951061974e-01	1.449110310775e-02
3.684618791127e-01	-8.920592970166e+01	8.663955493581e-01	1.499291543632e-02
3.685953314412e-01	-9.046672503076e+01	8.645959925201e-01	1.549472776451e-02
3.687287837698e-01	-9.172752036080e+01	8.627964356809e-01	1.599654009308e-02
3.688622360983e-01	-9.298831568990e+01	8.609968788429e-01	1.649835242128e-02
3.689956884268e-01	-9.424911101900e+01	8.591973220050e-01	1.700016474947e-02
3.691291407554e-01	-9.550990634780e+01	8.573977651591e-01	1.750197707384e-02
3.692625930839e-01	-9.677070167561e+01	8.555982083144e-01	1.800378939769e-02
3.693960454125e-01	-9.803149700436e+01	8.537986514683e-01	1.850560172192e-02
3.695294977410e-01	-9.929229233217e+01	8.519990946236e-01	1.900741404578e-02
3.696629500696e-01	-1.005530876609e+02	8.501995377776e-01	1.950922637001e-02
3.697964023981e-01	-1.018138829887e+02	8.483999809329e-01	2.001103869386e-02
3.699298547267e-01	-1.030746783175e+02	8.466004240868e-01	2.051285101809e-02
3.700633070552e-01	-1.042222216003e+02	8.442084543382e-01	2.063482057933e-02
3.701967593837e-01	-1.052442797279e+02	8.411600812091e-01	2.033591802275e-02
3.703302117123e-01	-1.062663378563e+02	8.381117080777e-01	2.003701546595e-02
3.704636640408e-01	-1.072883959839e+02	8.350633349486e-01	1.973811290937e-02
3.705971163694e-01	-1.083104541123e+02	8.320149618171e-01	1.943921035257e-02
3.707305686979e-01	-1.093325122400e+02	8.289665886880e-01	1.914030779600e-02
3.708640210265e-01	-1.103545703683e+02	8.259182155566e-01	1.884140523919e-02
3.709974733550e-01	-1.113766284960e+02	8.228698424275e-01	1.854250268262e-02
3.711309256836e-01	-1.123986866244e+02	8.198214692961e-01	1.824360012582e-02
3.712643780121e-01	-1.134207447520e+02	8.167730961669e-01	1.794469756924e-02
3.713978303407e-01	-1.144428028804e+02	8.137247230355e-01	1.764579501244e-02
3.715312826692e-01	-1.154648610080e+02	8.106763499064e-01	1.734689245586e-02
