# time [ns]	Wlong [V/pC]	Wxdip [V/pC.mm]	Wydip [V/pC.mm]
9.800000000000000e-01	-1.952903555344000e-04	-6.055549986323000e-04	1.370760398011000e-03
9.810000000000000e-01	6.259242802017999e-04	-1.641775050959000e-03	1.375437678108000e-03
9.820000000000000e-01	1.447138915938000e-03	-2.677995103286000e-03	1.380114958205000e-03
9.830000000000000e-01	2.026426863812000e-03	-3.703628146149000e-03	1.388611124411000e-03
9.840000000000000e-01	2.363788129071000e-03	-4.718674179776000e-03	1.400926176642000e-03
9.850000000000000e-01	2.701149390653000e-03	-5.733720213287000e-03	1.413241228872000e-03
9.860000000000000e-01	2.360315678756000e-03	-6.727206222990000e-03	1.425533791575000e-03
9.870000000000000e-01	2.019481966859000e-03	-7.720692232692000e-03	1.437826354279000e-03
9.880000000000000e-01	1.441039185853000e-03	-8.703259319614000e-03	1.446304521474000e-03
9.890000000000000e-01	6.249873408914000e-04	-9.674907483990001e-03	1.450968293243000e-03
9.900000000000000e-01	-1.910645040462000e-04	-1.064655564822000e-02	1.455632064954000e-03
9.910000000000000e-01	-1.002642457503000e-03	-1.159181414403000e-02	1.449558722178000e-03
9.920000000000000e-01	-1.814220410960000e-03	-1.253707263983000e-02	1.443485379402000e-03
9.930000000000000e-01	-2.386190289604000e-03	-1.346385680675000e-02	1.433634955815000e-03
9.940000000000000e-01	-2.718552098631000e-03	-1.437216664518000e-02	1.420007451498000e-03
9.950000000000000e-01	-3.050913904017000e-03	-1.528047648333000e-02	1.406379947181000e-03
9.960000000000000e-01	-2.711620367423000e-03	-1.613722121152000e-02	1.392780775426000e-03
9.970000000000000e-01	-2.372326830829000e-03	-1.699396593972000e-02	1.379181603671000e-03
9.980000000000000e-01	-1.797648228941000e-03	-1.781784522778000e-02	1.369361212542000e-03
9.990000000000000e-01	-9.875845668650999e-04	-1.860885907640000e-02	1.363319601955000e-03
1.000000000000000e+00	-1.775209048109000e-04	-1.939987292462000e-02	1.357277991426000e-03
1.001000000000000e+00	6.284417631620000e-04	-2.011589232049000e-02	1.361870672701000e-03
1.002000000000000e+00	1.434404431135000e-03	-2.083191171636000e-02	1.366463353976000e-03
1.003000000000000e+00	2.003297970000000e-03	-2.150916534228000e-02	1.374797555893000e-03
1.004000000000000e+00	2.335122384899000e-03	-2.214765319908000e-02	1.386873278370000e-03
1.005000000000000e+00	2.666946796193000e-03	-2.278614105548000e-02	1.398949000847000e-03
1.006000000000000e+00	2.334031211833000e-03	-2.334945919838000e-02	1.411001056853000e-03
1.007000000000000e+00	2.001115627472000e-03	-2.391277734127000e-02	1.423053112859000e-03
1.008000000000000e+00	1.435230244083000e-03	-2.443995727542000e-02	1.431366340421000e-03
1.009000000000000e+00	6.363750667188000e-04	-2.493099900161000e-02	1.435940739621000e-03
1.010000000000000e+00	-1.624801106230000e-04	-2.542204072740000e-02	1.440515138763000e-03
1.011000000000000e+00	-9.571698728869000e-04	-2.583991155565000e-02	1.434566056823000e-03
1.012000000000000e+00	-1.751859635151000e-03	-2.625778238390000e-02	1.428616974883000e-03
1.013000000000000e+00	-2.311775966745000e-03	-2.663586330796000e-02	1.418966334903000e-03
1.014000000000000e+00	-2.636918872760000e-03	-2.697415432871000e-02	1.405614136964000e-03
1.015000000000000e+00	-2.962061775207000e-03	-2.731244534897000e-02	1.392261939025000e-03
1.016000000000000e+00	-2.628901209803000e-03	-2.756111332702000e-02	1.378939375904000e-03
1.017000000000000e+00	-2.295740644400000e-03	-2.780978130507000e-02	1.365616812783000e-03
1.018000000000000e+00	-1.731827714587000e-03	-2.800899178714000e-02	1.355999335812000e-03
1.019000000000000e+00	-9.371624253697000e-04	-2.815874477429000e-02	1.350086944910000e-03
1.020000000000000e+00	-1.424971361738000e-04	-2.830849776089000e-02	1.344174554065000e-03
1.021000000000000e+00	6.481999191090000e-04	-2.835512334592000e-02	1.348687968080000e-03
1.022000000000000e+00	1.438896974392000e-03	-2.840174893096000e-02	1.353201382096000e-03
1.023000000000000e+00	1.997181018915000e-03	-2.839811985855000e-02	1.361382569776000e-03
1.024000000000000e+00	2.323052057718000e-03	-2.834423612978000e-02	1.373231531041000e-03
1.025000000000000e+00	2.648923092988000e-03	-2.829035240052000e-02	1.385080492306000e-03
1.026000000000000e+00	2.322976057239000e-03	-2.814357676501000e-02	1.396904345549000e-03
1.027000000000000e+00	1.997029021491000e-03	-2.799680112950000e-02	1.408728198791000e-03
1.028000000000000e+00	1.442565728443000e-03	-2.780772619498000e-02	1.416884983534000e-03
1.029000000000000e+00	6.595861830508000e-04	-2.757635196238000e-02	1.421374699857000e-03
1.030000000000000e+00	-1.233933623208000e-04	-2.734497772934000e-02	1.425864416123000e-03
1.031000000000000e+00	-9.025314821977000e-04	-2.703369606221000e-02	1.420033552185000e-03
1.032000000000000e+00	-1.681669602074000e-03	-2.672241439509000e-02	1.414202688247000e-03
1.033000000000000e+00	-2.230706823890000e-03	-2.637085493285000e-02	1.404741821125000e-03
1.034000000000000e+00	-2.549643152635000e-03	-2.597901767637000e-02	1.391650950899000e-03
1.035000000000000e+00	-2.868579477881000e-03	-2.558718041944000e-02	1.378560080673000e-03
1.036000000000000e+00	-2.542114401548000e-03	-2.511059929947000e-02	1.365499305318000e-03
1.037000000000000e+00	-2.215649325214000e-03	-2.463401817951000e-02	1.352438529964000e-03
1.038000000000000e+00	-1.662918290642000e-03	-2.411332925393000e-02	1.343012439292000e-03
1.039000000000000e+00	-8.839213027399000e-04	-2.354853252370000e-02	1.337221033222000e-03
1.040000000000000e+00	-1.049243148586000e-04	-2.298373579299000e-02	1.331429627209000e-03
1.041000000000000e+00	6.701895416348000e-04	-2.233216950111000e-02	1.335865828268000e-03
1.042000000000000e+00	1.445303398128000e-03	-2.168060320922000e-02	1.340302029327000e-03
1.043000000000000e+00	1.992478715349000e-03	-2.098967127925000e-02	1.348336436343000e-03
1.044000000000000e+00	2.311715498240000e-03	-2.025937371205000e-02	1.359969049238000e-03
1.045000000000000e+00	2.630952277666000e-03	-1.952907614448000e-02	1.371601662133000e-03
1.046000000000000e+00	2.310830472541000e-03	-1.873283942612000e-02	1.383209752948000e-03
1.047000000000000e+00	1.990708667416000e-03	-1.793660270777000e-02	1.394817843764000e-03
1.048000000000000e+00	1.446382965799000e-03	-1.711402808361000e-02	1.402828069420000e-03
1.049000000000000e+00	6.778533725536000e-04	-1.626511555423000e-02	1.407240429997000e-03
1.050000000000000e+00	-9.067622067262000e-05	-1.541620302462000e-02	1.411652790518000e-03
1.051000000000000e+00	-8.556144080463000e-04	-1.452411161241000e-02	1.405938290818000e-03
1.052000000000000e+00	-1.620552595420000e-03	-1.363202020020000e-02	1.400223791119000e-03
1.053000000000000e+00	-2.159862834980000e-03	-1.272033265753000e-02	1.390946768782000e-03
1.054000000000000e+00	-2.473545131618000e-03	-1.178904898482000e-02	1.378107223887000e-03
1.055000000000000e+00	-2.787227424824000e-03	-1.085776531189000e-02	1.365267678991000e-03
1.056000000000000e+00	-2.467906478666000e-03	-9.887493344880999e-03	1.352455817491000e-03
1.057000000000000e+00	-2.148585532507000e-03	-8.917221377868999e-03	1.339643955992000e-03
1.058000000000000e+00	-1.607320810253000e-03	-7.927736873616000e-03	1.330398145337000e-03
1.059000000000000e+00	-8.441123167171000e-04	-6.919039832540000e-03	1.324718385451000e-03
1.060000000000000e+00	-8.090382320175001e-05	-5.910342791283000e-03	1.319038625619000e-03
1.061000000000000e+00	6.784844384311001e-04	-4.868234607016000e-03	1.323395819456000e-03
1.062000000000000e+00	1.437872700064000e-03	-3.826126422749000e-03	1.327753013292000e-03
1.063000000000000e+00	1.973626996793000e-03	-2.772852963895000e-03	1.335642441566000e-03
1.064000000000000e+00	2.285747333467000e-03	-1.708414230696000e-03	1.347064104201000e-03
1.065000000000000e+00	2.597867666740000e-03	-6.439754974587000e-04	1.358485766836000e-03
1.066000000000000e+00	2.282654245260000e-03	4.274743628680000e-04	1.369886557545000e-03
1.067000000000000e+00	1.967440823779000e-03	1.498924223194000e-03	1.381287348254000e-03
1.068000000000000e+00	1.432212584211000e-03	2.566212483980000e-03	1.389158368347000e-03
1.069000000000000e+00	6.769695313258000e-04	3.629339145315000e-03	1.393499617900000e-03
1.070000000000000e+00	-7.827352154063999e-05	4.692465806545000e-03	1.397840867400000e-03
1.071000000000000e+00	-8.300552197529000e-04	5.736097746265000e-03	1.392243352338000e-03
1.072000000000000e+00	-1.581836917965000e-03	6.779729685986000e-03	1.386645837276000e-03
1.073000000000000e+00	-2.112235502165000e-03	7.810973878732000e-03	1.377550543184000e-03
1.074000000000000e+00	-2.421250977154000e-03	8.829830324772000e-03	1.364957470136000e-03
1.075000000000000e+00	-2.730266448775000e-03	9.848686770672001e-03	1.352364397089000e-03
1.076000000000000e+00	-2.418106662230000e-03	1.084169509100000e-02	1.339794309416000e-03
1.077000000000000e+00	-2.105946875685000e-03	1.183470341134000e-02	1.327224221744000e-03
1.078000000000000e+00	-1.575966839468000e-03	1.281432700634000e-02	1.318152401940000e-03
1.079000000000000e+00	-8.281665583024001e-04	1.378056587630000e-02	1.312578849927000e-03
1.080000000000000e+00	-8.036627715708000e-05	1.474680474610000e-02	1.307005297968000e-03
1.081000000000000e+00	6.637141849870000e-04	1.568149137380000e-02	1.311282051333000e-03
1.082000000000000e+00	1.407794647131000e-03	1.661617800151000e-02	1.315558804699000e-03
1.083000000000000e+00	1.932394256522000e-03	1.752997221861000e-02	1.323303525040000e-03
1.084000000000000e+00	2.237513017921000e-03	1.842287402557000e-02	1.334516212283000e-03
1.085000000000000e+00	2.542631775981000e-03	1.931577583223000e-02	1.345728899526000e-03
1.086000000000000e+00	2.232011572721000e-03	2.015299803229000e-02	1.356924989525000e-03
1.087000000000000e+00	1.921391369462000e-03	2.099022023235000e-02	1.368121079525000e-03
1.088000000000000e+00	1.394808999808000e-03	2.179289231547000e-02	1.375854359408000e-03
1.089000000000000e+00	6.522644684416000e-04	2.256101428241000e-02	1.380124829249000e-03
1.090000000000000e+00	-9.028006290648000e-05	2.332913624891000e-02	1.384395299036000e-03
1.091000000000000e+00	-8.294158922406000e-04	2.401930012895000e-02	1.378911875677000e-03
1.092000000000000e+00	-1.568551721575000e-03	2.470946400898000e-02	1.373428452318000e-03
1.093000000000000e+00	-2.090338680060000e-03	2.535934201170000e-02	1.364511209750000e-03
1.094000000000000e+00	-2.394776772408000e-03	2.596893413796000e-02	1.352160148050000e-03
1.095000000000000e+00	-2.699214861451000e-03	2.657852626380000e-02	1.339809086349000e-03
1.096000000000000e+00	-2.393740170934000e-03	2.710950739238000e-02	1.327477879923000e-03
1.097000000000000e+00	-2.088265480418000e-03	2.764048852096000e-02	1.315146673497000e-03
1.098000000000000e+00	-1.568877489146000e-03	2.813342944823000e-02	1.306247934703000e-03
1.099000000000000e+00	-8.355762017578000e-04	2.858833017500000e-02	1.300781663465000e-03
1.100000000000000e+00	-1.022749143881000e-04	2.904323090135000e-02	1.295315392280000e-03
1.101000000000000e+00	6.275110076186000e-04	2.942118578964000e-02	1.299516547000000e-03
1.102000000000000e+00	1.357296929625000e-03	2.979914067793000e-02	1.303717701720000e-03
1.103000000000000e+00	1.871638260211000e-03	3.013569694947000e-02	1.311322925834000e-03
1.104000000000000e+00	2.170535004047000e-03	3.043085460517000e-02	1.322332219270000e-03
1.105000000000000e+00	2.469431744606000e-03	3.072601226037000e-02	1.333341512706000e-03
1.106000000000000e+00	2.163791350531000e-03	3.092925645586000e-02	1.344335012568000e-03
1.107000000000000e+00	1.858150956456000e-03	3.113250065136000e-02	1.355328512429000e-03
1.108000000000000e+00	1.340454263026000e-03	3.128561006287000e-02	1.362923041356000e-03
1.109000000000000e+00	6.107012748379000e-04	3.138858469150000e-02	1.367118599422000e-03
1.110000000000000e+00	-1.190517133318000e-04	3.149155931956000e-02	1.371314157436000e-03
1.111000000000000e+00	-8.454529768595999e-04	3.149064501689000e-02	1.365935121082000e-03
1.112000000000000e+00	-1.571854240387000e-03	3.148973071421000e-02	1.360556084729000e-03
1.113000000000000e+00	-2.084790335057000e-03	3.143823655281000e-02	1.351806497134000e-03
1.114000000000000e+00	-2.384261265497000e-03	3.133616253378000e-02	1.339686358370000e-03
1.115000000000000e+00	-2.683732192690000e-03	3.123408851424000e-02	1.327566219606000e-03
1.116000000000000e+00	-2.384106035623000e-03	3.103825243204000e-02	1.315467068772000e-03
1.117000000000000e+00	-2.084479878557000e-03	3.084241634984000e-02	1.303367917937000e-03
1.118000000000000e+00	-1.574669704886000e-03	3.060374502840000e-02	1.294639549384000e-03
1.119000000000000e+00	-8.546755191674000e-04	3.032223846865000e-02	1.289281963040000e-03
1.120000000000000e+00	-1.346813334662000e-04	3.004073190846000e-02	1.283924376746000e-03
1.121000000000000e+00	5.820903064926000e-04	2.967840221791000e-02	1.288059409491000e-03
1.122000000000000e+00	1.298861946452000e-03	2.931607252735000e-02	1.292194442235000e-03
1.123000000000000e+00	1.804128096025000e-03	2.891332974321000e-02	1.299671398050000e-03
1.124000000000000e+00	2.097888759801000e-03	2.847017386634000e-02	1.310490276862000e-03
1.125000000000000e+00	2.391649420358000e-03	2.802701798902000e-02	1.321309155674000e-03
1.126000000000000e+00	2.091743544398000e-03	2.749982748292000e-02	1.332109727648000e-03
1.127000000000000e+00	1.791837668437000e-03	2.697263697682000e-02	1.342910299622000e-03
1.128000000000000e+00	1.283654676047000e-03	2.640217617811000e-02	1.350371311690000e-03
1.129000000000000e+00	5.671945717452000e-04	2.578844508771000e-02	1.354492763924000e-03
1.130000000000000e+00	-1.492655325390000e-04	2.517471399685000e-02	1.358614216108000e-03
1.131000000000000e+00	-8.624522669634001e-04	2.447649998761000e-02	1.353330258888000e-03
1.132000000000000e+00	-1.575639001388000e-03	2.377828597836000e-02	1.348046301668000e-03
1.133000000000000e+00	-2.079136935023000e-03	2.304191081653000e-02	1.339451925391000e-03
1.134000000000000e+00	-2.372946072415000e-03	2.226737450295000e-02	1.327547130127000e-03
1.135000000000000e+00	-2.666755206616000e-03	2.149283818902000e-02	1.315642334864000e-03
1.136000000000000e+00	-2.371975773205000e-03	2.065454979196000e-02	1.303760473605000e-03
1.137000000000000e+00	-2.077196339795000e-03	1.981626139491000e-02	1.291878612345000e-03
1.138000000000000e+00	-1.575862526405000e-03	1.895261378079000e-02	1.283309631854000e-03
1.139000000000000e+00	-8.679743375147000e-04	1.806360695015000e-02	1.278053532059000e-03
1.140000000000000e+00	-1.600861486403000e-04	1.717460011929000e-02	1.272797432314000e-03
1.141000000000000e+00	5.448295867405000e-04	1.624446266599000e-02	1.276869733411000e-03
1.142000000000000e+00	1.249745322121000e-03	1.531432521269000e-02	1.280942034509000e-03
1.143000000000000e+00	1.746959028531000e-03	1.436588518475000e-02	1.288298326713000e-03
1.144000000000000e+00	2.036470710474000e-03	1.339914258255000e-02	1.298938609953000e-03
1.145000000000000e+00	2.325982389255000e-03	1.243239998016000e-02	1.309578893192000e-03
1.146000000000000e+00	2.032350668964000e-03	1.143009553654000e-02	1.320200666373000e-03
1.147000000000000e+00	1.738718948673000e-03	1.042779109291000e-02	1.330822439555000e-03
1.148000000000000e+00	1.240476651719000e-03	9.408389613355000e-03	1.338161767614000e-03
1.149000000000000e+00	5.376237825392000e-04	8.371891098249000e-03	1.342218650623000e-03
1.150000000000000e+00	-1.652290866234000e-04	7.335392582986000e-03	1.346275533581000e-03
1.151000000000000e+00	-8.648667885439000e-04	6.270156454365000e-03	1.341087318645000e-03
1.152000000000000e+00	-1.564504490465000e-03	5.204920325744000e-03	1.335899103709000e-03
1.153000000000000e+00	-2.058111171741000e-03	4.130831097583000e-03	1.327456271161000e-03
1.154000000000000e+00	-2.345686836842000e-03	3.047888770073000e-03	1.315758821072000e-03
1.155000000000000e+00	-2.633262498807000e-03	1.964946442548000e-03	1.304061370983000e-03
1.156000000000000e+00	-2.342469980214000e-03	8.792170652900000e-04	1.292384323715000e-03
1.157000000000000e+00	-2.051677461621000e-03	-2.065123119676000e-04	1.280707276446000e-03
1.158000000000000e+00	-1.557894031853000e-03	-1.286180945478000e-03	1.272285821769000e-03
1.159000000000000e+00	-8.611196953113000e-04	-2.359788835373000e-03	1.267119959614000e-03
1.160000000000000e+00	-1.643453587851000e-04	-3.433396725142000e-03	1.261954097508000e-03
1.161000000000000e+00	5.295587847966000e-04	-4.483844607742000e-03	1.265957931671000e-03
1.162000000000000e+00	1.223462928378000e-03	-5.534292490342000e-03	1.269961765834000e-03
1.163000000000000e+00	1.713271772804000e-03	-6.570377628729000e-03	1.277194930437000e-03
1.164000000000000e+00	1.998985322499000e-03	-7.592100023215000e-03	1.287657425411000e-03
1.165000000000000e+00	2.284698869088000e-03	-8.613822417536001e-03	1.298119920385000e-03
1.166000000000000e+00	1.997330881549000e-03	-9.605184255058999e-03	1.308568107978000e-03
1.167000000000000e+00	1.709962894010000e-03	-1.059654609258000e-02	1.319016295571000e-03
1.168000000000000e+00	1.221497047994000e-03	-1.157200749621000e-02	1.326239564280000e-03
1.169000000000000e+00	5.319333478621000e-04	-1.253156846630000e-02	1.330237914175000e-03
1.170000000000000e+00	-1.576303522528000e-04	-1.349112943619000e-02	1.334236264022000e-03
1.171000000000000e+00	-8.440525601127000e-04	-1.441394482646000e-02	1.329147790185000e-03
1.172000000000000e+00	-1.530474767973000e-03	-1.533676021673000e-02	1.324059316347000e-03
1.173000000000000e+00	-2.014397727155000e-03	-1.623624571355000e-02	1.315770599744000e-03
1.174000000000000e+00	-2.295821442052000e-03	-1.711240131743000e-02	1.304281640445000e-03
1.175000000000000e+00	-2.577245153867000e-03	-1.798855692099000e-02	1.292792681146000e-03
1.176000000000000e+00	-2.290177124285000e-03	-1.880481910272000e-02	1.281319793237000e-03
1.177000000000000e+00	-2.003109094704000e-03	-1.962108128444000e-02	1.269846905329000e-03
1.178000000000000e+00	-1.516509826933000e-03	-2.040103034166000e-02	1.261572212214000e-03
1.179000000000000e+00	-8.303793252991000e-04	-2.114466627517000e-02	1.256495713823000e-03
1.180000000000000e+00	-1.442488236810000e-04	-2.188830220823000e-02	1.251419215481000e-03
1.181000000000000e+00	5.390318340148000e-04	-2.255085911453000e-02	1.255354127964000e-03
1.182000000000000e+00	1.222312491710000e-03	-2.321341602082000e-02	1.259289040447000e-03
1.183000000000000e+00	1.704922300073000e-03	-2.383412625520000e-02	1.266398402810000e-03
1.184000000000000e+00	1.986861263453000e-03	-2.441298981856000e-02	1.276682214983000e-03
1.185000000000000e+00	2.268800223778000e-03	-2.499185338148000e-02	1.286966027156000e-03
1.186000000000000e+00	1.987233441883000e-03	-2.548871057786000e-02	1.297237682753000e-03
1.187000000000000e+00	1.705666659987000e-03	-2.598556777424000e-02	1.307509338350000e-03
1.188000000000000e+00	1.226322763460000e-03	-2.644256744085000e-02	1.314612154419000e-03
1.189000000000000e+00	5.492017565886000e-04	-2.685970957856000e-02	1.318546131029000e-03
1.190000000000000e+00	-1.279192502662000e-04	-2.727685171584000e-02	1.322480107590000e-03
1.191000000000000e+00	-8.020926543214000e-04	-2.761350919425000e-02	1.317483786306000e-03
1.192000000000000e+00	-1.476266058376000e-03	-2.795016667266000e-02	1.312487465021000e-03
1.193000000000000e+00	-1.951393648352000e-03	-2.824393019505000e-02	1.304345948607000e-03
1.194000000000000e+00	-2.227475428564000e-03	-2.849479976235000e-02	1.293059237132000e-03
1.195000000000000e+00	-2.503557205745000e-03	-2.874566932915000e-02	1.281772525656000e-03
1.196000000000000e+00	-2.220726111700000e-03	-2.890250089227000e-02	1.270502466622000e-03
1.197000000000000e+00	-1.937895017655000e-03	-2.905933245539000e-02	1.259232407587000e-03
1.198000000000000e+00	-1.458874323163000e-03	-2.916540566016000e-02	1.251106543675000e-03
1.199000000000000e+00	-7.836640324795000e-04	-2.922072050768000e-02	1.246124874816000e-03
1.200000000000000e+00	-1.084537418112000e-04	-2.927603535464000e-02	1.241143206005000e-03
1.201000000000000e+00	5.639493289481000e-04	-2.922680243121000e-02	1.245020105373000e-03
1.202000000000000e+00	1.236352399707000e-03	-2.917756950779000e-02	1.248897004742000e-03
1.203000000000000e+00	1.711403606227000e-03	-2.907751663425000e-02	1.255893948309000e-03
1.204000000000000e+00	1.989102952788000e-03	-2.892664381170000e-02	1.266010936008000e-03
1.205000000000000e+00	2.266802296344000e-03	-2.877577098865000e-02	1.276127923706000e-03
1.206000000000000e+00	1.990244153851000e-03	-2.853055108488000e-02	1.286230131679000e-03
1.207000000000000e+00	1.713686011358000e-03	-2.828533118112000e-02	1.296332339651000e-03
1.208000000000000e+00	1.242538147270000e-03	-2.799693701609000e-02	1.303317338418000e-03
1.209000000000000e+00	5.768005658066000e-04	-2.766536859073000e-02	1.307185128046000e-03
1.210000000000000e+00	-8.893701564212000e-05	-2.733380016494000e-02	1.311052917627000e-03
1.211000000000000e+00	-7.519952944211000e-04	-2.692093821521000e-02	1.306137776580000e-03
1.212000000000000e+00	-1.415053573200000e-03	-2.650807626548000e-02	1.301222635533000e-03
1.213000000000000e+00	-1.882455268701000e-03	-2.605487625912000e-02	1.293214783894000e-03
1.214000000000000e+00	-2.154200385167000e-03	-2.556133819699000e-02	1.282114221729000e-03
1.215000000000000e+00	-2.425945498653000e-03	-2.506780013441000e-02	1.271013659564000e-03
1.216000000000000e+00	-2.148135894378000e-03	-2.449128049526000e-02	1.259931797527000e-03
1.217000000000000e+00	-1.870326290102000e-03	-2.391476085610000e-02	1.248849935490000e-03
1.218000000000000e+00	-1.399591754383000e-03	-2.329594196062000e-02	1.240862043566000e-03
1.219000000000000e+00	-7.359322914037000e-04	-2.263482380971000e-02	1.235968121690000e-03
1.220000000000000e+00	-7.227282843954999e-05	-2.197370565836000e-02	1.231074199860000e-03
1.221000000000000e+00	5.886013886275000e-04	-2.123063166252000e-02	1.234896266020000e-03
1.222000000000000e+00	1.249475605694000e-03	-2.048755766667000e-02	1.238718332180000e-03
1.223000000000000e+00	1.716224410831000e-03	-1.970766840435000e-02	1.245610238213000e-03
1.224000000000000e+00	1.988847808248000e-03	-1.889096387634000e-02	1.255571984050000e-03
1.225000000000000e+00	2.261471202708000e-03	-1.807425934800000e-02	1.265533729887000e-03
1.226000000000000e+00	1.988857723891000e-03	-1.719636098257000e-02	1.275481065910000e-03
1.227000000000000e+00	1.716244245074000e-03	-1.631846261714000e-02	1.285428401933000e-03
1.228000000000000e+00	1.252172535307000e-03	-1.541641100814000e-02	1.292308505183000e-03
1.229000000000000e+00	5.966425987406001e-04	-1.449020615612000e-02	1.296121375726000e-03
1.230000000000000e+00	-5.888733781198000e-05	-1.356400130389000e-02	1.299934246223000e-03
1.231000000000000e+00	-7.119056806988000e-04	-1.259919790481000e-02	1.295103944638000e-03
1.232000000000000e+00	-1.364924023585000e-03	-1.163439450573000e-02	1.290273643052000e-03
1.233000000000000e+00	-1.825532377621000e-03	-1.065280208036000e-02	1.282399002041000e-03
1.234000000000000e+00	-2.093730746977000e-03	-9.654420629050999e-03	1.271480021670000e-03
1.235000000000000e+00	-2.361929113403000e-03	-8.656039177571000e-03	1.260561041299000e-03
1.236000000000000e+00	-2.089601300283000e-03	-7.625867219896000e-03	1.249657405534000e-03
1.237000000000000e+00	-1.817273487162000e-03	-6.595695262221000e-03	1.238753769769000e-03
1.238000000000000e+00	-1.355184988479000e-03	-5.550665683827000e-03	1.230893397013000e-03
1.239000000000000e+00	-7.033358083463000e-04	-4.490778485035000e-03	1.226076287199000e-03
1.240000000000000e+00	-5.148662822911000e-05	-3.430891286115000e-03	1.221259177431000e-03
1.241000000000000e+00	5.975671706823000e-04	-2.347136728848000e-03	1.225018284071000e-03
1.242000000000000e+00	1.246620969594000e-03	-1.263382171582000e-03	1.228777390712000e-03
1.243000000000000e+00	1.704657579029000e-03	-1.731919001855000e-04	1.235558340829000e-03
1.244000000000000e+00	1.971677003130000e-03	9.234340852001000e-04	1.245361134358000e-03
1.245000000000000e+00	2.238696424323000e-03	2.020060070577000e-03	1.255163927887000e-03
1.246000000000000e+00	1.969208188810000e-03	3.114980659103000e-03	1.264956476257000e-03
1.247000000000000e+00	1.699719953298000e-03	4.209901247630000e-03	1.274749024626000e-03
1.248000000000000e+00	1.241825961097000e-03	5.296700277332000e-03	1.281525356576000e-03
1.249000000000000e+00	5.955262162921000e-04	6.375377748385000e-03	1.285285472172000e-03
1.250000000000000e+00	-5.077352849901000e-05	7.454055219290000e-03	1.289045587722000e-03
1.251000000000000e+00	-6.946322576331000e-04	8.505577962940001e-03	1.284302989578000e-03
1.252000000000000e+00	-1.338490986767000e-03	9.557100706589000e-03	1.279560391434000e-03
1.253000000000000e+00	-1.793016885598000e-03	1.059215127481000e-02	1.271822031669000e-03
1.254000000000000e+00	-2.058209958232000e-03	1.161072966797000e-02	1.261087910347000e-03
1.255000000000000e+00	-2.323403027982000e-03	1.262930806094000e-02	1.250353789024000e-03
1.256000000000000e+00	-2.056659489308000e-03	1.361285145926000e-02	1.239632541151000e-03
1.257000000000000e+00	-1.789915950633000e-03	1.459639485757000e-02	1.228911293277000e-03
1.258000000000000e+00	-1.336402181757000e-03	1.556149460652000e-02	1.221183119482000e-03
1.259000000000000e+00	-6.961181867285000e-04	1.650815070650000e-02	1.216448019700000e-03
1.260000000000000e+00	-5.583419171499000e-05	1.745480680626000e-02	1.211712919965000e-03
1.261000000000000e+00	5.817640411548000e-04	1.835953133461000e-02	1.215414188581000e-03
1.262000000000000e+00	1.219362274024000e-03	1.926425586297000e-02	1.219115457198000e-03
1.263000000000000e+00	1.668992830307000e-03	2.014321686601000e-02	1.225789341488000e-03
1.264000000000000e+00	1.930655714079000e-03	2.099641434428000e-02	1.235435841389000e-03
1.265000000000000e+00	2.192318594988000e-03	2.184961182221000e-02	1.245082341290000e-03
1.266000000000000e+00	1.925965769172000e-03	2.263866779796000e-02	1.254717761180000e-03
1.267000000000000e+00	1.659612943356000e-03	2.342772377371000e-02	1.264353181070000e-03
1.268000000000000e+00	1.207814978064000e-03	2.417866665346000e-02	1.271020394193000e-03
1.269000000000000e+00	5.705718773175000e-04	2.489149643802000e-02	1.274719400614000e-03
1.270000000000000e+00	-6.667122341570000e-05	2.560432622212000e-02	1.278418406989000e-03
1.271000000000000e+00	-7.015432913679000e-04	2.623288779526000e-02	1.273750841060000e-03
1.272000000000000e+00	-1.336415359320000e-03	2.686144936841000e-02	1.269083275132000e-03
1.273000000000000e+00	-1.784930244375000e-03	2.744660293990000e-02	1.261468488941000e-03
1.274000000000000e+00	-2.047087950575000e-03	2.798834851069000e-02	1.250906482550000e-03
1.275000000000000e+00	-2.309245653936000e-03	2.853009408102000e-02	1.240344476160000e-03
1.276000000000000e+00	-2.047748014717000e-03	2.898654540404000e-02	1.229797939037000e-03
1.277000000000000e+00	-1.786250375499000e-03	2.944299672706000e-02	1.219251401914000e-03
1.278000000000000e+00	-1.340840645124000e-03	2.985787967760000e-02	1.211652096394000e-03
1.279000000000000e+00	-7.115188275812000e-04	3.023119425657000e-02	1.207000022413000e-03
1.280000000000000e+00	-8.219701005217001e-05	3.060450883509000e-02	1.202347948476000e-03
1.281000000000000e+00	5.446589586859000e-04	3.089407246557000e-02	1.206001270635000e-03
1.282000000000000e+00	1.171514927424000e-03	3.118363609606000e-02	1.209654592794000e-03
1.283000000000000e+00	1.613426071250000e-03	3.142894528741000e-02	1.216233920467000e-03
1.284000000000000e+00	1.870392394174000e-03	3.163000004058000e-02	1.225739253590000e-03
1.285000000000000e+00	2.127358714281000e-03	3.183105479323000e-02	1.235244586713000e-03
1.286000000000000e+00	1.864676304100000e-03	3.193617062496000e-02	1.244737236656000e-03
1.287000000000000e+00	1.601993893919000e-03	3.204128645669000e-02	1.254229886598000e-03
1.288000000000000e+00	1.156794565786000e-03	3.209510904516000e-02	1.260799086857000e-03
