# t_ns	Wlong_V/pC	Wx_dip_V/pCmm	Wy_dip_V/pCmm
9.181520203894e-02	2.206378991863e+01	2.076148269518e-01	2.022784625031e-01
9.194865436748e-02	2.135504095956e+01	2.085045638581e-01	2.037269061978e-01
9.208210669603e-02	2.062940464037e+01	2.093526017159e-01	2.051451119889e-01
9.221555902457e-02	1.988372558056e+01	2.101587281894e-01	2.065327067029e-01
9.234901135312e-02	1.911913636907e+01	2.109227436423e-01	2.078893243298e-01
9.248246368166e-02	1.833772586603e+01	2.116444612074e-01	2.092146061526e-01
9.261591601021e-02	1.753297244190e+01	2.123237068513e-01	2.105082008751e-01
9.274936833875e-02	1.670376676184e+01	2.129603194353e-01	2.117697647478e-01
9.288282066730e-02	1.584720178166e+01	2.135541507712e-01	2.129989616920e-01
9.301627299584e-02	1.496802815229e+01	2.141050656737e-01	2.141954634217e-01
9.314972532439e-02	1.405940244960e+01	2.146129420075e-01	2.153589495635e-01
9.328317765293e-02	1.312012881930e+01	2.150776707307e-01	2.164891077746e-01
9.341662998148e-02	1.215266744829e+01	2.154991559331e-01	2.175856338583e-01
9.355008231002e-02	1.115257951113e+01	2.158773148706e-01	2.186482318779e-01
9.368353463857e-02	1.012367755162e+01	2.162120779950e-01	2.196766142673e-01
9.381698696711e-02	9.059325976036e+00	2.165033889792e-01	2.206705019407e-01
9.395043929566e-02	7.963619126531e+00	2.167512047378e-01	2.216296243990e-01
9.408389162420e-02	6.841672273460e+00	2.169554954437e-01	2.225537198338e-01
9.421734395275e-02	5.685939418127e+00	2.171162445395e-01	2.234425352297e-01
9.435079628129e-02	4.500358307745e+00	2.172334487453e-01	2.242958264634e-01
9.448424860984e-02	3.290879678744e+00	2.173071180609e-01	2.251133584004e-01
9.461770093838e-02	2.057153992109e+00	2.173372757646e-01	2.258949049898e-01
9.475115326693e-02	8.059576850981e-01	2.173239584065e-01	2.266402493555e-01
9.488460559547e-02	-4.630066059440e-01	2.172672157982e-01	2.273491838852e-01
9.501805792402e-02	-1.742084367992e+00	2.171671109971e-01	2.280215103172e-01
9.515151025256e-02	-3.023447002965e+00	2.170237202867e-01	2.286570398235e-01
9.528496258111e-02	-4.307824636559e+00	2.168371331528e-01	2.292555930908e-01
9.541841490965e-02	-5.578620551790e+00	2.166074522540e-01	2.298170003987e-01
9.555186723820e-02	-6.835970182908e+00	2.163347933890e-01	2.303411016943e-01
9.568531956674e-02	-8.069879907533e+00	2.160192854587e-01	2.308277466652e-01
9.581877189529e-02	-9.269794154860e+00	2.156610704238e-01	2.312767948082e-01
9.595222422383e-02	-1.043574408794e+01	2.152603032588e-01	2.316881154957e-01
9.608567655238e-02	-1.154904449174e+01	2.148171519000e-01	2.320615880396e-01
9.621912888092e-02	-1.261169509533e+01	2.143317971908e-01	2.323971017508e-01
9.635258120947e-02	-1.361348185591e+01	2.138044328213e-01	2.326945559973e-01
9.648603353801e-02	-1.454642824654e+01	2.132352652646e-01	2.329538602574e-01
9.661948586656e-02	-1.540994005659e+01	2.126245137074e-01	2.331749341715e-01
9.675293819510e-02	-1.619416661575e+01	2.119724099777e-01	2.333577075896e-01
9.688639052365e-02	-1.690042217676e+01	2.112791984671e-01	2.335021206159e-01
9.701984285219e-02	-1.752311205704e+01	2.105451360495e-01	2.336081236501e-01
9.715329518074e-02	-1.806605714386e+01	2.097704919950e-01	2.336756774261e-01
9.728674750928e-02	-1.852571742509e+01	2.089555478801e-01	2.337047530460e-01
9.742019983783e-02	-1.890392429816e+01	2.081005974935e-01	2.336953320126e-01
9.755365216637e-02	-1.920514440989e+01	2.072059467371e-01	2.336474062570e-01
9.768710449492e-02	-1.942981507191e+01	2.062719135241e-01	2.335609781638e-01
9.782055682346e-02	-1.958986351410e+01	2.052988276722e-01	2.334360605925e-01
9.795400915201e-02	-1.968339905466e+01	2.042870307923e-01	2.332726768957e-01
9.808746148055e-02	-1.972240455862e+01	2.032368761746e-01	2.330708609339e-01
9.822091380910e-02	-1.971339903121e+01	2.021487286691e-01	2.328306570865e-01
9.835436613764e-02	-1.966142400727e+01	2.010229645635e-01	2.325521202600e-01
9.848781846619e-02	-1.958136519787e+01	1.998599714561e-01	2.322353158923e-01
9.862127079473e-02	-1.947750789953e+01	1.986601481255e-01	2.318803199534e-01
9.875472312328e-02	-1.936197366433e+01	1.974239043967e-01	2.314872189430e-01
9.888817545182e-02	-1.924281064084e+01	1.961516610024e-01	2.310561098843e-01
9.902162778037e-02	-1.913253608463e+01	1.948438494417e-01	2.305871003148e-01
9.915508010891e-02	-1.903994046363e+01	1.935009118344e-01	2.300803082724e-01
9.928853243746e-02	-1.897345951379e+01	1.921233007720e-01	2.295358622797e-01
9.942198476600e-02	-1.894739413656e+01	1.907114791650e-01	2.289539013231e-01
9.955543709455e-02	-1.896601921086e+01	1.892659200870e-01	2.283345748292e-01
9.968888942309e-02	-1.903892439664e+01	1.877871066145e-01	2.276780426381e-01
9.982234175164e-02	-1.917806977276e+01	1.862755316645e-01	2.269844749719e-01
9.995579408018e-02	-1.938988926561e+01	1.847316978276e-01	2.262540524006e-01
1.000892464087e-01	-1.968060567411e+01	1.831561171985e-01	2.254869658043e-01
1.002226987373e-01	-2.005810186930e+01	1.815493112030e-01	2.246834163317e-01
1.003561510658e-01	-2.052026349823e+01	1.799118104220e-01	2.238436153550e-01
1.004896033944e-01	-2.107661929815e+01	1.782441544121e-01	2.229677844217e-01
1.006230557229e-01	-2.173134272217e+01	1.765468915236e-01	2.220561552020e-01
1.007565080515e-01	-2.248014538415e+01	1.748205787147e-01	2.211089694339e-01
1.008899603800e-01	-2.332613928256e+01	1.730657813640e-01	2.201264788634e-01
1.010234127085e-01	-2.426138463560e+01	1.712830730786e-01	2.191089451827e-01
1.011568650371e-01	-2.528558780922e+01	1.694730355012e-01	2.180566399634e-01
1.012903173656e-01	-2.638903751864e+01	1.676362581128e-01	2.169698445873e-01
1.014237696942e-01	-2.756683338766e+01	1.657733380337e-01	2.158488501733e-01
1.015572220227e-01	-2.881441200713e+01	1.638848798217e-01	2.146939575010e-01
1.016906743513e-01	-3.011340065732e+01	1.619714952679e-01	2.135054769307e-01
1.018241266798e-01	-3.145316514336e+01	1.600338031896e-01	2.122837283202e-01
1.019575790084e-01	-3.282200229477e+01	1.580724292217e-01	2.110290409378e-01
1.020910313369e-01	-3.420905940121e+01	1.560880056046e-01	2.097417533727e-01
1.022244836654e-01	-3.559589840550e+01	1.540811709711e-01	2.084222134412e-01
1.023579359940e-01	-3.697360684509e+01	1.520525701302e-01	2.070707780901e-01
1.024913883225e-01	-3.832369483686e+01	1.500028538497e-01	2.056878132968e-01
1.026248406511e-01	-3.963009788071e+01	1.479326786358e-01	2.042736939657e-01
1.027582929796e-01	-4.088479234101e+01	1.458427065119e-01	2.028288038218e-01
1.028917453082e-01	-4.207315072019e+01	1.437336047943e-01	2.013535353012e-01
1.030251976367e-01	-4.318755381933e+01	1.416060458676e-01	1.998482894378e-01
1.031586499653e-01	-4.421016145682e+01	1.394607069572e-01	1.983134757474e-01
1.032921022938e-01	-4.513759458561e+01	1.372982699008e-01	1.967495121084e-01
1.034255546224e-01	-4.596307232018e+01	1.351194209181e-01	1.951568246401e-01
1.035590069509e-01	-4.667899245830e+01	1.329248503796e-01	1.935358475765e-01
1.036924592794e-01	-4.728448869741e+01	1.307152525733e-01	1.918870231389e-01
1.038259116080e-01	-4.777377941484e+01	1.284913254708e-01	1.902108014042e-01
1.039593639365e-01	-4.814583795895e+01	1.262537704916e-01	1.885076401707e-01
1.040928162651e-01	-4.840267767352e+01	1.240032922671e-01	1.867780048215e-01
1.042262685936e-01	-4.854862801747e+01	1.217405984026e-01	1.850223681841e-01
1.043597209222e-01	-4.857785323275e+01	1.194663992393e-01	1.832412103885e-01
1.044931732507e-01	-4.850148935309e+01	1.171814076150e-01	1.814350187210e-01
1.046266255793e-01	-4.832340573403e+01	1.148863386237e-01	1.796042874769e-01
1.047600779078e-01	-4.804282053815e+01	1.125819093755e-01	1.777495178091e-01
1.048935302363e-01	-4.766873366245e+01	1.102688387549e-01	1.758712175757e-01
1.050269825649e-01	-4.720429459137e+01	1.079478471794e-01	1.739699011832e-01
1.051604348934e-01	-4.666018992750e+01	1.056196563569e-01	1.720460894290e-01
1.052938872220e-01	-4.603758555343e+01	1.032849890434e-01	1.701003093404e-01
1.054273395505e-01	-4.534228794418e+01	1.009445688006e-01	1.681330940113e-01
1.055607918791e-01	-4.458015914223e+01	9.859911975249e-02	1.661449824369e-01
1.056942442076e-01	-4.375931454447e+01	9.624936634260e-02	1.641365193464e-01
1.058276965362e-01	-4.288592379209e+01	9.389603309118e-02	1.621082550325e-01
1.059611488647e-01	-4.196219429814e+01	9.153984435234e-02	1.600607451798e-01
1.060946011933e-01	-4.099545430342e+01	8.918152407138e-02	1.579945506905e-01
1.062280535218e-01	-3.999184891459e+01	8.682179554253e-02	1.559102375082e-01
1.063615058503e-01	-3.895998584275e+01	8.446138116699e-02	1.538083764403e-01
1.064949581789e-01	-3.790096059056e+01	8.210100221144e-02	1.516895429774e-01
1.066284105074e-01	-3.682629196559e+01	7.974137856713e-02	1.495543171117e-01
1.067618628360e-01	-3.573992519217e+01	7.738322850959e-02	1.474032831536e-01
1.068953151645e-01	-3.464248294257e+01	7.502726845903e-02	1.452370295464e-01
1.070287674931e-01	-3.354712801204e+01	7.267421274163e-02	1.430561486791e-01
1.071622198216e-01	-3.245637440682e+01	7.032477335164e-02	1.408612366982e-01
1.072956721502e-01	-3.137643991169e+01	6.797965971455e-02	1.386528933177e-01
1.074291244787e-01	-3.031312634136e+01	6.563957845124e-02	1.364317216277e-01
1.075625768072e-01	-2.926794249190e+01	6.330523314339e-02	1.341983279018e-01
1.076960291358e-01	-2.824149995458e+01	6.097732410003e-02	1.319533214027e-01
1.078294814643e-01	-2.724427750797e+01	5.865654812547e-02	1.296973141874e-01
1.079629337929e-01	-2.627734669250e+01	5.634359828865e-02	1.274309209107e-01
1.080963861214e-01	-2.533832143259e+01	5.403916369397e-02	1.251547586276e-01
1.082298384500e-01	-2.443556528525e+01	5.174392925368e-02	1.228694465952e-01
1.083632907785e-01	-2.356198540979e+01	4.945857546193e-02	1.205756060732e-01
1.084967431071e-01	-2.272066834988e+01	4.718377817063e-02	1.182738601237e-01
1.086301954356e-01	-2.191405254576e+01	4.492020836705e-02	1.159648334103e-01
1.087636477642e-01	-2.114269829769e+01	4.266853195336e-02	1.136491519967e-01
1.088971000927e-01	-2.040675209570e+01	4.042940952819e-02	1.113274431440e-01
1.090305524212e-01	-1.970181224296e+01	3.820349617019e-02	1.090003351087e-01
1.091640047498e-01	-1.902984846295e+01	3.599144122380e-02	1.066684569386e-01
1.092974570783e-01	-1.839291788124e+01	3.379388808720e-02	1.043324382698e-01
1.094309094069e-01	-1.779325317987e+01	3.161147400257e-02	1.019929091228e-01
1.095643617354e-01	-1.722604628109e+01	2.944482984877e-02	9.965049969813e-02
1.096978140640e-01	-1.670004078228e+01	2.729457993640e-02	9.730584017220e-02
1.098312663925e-01	-1.620820791231e+01	2.516134180546e-02	9.495956049308e-02
1.099647187211e-01	-1.574955712653e+01	2.304572602557e-02	9.261229017614e-02
1.100981710496e-01	-1.533650312923e+01	2.094833599886e-02	9.026465809984e-02
1.102316233781e-01	-1.495902748800e+01	1.886976776567e-02	8.791729230170e-02
1.103650757067e-01	-1.462142644175e+01	1.681060981300e-02	8.557081977459e-02
1.104985280352e-01	-1.431943336707e+01	1.477144288587e-02	8.322586626323e-02
1.106319803638e-01	-1.405114810333e+01	1.275283980169e-02	8.088305606119e-02
1.107654326923e-01	-1.381746446530e+01	1.075536526754e-02	7.854301180838e-02
1.108988850209e-01	-1.361415540772e+01	8.779575700716e-03	7.620635428906e-02
1.110323373494e-01	-1.343433940169e+01	6.826019052241e-03	7.387370223059e-02
1.111657896780e-01	-1.327298251916e+01	4.895234633767e-03	7.154567210279e-02
1.112992420065e-01	-1.313089095962e+01	2.987752947668e-03	6.922287791827e-02
1.114326943350e-01	-1.299125632778e+01	1.104095520520e-03	6.690593103347e-02
1.115661466636e-01	-1.285597684115e+01	-7.552252600208e-04	6.459543995082e-02
1.116995989921e-01	-1.271725070967e+01	-2.589706304855e-03	6.229201012188e-02
1.118330513207e-01	-1.256980280212e+01	-4.398853979558e-03	5.999624375157e-02
1.119665036492e-01	-1.240616850587e+01	-6.182184256910e-03	5.770873960371e-02
1.120999559778e-01	-1.221410725815e+01	-7.939222865775e-03	5.543009280773e-02
1.122334083063e-01	-1.200532727202e+01	-9.669505436291e-03	5.316089466679e-02
1.123668606349e-01	-1.176518760041e+01	-1.137257764130e-02	5.090173246734e-02
1.125003129634e-01	-1.149218619244e+01	-1.304799533400e-02	4.865318929016e-02
1.126337652920e-01	-1.118896584077e+01	-1.469532468169e-02	4.641584382301e-02
1.127672176205e-01	-1.085143235347e+01	-1.631414229569e-02	4.419027017494e-02
1.129006699490e-01	-1.048218042646e+01	-1.790403535724e-02	4.197703769231e-02
1.130341222776e-01	-1.008339275191e+01	-1.946460173945e-02	3.977671077664e-02
1.131675746061e-01	-9.658994003340e+00	-2.099545012517e-02	3.758984870433e-02
1.133010269347e-01	-9.208107506541e+00	-2.249620012086e-02	3.541700544836e-02
1.134344792632e-01	-8.742083514194e+00	-2.396648236620e-02	3.325872950195e-02
1.135679315918e-01	-8.256804717644e+00	-2.540593863968e-02	3.111556370442e-02
1.137013839203e-01	-7.762653919389e+00	-2.681422195988e-02	2.898804506908e-02
1.138348362489e-01	-7.269011239308e+00	-2.819099668259e-02	2.687670461350e-02
1.139682885774e-01	-6.772016376011e+00	-2.953593859358e-02	2.478206719195e-02
1.141017409059e-01	-6.283102696672e+00	-3.084873499713e-02	2.270465133032e-02
1.142351932345e-01	-5.803757694472e+00	-3.212908480020e-02	2.064496906340e-02
1.143686455630e-01	-5.343895030393e+00	-3.337669859218e-02	1.860352577469e-02
1.145020978916e-01	-4.902431171431e+00	-3.459129872035e-02	1.658082003880e-02
1.146355502201e-01	-4.487469745085e+00	-3.577261936080e-02	1.457734346641e-02
1.147690025487e-01	-4.103814008595e+00	-3.692040658499e-02	1.259358055202e-02
1.149024548772e-01	-3.746312642524e+00	-3.803441842177e-02	1.063000852437e-02
1.150359072058e-01	-3.425813704073e+00	-3.911442491496e-02	8.687097199691e-03
1.151693595343e-01	-3.140074015345e+00	-4.016020817637e-02	6.765308837887e-03
1.153028118629e-01	-2.892547694904e+00	-4.117156243432e-02	4.865098001552e-03
1.154362641914e-01	-2.679810202120e+00	-4.214829407760e-02	2.986911418050e-03
1.155697165199e-01	-2.504492159448e+00	-4.309022169487e-02	1.131187844593e-03
1.157031688485e-01	-2.364321536074e+00	-4.399717610947e-02	-7.016420635576e-04
1.158366211770e-01	-2.254146327562e+00	-4.486900040962e-02	-2.511155881766e-03
1.159700735056e-01	-2.179797101802e+00	-4.570554997411e-02	-4.296939541481e-03
1.161035258341e-01	-2.129578212276e+00	-4.650669249330e-02	-6.058587452449e-03
1.162369781627e-01	-2.105463324337e+00	-4.727230798551e-02	-7.795702621631e-03
1.163704304912e-01	-2.100253702724e+00	-4.800228880888e-02	-9.507896768780e-03
1.165038828198e-01	-2.110888128941e+00	-4.869653966849e-02	-1.119479043861e-02
1.166373351483e-01	-2.134063067047e+00	-4.935497761896e-02	-1.285601310955e-02
1.167707874768e-01	-2.161828097628e+00	-4.997753206240e-02	-1.449120329900e-02
1.169042398054e-01	-2.195847284989e+00	-5.056414474174e-02	-1.610000866509e-02
1.170376921339e-01	-2.223887838363e+00	-5.111476972943e-02	-1.768208610485e-02
1.171711444625e-01	-2.247418689025e+00	-5.162937341163e-02	-1.923710184882e-02
1.173045967910e-01	-2.258862157599e+00	-5.210793446768e-02	-2.076473155198e-02
1.174380491196e-01	-2.253684015384e+00	-5.255044384507e-02	-2.226466038105e-02
1.175715014481e-01	-2.232894040689e+00	-5.295690472983e-02	-2.373658309805e-02
1.177049537767e-01	-2.188218997511e+00	-5.332733251235e-02	-2.518020414018e-02
1.178384061052e-01	-2.118928169772e+00	-5.366175474864e-02	-2.659523769584e-02
1.179718584338e-01	-2.021899841631e+00	-5.396021111711e-02	-2.798140777697e-02
1.181053107623e-01	-1.898977871764e+00	-5.422275337082e-02	-2.933844828747e-02
1.182387630908e-01	-1.744004765730e+00	-5.444944528524e-02	-3.066610308784e-02
1.183722154194e-01	-1.558303103677e+00	-5.464036260156e-02	-3.196412605588e-02
1.185056677479e-01	-1.343754190511e+00	-5.479559296560e-02	-3.323228114359e-02
1.186391200765e-01	-1.099208462280e+00	-5.491523586221e-02	-3.447034243005e-02
1.187725724050e-01	-8.272976967922e-01	-5.499940254542e-02	-3.567809417046e-02
1.189060247336e-01	-5.297488484190e-01	-5.504821596413e-02	-3.685533084116e-02
1.190394770621e-01	-2.116917959719e-01	-5.506181068353e-02	-3.800185718074e-02
1.191729293907e-01	1.274295739381e-01	-5.504033280225e-02	-3.911748822712e-02
1.193063817192e-01	4.794727047041e-01	-5.498393986522e-02	-4.020204935068e-02
1.194398340477e-01	8.429319030997e-01	-5.489280077232e-02	-4.125537628337e-02
1.195732863763e-01	1.209454297945e+00	-5.476709568288e-02	-4.227731514384e-02
1.197067387048e-01	1.572047119965e+00	-5.460701591602e-02	-4.326772245848e-02
1.198401910334e-01	1.931490467183e+00	-5.441276384692e-02	-4.422646517856e-02
1.199736433619e-01	2.274943003811e+00	-5.418455279900e-02	-4.515342069321e-02
1.201070956905e-01	2.597084955032e+00	-5.392260693214e-02	-4.604847683849e-02
1.202405480190e-01	2.894465646781e+00	-5.362716112689e-02	-4.691153190239e-02
1.203740003476e-01	3.161451169162e+00	-5.329846086481e-02	-4.774249462579e-02
1.205074526761e-01	3.386015491089e+00	-5.293676210495e-02	-4.854128419944e-02
1.206409050047e-01	3.569278233968e+00	-5.254233115648e-02	-4.930783025692e-02
1.207743573332e-01	3.709129410354e+00	-5.211544454759e-02	-5.004207286357e-02
1.209078096617e-01	3.793358411014e+00	-5.165638889069e-02	-5.074396250147e-02
1.210412619903e-01	3.826688111777e+00	-5.116546074395e-02	-5.141346005040e-02
1.211747143188e-01	3.804922426300e+00	-5.064296646925e-02	-5.205053676485e-02
1.213081666474e-01	3.726562273103e+00	-5.008922208662e-02	-5.265517424710e-02
1.214416189759e-01	3.595197690093e+00	-4.950455312518e-02	-5.322736441627e-02
1.215750713045e-01	3.411887521164e+00	-4.888929447066e-02	-5.376710947359e-02
1.217085236330e-01	3.177192007010e+00	-4.824379020964e-02	-5.427442186364e-02
1.218419759616e-01	2.896688616720e+00	-4.756839347046e-02	-5.474932423181e-02
1.219754282901e-01	2.578876029354e+00	-4.686346626084e-02	-5.519184937782e-02
1.221088806186e-01	2.226649014020e+00	-4.612937930255e-02	-5.560204020549e-02
1.222423329472e-01	1.846759623879e+00	-4.536651186276e-02	-5.597994966865e-02
1.223757852757e-01	1.446304121025e+00	-4.457525158255e-02	-5.632564071331e-02
1.225092376043e-01	1.036655118138e+00	-4.375599430244e-02	-5.663918621608e-02
1.226426899328e-01	6.218287148308e-01	-4.290914388497e-02	-5.692066891884e-02
1.227761422614e-01	2.107275601966e-01	-4.203511203458e-02	-5.717018135981e-02
1.229095945899e-01	-1.832368110262e-01	-4.113431811474e-02	-5.738782580091e-02
1.230430469185e-01	-5.605518289063e-01	-4.020718896241e-02	-5.757371415151e-02
1.231764992470e-01	-9.121233447582e-01	-3.925415869996e-02	-5.772796788868e-02
1.233099515756e-01	-1.228058003693e+00	-3.827566854454e-02	-5.785071797385e-02
1.234434039041e-01	-1.508168612252e+00	-3.727216661514e-02	-5.794210476599e-02
1.235768562326e-01	-1.744210067995e+00	-3.624410773721e-02	-5.800227793137e-02
1.237103085612e-01	-1.929275861285e+00	-3.519195324505e-02	-5.803139634991e-02
1.238437608897e-01	-2.071844336576e+00	-3.411617078209e-02	-5.802962801815e-02
1.239772132183e-01	-2.164902536848e+00	-3.301723409901e-02	-5.799714994896e-02
1.241106655468e-01	-2.204572618199e+00	-3.189562284986e-02	-5.793414806800e-02
1.242441178754e-01	-2.200754973392e+00	-3.075182238630e-02	-5.784081710685e-02
1.243775702039e-01	-2.146974171158e+00	-2.958632354992e-02	-5.771736049318e-02
1.245110225325e-01	-2.047303590160e+00	-2.839962246292e-02	-5.756399023765e-02
1.246444748610e-01	-1.910362894443e+00	-2.719222031701e-02	-5.738092681786e-02
1.247779271895e-01	-1.739838702799e+00	-2.596462316078e-02	-5.716839905924e-02
1.249113795181e-01	-1.537751707834e+00	-2.471734168558e-02	-5.692664401309e-02
1.250448318466e-01	-1.309333033390e+00	-2.345089101002e-02	-5.665590683162e-02
1.251782841752e-01	-1.062704626338e+00	-2.216579046307e-02	-5.635644064031e-02
1.253117365037e-01	-8.011771912099e-01	-2.086256336598e-02	-5.602850640742e-02
1.254451888323e-01	-5.319772305895e-01	-1.954173681313e-02	-5.567237281081e-02
1.255786411608e-01	-2.589044205304e-01	-1.820384145169e-02	-5.528831610220e-02
1.257120934894e-01	1.002315011164e-02	-1.684941126046e-02	-5.487661996873e-02
1.258455458179e-01	2.738525251583e-01	-1.547898332774e-02	-5.443757539219e-02
1.259789981465e-01	5.312498481984e-01	-1.409309762852e-02	-5.397148050563e-02
1.261124504750e-01	7.721395062481e-01	-1.269229680088e-02	-5.347864044776e-02
1.262459028035e-01	1.000862576390e+00	-1.127712592190e-02	-5.295936721495e-02
1.263793551321e-01	1.214496849861e+00	-9.848132283006e-03	-5.241397951099e-02
1.265128074606e-01	1.409510121712e+00	-8.405865164950e-03	-5.184280259479e-02
1.266462597892e-01	1.592568520958e+00	-6.950875612447e-03	-5.124616812588e-02
1.267797121177e-01	1.762323747594e+00	-5.483716208607e-03	-5.062441400793e-02
1.269131644463e-01	1.917613761777e+00	-4.004940849235e-03	-4.997788423035e-02
1.270466167748e-01	2.066648923804e+00	-2.515104517098e-03	-4.930692870796e-02
1.271800691034e-01	2.211371151494e+00	-1.014763056252e-03	-4.861190311892e-02
1.273135214319e-01	2.351406998723e+00	4.955270534901e-04	-4.789316874088e-02
1.274469737604e-01	2.496559665412e+00	2.015208921834e-03	-4.715109228553e-02
1.275804260890e-01	2.647732201411e+00	3.543725472952e-03	-4.638604573156e-02
1.277138784175e-01	2.806010321685e+00	5.080519669996e-03	-4.559840615608e-02
1.278473307461e-01	2.981386097893e+00	6.625034739098e-03	-4.478855556469e-02
1.279807830746e-01	3.172804442242e+00	8.176714392747e-03	-4.395688072020e-02
1.281142354032e-01	3.382430232755e+00	9.735003052464e-03	-4.310377297001e-02
1.282476877317e-01	3.616455395190e+00	1.129934607069e-02	-4.222962807240e-02
1.283811400603e-01	3.871767610933e+00	1.286918995176e-02	-4.133484602166e-02
1.285145923888e-01	4.150910050527e+00	1.444398257195e-02	-4.041983087222e-02
1.286480447174e-01	4.457549989768e+00	1.602317339836e-02	-3.948499056182e-02
1.287814970459e-01	4.787118378132e+00	1.760621370677e-02	-3.853073673382e-02
1.289149493744e-01	5.137712628446e+00	1.919255679813e-02	-3.755748455874e-02
1.290484017030e-01	5.510170204434e+00	2.078165821374e-02	-3.656565255503e-02
1.291818540315e-01	5.903816739255e+00	2.237297594908e-02	-3.555566240932e-02
1.293153063601e-01	6.311296286254e+00	2.396597066602e-02	-3.452793879605e-02
1.294487586886e-01	6.729870648438e+00	2.556010590350e-02	-3.348290919664e-02
1.295822110172e-01	7.162283549438e+00	2.715484828647e-02	-3.242100371834e-02
1.297156633457e-01	7.597178284677e+00	2.874966773313e-02	-3.134265491269e-02
1.298491156743e-01	8.030615028235e+00	3.034403766021e-02	-3.024829759386e-02
1.299825680028e-01	8.466298635962e+00	3.193743518642e-02	-2.913836865675e-02
1.301160203313e-01	8.893246103072e+00	3.352934133379e-02	-2.801330689511e-02
1.302494726599e-01	9.307109046765e+00	3.511924122694e-02	-2.687355281965e-02
1.303829249884e-01	9.708842710622e+00	3.670662429013e-02	-2.571954847628e-02
1.305163773170e-01	1.008995311059e+01	3.829098444209e-02	-2.455173726447e-02
1.306498296455e-01	1.044771444236e+01	3.987182028849e-02	-2.337056375595e-02
1.307832819741e-01	1.078137228446e+01	4.144863531187e-02	-2.217647351370e-02
1.309167343026e-01	1.108498986448e+01	4.302093805929e-02	-2.096991291141e-02
1.310501866312e-01	1.135686002928e+01	4.458824232713e-02	-1.975132895338e-02
1.311836389597e-01	1.159483567814e+01	4.615006734348e-02	-1.852116909507e-02
1.313170912883e-01	1.179572574020e+01	4.770593794760e-02	-1.727988106424e-02
1.314505436168e-01	1.195875020710e+01	4.925538476671e-02	-1.602791268289e-02
1.315839959453e-01	1.208551296485e+01	5.079794438981e-02	-1.476571168996e-02
1.317174482739e-01	1.217304292909e+01	5.233315953864e-02	-1.349372556496e-02
1.318509006024e-01	1.222104530980e+01	5.386057923553e-02	-1.221240135253e-02
1.319843529310e-01	1.223336346658e+01	5.537975896824e-02	-1.092218548808e-02
1.321178052595e-01	1.220798124029e+01	5.689026085158e-02	-9.623523624491e-03
1.322512575881e-01	1.215086066024e+01	5.839165378590e-02	-8.316860460079e-03
1.323847099166e-01	1.206384899790e+01	5.988351361222e-02	-7.002639567756e-03
1.325181622452e-01	1.194831120353e+01	6.136542326403e-02	-5.681303225557e-03
1.326516145737e-01	1.181041623440e+01	6.283697291573e-02	-4.353292248566e-03
1.327850669022e-01	1.165261460399e+01	6.429776012755e-02	-3.019045822323e-03
1.329185192308e-01	1.148052362635e+01	6.574738998697e-02	-1.679001337774e-03
1.330519715593e-01	1.129916685444e+01	6.718547524658e-02	-3.335942278397e-04
1.331854238879e-01	1.111491703844e+01	6.861163645826e-02	1.016742194334e-03
1.333188762164e-01	1.093175690560e+01	7.002550210371e-02	2.371576895374e-03
1.334523285450e-01	1.075409510843e+01	7.142670872121e-02	3.730481279859e-03
1.335857808735e-01	1.058647528292e+01	7.281490102863e-02	5.093029346618e-03
1.337192332021e-01	1.043631847066e+01	7.418973204256e-02	6.458797843084e-03
1.338526855306e-01	1.030699119220e+01	7.555086319355e-02	7.827366417637e-03
1.339861378591e-01	1.020102527067e+01	7.689796443746e-02	9.198317769881e-03
1.341195901877e-01	1.012664985539e+01	7.823071436282e-02	1.057123779878e-02
1.342530425162e-01	1.008190270207e+01	7.954880029413e-02	1.194571574862e-02
1.343864948448e-01	1.007005540745e+01	8.085191839114e-02	1.332134435270e-02
1.345199471733e-01	1.009518057105e+01	8.213977374406e-02	1.469771997474e-02
1.346533995019e-01	1.015728287483e+01	8.341208046456e-02	1.607444274792e-02
1.347868518304e-01	1.025769065852e+01	8.466856177270e-02	1.745111671149e-02
1.349203041590e-01	1.039505393751e+01	8.590895007954e-02	1.882734994495e-02
1.350537564875e-01	1.056851041200e+01	8.713298706565e-02	2.020275469964e-02
1.351872088161e-01	1.077691179856e+01	8.834042375527e-02	2.157694752785e-02
1.353206611446e-01	1.101895125744e+01	8.953102058619e-02	2.294954940923e-02
1.354541134731e-01	1.129121382705e+01	9.070454747533e-02	2.432018587458e-02
1.355875658017e-01	1.159057126200e+01	9.186078388001e-02	2.568848712692e-02
1.357210181302e-01	1.191408542847e+01	9.299951885482e-02	2.705408815975e-02
1.358544704588e-01	1.225724498875e+01	9.412055110409e-02	2.841662887262e-02
1.359879227873e-01	1.261796673477e+01	9.522368903006e-02	2.977575418374e-02
1.361213751159e-01	1.299124224934e+01	9.630875077649e-02	3.113111413978e-02
1.362548274444e-01	1.337319144685e+01	9.737556426798e-02	3.248236402269e-02
1.363882797730e-01	1.376147985888e+01	9.842396724476e-02	3.382916445363e-02
1.365217321015e-01	1.414813364360e+01	9.945380729308e-02	3.517118149385e-02
1.366551844300e-01	1.453527247979e+01	1.004649418711e-01	3.650808674255e-02
