# time [ns]	Wlong [V/pC]	Wxdip [V/pC.mm]	Wydip [V/pC.mm]	Wxquad [V/pC.mm]	Wyquad [V/pC.mm]
-9.389999999999999e-01	7.774498734045000e-02	-4.065423899376000e-03	-9.164660943296000e-03	9.358017356399000e-03	-9.358017356399000e-03
-9.379999999999999e-01	7.782784843213000e-02	-4.065424142757000e-03	-9.164661407825000e-03	9.358017640789000e-03	-9.358017640789000e-03
-9.370000000000001e-01	7.791088634134000e-02	-4.065424386358000e-03	-9.164661872546000e-03	9.358017925397000e-03	-9.358017925397000e-03
-9.360000000000001e-01	7.799410163463000e-02	-4.065424630180000e-03	-9.164662337464000e-03	9.358018210229000e-03	-9.358018210229000e-03
-9.350000000000001e-01	7.807749488087000e-02	-4.065424874224000e-03	-9.164662802575999e-03	9.358018495283000e-03	-9.358018495283000e-03
-9.340000000000001e-01	7.816106665188000e-02	-4.065425118491000e-03	-9.164663267886000e-03	9.358018780561000e-03	-9.358018780561000e-03
-9.330000000000001e-01	7.824481752104000e-02	-4.065425362980000e-03	-9.164663733390000e-03	9.358019066058000e-03	-9.358019066058000e-03
-9.320000000000001e-01	7.832874806523001e-02	-4.065425607691000e-03	-9.164664199088001e-03	9.358019351775999e-03	-9.358019351775999e-03
-9.310000000000000e-01	7.841285886274001e-02	-4.065425852627000e-03	-9.164664664981999e-03	9.358019637719000e-03	-9.358019637719000e-03
-9.300000000000000e-01	7.849715049519999e-02	-4.065426097788000e-03	-9.164665131077001e-03	9.358019923890000e-03	-9.358019923890000e-03
-9.290000000000000e-01	7.858162354633000e-02	-4.065426343176000e-03	-9.164665597371001e-03	9.358020210286000e-03	-9.358020210286000e-03
-9.280000000000000e-01	7.866627860248000e-02	-4.065426588792000e-03	-9.164666063865999e-03	9.358020496909999e-03	-9.358020496909999e-03
-9.270000000000000e-01	7.875111625245999e-02	-4.065426834633000e-03	-9.164666530559000e-03	9.358020783757999e-03	-9.358020783757999e-03
-9.260000000000000e-01	7.883613708767000e-02	-4.065427080701000e-03	-9.164666997449999e-03	9.358021070833000e-03	-9.358021070833000e-03
-9.250000000000000e-01	7.892134170209000e-02	-4.065427326997000e-03	-9.164667464540000e-03	9.358021358135000e-03	-9.358021358135000e-03
-9.240000000000000e-01	7.900673069224000e-02	-4.065427573524000e-03	-9.164667931834999e-03	9.358021645667999e-03	-9.358021645667999e-03
-9.230000000000000e-01	7.909230465721000e-02	-4.065427820282000e-03	-9.164668399333000e-03	9.358021933433000e-03	-9.358021933433000e-03
-9.220000000000000e-01	7.917806419872001e-02	-4.065428067272000e-03	-9.164668867035999e-03	9.358022221429001e-03	-9.358022221429001e-03
-9.210000000000000e-01	7.926400992112000e-02	-4.065428314493000e-03	-9.164669334942000e-03	9.358022509654999e-03	-9.358022509654999e-03
-9.200000000000000e-01	7.935014243128000e-02	-4.065428561945000e-03	-9.164669803048000e-03	9.358022798112001e-03	-9.358022798112001e-03
-9.190000000000000e-01	7.943646233885000e-02	-4.065428809630000e-03	-9.164670271360000e-03	9.358023086803001e-03	-9.358023086803001e-03
-9.180000000000000e-01	7.952297025605000e-02	-4.065429057549000e-03	-9.164670739878001e-03	9.358023375727000e-03	-9.358023375727000e-03
-9.170000000000000e-01	7.960966679780000e-02	-4.065429305705000e-03	-9.164671208606000e-03	9.358023664887000e-03	-9.358023664887000e-03
-9.160000000000000e-01	7.969655258175000e-02	-4.065429554097000e-03	-9.164671677541000e-03	9.358023954283000e-03	-9.358023954283000e-03
-9.150000000000000e-01	7.978362822805000e-02	-4.065429802724000e-03	-9.164672146682000e-03	9.358024243915001e-03	-9.358024243915001e-03
-9.140000000000000e-01	7.987089435978000e-02	-4.065430051588000e-03	-9.164672616030000e-03	9.358024533782001e-03	-9.358024533782001e-03
-9.130000000000000e-01	7.995835160276001e-02	-4.065430300689000e-03	-9.164673085586999e-03	9.358024823886001e-03	-9.358024823886001e-03
-9.120000000000000e-01	8.004600058540000e-02	-4.065430550031000e-03	-9.164673555357000e-03	9.358025114232000e-03	-9.358025114232000e-03
-9.110000000000000e-01	8.013384193894001e-02	-4.065430799612000e-03	-9.164674025336999e-03	9.358025404815999e-03	-9.358025404815999e-03
-9.100000000000000e-01	8.022187629737000e-02	-4.065431049434000e-03	-9.164674495528999e-03	9.358025695641000e-03	-9.358025695641000e-03
-9.090000000000000e-01	8.031010429752000e-02	-4.065431299495000e-03	-9.164674965930000e-03	9.358025986705000e-03	-9.358025986705000e-03
-9.080000000000000e-01	8.039852657900000e-02	-4.065431549799000e-03	-9.164675436543999e-03	9.358026278009000e-03	-9.358026278009000e-03
-9.070000000000000e-01	8.048714378426999e-02	-4.065431800345000e-03	-9.164675907371999e-03	9.358026569558000e-03	-9.358026569558000e-03
-9.060000000000000e-01	8.057595655857000e-02	-4.065432051137000e-03	-9.164676378418000e-03	9.358026861353000e-03	-9.358026861353000e-03
-9.050000000000000e-01	8.066496554996000e-02	-4.065432302173000e-03	-9.164676849676000e-03	9.358027153389001e-03	-9.358027153389001e-03
-9.040000000000000e-01	8.075417140950999e-02	-4.065432553454000e-03	-9.164677321150999e-03	9.358027445671000e-03	-9.358027445671000e-03
-9.030000000000000e-01	8.084357479107000e-02	-4.065432804980000e-03	-9.164677792840000e-03	9.358027738199000e-03	-9.358027738199000e-03
-9.020000000000000e-01	8.093317635133999e-02	-4.065433056753000e-03	-9.164678264746000e-03	9.358028030972000e-03	-9.358028030972000e-03
-9.010000000000000e-01	8.102297675007999e-02	-4.065433308774000e-03	-9.164678736871001e-03	9.358028323993000e-03	-9.358028323993000e-03
-9.000000000000000e-01	8.111297664989001e-02	-4.065433561044000e-03	-9.164679209214001e-03	9.358028617261999e-03	-9.358028617261999e-03
-8.990000000000000e-01	8.120317671627000e-02	-4.065433813564000e-03	-9.164679681779000e-03	9.358028910783000e-03	-9.358028910783000e-03
-8.980000000000000e-01	8.129357761776000e-02	-4.065434066334000e-03	-9.164680154561001e-03	9.358029204553000e-03	-9.358029204553000e-03
-8.970000000000000e-01	8.138418002587000e-02	-4.065434319355000e-03	-9.164680627566001e-03	9.358029498574000e-03	-9.358029498574000e-03
-8.960000000000000e-01	8.147498461511000e-02	-4.065434572627000e-03	-9.164681100791000e-03	9.358029792845000e-03	-9.358029792845000e-03
-8.950000000000000e-01	8.156599206298000e-02	-4.065434826153000e-03	-9.164681574238000e-03	9.358030087367001e-03	-9.358030087367001e-03
-8.940000000000000e-01	8.165720305009000e-02	-4.065435079932000e-03	-9.164682047909000e-03	9.358030382144999e-03	-9.358030382144999e-03
-8.930000000000000e-01	8.174861825988999e-02	-4.065435333966000e-03	-9.164682521804000e-03	9.358030677179000e-03	-9.358030677179000e-03
-8.920000000000000e-01	8.184023837916000e-02	-4.065435588255000e-03	-9.164682995924000e-03	9.358030972467001e-03	-9.358030972467001e-03
-8.910000000000000e-01	8.193206409753000e-02	-4.065435842801000e-03	-9.164683470269001e-03	9.358031268011000e-03	-9.358031268011000e-03
-8.900000000000000e-01	8.202409610790000e-02	-4.065436097604000e-03	-9.164683944841000e-03	9.358031563810000e-03	-9.358031563810000e-03
-8.890000000000000e-01	8.211633510624000e-02	-4.065436352665000e-03	-9.164684419637000e-03	9.358031859867000e-03	-9.358031859867000e-03
-8.880000000000000e-01	8.220878179159000e-02	-4.065436607984000e-03	-9.164684894662000e-03	9.358032156184000e-03	-9.358032156184000e-03
-8.870000000000000e-01	8.230143686620001e-02	-4.065436863563000e-03	-9.164685369915999e-03	9.358032452760999e-03	-9.358032452760999e-03
-8.860000000000000e-01	8.239430103549999e-02	-4.065437119405000e-03	-9.164685845401000e-03	9.358032749598000e-03	-9.358032749598000e-03
-8.850000000000000e-01	8.248737500805001e-02	-4.065437375508000e-03	-9.164686321116000e-03	9.358033046697000e-03	-9.358033046697000e-03
-8.840000000000000e-01	8.258065949567001e-02	-4.065437631872000e-03	-9.164686797059000e-03	9.358033344057000e-03	-9.358033344057000e-03
-8.830000000000000e-01	8.267415521336000e-02	-4.065437888500000e-03	-9.164687273235000e-03	9.358033641681000e-03	-9.358033641681000e-03
-8.820000000000000e-01	8.276786287942001e-02	-4.065438145392000e-03	-9.164687749642001e-03	9.358033939568000e-03	-9.358033939568000e-03
-8.810000000000000e-01	8.286178321536999e-02	-4.065438402549000e-03	-9.164688226283999e-03	9.358034237719999e-03	-9.358034237719999e-03
-8.800000000000000e-01	8.295591694602000e-02	-4.065438659974000e-03	-9.164688703161001e-03	9.358034536138000e-03	-9.358034536138000e-03
-8.790000000000000e-01	8.305026479944000e-02	-4.065438917665000e-03	-9.164689180273000e-03	9.358034834825999e-03	-9.358034834825999e-03
-8.780000000000000e-01	8.314482750707999e-02	-4.065439175625000e-03	-9.164689657618999e-03	9.358035133779001e-03	-9.358035133779001e-03
-8.770000000000000e-01	8.323960580367000e-02	-4.065439433852000e-03	-9.164690135200999e-03	9.358035432999000e-03	-9.358035432999000e-03
-8.760000000000000e-01	8.333460042730000e-02	-4.065439692349000e-03	-9.164690613021000e-03	9.358035732490000e-03	-9.358035732490000e-03
-8.750000000000000e-01	8.342981211940000e-02	-4.065439951118000e-03	-9.164691091078999e-03	9.358036032253001e-03	-9.358036032253001e-03
-8.740000000000000e-01	8.352524162500000e-02	-4.065440210159000e-03	-9.164691569378000e-03	9.358036332287000e-03	-9.358036332287000e-03
-8.730000000000000e-01	8.362088969233000e-02	-4.065440469472000e-03	-9.164692047916000e-03	9.358036632592000e-03	-9.358036632592000e-03
-8.720000000000000e-01	8.371675707307000e-02	-4.065440729060000e-03	-9.164692526695000e-03	9.358036933173001e-03	-9.358036933173001e-03
-8.710000000000000e-01	8.381284452237001e-02	-4.065440988922000e-03	-9.164693005716000e-03	9.358037234028000e-03	-9.358037234028000e-03
-8.700000000000000e-01	8.390915279890000e-02	-4.065441249059000e-03	-9.164693484978000e-03	9.358037535157000e-03	-9.358037535157000e-03
-8.690000000000000e-01	8.400568266486000e-02	-4.065441509472000e-03	-9.164693964481000e-03	9.358037836560000e-03	-9.358037836560000e-03
-8.680000000000000e-01	8.410243488573001e-02	-4.065441770163000e-03	-9.164694444229999e-03	9.358038138242000e-03	-9.358038138242000e-03
-8.670000000000000e-01	8.419941023074000e-02	-4.065442031133000e-03	-9.164694924225000e-03	9.358038440203000e-03	-9.358038440203000e-03
-8.660000000000000e-01	8.429660947265000e-02	-4.065442292382000e-03	-9.164695404467000e-03	9.358038742446000e-03	-9.358038742446000e-03
-8.650000000000000e-01	8.439403338777000e-02	-4.065442553914000e-03	-9.164695884957001e-03	9.358039044966999e-03	-9.358039044966999e-03
-8.640000000000000e-01	8.449168275596000e-02	-4.065442815725000e-03	-9.164696365691999e-03	9.358039347769000e-03	-9.358039347769000e-03
-8.630000000000000e-01	8.458955836071000e-02	-4.065443077818000e-03	-9.164696846674000e-03	9.358039650851000e-03	-9.358039650851000e-03
-8.620000000000000e-01	8.468766098916000e-02	-4.065443340194000e-03	-9.164697327904000e-03	9.358039954216000e-03	-9.358039954216000e-03
-8.610000000000000e-01	8.478599143211001e-02	-4.065443602855000e-03	-9.164697809384999e-03	9.358040257865999e-03	-9.358040257865999e-03
-8.600000000000000e-01	8.488455048401999e-02	-4.065443865802000e-03	-9.164698291120000e-03	9.358040561803000e-03	-9.358040561803000e-03
-8.590000000000000e-01	8.498333894305000e-02	-4.065444129037000e-03	-9.164698773108999e-03	9.358040866027000e-03	-9.358040866027000e-03
-8.580000000000000e-01	8.508235761115999e-02	-4.065444392559000e-03	-9.164699255350000e-03	9.358041170539001e-03	-9.358041170539001e-03
-8.570000000000000e-01	8.518160729392001e-02	-4.065444656368000e-03	-9.164699737841000e-03	9.358041475335000e-03	-9.358041475335000e-03
-8.560000000000000e-01	8.528108880075000e-02	-4.065444920466000e-03	-9.164700220586000e-03	9.358041780420000e-03	-9.358041780420000e-03
-8.550000000000000e-01	8.538080294479000e-02	-4.065445184855000e-03	-9.164700703588000e-03	9.358042085797000e-03	-9.358042085797000e-03
-8.540000000000000e-01	8.548075054304000e-02	-4.065445449537000e-03	-9.164701186849001e-03	9.358042391467000e-03	-9.358042391467000e-03
-8.530000000000000e-01	8.558093241634999e-02	-4.065445714512000e-03	-9.164701670367001e-03	9.358042697429000e-03	-9.358042697429000e-03
-8.520000000000000e-01	8.568134938933000e-02	-4.065445979779000e-03	-9.164702154142000e-03	9.358043003682001e-03	-9.358043003682001e-03
-8.510000000000000e-01	8.578200229054000e-02	-4.065446245341000e-03	-9.164702638176999e-03	9.358043310231001e-03	-9.358043310231001e-03
-8.500000000000000e-01	8.588289195246000e-02	-4.065446511199000e-03	-9.164703122469999e-03	9.358043617075000e-03	-9.358043617075000e-03
-8.490000000000000e-01	8.598401921145001e-02	-4.065446777354000e-03	-9.164703607027000e-03	9.358043924217000e-03	-9.358043924217000e-03
-8.480000000000000e-01	8.608538490783001e-02	-4.065447043808000e-03	-9.164704091846001e-03	9.358044231655999e-03	-9.358044231655999e-03
-8.470000000000000e-01	8.618698988578000e-02	-4.065447310560000e-03	-9.164704576927999e-03	9.358044539393000e-03	-9.358044539393000e-03
-8.460000000000000e-01	8.628883499362000e-02	-4.065447577612000e-03	-9.164705062273000e-03	9.358044847431000e-03	-9.358044847431000e-03
-8.450000000000000e-01	8.639092108363000e-02	-4.065447844965000e-03	-9.164705547882001e-03	9.358045155768000e-03	-9.358045155768000e-03
-8.440000000000000e-01	8.649324901214001e-02	-4.065448112619000e-03	-9.164706033757001e-03	9.358045464406000e-03	-9.358045464406000e-03
-8.430000000000000e-01	8.659581963953999e-02	-4.065448380578000e-03	-9.164706519900000e-03	9.358045773349999e-03	-9.358045773349999e-03
-8.420000000000000e-01	8.669863383029000e-02	-4.065448648843000e-03	-9.164707006313000e-03	9.358046082599001e-03	-9.358046082599001e-03
-8.410000000000000e-01	8.680169245296999e-02	-4.065448917413000e-03	-9.164707492995000e-03	9.358046392152000e-03	-9.358046392152000e-03
-8.400000000000000e-01	8.690499638022001e-02	-4.065449186287000e-03	-9.164707979942000e-03	9.358046702010001e-03	-9.358046702010001e-03
-8.390000000000000e-01	8.700854648897000e-02	-4.065449455469000e-03	-9.164708467161000e-03	9.358047012175000e-03	-9.358047012175000e-03
-8.380000000000000e-01	8.711234366025999e-02	-4.065449724962000e-03	-9.164708954654001e-03	9.358047322649001e-03	-9.358047322649001e-03
-8.370000000000000e-01	8.721638877936000e-02	-4.065449994764000e-03	-9.164709442419001e-03	9.358047633433999e-03	-9.358047633433999e-03
-8.360000000000000e-01	8.732068273578000e-02	-4.065450264877000e-03	-9.164709930458001e-03	9.358047944530001e-03	-9.358047944530001e-03
-8.350000000000000e-01	8.742522642327000e-02	-4.065450535304000e-03	-9.164710418773000e-03	9.358048255939000e-03	-9.358048255939000e-03
-8.340000000000000e-01	8.753002073987000e-02	-4.065450806042000e-03	-9.164710907361000e-03	9.358048567659000e-03	-9.358048567659000e-03
-8.330000000000000e-01	8.763506658792000e-02	-4.065451077095000e-03	-9.164711396227000e-03	9.358048879693000e-03	-9.358048879693000e-03
-8.320000000000000e-01	8.774036487413001e-02	-4.065451348465000e-03	-9.164711885372000e-03	9.358049192043000e-03	-9.358049192043000e-03
-8.310000000000000e-01	8.784591650949999e-02	-4.065451620150000e-03	-9.164712374794000e-03	9.358049504710000e-03	-9.358049504710000e-03
-8.300000000000000e-01	8.795172240952000e-02	-4.065451892154000e-03	-9.164712864495999e-03	9.358049817695000e-03	-9.358049817695000e-03
-8.290000000000000e-01	8.805778349406999e-02	-4.065452164478000e-03	-9.164713354480001e-03	9.358050130998000e-03	-9.358050130998000e-03
-8.280000000000000e-01	8.816410068744000e-02	-4.065452437122000e-03	-9.164713844746000e-03	9.358050444622000e-03	-9.358050444622000e-03
-8.270000000000000e-01	8.827067491840000e-02	-4.065452710088000e-03	-9.164714335294999e-03	9.358050758567001e-03	-9.358050758567001e-03
-8.260000000000000e-01	8.837750712018000e-02	-4.065452983375000e-03	-9.164714826128000e-03	9.358051072834999e-03	-9.358051072834999e-03
-8.250000000000000e-01	8.848459823061000e-02	-4.065453256987000e-03	-9.164715317245000e-03	9.358051387424999e-03	-9.358051387424999e-03
-8.240000000000000e-01	8.859194919197000e-02	-4.065453530924000e-03	-9.164715808648000e-03	9.358051702340000e-03	-9.358051702340000e-03
-8.230000000000000e-01	8.869956095124000e-02	-4.065453805186000e-03	-9.164716300338001e-03	9.358052017581000e-03	-9.358052017581000e-03
-8.220000000000000e-01	8.880743446002000e-02	-4.065454079777000e-03	-9.164716792316001e-03	9.358052333149999e-03	-9.358052333149999e-03
-8.210000000000000e-01	8.891557067431000e-02	-4.065454354697000e-03	-9.164717284586000e-03	9.358052649048000e-03	-9.358052649048000e-03
-8.200000000000000e-01	8.902397055502000e-02	-4.065454629947000e-03	-9.164717777144000e-03	9.358052965274999e-03	-9.358052965274999e-03
-8.190000000000000e-01	8.913263506767000e-02	-4.065454905528000e-03	-9.164718269995001e-03	9.358053281833000e-03	-9.358053281833000e-03
-8.179999999999999e-01	8.924156518246000e-02	-4.065455181441000e-03	-9.164718763137999e-03	9.358053598722001e-03	-9.358053598722001e-03
-8.169999999999999e-01	8.935076187436000e-02	-4.065455457688000e-03	-9.164719256574000e-03	9.358053915945000e-03	-9.358053915945000e-03
-8.159999999999999e-01	8.946022612314000e-02	-4.065455734269000e-03	-9.164719750305000e-03	9.358054233502999e-03	-9.358054233502999e-03
-8.149999999999999e-01	8.956995891334001e-02	-4.065456011187000e-03	-9.164720244330999e-03	9.358054551395999e-03	-9.358054551395999e-03
-8.139999999999999e-01	8.967996123451000e-02	-4.065456288442000e-03	-9.164720738654000e-03	9.358054869627000e-03	-9.358054869627000e-03
-8.129999999999999e-01	8.979023408084000e-02	-4.065456566037000e-03	-9.164721233278000e-03	9.358055188197000e-03	-9.358055188197000e-03
-8.120000000000001e-01	8.990077845149000e-02	-4.065456843972000e-03	-9.164721728201000e-03	9.358055507106999e-03	-9.358055507106999e-03
-8.110000000000001e-01	9.001159535054000e-02	-4.065457122248000e-03	-9.164722223424999e-03	9.358055826360000e-03	-9.358055826360000e-03
-8.100000000000001e-01	9.012268578704000e-02	-4.065457400866000e-03	-9.164722718948000e-03	9.358056145952000e-03	-9.358056145952000e-03
-8.090000000000001e-01	9.023405077502000e-02	-4.065457679826000e-03	-9.164723214772000e-03	9.358056465886000e-03	-9.358056465886000e-03
-8.080000000000001e-01	9.034569133348000e-02	-4.065457959133000e-03	-9.164723710900999e-03	9.358056786164999e-03	-9.358056786164999e-03
-8.070000000000001e-01	9.045760848669999e-02	-4.065458238785000e-03	-9.164724207334000e-03	9.358057106790999e-03	-9.358057106790999e-03
-8.060000000000000e-01	9.056980326377000e-02	-4.065458518787000e-03	-9.164724704076000e-03	9.358057427765000e-03	-9.358057427765000e-03
-8.050000000000000e-01	9.068227669900000e-02	-4.065458799138000e-03	-9.164725201126000e-03	9.358057749090000e-03	-9.358057749090000e-03
-8.040000000000000e-01	9.079502983182000e-02	-4.065459079839000e-03	-9.164725698484000e-03	9.358058070764000e-03	-9.358058070764000e-03
