# This wake potential is calculated with sigma = 0.4 mm.
# "s [mm]"	"Wake potential [V/pC/m]"
2.052410482096419031e+01	6.012722166976307570e-01
2.056411282256451400e+01	6.024234404930051134e-01
2.060412082416483415e+01	6.035745429374372861e-01
2.064412882576515074e+01	6.047255237990868393e-01
2.068413682736547443e+01	6.058763828461375400e-01
2.072414482896579102e+01	6.070271198467978024e-01
2.076415283056611472e+01	6.081777345693007986e-01
2.080416083216643486e+01	6.093282267819044584e-01
2.084416883376675500e+01	6.104785962528909149e-01
2.088417683536707159e+01	6.116288427505676140e-01
2.092418483696739173e+01	6.127789660432667596e-01
2.096419283856771543e+01	6.139289658993453136e-01
2.100420084016803202e+01	6.150788420871852180e-01
2.104420884176835571e+01	6.162285943751935058e-01
2.108421684336867230e+01	6.173782225318019679e-01
2.112422484496899244e+01	6.185277263254673752e-01
2.116423284656931614e+01	6.196771055246722559e-01
2.120424084816963273e+01	6.208263598979236741e-01
2.124424884976995287e+01	6.219754892137540070e-01
2.128425685137027301e+01	6.231244932407211667e-01
2.132426485297059315e+01	6.242733717474079347e-01
2.136427285457091330e+01	6.254221245024227382e-01
2.140428085617123699e+01	6.265707512743996510e-01
2.144428885777155358e+01	6.277192518319973935e-01
2.148429685937187372e+01	6.288676259439007765e-01
2.152430486097219386e+01	6.300158733788203680e-01
2.156431286257251401e+01	6.311639939054913828e-01
2.160432086417283415e+01	6.323119872926754592e-01
2.164432886577315429e+01	6.334598533091598815e-01
2.168433686737347443e+01	6.346075917237570252e-01
2.172434486897379102e+01	6.357552023053060219e-01
2.176435287057411827e+01	6.369026848226708726e-01
2.180436087217443486e+01	6.380500390447417791e-01
2.184436887377475500e+01	6.391972647404350338e-01
2.188437687537507514e+01	6.403443616786927972e-01
2.192438487697539173e+01	6.414913296284828759e-01
2.196439287857571898e+01	6.426381683587997218e-01
2.200440088017603557e+01	6.437848776386633221e-01
2.204440888177635571e+01	6.449314572371200871e-01
2.208441688337667586e+01	6.460779069232429617e-01
2.212442488497699600e+01	6.472242264661300926e-01
2.216443288657731614e+01	6.483704156349069381e-01
2.220444088817763628e+01	6.495164741987250467e-01
2.224444888977795642e+01	6.506624019267617243e-01
2.228445689137827301e+01	6.518081985882211438e-01
2.232446489297859671e+01	6.529538639523346788e-01
2.236447289457891685e+01	6.540993977883587940e-01
2.240448089617923699e+01	6.552447998655772654e-01
2.244448889777955713e+01	6.563900699533007366e-01
2.248449689937987728e+01	6.575352078208657192e-01
2.252450490098019387e+01	6.586802132376363694e-01
2.256451290258051756e+01	6.598250859730028228e-01
2.260452090418083770e+01	6.609698257963824153e-01
2.264452890578115429e+01	6.621144324772189060e-01
2.268453690738147799e+01	6.632589057849833658e-01
2.272454490898179458e+01	6.644032454891739548e-01
2.276455291058211827e+01	6.655474513593152563e-01
2.280456091218243841e+01	6.666915231649589435e-01
2.284456891378275856e+01	6.678354606756842227e-01
2.288457691538307515e+01	6.689792636610970566e-01
2.292458491698339529e+01	6.701229318908307198e-01
2.296459291858371898e+01	6.712664651345452427e-01
2.300460092018403557e+01	6.724098631619289668e-01
2.304460892178435927e+01	6.735531257426963236e-01
