# This wake potential is calculated with sigma = 0.4 mm.
# "s [mm]"	"Wake potential [V/pC/m]"
5.201040208041608537e+01	1.451493192442311120e+00
5.205041008201639841e+01	1.452479920681322811e+00
5.209041808361672565e+01	1.453466356389525815e+00
5.213042608521704580e+01	1.454452499368325435e+00
5.217043408681735883e+01	1.455438349419185817e+00
5.221044208841768608e+01	1.456423906343631502e+00
5.225045009001800622e+01	1.457409169943245209e+00
5.229045809161831926e+01	1.458394140019668939e+00
5.233046609321864651e+01	1.459378816374604648e+00
5.237047409481896665e+01	1.460363198809812912e+00
5.241048209641928679e+01	1.461347287127114036e+00
5.245049009801959983e+01	1.462331081128386945e+00
5.249049809961992707e+01	1.463314580615571181e+00
5.253050610122024011e+01	1.464297785390664686e+00
5.257051410282056025e+01	1.465280695255726240e+00
5.261052210442088750e+01	1.466263310012872134e+00
5.265053010602120054e+01	1.467245629464279943e+00
5.269053810762152779e+01	1.468227653412186084e+00
5.273054610922184793e+01	1.469209381658886926e+00
5.277055411082216096e+01	1.470190814006738567e+00
5.281056211242248821e+01	1.471171950258156391e+00
5.285057011402280125e+01	1.472152790215616180e+00
5.289057811562312139e+01	1.473133333681652779e+00
5.293058611722344153e+01	1.474113580458861872e+00
5.297059411882376878e+01	1.475093530349898430e+00
5.301060212042408182e+01	1.476073183157477375e+00
5.305061012202440196e+01	1.477052538684373362e+00
5.309061812362472921e+01	1.478031596733421882e+00
5.313062612522504224e+01	1.479010357107517049e+00
5.317063412682536239e+01	1.479988819609615369e+00
5.321064212842568963e+01	1.480966984042731527e+00
5.325065013002600267e+01	1.481944850209940157e+00
5.329065813162632281e+01	1.482922417914377622e+00
5.333066613322665006e+01	1.483899686959240460e+00
5.337067413482696310e+01	1.484876657147783385e+00
5.341068213642729035e+01	1.485853328283324393e+00
5.345069013802760338e+01	1.486829700169239432e+00
5.349069813962792352e+01	1.487805772608966404e+00
5.353070614122824367e+01	1.488781545406002715e+00
5.357071414282856381e+01	1.489757018363906838e+00
5.361072214442888395e+01	1.490732191286296970e+00
5.365073014602920409e+01	1.491707063976853487e+00
5.369073814762953134e+01	1.492681636239315823e+00
5.373074614922983727e+01	1.493655907877484923e+00
5.377075415083016452e+01	1.494629878695221459e+00
5.381076215243049177e+01	1.495603548496448720e+00
5.385077015403079770e+01	1.496576917085147729e+00
5.389077815563112495e+01	1.497549984265363676e+00
5.393078615723145219e+01	1.498522749841200374e+00
5.397079415883176523e+01	1.499495213616823586e+00
5.401080216043208537e+01	1.500467375396459024e+00
5.405081016203240551e+01	1.501439234984394355e+00
5.409081816363272566e+01	1.502410792184977195e+00
5.413082616523304580e+01	1.503382046802618666e+00
5.417083416683336594e+01	1.504352998641787398e+00
5.421084216843368608e+01	1.505323647507015528e+00
5.425085017003400623e+01	1.506293993202895809e+00
5.429085817163432637e+01	1.507264035534082058e+00
5.433086617323463940e+01	1.508233774305289154e+00
5.437087417483496665e+01	1.509203209321294148e+00
5.441088217643529390e+01	1.510172340386934486e+00
5.445089017803559983e+01	1.511141167307108901e+00
5.449089817963592708e+01	1.512109689886778519e+00
5.453090618123625433e+01	1.513077907930965305e+00
5.457091418283656026e+01	1.514045821244751844e+00
5.461092218443688751e+01	1.515013429633284225e+00
5.465093018603720765e+01	1.515980732901768491e+00
5.469093818763752779e+01	1.516947730855472187e+00
5.473094618923784083e+01	1.517914423299726145e+00
5.477095419083816807e+01	1.518880810039920926e+00
5.481096219243848822e+01	1.519846890881509704e+00
5.485097019403880125e+01	1.520812665630008054e+00
5.489097819563912850e+01	1.521778134090992163e+00
5.493098619723944154e+01	1.522743296070100616e+00
5.497099419883976879e+01	1.523708151373033948e+00
5.501100220044008893e+01	1.524672699805554199e+00
5.505101020204040196e+01	1.525636941173485805e+00
5.509101820364072921e+01	1.526600875282715375e+00
5.513102620524105646e+01	1.527564501939190578e+00
5.517103420684136239e+01	1.528527820948921923e+00
5.521104220844168964e+01	1.529490832117982091e+00
5.525105021004200978e+01	1.530453535252505937e+00
5.529105821164232282e+01	1.531415930158689376e+00
5.533106621324264296e+01	1.532378016642792051e+00
5.537107421484297021e+01	1.533339794511135334e+00
5.541108221644329035e+01	1.534301263570102103e+00
5.545109021804360339e+01	1.535262423626139183e+00
5.549109821964393063e+01	1.536223274485754686e+00
5.553110622124424367e+01	1.537183815955518451e+00
5.557111422284456381e+01	1.538144047842065154e+00
5.561112222444489106e+01	1.539103969952089424e+00
5.565113022604521120e+01	1.540063582092349836e+00
5.569113822764553134e+01	1.541022884069666476e+00
5.573114622924584438e+01	1.541981875690924264e+00
5.577115423084617163e+01	1.542940556763068072e+00
5.581116223244649177e+01	1.543898927093106721e+00
5.585117023404680481e+01	1.544856986488112538e+00
5.589117823564713206e+01	1.545814734755218689e+00
5.593118623724744509e+01	1.546772171701622955e+00
5.597119423884777234e+01	1.547729297134585735e+00
5.601120224044809248e+01	1.548686110861428489e+00
5.605121024204840552e+01	1.549642612689537513e+00
5.609121824364873277e+01	1.550598802426362388e+00
5.613122624524906001e+01	1.551554679879413756e+00
5.617123424684936595e+01	1.552510244856266652e+00
5.621124224844969319e+01	1.553465497164559395e+00
5.625125025005001334e+01	1.554420436611992251e+00
5.629125825165032637e+01	1.555375063006329883e+00
5.633126625325064651e+01	1.556329376155399125e+00
5.637127425485097376e+01	1.557283375867090980e+00
5.641128225645129390e+01	1.558237061949359514e+00
5.645129025805160694e+01	1.559190434210220966e+00
5.649129825965193419e+01	1.560143492457756853e+00
5.653130626125224723e+01	1.561096236500109757e+00
5.657131426285256737e+01	1.562048666145488207e+00
5.661132226445289461e+01	1.563000781202163125e+00
5.665133026605320765e+01	1.563952581478467607e+00
5.669133826765353490e+01	1.564904066782800252e+00
5.673134626925385504e+01	1.565855236923622940e+00
5.677135427085416808e+01	1.566806091709459503e+00
5.681136227245449533e+01	1.567756630948899943e+00
5.685137027405480836e+01	1.568706854450595989e+00
5.689137827565512850e+01	1.569656762023264429e+00
5.693138627725544865e+01	1.570606353475684003e+00
5.697139427885577589e+01	1.571555628616699618e+00
5.701140228045608893e+01	1.572504587255218356e+00
5.705141028205640907e+01	1.573453229200212133e+00
5.709141828365673632e+01	1.574401554260715930e+00
5.713142628525704936e+01	1.575349562245829560e+00
5.717143428685736950e+01	1.576297252964715900e+00
5.721144228845769675e+01	1.577244626226603330e+00
5.725145029005800978e+01	1.578191681840782623e+00
5.729145829165832993e+01	1.579138419616609390e+00
5.733146629325865717e+01	1.580084839363504745e+00
5.737147429485897021e+01	1.581030940890951086e+00
5.741148229645929746e+01	1.581976724008497870e+00
5.745149029805961050e+01	1.582922188525757612e+00
5.749149829965993064e+01	1.583867334252406112e+00
5.753150630126025078e+01	1.584812160998186226e+00
5.757151430286057092e+01	1.585756668572902539e+00
5.761152230446089106e+01	1.586700856786425362e+00
5.765153030606121121e+01	1.587644725448688954e+00
5.769153830766153845e+01	1.588588274369693298e+00
5.773154630926184439e+01	1.589531503359500997e+00
5.777155431086217163e+01	1.590474412228240819e+00
5.781156231246249888e+01	1.591417000786105707e+00
5.785157031406281192e+01	1.592359268843352549e+00
5.789157831566313206e+01	1.593301216210304405e+00
5.793158631726345931e+01	1.594242842697347173e+00
5.797159431886377234e+01	1.595184148114933365e+00
5.801160232046409249e+01	1.596125132273579439e+00
5.805161032206441263e+01	1.597065794983866249e+00
5.809161832366473277e+01	1.598006136056440374e+00
5.813162632526505291e+01	1.598946155302013228e+00
5.817163432686537305e+01	1.599885852531360841e+00
5.821164232846569320e+01	1.600825227555324082e+00
5.825165033006601334e+01	1.601764280184809763e+00
5.829165833166633348e+01	1.602703010230788871e+00
5.833166633326664652e+01	1.603641417504297895e+00
5.837167433486697377e+01	1.604579501816438158e+00
5.841168233646730101e+01	1.605517262978376714e+00
5.845169033806760694e+01	1.606454700801345448e+00
5.849169833966793419e+01	1.607391815096642196e+00
5.853170634126826144e+01	1.608328605675628964e+00
5.857171434286856737e+01	1.609265072349733927e+00
5.861172234446889462e+01	1.610201214930450098e+00
5.865173034606921476e+01	1.611137033229337323e+00
5.869173834766953490e+01	1.612072527058018290e+00
5.873174634926984794e+01	1.613007696228183852e+00
5.877175435087017519e+01	1.613942540551589699e+00
5.881176235247049533e+01	1.614877059840055029e+00
5.885177035407081547e+01	1.615811253905467870e+00
5.889177835567113561e+01	1.616745122559779535e+00
5.893178635727144865e+01	1.617678665615007949e+00
5.897179435887177590e+01	1.618611882883236763e+00
5.901180236047209604e+01	1.619544774176616020e+00
5.905181036207240908e+01	1.620477339307359710e+00
5.909181836367273633e+01	1.621409578087749326e+00
5.913182636527305647e+01	1.622341490330132086e+00
5.917183436687336950e+01	1.623273075846919600e+00
5.921184236847369675e+01	1.624204334450592535e+00
5.925185037007401689e+01	1.625135265953693509e+00
5.929185837167432993e+01	1.626065870168834859e+00
5.933186637327465007e+01	1.626996146908692875e+00
5.937187437487497732e+01	1.627926095986010013e+00
5.941188237647529746e+01	1.628855717213596010e+00
5.945189037807561050e+01	1.629785010404326107e+00
5.949189837967593775e+01	1.630713975371141267e+00
5.953190638127625078e+01	1.631642611927049735e+00
5.957191438287657093e+01	1.632570919885125704e+00
5.961192238447689817e+01	1.633498899058509757e+00
5.965193038607721121e+01	1.634426549260407535e+00
5.969193838767753846e+01	1.635353870304093071e+00
5.973194638927785149e+01	1.636280862002905900e+00
5.977195439087817164e+01	1.637207524170252171e+00
5.981196239247849888e+01	1.638133856619604201e+00
5.985197039407881903e+01	1.639059859164502031e+00
5.989197839567913206e+01	1.639985531618550096e+00
5.993198639727945221e+01	1.640910873795421887e+00
5.997199439887977945e+01	1.641835885508855952e+00
6.001200240048009249e+01	1.642760566572658121e+00
6.005201040208041263e+01	1.643684916800702167e+00
6.009201840368073988e+01	1.644608936006925592e+00
6.013202640528105292e+01	1.645532624005335620e+00
6.017203440688137306e+01	1.646455980610005643e+00
6.021204240848170031e+01	1.647379005635074112e+00
6.025205041008201334e+01	1.648301698894750089e+00
6.029205841168233349e+01	1.649224060203305253e+00
6.033206641328265363e+01	1.650146089375082115e+00
6.037207441488297377e+01	1.651067786224487355e+00
6.041208241648330102e+01	1.651989150565996933e+00
6.045209041808361405e+01	1.652910182214152091e+00
6.049209841968393420e+01	1.653830880983562679e+00
6.053210642128425434e+01	1.654751246688905608e+00
6.057211442288457448e+01	1.655671279144923735e+00
6.061212242448489462e+01	1.656590978166428307e+00
6.065213042608521476e+01	1.657510343568297850e+00
6.069213842768554201e+01	1.658429375165477948e+00
6.073214642928584794e+01	1.659348072772981686e+00
6.077215443088617519e+01	1.660266436205889429e+00
6.081216243248650244e+01	1.661184465279349043e+00
6.085217043408681548e+01	1.662102159808576118e+00
6.089217843568713562e+01	1.663019519608853525e+00
6.093218643728745576e+01	1.663936544495531633e+00
6.097219443888777590e+01	1.664853234284029204e+00
6.101220244048809604e+01	1.665769588789831390e+00
6.105221044208841619e+01	1.666685607828491511e+00
6.109221844368873633e+01	1.667601291215631276e+00
6.113222644528905647e+01	1.668516638766939453e+00
6.117223444688937661e+01	1.669431650298173420e+00
6.121224244848969676e+01	1.670346325625156281e+00
6.125225045009001690e+01	1.671260664563781750e+00
6.129225845169033704e+01	1.672174666930009712e+00
6.133226645329065008e+01	1.673088332539868661e+00
6.137227445489097732e+01	1.674001661209454594e+00
6.141228245649130457e+01	1.674914652754932343e+00
6.145229045809161761e+01	1.675827306992534016e+00
6.149229845969193775e+01	1.676739623738559226e+00
6.153230646129225789e+01	1.677651602809377973e+00
6.157231446289257804e+01	1.678563244021425982e+00
6.161232246449289818e+01	1.679474547191208478e+00
6.165233046609321832e+01	1.680385512135299297e+00
6.169233846769354557e+01	1.681296138670339113e+00
6.173234646929385150e+01	1.682206426613037653e+00
6.177235447089417875e+01	1.683116375780173923e+00
6.181236247249450599e+01	1.684025985988593543e+00
6.185237047409481903e+01	1.684935257055211855e+00
6.189237847569513917e+01	1.685844188797011700e+00
6.193238647729546642e+01	1.686752781031046311e+00
6.197239447889577946e+01	1.687661033574435088e+00
6.201240248049609960e+01	1.688568946244367153e+00
6.205241048209641974e+01	1.689476518858100906e+00
6.209241848369673988e+01	1.690383751232961362e+00
6.213242648529706003e+01	1.691290643186344811e+00
6.217243448689738017e+01	1.692197194535713933e+00
6.221244248849770031e+01	1.693103405098601577e+00
6.225245049009802045e+01	1.694009274692609424e+00
6.229245849169834059e+01	1.694914803135406434e+00
6.233246649329865363e+01	1.695819990244732400e+00
6.237247449489898088e+01	1.696724835838395506e+00
6.241248249649930813e+01	1.697629339734271214e+00
6.245249049809961406e+01	1.698533501750306485e+00
6.249249849969994131e+01	1.699437321704515780e+00
6.253250650130026855e+01	1.700340799414982840e+00
6.257251450290057448e+01	1.701243934699860461e+00
6.261252250450090173e+01	1.702146727377371160e+00
6.265253050610122898e+01	1.703049177265805625e+00
6.269253850770154202e+01	1.703951284183523596e+00
6.273254650930186216e+01	1.704853047948957201e+00
6.277255451090218941e+01	1.705754468380602740e+00
6.281256251250250244e+01	1.706655545297029564e+00
6.285257051410282969e+01	1.707556278516875414e+00
6.289257851570313562e+01	1.708456667858847089e+00
6.293258651730346287e+01	1.709356713141720441e+00
6.297259451890379012e+01	1.710256414184341933e+00
6.301260252050409605e+01	1.711155770805626863e+00
6.305261052210442330e+01	1.712054782824559584e+00
6.309261852370473633e+01	1.712953450060194838e+00
6.313262652530506358e+01	1.713851772331656198e+00
6.317263452690538372e+01	1.714749749458138517e+00
6.321264252850569676e+01	1.715647381258903259e+00
6.325265053010602401e+01	1.716544667553285608e+00
6.329265853170632994e+01	1.717441608160686251e+00
6.333266653330665719e+01	1.718338202900579370e+00
6.337267453490698443e+01	1.719234451592506430e+00
6.341268253650729747e+01	1.720130354056080169e+00
6.345269053810761761e+01	1.721025910110982160e+00
6.349269853970794486e+01	1.721921119576964809e+00
6.353270654130825790e+01	1.722815982273850244e+00
6.357271454290858514e+01	1.723710498021530757e+00
6.361272254450890529e+01	1.724604666639967698e+00
6.365273054610921832e+01	1.725498487949193693e+00
6.369273854770954557e+01	1.726391961769311090e+00
6.373274654930986571e+01	1.727285087920491291e+00
6.377275455091017875e+01	1.728177866222978309e+00
6.381276255251050600e+01	1.729070296497084325e+00
6.385277055411083325e+01	1.729962378563191905e+00
6.389277855571113918e+01	1.730854112241754894e+00
6.393278655731146642e+01	1.731745497353297303e+00
6.397279455891179367e+01	1.732636533718412641e+00
6.401280256051209960e+01	1.733527221157765030e+00
6.405281056211242685e+01	1.734417559492090311e+00
6.409281856371273989e+01	1.735307548542193379e+00
6.413282656531306714e+01	1.736197188128949742e+00
6.417283456691339438e+01	1.737086478073306406e+00
6.421284256851370742e+01	1.737975418196280097e+00
6.425285057011402046e+01	1.738864008318957932e+00
6.429285857171433349e+01	1.739752248262499412e+00
6.433286657331466074e+01	1.740640137848132429e+00
6.437287457491497378e+01	1.741527676897156596e+00
6.441288257651530103e+01	1.742414865230942578e+00
6.445289057811562827e+01	1.743301702670932318e+00
6.449289857971594131e+01	1.744188189038637038e+00
6.453290658131625435e+01	1.745074324155639900e+00
6.457291458291658159e+01	1.745960107843594900e+00
6.461292258451689463e+01	1.746845539924226420e+00
6.465293058611722188e+01	1.747730620219330566e+00
6.469293858771754913e+01	1.748615348550773829e+00
6.473294658931786216e+01	1.749499724740494422e+00
6.477295459091818941e+01	1.750383748610501389e+00
6.481296259251850245e+01	1.751267419982874829e+00
6.485297059411881548e+01	1.752150738679764563e+00
6.489297859571914273e+01	1.753033704523394576e+00
6.493298659731946998e+01	1.753916317336057906e+00
6.497299459891978302e+01	1.754798576940118648e+00
6.501300260052011026e+01	1.755680483158014393e+00
6.505301060212043751e+01	1.756562035812252454e+00
6.509301860372073634e+01	1.757443234725409864e+00
6.513302660532106358e+01	1.758324079720139821e+00
6.517303460692139083e+01	1.759204570619161911e+00
6.521304260852170387e+01	1.760084707245270108e+00
6.525305061012203112e+01	1.760964489421328771e+00
6.529305861172234415e+01	1.761843916970274870e+00
6.533306661332267140e+01	1.762722989715115984e+00
6.537307461492298444e+01	1.763601707478930969e+00
6.541308261652329747e+01	1.764480070084872176e+00
6.545309061812362472e+01	1.765358077356160793e+00
6.549309861972393776e+01	1.766235729116093278e+00
6.553310662132426501e+01	1.767113025188034703e+00
6.557311462292457804e+01	1.767989965395423635e+00
6.561312262452490529e+01	1.768866549561769919e+00
6.565313062612521833e+01	1.769742777510656007e+00
6.569313862772553136e+01	1.770618649065734296e+00
6.573314662932585861e+01	1.771494164050732456e+00
6.577315463092618586e+01	1.772369322289446103e+00
6.581316263252649890e+01	1.773244123605746791e+00
6.585317063412682614e+01	1.774118567823574688e+00
6.589317863572715339e+01	1.774992654766944788e+00
6.593318663732746643e+01	1.775866384259941810e+00
6.597319463892777947e+01	1.776739756126725300e+00
6.601320264052810671e+01	1.777612770191525193e+00
6.605321064212841975e+01	1.778485426278643367e+00
6.609321864372874700e+01	1.779357724212454750e+00
6.613322664532907424e+01	1.780229663817407326e+00
6.617323464692938728e+01	1.781101244918019022e+00
6.621324264852971453e+01	1.781972467338882815e+00
6.625325065013002757e+01	1.782843330904662515e+00
6.629325865173034060e+01	1.783713835440094986e+00
6.633326665333066785e+01	1.784583980769989253e+00
6.637327465493099510e+01	1.785453766719226509e+00
6.641328265653130813e+01	1.786323193112761443e+00
6.645329065813163538e+01	1.787192259775620906e+00
6.649329865973194842e+01	1.788060966532903917e+00
6.653330666133226146e+01	1.788929313209782546e+00
6.657331466293258870e+01	1.789797299631501470e+00
6.661332266453290174e+01	1.790664925623377979e+00
6.665333066613322899e+01	1.791532191010802411e+00
6.669333866773354202e+01	1.792399095619237936e+00
6.673334666933386927e+01	1.793265639274220780e+00
6.677335467093418231e+01	1.794131821801358440e+00
6.681336267253449535e+01	1.794997643026333467e+00
6.685337067413482259e+01	1.795863102774899911e+00
6.689337867573513563e+01	1.796728200872885539e+00
6.693338667733546288e+01	1.797592937146190506e+00
6.697339467893579013e+01	1.798457311420788018e+00
6.701340268053610316e+01	1.799321323522725669e+00
6.705341068213643041e+01	1.800184973278122547e+00
6.709341868373674345e+01	1.801048260513171462e+00
6.713342668533705648e+01	1.801911185054138498e+00
6.717343468693738373e+01	1.802773746727363013e+00
6.721344268853771098e+01	1.803635945359257420e+00
6.725345069013802402e+01	1.804497780776307181e+00
6.729345869173835126e+01	1.805359252805071923e+00
6.733346669333867851e+01	1.806220361272183883e+00
6.737347469493899155e+01	1.807081106004348792e+00
6.741348269653930458e+01	1.807941486828346545e+00
6.745349069813963183e+01	1.808801503571028757e+00
6.749349869973994487e+01	1.809661156059322096e+00
6.753350670134027212e+01	1.810520444120226502e+00
6.757351470294059936e+01	1.811379367580815192e+00
6.761352270454091240e+01	1.812237926268235322e+00
6.765353070614122544e+01	1.813096120009706880e+00
6.769353870774153847e+01	1.813953948632524238e+00
6.773354670934186572e+01	1.814811411964055710e+00
6.777355471094217876e+01	1.815668509831742217e+00
6.781356271254250601e+01	1.816525242063100176e+00
6.785357071414283325e+01	1.817381608485717948e+00
6.789357871574314629e+01	1.818237608927259386e+00
6.793358671734347354e+01	1.819093243215460287e+00
6.797359471894378657e+01	1.819948511178132611e+00
6.801360272054409961e+01	1.820803412643160257e+00
6.805361072214442686e+01	1.821657947438503067e+00
6.809361872374475411e+01	1.822512115392193266e+00
6.813362672534506714e+01	1.823365916332337466e+00
6.817363472694539439e+01	1.824219350087117109e+00
6.821364272854572164e+01	1.825072416484787352e+00
6.825365073014602046e+01	1.825925115353676409e+00
6.829365873174634771e+01	1.826777446522188653e+00
6.833366673334667496e+01	1.827629409818801731e+00
6.837367473494698800e+01	1.828481005072066790e+00
6.841368273654731524e+01	1.829332232110611134e+00
6.845369073814764249e+01	1.830183090763134013e+00
6.849369873974795553e+01	1.831033580858411058e+00
6.853370674134826857e+01	1.831883702225292065e+00
6.857371474294859581e+01	1.832733454692699215e+00
6.861372274454890885e+01	1.833582838089632183e+00
6.865373074614923610e+01	1.834431852245162586e+00
6.869373874774954913e+01	1.835280496988437759e+00
6.873374674934987638e+01	1.836128772148680088e+00
6.877375475095020363e+01	1.836976677555185899e+00
6.881376275255050246e+01	1.837824213037325682e+00
6.885377075415082970e+01	1.838671378424545200e+00
6.889377875575114274e+01	1.839518173546365709e+00
6.893378675735146999e+01	1.840364598232381077e+00
6.897379475895178302e+01	1.841210652312261997e+00
6.901380276055211027e+01	1.842056335615752660e+00
6.905381076215243752e+01	1.842901647972673640e+00
6.909381876375273634e+01	1.843746589212918119e+00
6.913382676535306359e+01	1.844591159166456773e+00
6.917383476695339084e+01	1.845435357663332665e+00
6.921384276855370388e+01	1.846279184533666351e+00
6.925385077015403112e+01	1.847122639607650774e+00
6.929385877175435837e+01	1.847965722715556591e+00
6.933386677335467141e+01	1.848808433687726849e+00
6.937387477495498445e+01	1.849650772354582529e+00
6.941388277655531169e+01	1.850492738546617666e+00
6.945389077815562473e+01	1.851334332094402235e+00
6.949389877975595198e+01	1.852175552828581040e+00
6.953390678135627923e+01	1.853016400579875045e+00
6.957391478295659226e+01	1.853856875179079156e+00
6.961392278455691951e+01	1.854696976457065327e+00
6.965393078615723255e+01	1.855536704244779234e+00
6.969393878775754558e+01	1.856376058373242932e+00
6.973394678935787283e+01	1.857215038673553975e+00
6.977395479095820008e+01	1.858053644976884078e+00
6.981396279255851312e+01	1.858891877114481783e+00
6.985397079415884036e+01	1.859729734917670907e+00
6.989397879575915340e+01	1.860567218217849872e+00
6.993398679735948065e+01	1.861404326846495039e+00
6.997399479895979368e+01	1.862241060635155820e+00
7.001400280056010672e+01	1.863077419415458014e+00
7.005401080216043397e+01	1.863913403019104020e+00
7.009401880376074701e+01	1.864749011277871293e+00
7.013402680536107425e+01	1.865584244023613447e+00
7.017403480696140150e+01	1.866419101088259369e+00
7.021404280856171454e+01	1.867253582303813220e+00
7.025405081016202757e+01	1.868087687502356653e+00
7.029405881176235482e+01	1.868921416516046596e+00
7.033406681336266786e+01	1.869754769177115028e+00
7.037407481496298089e+01	1.870587745317870310e+00
7.041408281656332235e+01	1.871420344770698740e+00
7.045409081816363539e+01	1.872252567368059006e+00
7.049409881976394843e+01	1.873084412942488175e+00
7.053410682136427567e+01	1.873915881326600585e+00
7.057411482296458871e+01	1.874746972353084074e+00
7.061412282456490175e+01	1.875577685854703081e+00
7.065413082616524321e+01	1.876408021664300207e+00
7.069413882776555624e+01	1.877237979614792884e+00
7.073414682936586928e+01	1.878067559539174036e+00
7.077415483096621074e+01	1.878896761270515192e+00
7.081416283256650956e+01	1.879725584641961822e+00
7.085417083416682260e+01	1.880554029486737111e+00
7.089417883576714985e+01	1.881382095638140628e+00
7.093418683736747710e+01	1.882209782929547437e+00
7.097419483896779013e+01	1.883037091194410317e+00
7.101420284056811738e+01	1.883864020266257988e+00
7.105421084216844463e+01	1.884690569978695107e+00
7.109421884376874345e+01	1.885516740165404492e+00
7.113422684536907070e+01	1.886342530660144012e+00
7.117423484696938374e+01	1.887167941296748808e+00
7.121424284856971099e+01	1.887992971909130402e+00
7.125425085017003823e+01	1.888817622331277812e+00
7.129425885177035127e+01	1.889641892397255329e+00
7.133426685337067852e+01	1.890465781941206069e+00
7.137427485497099156e+01	1.891289290797348865e+00
7.141428285657130459e+01	1.892112418799978046e+00
7.145429085817163184e+01	1.892935165783467211e+00
7.149429885977195909e+01	1.893757531582265452e+00
7.153430686137227212e+01	1.894579516030899136e+00
7.157431486297258516e+01	1.895401118963971898e+00
7.161432286457292662e+01	1.896222340216164648e+00
7.165433086617323966e+01	1.897043179622232900e+00
7.169433886777353848e+01	1.897863637017012994e+00
7.173434686937387994e+01	1.898683712235416321e+00
7.177435487097419298e+01	1.899503405112430654e+00
7.181436287257450601e+01	1.900322715483122149e+00
7.185437087417484747e+01	1.901141643182634677e+00
7.189437887577516051e+01	1.901960188046188049e+00
7.193438687737547355e+01	1.902778349909079791e+00
7.197439487897580079e+01	1.903596128606686033e+00
7.201440288057611383e+01	1.904413523974457734e+00
7.205441088217642687e+01	1.905230535847924900e+00
7.209441888377675411e+01	1.906047164062695032e+00
7.213442688537708136e+01	1.906863408454452458e+00
7.217443488697739440e+01	1.907679268858958777e+00
7.221444288857772165e+01	1.908494745112054636e+00
7.225445089017803468e+01	1.909309837049655734e+00
7.229445889177834772e+01	1.910124544507757260e+00
7.233446689337867497e+01	1.910938867322432122e+00
7.237447489497898800e+01	1.911752805329829386e+00
7.241448289657931525e+01	1.912566358366177166e+00
7.245449089817964250e+01	1.913379526267780184e+00
7.249449889977995554e+01	1.914192308871021986e+00
7.253450690138026857e+01	1.915004706012362945e+00
7.257451490298059582e+01	1.915816717528342261e+00
7.261452290458090886e+01	1.916628343255575517e+00
7.265453090618123611e+01	1.917439583030758010e+00
7.269453890778156335e+01	1.918250436690660976e+00
7.273454690938187639e+01	1.919060904072134921e+00
7.277455491098218943e+01	1.919870985012108289e+00
7.281456291258251667e+01	1.920680679347587683e+00
7.285457091418282971e+01	1.921489986915655868e+00
7.289457891578314275e+01	1.922298907553475988e+00
7.293458691738348421e+01	1.923107441098288017e+00
7.297459491898379724e+01	1.923915587387411197e+00
7.301460292058411028e+01	1.924723346258241152e+00
7.305461092218445174e+01	1.925530717548253667e+00
7.309461892378475056e+01	1.926337701095000687e+00
7.313462692538506360e+01	1.927144296736114759e+00
7.317463492698540506e+01	1.927950504309305257e+00
7.321464292858571810e+01	1.928756323652359272e+00
7.325465093018603113e+01	1.929561754603144053e+00
7.329465893178635838e+01	1.930366796999604562e+00
7.333466693338668563e+01	1.931171450679763035e+00
7.337467493498698445e+01	1.931975715481721423e+00
7.341468293658731170e+01	1.932779591243660722e+00
7.345469093818763895e+01	1.933583077803838535e+00
7.349469893978795199e+01	1.934386175000592623e+00
7.353470694138827923e+01	1.935188882672338462e+00
7.357471494298859227e+01	1.935991200657570577e+00
7.361472294458891952e+01	1.936793128794862318e+00
7.365473094618923255e+01	1.937594666922865416e+00
7.369473894778954559e+01	1.938395814880310652e+00
7.373474694938987284e+01	1.939196572506006522e+00
7.377475495099020009e+01	1.939996939638842122e+00
7.381476295259051312e+01	1.940796916117783377e+00
7.385477095419084037e+01	1.941596501781876372e+00
7.389477895579116762e+01	1.942395696470245792e+00
7.393478695739148066e+01	1.943194500022095372e+00
7.397479495899177948e+01	1.943992912276706786e+00
7.401480296059212094e+01	1.944790933073442973e+00
7.405481096219243398e+01	1.945588562251743259e+00
7.409481896379274701e+01	1.946385799651127790e+00
7.413482696539308847e+01	1.947182645111194876e+00
7.417483496699340151e+01	1.947979098471622317e+00
7.421484296859371455e+01	1.948775159572166737e+00
7.425485097019404179e+01	1.949570828252664700e+00
7.429485897179435483e+01	1.950366104353031149e+00
7.433486697339466787e+01	1.951160987713261186e+00
7.437487497499500932e+01	1.951955478173428071e+00
7.441488297659532236e+01	1.952749575573684115e+00
7.445489097819563540e+01	1.953543279754263118e+00
7.449489897979596265e+01	1.954336590555476816e+00
7.453490698139627568e+01	1.955129507817715551e+00
7.457491498299658872e+01	1.955922031381450710e+00
7.461492298459691597e+01	1.956714161087231618e+00
7.465493098619724321e+01	1.957505896775688647e+00
7.469493898779755625e+01	1.958297238287530773e+00
7.473494698939788350e+01	1.959088185463546683e+00
7.477495499099819654e+01	1.959878738144604338e+00
7.481496299259850957e+01	1.960668896171652298e+00
7.485497099419883682e+01	1.961458659385717951e+00
7.489497899579914986e+01	1.962248027627907954e+00
7.493498699739947710e+01	1.963037000739410010e+00
7.497499499899980435e+01	1.963825578561491314e+00
7.501500300060011739e+01	1.964613760935497000e+00
7.505501100220044464e+01	1.965401547702854801e+00
7.509501900380075767e+01	1.966188938705070610e+00
7.513502700540107071e+01	1.966975933783730035e+00
7.517503500700138375e+01	1.967762532780499285e+00
7.521504300860172521e+01	1.968548735537125172e+00
