# This wake potential is calculated with sigma = 0.4 mm.
# "s [mm]"	"Wake potential [V/pC]"
1.018603720744148973e+02	1.509311124158352890e-01
1.019003800760152103e+02	1.508730173435665900e-01
1.019403880776155233e+02	1.508149052993220385e-01
1.019803960792158364e+02	1.507567762896391550e-01
1.020204040808161636e+02	1.506986303210572642e-01
1.020604120824164767e+02	1.506404674001174948e-01
1.021004200840168039e+02	1.505822875333630573e-01
1.021404280856171312e+02	1.505240907273390494e-01
1.021804360872174442e+02	1.504658769885924285e-01
1.022204440888177714e+02	1.504076463236719841e-01
1.022604520904180845e+02	1.503493987391285314e-01
1.023004600920183975e+02	1.502911342415147178e-01
1.023404680936187248e+02	1.502328528373851613e-01
1.023804760952190378e+02	1.501745545332963394e-01
1.024204840968193650e+02	1.501162393358065616e-01
1.024604920984196923e+02	1.500579072514761358e-01
1.025005001000200053e+02	1.499995582868672572e-01
1.025405081016203326e+02	1.499411924485440639e-01
1.025805161032206456e+02	1.498828097430723594e-01
1.026205241048209587e+02	1.498244101770201675e-01
1.026605321064212717e+02	1.497659937569571775e-01
1.027005401080216132e+02	1.497075604894550771e-01
1.027405481096219262e+02	1.496491103810874967e-01
1.027805561112222392e+02	1.495906434384298156e-01
1.028205641128225807e+02	1.495321596680593002e-01
1.028605721144228795e+02	1.494736590765553541e-01
1.029005801160231925e+02	1.494151416704990187e-01
1.029405881176235340e+02	1.493566074564733337e-01
1.029805961192238470e+02	1.492980564410631705e-01
1.030206041208241601e+02	1.492394886308553992e-01
1.030606121224245015e+02	1.491809040324386937e-01
1.031006201240248146e+02	1.491223026524036988e-01
1.031406281256251134e+02	1.490636844973427522e-01
1.031806361272254406e+02	1.490050495738502734e-01
1.032206441288257679e+02	1.489463978885225415e-01
1.032606521304260809e+02	1.488877294479576952e-01
1.033006601320264082e+02	1.488290442587556495e-01
1.033406681336267354e+02	1.487703423275184289e-01
1.033806761352270485e+02	1.487116236608496678e-01
1.034206841368273615e+02	1.486528882653551653e-01
1.034606921384276887e+02	1.485941361476424138e-01
1.035007001400280018e+02	1.485353673143208486e-01
1.035407081416283290e+02	1.484765817720017644e-01
1.035807161432286421e+02	1.484177795272983436e-01
1.036207241448289693e+02	1.483589605868257388e-01
1.036607321464292966e+02	1.483001249572007130e-01
1.037007401480295954e+02	1.482412726450422491e-01
1.037407481496299226e+02	1.481824036569709679e-01
1.037807561512302499e+02	1.481235179996094609e-01
1.038207641528305629e+02	1.480646156795822621e-01
1.038607721544308760e+02	1.480056967035155713e-01
1.039007801560312174e+02	1.479467610780375308e-01
1.039407881576315305e+02	1.478878088097784760e-01
1.039807961592318293e+02	1.478288399053701296e-01
1.040208041608321707e+02	1.477698543714462687e-01
1.040608121624324838e+02	1.477108522146427239e-01
1.041008201640327968e+02	1.476518334415970468e-01
1.041408281656331383e+02	1.475927980589485655e-01
1.041808361672334513e+02	1.475337460733386341e-01
1.042208441688337643e+02	1.474746774914104108e-01
1.042608521704340916e+02	1.474155923198088580e-01
1.043008601720344046e+02	1.473564905651809920e-01
1.043408681736347177e+02	1.472973722341754388e-01
1.043808761752350449e+02	1.472382373334429062e-01
1.044208841768353722e+02	1.471790858696358228e-01
1.044608921784356852e+02	1.471199178494086435e-01
1.045009001800360124e+02	1.470607332794174327e-01
1.045409081816363397e+02	1.470015321663203645e-01
1.045809161832366385e+02	1.469423145167773337e-01
1.046209241848369658e+02	1.468830803374502059e-01
1.046609321864372930e+02	1.468238296350025396e-01
1.047009401880376060e+02	1.467645624160998918e-01
1.047409481896379333e+02	1.467052786874096793e-01
1.047809561912382463e+02	1.466459784556010393e-01
1.048209641928385736e+02	1.465866617273451633e-01
1.048609721944388866e+02	1.465273285093148803e-01
1.049009801960391997e+02	1.464679788081851008e-01
1.049409881976395269e+02	1.464086126306323177e-01
1.049809961992398541e+02	1.463492299833352162e-01
1.050210042008401672e+02	1.462898308729740360e-01
1.050610122024404802e+02	1.462304153062310152e-01
1.051010202040408217e+02	1.461709832897902239e-01
1.051410282056411205e+02	1.461115348303375638e-01
1.051810362072414335e+02	1.460520699345608242e-01
1.052210442088417750e+02	1.459925886091495428e-01
1.052610522104420880e+02	1.459330908607952559e-01
1.053010602120424011e+02	1.458735766961912483e-01
1.053410682136427425e+02	1.458140461220325812e-01
1.053810762152430556e+02	1.457544991450163696e-01
1.054210842168433544e+02	1.456949357718414217e-01
1.054610922184436959e+02	1.456353560092084054e-01
1.055011002200440089e+02	1.455757598638199035e-01
1.055411082216443219e+02	1.455161473423801644e-01
1.055811162232446492e+02	1.454565184515955456e-01
1.056211242248449764e+02	1.453968731981740148e-01
1.056611322264452895e+02	1.453372115888255378e-01
1.057011402280456025e+02	1.452775336302617737e-01
1.057411482296459297e+02	1.452178393291963521e-01
1.057811562312462428e+02	1.451581286923446790e-01
1.058211642328465700e+02	1.450984017264239090e-01
1.058611722344468831e+02	1.450386584381533894e-01
1.059011802360472103e+02	1.449788988342538276e-01
1.059411882376475376e+02	1.449191229214479570e-01
1.059811962392478506e+02	1.448593307064605373e-01
1.060212042408481636e+02	1.447995221960179102e-01
1.060612122424484909e+02	1.447396973968483047e-01
1.061012202440488039e+02	1.446798563156818929e-01
1.061412282456491312e+02	1.446199989592505120e-01
1.061812362472494584e+02	1.445601253342880532e-01
1.062212442488497715e+02	1.445002354475299622e-01
1.062612522504500845e+02	1.444403293057137383e-01
1.063012602520504117e+02	1.443804069155785463e-01
1.063412682536507248e+02	1.443204682838656050e-01
1.063812762552510378e+02	1.442605134173176873e-01
1.064212842568513793e+02	1.442005423226795369e-01
1.064612922584516923e+02	1.441405550066977292e-01
1.065013002600520053e+02	1.440805514761206718e-01
1.065413082616523468e+02	1.440205317376985483e-01
1.065813162632526456e+02	1.439604957981833189e-01
1.066213242648529587e+02	1.439004436643288865e-01
1.066613322664533001e+02	1.438403753428909304e-01
1.067013402680536132e+02	1.437802908406269342e-01
1.067413482696539262e+02	1.437201901642961022e-01
1.067813562712542534e+02	1.436600733206597480e-01
1.068213642728545807e+02	1.435999403164807120e-01
1.068613722744548795e+02	1.435397911585237496e-01
1.069013802760552068e+02	1.434796258535555036e-01
1.069413882776555340e+02	1.434194444083442821e-01
1.069813962792558470e+02	1.433592468296603639e-01
1.070214042808561743e+02	1.432990331242758042e-01
1.070614122824564873e+02	1.432388032989644067e-01
1.071014202840568146e+02	1.431785573605018624e-01
1.071414282856571276e+02	1.431182953156655280e-01
1.071814362872574407e+02	1.430580171712348136e-01
1.072214442888577679e+02	1.429977229339907951e-01
1.072614522904580951e+02	1.429374126107162968e-01
1.073014602920584082e+02	1.428770862081961412e-01
1.073414682936587354e+02	1.428167437332167056e-01
1.073814762952590627e+02	1.427563851925664762e-01
1.074214842968593615e+02	1.426960105930354661e-01
1.074614922984596745e+02	1.426356199414156589e-01
1.075015003000600160e+02	1.425752132445008424e-01
1.075415083016603290e+02	1.425147905090865530e-01
1.075815163032606421e+02	1.424543517419701311e-01
1.076215243048609835e+02	1.423938969499507212e-01
1.076615323064612966e+02	1.423334261398292722e-01
1.077015403080615954e+02	1.422729393184086477e-01
1.077415483096619369e+02	1.422124364924933770e-01
1.077815563112622499e+02	1.421519176688897379e-01
1.078215643128625629e+02	1.420913828544060065e-01
1.078615723144629044e+02	1.420308320558520687e-01
1.079015803160632174e+02	1.419702652800397535e-01
1.079415883176635305e+02	1.419096825337825551e-01
1.079815963192638435e+02	1.418490838238958829e-01
1.080216043208641707e+02	1.417884691571968947e-01
1.080616123224644838e+02	1.417278385405045527e-01
1.081016203240648110e+02	1.416671919806394842e-01
1.081416283256651383e+02	1.416065294844243705e-01
1.081816363272654513e+02	1.415458510586834195e-01
1.082216443288657786e+02	1.414851567102428376e-01
1.082616523304660916e+02	1.414244464459305517e-01
1.083016603320664046e+02	1.413637202725762099e-01
1.083416683336667319e+02	1.413029781970112364e-01
1.083816763352670449e+02	1.412422202260690263e-01
1.084216843368673722e+02	1.411814463665846953e-01
1.084616923384676994e+02	1.411206566253949413e-01
1.085017003400680125e+02	1.410598510093384605e-01
1.085417083416683397e+02	1.409990295252557257e-01
1.085817163432686527e+02	1.409381921799889581e-01
1.086217243448689658e+02	1.408773389803821274e-01
1.086617323464692788e+02	1.408164699332810077e-01
1.087017403480696203e+02	1.407555850455331492e-01
1.087417483496699333e+02	1.406946843239879064e-01
1.087817563512702463e+02	1.406337677754964655e-01
1.088217643528705878e+02	1.405728354069116504e-01
1.088617723544708866e+02	1.405118872250882001e-01
1.089017803560711997e+02	1.404509232368825467e-01
1.089417883576715411e+02	1.403899434491529818e-01
1.089817963592718542e+02	1.403289478687594904e-01
1.090218043608721672e+02	1.402679365025638614e-01
1.090618123624725087e+02	1.402069093574296321e-01
1.091018203640728217e+02	1.401458664402223386e-01
1.091418283656731205e+02	1.400848077578088768e-01
1.091818363672734478e+02	1.400237333170582243e-01
1.092218443688737750e+02	1.399626431248411074e-01
1.092618523704740880e+02	1.399015371880298897e-01
1.093018603720744153e+02	1.398404155134988502e-01
1.093418683736747425e+02	1.397792781081239055e-01
1.093818763752750556e+02	1.397181249787828317e-01
1.094218843768753686e+02	1.396569561323551256e-01
1.094618923784756817e+02	1.395957715757221995e-01
1.095019003800760089e+02	1.395345713157669365e-01
1.095419083816763361e+02	1.394733553593742736e-01
1.095819163832766492e+02	1.394121237134307301e-01
1.096219243848769764e+02	1.393508763848247400e-01
1.096619323864773037e+02	1.392896133804463199e-01
1.097019403880776025e+02	1.392283347071874011e-01
1.097419483896779298e+02	1.391670403719416915e-01
1.097819563912782570e+02	1.391057303816044532e-01
1.098219643928785700e+02	1.390444047430730301e-01
1.098619723944788831e+02	1.389830634632462092e-01
1.099019803960792245e+02	1.389217065490246927e-01
1.099419883976795376e+02	1.388603340073109871e-01
1.099819963992798506e+02	1.387989458450092639e-01
1.100220044008801779e+02	1.387375420690254435e-01
1.100620124024804909e+02	1.386761226862673058e-01
1.101020204040808039e+02	1.386146877036443237e-01
1.101420284056811454e+02	1.385532371280676356e-01
1.101820364072814584e+02	1.384917709664503227e-01
1.102220444088817715e+02	1.384302892257071038e-01
1.102620524104821129e+02	1.383687919127543631e-01
1.103020604120824117e+02	1.383072790345104552e-01
1.103420684136827248e+02	1.382457505978953727e-01
1.103820764152830520e+02	1.381842066098307453e-01
1.104220844168833793e+02	1.381226470772402015e-01
1.104620924184836923e+02	1.380610720070488684e-01
1.105021004200840196e+02	1.379994814061837882e-01
1.105421084216843468e+02	1.379378752815736686e-01
1.105821164232846456e+02	1.378762536401490491e-01
1.106221244248849729e+02	1.378146164888419678e-01
1.106621324264852859e+02	1.377529638345866836e-01
1.107021404280856132e+02	1.376912956843186764e-01
1.107421484296859404e+02	1.376296120449754523e-01
1.107821564312862535e+02	1.375679129234962383e-01
1.108221644328865807e+02	1.375061983268220933e-01
1.108621724344868937e+02	1.374444682618954361e-01
1.109021804360872068e+02	1.373827227356609060e-01
1.109421884376875340e+02	1.373209617550645856e-01
1.109821964392878613e+02	1.372591853270543061e-01
1.110222044408881743e+02	1.371973934585798693e-01
1.110622124424884873e+02	1.371355861565925205e-01
1.111022204440888288e+02	1.370737634280453920e-01
1.111422284456891276e+02	1.370119252798933374e-01
1.111822364472894407e+02	1.369500717190929584e-01
1.112222444488897821e+02	1.368882027526024947e-01
1.112622524504900952e+02	1.368263183873821009e-01
1.113022604520904224e+02	1.367644186303934584e-01
1.113422684536907497e+02	1.367025034886001356e-01
1.113822764552910627e+02	1.366405729689673665e-01
1.114222844568913757e+02	1.365786270784621059e-01
1.114622924584916888e+02	1.365166658240530573e-01
1.115023004600920160e+02	1.364546892127106448e-01
1.115423084616923433e+02	1.363926972514070690e-01
1.115823164632926563e+02	1.363306899471161127e-01
1.116223244648929835e+02	1.362686673068134735e-01
1.116623324664933108e+02	1.362066293374764314e-01
1.117023404680936096e+02	1.361445760460840981e-01
1.117423484696939369e+02	1.360825074396172230e-01
1.117823564712942641e+02	1.360204235250583038e-01
1.118223644728945771e+02	1.359583243093915317e-01
1.118623724744948902e+02	1.358962097996029572e-01
1.119023804760952316e+02	1.358340800026801853e-01
1.119423884776955447e+02	1.357719349256125418e-01
1.119823964792958577e+02	1.357097745753912399e-01
1.120224044808961850e+02	1.356475989590090747e-01
1.120624124824964980e+02	1.355854080834605901e-01
1.121024204840968110e+02	1.355232019557419676e-01
1.121424284856971525e+02	1.354609805828512481e-01
1.121824364872974655e+02	1.353987439717881658e-01
1.122224444888977786e+02	1.353364921295540646e-01
1.122624524904981200e+02	1.352742250631519816e-01
1.123024604920984189e+02	1.352119427795869244e-01
1.123424684936987319e+02	1.351496452858653441e-01
1.123824764952990591e+02	1.350873325889954124e-01
1.124224844968993864e+02	1.350250046959872718e-01
1.124624924984996994e+02	1.349626616138524249e-01
1.125025005001000267e+02	1.349003033496043169e-01
1.125425085017003539e+02	1.348379299102580309e-01
1.125825165033006527e+02	1.347755413028303983e-01
1.126225245049009800e+02	1.347131375343398885e-01
1.126625325065012930e+02	1.346507186118067190e-01
1.127025405081016203e+02	1.345882845422527452e-01
1.127425485097019475e+02	1.345258353327016820e-01
1.127825565113022606e+02	1.344633709901787433e-01
1.128225645129025878e+02	1.344008915217110856e-01
1.128625725145029008e+02	1.343383969343272533e-01
1.129025805161032139e+02	1.342758872350578170e-01
1.129425885177035411e+02	1.342133624309348738e-01
1.129825965193038684e+02	1.341508225289921308e-01
1.130226045209041814e+02	1.340882675362652654e-01
1.130626125225044945e+02	1.340256974597913986e-01
1.131026205241048359e+02	1.339631123066095386e-01
1.131426285257051347e+02	1.339005120837601648e-01
1.131826365273054478e+02	1.338378967982856715e-01
1.132226445289057892e+02	1.337752664572300076e-01
1.132626525305061023e+02	1.337126210676389537e-01
1.133026605321064153e+02	1.336499606365598170e-01
1.133426685337067568e+02	1.335872851710416809e-01
1.133826765353070698e+02	1.335245946781353776e-01
1.134226845369073686e+02	1.334618891648933214e-01
1.134626925385077101e+02	1.333991686383695918e-01
1.135027005401080231e+02	1.333364331056202112e-01
1.135427085417083362e+02	1.332736825737025621e-01
1.135827165433086634e+02	1.332109170496758865e-01
1.136227245449089907e+02	1.331481365406010919e-01
1.136627325465093037e+02	1.330853410535407788e-01
1.137027405481096167e+02	1.330225305955591852e-01
1.137427485497099440e+02	1.329597051737223257e-01
1.137827565513102570e+02	1.328968647950977966e-01
1.138227645529105843e+02	1.328340094667548876e-01
1.138627725545108973e+02	1.327711391957647202e-01
1.139027805561112245e+02	1.327082539891998314e-01
1.139427885577115518e+02	1.326453538541346455e-01
1.139827965593118648e+02	1.325824387976453078e-01
1.140228045609121779e+02	1.325195088268093790e-01
1.140628125625125051e+02	1.324565639487063073e-01
1.141028205641128181e+02	1.323936041704172339e-01
1.141428285657131454e+02	1.323306294990248821e-01
1.141828365673134726e+02	1.322676399416136128e-01
1.142228445689137857e+02	1.322046355052696187e-01
1.142628525705140987e+02	1.321416161970806469e-01
1.143028605721144260e+02	1.320785820241361375e-01
1.143428685737147390e+02	1.320155329935271959e-01
1.143828765753150520e+02	1.319524691123466209e-01
1.144228845769153935e+02	1.318893903876889317e-01
1.144628925785157065e+02	1.318262968266502300e-01
1.145029005801160196e+02	1.317631884363282546e-01
1.145429085817163610e+02	1.317000652238225489e-01
1.145829165833166599e+02	1.316369271962342380e-01
1.146229245849169729e+02	1.315737743606661125e-01
1.146629325865173143e+02	1.315106067242226562e-01
1.147029405881176274e+02	1.314474242940100179e-01
1.147429485897179404e+02	1.313842270771359566e-01
1.147829565913182677e+02	1.313210150807099519e-01
1.148229645929185949e+02	1.312577883118431210e-01
1.148629725945188937e+02	1.311945467776483021e-01
1.149029805961192210e+02	1.311312904852398598e-01
1.149429885977195482e+02	1.310680194417339628e-01
1.149829965993198613e+02	1.310047336542483898e-01
1.150230046009201885e+02	1.309414331299025014e-01
1.150630126025205016e+02	1.308781178758174346e-01
1.151030206041208288e+02	1.308147878991159085e-01
1.151430286057211418e+02	1.307514432069223353e-01
1.151830366073214549e+02	1.306880838063627648e-01
1.152230446089217821e+02	1.306247097045649119e-01
1.152630526105221094e+02	1.305613209086580462e-01
1.153030606121224224e+02	1.304979174257733243e-01
1.153430686137227497e+02	1.304344992630433742e-01
1.153830766153230769e+02	1.303710664276024334e-01
1.154230846169233757e+02	1.303076189265865437e-01
1.154630926185236888e+02	1.302441567671332734e-01
1.155031006201240302e+02	1.301806799563819395e-01
1.155431086217243433e+02	1.301171885014734408e-01
1.155831166233246563e+02	1.300536824095503141e-01
1.156231246249249978e+02	1.299901616877567889e-01
1.156631326265253108e+02	1.299266263432387047e-01
1.157031406281256238e+02	1.298630763831435941e-01
1.157431486297259511e+02	1.297995118146205717e-01
1.157831566313262641e+02	1.297359326448204175e-01
1.158231646329265772e+02	1.296723388808955768e-01
1.158631726345269186e+02	1.296087305300001324e-01
1.159031806361272317e+02	1.295451075992897771e-01
1.159431886377275447e+02	1.294814700959218412e-01
1.159831966393278719e+02	1.294178180270553480e-01
1.160232046409281850e+02	1.293541513998509307e-01
1.160632126425284980e+02	1.292904702214708601e-01
1.161032206441288253e+02	1.292267744990789613e-01
1.161432286457291525e+02	1.291630642398408912e-01
1.161832366473294655e+02	1.290993394509238057e-01
1.162232446489297928e+02	1.290356001394963870e-01
1.162632526505301058e+02	1.289718463127292325e-01
1.163032606521304189e+02	1.289080779777943553e-01
1.163432686537307461e+02	1.288442951418654614e-01
1.163832766553310591e+02	1.287804978121178945e-01
1.164232846569313864e+02	1.287166859957286635e-01
1.164632926585317136e+02	1.286528596998762486e-01
1.165033006601320267e+02	1.285890189317410170e-01
1.165433086617323539e+02	1.285251636985047796e-01
1.165833166633326670e+02	1.284612940073509846e-01
1.166233246649329800e+02	1.283974098654647455e-01
1.166633326665332930e+02	1.283335112800328415e-01
1.167033406681336345e+02	1.282695982582436056e-01
1.167433486697339475e+02	1.282056708072870366e-01
1.167833566713342606e+02	1.281417289343547428e-01
1.168233646729346020e+02	1.280777726466399424e-01
1.168633726745349009e+02	1.280138019513374914e-01
1.169033806761352139e+02	1.279498168556438276e-01
1.169433886777355553e+02	1.278858173667570819e-01
1.169833966793358684e+02	1.278218034918769952e-01
1.170234046809361814e+02	1.277577752382048071e-01
1.170634126825365229e+02	1.276937326129435335e-01
1.171034206841368359e+02	1.276296756232977447e-01
1.171434286857371347e+02	1.275656042764735654e-01
1.171834366873374620e+02	1.275015185796788131e-01
1.172234446889377892e+02	1.274374185401229986e-01
1.172634526905381023e+02	1.273733041650169651e-01
1.173034606921384295e+02	1.273091754615734150e-01
1.173434686937387568e+02	1.272450324370066610e-01
1.173834766953390698e+02	1.271808750985325143e-01
1.174234846969393828e+02	1.271167034533683959e-01
1.174634926985396959e+02	1.270525175087334757e-01
1.175035007001400231e+02	1.269883172718483388e-01
1.175435087017403504e+02	1.269241027499353747e-01
1.175835167033406634e+02	1.268598739502184436e-01
1.176235247049409907e+02	1.267956308799230436e-01
1.176635327065413179e+02	1.267313735462762547e-01
1.177035407081416309e+02	1.266671019565068779e-01
1.177435487097419440e+02	1.266028161178451850e-01
1.177835567113422712e+02	1.265385160375230023e-01
1.178235647129425843e+02	1.264742017227740434e-01
1.178635727145428973e+02	1.264098731808333265e-01
1.179035807161432388e+02	1.263455304189375905e-01
1.179435887177435518e+02	1.262811734443251566e-01
1.179835967193438648e+02	1.262168022642360110e-01
1.180236047209441921e+02	1.261524168859115280e-01
1.180636127225445051e+02	1.260880173165949969e-01
1.181036207241448182e+02	1.260236035635310392e-01
1.181436287257451596e+02	1.259591756339659974e-01
1.181836367273454727e+02	1.258947335351477681e-01
1.182236447289457857e+02	1.258302772743258580e-01
1.182636527305461129e+02	1.257658068587513001e-01
1.183036607321464260e+02	1.257013222956769316e-01
1.183436687337467390e+02	1.256368235923568943e-01
1.183836767353470663e+02	1.255723107560470786e-01
1.184236847369473935e+02	1.255077837940050123e-01
1.184636927385477065e+02	1.254432427134896666e-01
1.185037007401480338e+02	1.253786875217616503e-01
1.185437087417483610e+02	1.253141182260832931e-01
1.185837167433486599e+02	1.252495348337183123e-01
1.186237247449489871e+02	1.251849373519321740e-01
1.186637327465493001e+02	1.251203257879918151e-01
1.187037407481496274e+02	1.250557001491657827e-01
1.187437487497499546e+02	1.249910604427242750e-01
1.187837567513502677e+02	1.249264066759390307e-01
1.188237647529505949e+02	1.248617388560832736e-01
1.188637727545509080e+02	1.247970569904319482e-01
1.189037807561512210e+02	1.247323610862615534e-01
1.189437887577515482e+02	1.246676511508501145e-01
1.189837967593518755e+02	1.246029271914771835e-01
1.190238047609521885e+02	1.245381892154241443e-01
1.190638127625525016e+02	1.244734372299736574e-01
1.191038207641528430e+02	1.244086712424100627e-01
1.191438287657531419e+02	1.243438912600193930e-01
1.191838367673534549e+02	1.242790972900890967e-01
1.192238447689537963e+02	1.242142893399082459e-01
1.192638527705541094e+02	1.241494674167675227e-01
1.193038607721544224e+02	1.240846315279592049e-01
1.193438687737547639e+02	1.240197816807769582e-01
1.193838767753550769e+02	1.239549178825162939e-01
1.194238847769553900e+02	1.238900401404740281e-01
1.194638927785557030e+02	1.238251484619486836e-01
1.195039007801560302e+02	1.237602428542404487e-01
1.195439087817563433e+02	1.236953233246508993e-01
1.195839167833566705e+02	1.236303898804831519e-01
1.196239247849569978e+02	1.235654425290420855e-01
1.196639327865573108e+02	1.235004812776340638e-01
1.197039407881576381e+02	1.234355061335668940e-01
1.197439487897579511e+02	1.233705171041500903e-01
1.197839567913582641e+02	1.233055141966946516e-01
1.198239647929585914e+02	1.232404974185132146e-01
1.198639727945589044e+02	1.231754667769198869e-01
1.199039807961592317e+02	1.231104222792303304e-01
1.199439887977595589e+02	1.230453639327619003e-01
1.199839967993598719e+02	1.229802917448333671e-01
1.200240048009601850e+02	1.229152057227651390e-01
1.200640128025605122e+02	1.228501058738791091e-01
1.201040208041608253e+02	1.227849922054988080e-01
1.201440288057611525e+02	1.227198647249493069e-01
1.201840368073614798e+02	1.226547234395570646e-01
1.202240448089617928e+02	1.225895683566504413e-01
1.202640528105621058e+02	1.225243994835590322e-01
1.203040608121624331e+02	1.224592168276140425e-01
1.203440688137627461e+02	1.223940203961483425e-01
1.203840768153630592e+02	1.223288101964963015e-01
1.204240848169634006e+02	1.222635862359938153e-01
1.204640928185637136e+02	1.221983485219783200e-01
1.205041008201640267e+02	1.221330970617887784e-01
1.205441088217643681e+02	1.220678318627658188e-01
1.205841168233646670e+02	1.220025529322515401e-01
1.206241248249649800e+02	1.219372602775894709e-01
1.206641328265653073e+02	1.218719539061248608e-01
1.207041408281656345e+02	1.218066338252044439e-01
1.207441488297659475e+02	1.217413000421764535e-01
1.207841568313662748e+02	1.216759525643907047e-01
1.208241648329666020e+02	1.216105913991985671e-01
1.208641728345669009e+02	1.215452165539528950e-01
1.209041808361672281e+02	1.214798280360080973e-01
1.209441888377675554e+02	1.214144258527202619e-01
1.209841968393678684e+02	1.213490100114467674e-01
1.210242048409681956e+02	1.212835805195466299e-01
1.210642128425685087e+02	1.212181373843805032e-01
1.211042208441688359e+02	1.211526806133105261e-01
1.211442288457691490e+02	1.210872102137001971e-01
1.211842368473694620e+02	1.210217261929148191e-01
1.212242448489697892e+02	1.209562285583210411e-01
1.212642528505701165e+02	1.208907173172871635e-01
1.213042608521704295e+02	1.208251924771828745e-01
1.213442688537707426e+02	1.207596540453795136e-01
1.213842768553710840e+02	1.206941020292499195e-01
1.214242848569713971e+02	1.206285364361684154e-01
1.214642928585716959e+02	1.205629572735109067e-01
1.215043008601720373e+02	1.204973645486548256e-01
1.215443088617723504e+02	1.204317582689790195e-01
1.215843168633726634e+02	1.203661384418640706e-01
1.216243248649730049e+02	1.203005050746918381e-01
1.216643328665733179e+02	1.202348581748459710e-01
1.217043408681736310e+02	1.201691977497113817e-01
1.217443488697739582e+02	1.201035238066746336e-01
1.217843568713742712e+02	1.200378363531238723e-01
1.218243648729745843e+02	1.199721353964486453e-01
1.218643728745749115e+02	1.199064209440400264e-01
1.219043808761752388e+02	1.198406930032906992e-01
1.219443888777755518e+02	1.197749515815947768e-01
1.219843968793758791e+02	1.197091966863479545e-01
1.220244048809761921e+02	1.196434283249473707e-01
1.220644128825765051e+02	1.195776465047917597e-01
1.221044208841768324e+02	1.195118512332812993e-01
1.221444288857771596e+02	1.194460425178177077e-01
1.221844368873774727e+02	1.193802203658042155e-01
1.222244448889777999e+02	1.193143847846456079e-01
1.222644528905781129e+02	1.192485357817480995e-01
1.223044608921784260e+02	1.191826733645194591e-01
1.223444688937787532e+02	1.191167975403689405e-01
1.223844768953790663e+02	1.190509083167073795e-01
1.224244848969793935e+02	1.189850057009470274e-01
1.224644928985797208e+02	1.189190897005016484e-01
1.225045009001800338e+02	1.188531603227866718e-01
1.225445089017803468e+02	1.187872175752187481e-01
1.225845169033806741e+02	1.187212614652162351e-01
1.226245249049809871e+02	1.186552920001989753e-01
1.226645329065813002e+02	1.185893091875883515e-01
1.227045409081816416e+02	1.185233130348069819e-01
1.227445489097819546e+02	1.184573035492793580e-01
1.227845569113822677e+02	1.183912807384312482e-01
1.228245649129826091e+02	1.183252446096899613e-01
1.228645729145829080e+02	1.182591951704842770e-01
1.229045809161832352e+02	1.181931324282445711e-01
1.229445889177835625e+02	1.181270563904026349e-01
1.229845969193838755e+02	1.180609670643917586e-01
1.230246049209842027e+02	1.179948644576467032e-01
1.230646129225845158e+02	1.179287485776038119e-01
1.231046209241848430e+02	1.178626194317008713e-01
1.231446289257851561e+02	1.177964770273770695e-01
1.231846369273854691e+02	1.177303213720733294e-01
1.232246449289857964e+02	1.176641524732318783e-01
1.232646529305861236e+02	1.175979703382963037e-01
1.233046609321864366e+02	1.175317749747120250e-01
1.233446689337867639e+02	1.174655663899256963e-01
1.233846769353870911e+02	1.173993445913855405e-01
1.234246849369874042e+02	1.173331095865412788e-01
1.234646929385877030e+02	1.172668613828440204e-01
1.235047009401880445e+02	1.172005999877465399e-01
1.235447089417883575e+02	1.171343254087029301e-01
1.235847169433886705e+02	1.170680376531688244e-01
1.236247249449890120e+02	1.170017367286013549e-01
1.236647329465893250e+02	1.169354226424591525e-01
1.237047409481896381e+02	1.168690954022022499e-01
1.237447489497899653e+02	1.168027550152922617e-01
1.237847569513902783e+02	1.167364014891921625e-01
1.238247649529905914e+02	1.166700348313665370e-01
1.238647729545909328e+02	1.166036550492813018e-01
1.239047809561912459e+02	1.165372621504040529e-01
1.239447889577915589e+02	1.164708561422035937e-01
1.239847969593918862e+02	1.164044370321504068e-01
1.240248049609921992e+02	1.163380048277164319e-01
1.240648129625925122e+02	1.162715595363750104e-01
1.241048209641928395e+02	1.162051011656009547e-01
1.241448289657931667e+02	1.161386297228706177e-01
1.241848369673934798e+02	1.160721452156617262e-01
1.242248449689938070e+02	1.160056476514535889e-01
1.242648529705941201e+02	1.159391370377269165e-01
1.243048609721944331e+02	1.158726133819639043e-01
1.243448689737947603e+02	1.158060766916481493e-01
1.243848769753950734e+02	1.157395269742648308e-01
1.244248849769954006e+02	1.156729642373005157e-01
1.244648929785957279e+02	1.156063884882433113e-01
1.245049009801960409e+02	1.155397997345826433e-01
1.245449089817963682e+02	1.154731979838095612e-01
1.245849169833966812e+02	1.154065832434164607e-01
1.246249249849969942e+02	1.153399555208972638e-01
1.246649329865973073e+02	1.152733148237473360e-01
1.247049409881976487e+02	1.152066611594634443e-01
1.247449489897979618e+02	1.151399945355440074e-01
1.247849569913982748e+02	1.150733149594886789e-01
1.248249649929986163e+02	1.150066224387985697e-01
1.248649729945989151e+02	1.149399169809764559e-01
1.249049809961992281e+02	1.148731985935264738e-01
1.249449889977995696e+02	1.148064672839539946e-01
1.249849969993998826e+02	1.147397230597662215e-01
1.250250050010001956e+02	1.146729659284715513e-01
1.250650130026005371e+02	1.146061958975799072e-01
