# time [s]	Wlong [V/C]	Wxdip [V/C.m]	Wydip [V/C.m]	Wxquad [V/C.m]	Wyquad [V/C.m]
-6.651268058251000e-11	7.150546664416609e+09	1.539203120339914e+11	7.490820393394092e+11	-4.287369622037601e+10	1.378611900453176e+11
-6.649933801870000e-11	7.173700872015944e+09	1.544640555069191e+11	7.517493929760343e+11	-4.302759522877457e+10	1.383497361754633e+11
-6.648599545490001e-11	7.196855079597938e+09	1.550077989794396e+11	7.544167466106617e+11	-4.318149423705787e+10	1.388382823052431e+11
-6.647265289109001e-11	7.220009287197272e+09	1.555515424523673e+11	7.570841002472869e+11	-4.333539324545643e+10	1.393268284353888e+11
-6.645931032728000e-11	7.243163494796606e+09	1.560952859252950e+11	7.597514538839119e+11	-4.348929225385498e+10	1.398153745655345e+11
-6.644596776347000e-11	7.266317702395940e+09	1.566390293982227e+11	7.624188075205370e+11	-4.364319126225354e+10	1.403039206956801e+11
-6.643262519966002e-11	7.289471909995275e+09	1.571827728711503e+11	7.650861611571621e+11	-4.379709027065210e+10	1.407924668258258e+11
-6.641928263586001e-11	7.312626117577270e+09	1.577265163436708e+11	7.677535147917897e+11	-4.395098927893540e+10	1.412810129556056e+11
-6.640594007205001e-11	7.335780325176602e+09	1.582702598165985e+11	7.704208684284147e+11	-4.410488828733396e+10	1.417695590857513e+11
-6.639259750824000e-11	7.358934532775937e+09	1.588140032895262e+11	7.730882220650398e+11	-4.425878729573252e+10	1.422581052158970e+11
-6.637925494443000e-11	7.382088740375271e+09	1.593577467624539e+11	7.757555757016649e+11	-4.441268630413107e+10	1.427466513460426e+11
-6.636591238062002e-11	7.405242947974606e+09	1.599014902353816e+11	7.784229293382900e+11	-4.456658531252962e+10	1.432351974761883e+11
-6.635256981682001e-11	7.428397155556599e+09	1.604452337079021e+11	7.810902829729175e+11	-4.472048432081293e+10	1.437237436059681e+11
-6.633922725301001e-11	7.451551363155934e+09	1.609889771808297e+11	7.837576366095426e+11	-4.487438332921149e+10	1.442122897361138e+11
-6.632588468920000e-11	7.474705570755267e+09	1.615327206537574e+11	7.864249902461677e+11	-4.502828233761005e+10	1.447008358662595e+11
-6.631254212539000e-11	7.498661239176255e+09	1.620974588748349e+11	7.891964034631521e+11	-4.518809634814610e+10	1.452080118350668e+11
-6.629919956158000e-11	7.522909590775714e+09	1.626698641077658e+11	7.920058178997931e+11	-4.535007044134556e+10	1.457219911812153e+11
-6.628585699778001e-11	7.547157942356964e+09	1.632422693402669e+11	7.948152323343242e+11	-4.551204453442338e+10	1.462359705269779e+11
-6.627251443397001e-11	7.571406293956398e+09	1.638146745731972e+11	7.976246467709623e+11	-4.567401862762268e+10	1.467499498731259e+11
-6.625917187016000e-11	7.595654645555831e+09	1.643870798061274e+11	8.004340612076003e+11	-4.583599272082198e+10	1.472639292192739e+11
-6.624582930634999e-11	7.619902997155291e+09	1.649594850390583e+11	8.032434756442413e+11	-4.599796681402143e+10	1.477779085654224e+11
-6.623248674255001e-11	7.644151348736541e+09	1.655318902715594e+11	8.060528900787726e+11	-4.615994090709925e+10	1.482918879111849e+11
-6.621914417874001e-11	7.668399700335975e+09	1.661042955044897e+11	8.088623045154105e+11	-4.632191500029854e+10	1.488058672573329e+11
-6.620580161493001e-11	7.692648051935408e+09	1.666767007374200e+11	8.116717189520486e+11	-4.648388909349783e+10	1.493198466034809e+11
-6.619245905112000e-11	7.716899932824576e+09	1.672491343951002e+11	8.144812007677712e+11	-4.664589166336836e+10	1.498338690050455e+11
-6.617911648731000e-11	7.741192682926344e+09	1.678218972116868e+11	8.172914628340117e+11	-4.680822399339421e+10	1.503483899887913e+11
-6.616577392351001e-11	7.765485433009870e+09	1.683946600278433e+11	8.201017248981418e+11	-4.697055632329816e+10	1.508629109721507e+11
-6.615243135970001e-11	7.789778183111611e+09	1.689674228444293e+11	8.229119869643795e+11	-4.713288865332384e+10	1.513774319558960e+11
-6.613908879589001e-11	7.814070933213355e+09	1.695401856610153e+11	8.257222490306172e+11	-4.729522098334953e+10	1.518919529396413e+11
-6.612574623207999e-11	7.838363683315125e+09	1.701129484776019e+11	8.285325110968578e+11	-4.745755331337537e+10	1.524064739233871e+11
-6.611240366827000e-11	7.862779406893087e+09	1.706889451787556e+11	8.313588166815690e+11	-4.762079638328722e+10	1.529238530944518e+11
-6.609906110447001e-11	7.888216092975863e+09	1.712917905548924e+11	8.343183203456016e+11	-4.779160068758562e+10	1.534649617897938e+11
-6.608571854066001e-11	7.913652779077716e+09	1.718946359314813e+11	8.372778240118531e+11	-4.796240499201211e+10	1.540060704855416e+11
-6.607237597685001e-11	7.939089465179566e+09	1.724974813080702e+11	8.402373276781051e+11	-4.813320929643860e+10	1.545471791812894e+11
-6.605903341303999e-11	7.964526151281447e+09	1.731003266846597e+11	8.431968313443601e+11	-4.830401360086527e+10	1.550882878770378e+11
-6.604569084923000e-11	7.989962837383298e+09	1.737031720612485e+11	8.461563350106117e+11	-4.847481790529176e+10	1.556293965727856e+11
-6.603234828543001e-11	8.015399523466076e+09	1.743060174373853e+11	8.491158386746442e+11	-4.864562220959016e+10	1.561705052681276e+11
-6.601900572162001e-11	8.040836209567926e+09	1.749088628139742e+11	8.520753423408961e+11	-4.881642651401665e+10	1.567116139638755e+11
-6.600566315780999e-11	8.066272895669804e+09	1.755117081905637e+11	8.550348460071509e+11	-4.898723081844331e+10	1.572527226596239e+11
-6.599232059400001e-11	8.091709581771656e+09	1.761145535671526e+11	8.579943496734027e+11	-4.915803512286981e+10	1.577938313553717e+11
-6.597897803019000e-11	8.117146267873508e+09	1.767173989437415e+11	8.609538533396547e+11	-4.932883942729630e+10	1.583349400511195e+11
-6.596563546639001e-11	8.142582953956285e+09	1.773202443198782e+11	8.639133570036870e+11	-4.949964373159470e+10	1.588760487464615e+11
-6.595229290258001e-11	8.168019640058137e+09	1.779230896964671e+11	8.668728606699388e+11	-4.967044803602119e+10	1.594171574422093e+11
-6.593895033876999e-11	8.193456326160016e+09	1.785259350730566e+11	8.698323643361937e+11	-4.984125234044785e+10	1.599582661379577e+11
-6.592560777496001e-11	8.218893012261867e+09	1.791287804496455e+11	8.727918680024456e+11	-5.001205664487435e+10	1.604993748337055e+11
-6.591226521115000e-11	8.244329698363717e+09	1.797316258262344e+11	8.757513716686974e+11	-5.018286094930083e+10	1.610404835294533e+11
-6.589892264735001e-11	8.270340177175449e+09	1.803496601997656e+11	8.787862728398228e+11	-5.035793900301597e+10	1.615950073836954e+11
-6.588558008353999e-11	8.296966070242079e+09	1.809839853434864e+11	8.819020406691376e+11	-5.053760081349929e+10	1.621639194997246e+11
-6.587223751972999e-11	8.323591963308681e+09	1.816183104872065e+11	8.850178084984491e+11	-5.071726262398243e+10	1.627328316157532e+11
-6.585889495592001e-11	8.350217856375283e+09	1.822526356309267e+11	8.881335763277607e+11	-5.089692443446556e+10	1.633017437317819e+11
-6.584555239212001e-11	8.376843749421919e+09	1.828869607741711e+11	8.912493441547357e+11	-5.107658624481396e+10	1.638706558473838e+11
-6.583220982831001e-11	8.403469642488521e+09	1.835212859178912e+11	8.943651119840472e+11	-5.125624805529710e+10	1.644395679634125e+11
-6.581886726449999e-11	8.430095535555153e+09	1.841556110616120e+11	8.974808798133621e+11	-5.143590986578042e+10	1.650084800794417e+11
-6.580552470069001e-11	8.456721428621753e+09	1.847899362053321e+11	9.005966476426737e+11	-5.161557167626356e+10	1.655773921954704e+11
-6.579218213688001e-11	8.483347321688355e+09	1.854242613490522e+11	9.037124154719852e+11	-5.179523348674670e+10	1.661463043114990e+11
-6.577883957308001e-11	8.509973214734991e+09	1.860585864922966e+11	9.068281832989601e+11	-5.197489529709509e+10	1.667152164271010e+11
-6.576549700926999e-11	8.536599107801620e+09	1.866929116360174e+11	9.099439511282750e+11	-5.215455710757843e+10	1.672841285431302e+11
-6.575215444545999e-11	8.563233199512383e+09	1.873273032114133e+11	9.130598765153180e+11	-5.233428544962337e+10	1.678531414430217e+11
-6.573881188165001e-11	8.589909232982986e+09	1.879620346309761e+11	9.161766079196007e+11	-5.251435414682142e+10	1.684226699223791e+11
-6.572546931784001e-11	8.616585266453594e+09	1.885967660505388e+11	9.192933393238833e+11	-5.269442284401947e+10	1.689921984017365e+11
-6.571212675404001e-11	8.643261299904196e+09	1.892314974696255e+11	9.224100707258285e+11	-5.287449154108247e+10	1.695617268806668e+11
-6.569878419022999e-11	8.669937333374830e+09	1.898662288891889e+11	9.255268021301144e+11	-5.305456023828072e+10	1.701312553600247e+11
-6.568544162642001e-11	8.697684601037962e+09	1.905293949453371e+11	9.287847479820477e+11	-5.324263288573477e+10	1.707259781161529e+11
-6.567209906261001e-11	8.725613539544043e+09	1.911973832377746e+11	9.320666424233004e+11	-5.343206292487786e+10	1.713249735752347e+11
-6.565875649880001e-11	8.753542478050125e+09	1.918653715302120e+11	9.353485368645531e+11	-5.362149296402095e+10	1.719239690343166e+11
-6.564541393500000e-11	8.781471416535292e+09	1.925333598221493e+11	9.386304313033479e+11	-5.381092300302217e+10	1.725229644929499e+11
-6.563207137118999e-11	8.809400355041374e+09	1.932013481145867e+11	9.419123257446006e+11	-5.400035304216526e+10	1.731219599520317e+11
-6.561872880738001e-11	8.837329293547457e+09	1.938693364070242e+11	9.451942201858533e+11	-5.418978308130836e+10	1.737209554111136e+11
-6.560538624357001e-11	8.865258232053539e+09	1.945373246994617e+11	9.484761146271058e+11	-5.437921312045145e+10	1.743199508701955e+11
-6.559204367976001e-11	8.893187170559622e+09	1.952053129918991e+11	9.517580090683585e+11	-5.456864315959453e+10	1.749189463292773e+11
-6.557870111596000e-11	8.921116109044788e+09	1.958733012838364e+11	9.550399035071534e+11	-5.475807319859576e+10	1.755179417879106e+11
-6.556535855214999e-11	8.949045047550871e+09	1.965412895762738e+11	9.583217979484060e+11	-5.494750323773886e+10	1.761169372469925e+11
-6.555201598834001e-11	8.976973986056953e+09	1.972092778687113e+11	9.616036923896586e+11	-5.513693327688195e+10	1.767159327060743e+11
-6.553867342453001e-11	9.004902924563034e+09	1.978772661611488e+11	9.648855868309113e+11	-5.532636331602504e+10	1.773149281651562e+11
-6.552533086072001e-11	9.032831863069117e+09	1.985452544535862e+11	9.681674812721638e+11	-5.551579335516812e+10	1.779139236242380e+11
-6.551198829692000e-11	9.060760801554283e+09	1.992132427455234e+11	9.714493757109589e+11	-5.570522339416936e+10	1.785129190828713e+11
-6.549864573311001e-11	9.088689740060366e+09	1.998812310379609e+11	9.747312701522115e+11	-5.589465343331244e+10	1.791119145419532e+11
-6.548530316930001e-11	9.116918010167625e+09	2.005572255491287e+11	9.780529425027762e+11	-5.608634080808891e+10	1.797180449417976e+11
-6.547196060549001e-11	9.146148388673828e+09	2.012600234415694e+11	9.815077841440446e+11	-5.628558533683290e+10	1.803480618408823e+11
-6.545861804169000e-11	9.175378767158138e+09	2.019628213334837e+11	9.849626257827258e+11	-5.648482986542767e+10	1.809780787394952e+11
-6.544527547788000e-11	9.204609145664339e+09	2.026656192259243e+11	9.884174674239944e+11	-5.668407439417166e+10	1.816080956385799e+11
-6.543193291407001e-11	9.233839524170540e+09	2.033684171183650e+11	9.918723090652625e+11	-5.688331892291565e+10	1.822381125376646e+11
-6.541859035026001e-11	9.263069902676741e+09	2.040712150108056e+11	9.953271507065311e+11	-5.708256345165963e+10	1.828681294367493e+11
-6.540524778645001e-11	9.292300281182941e+09	2.047740129032462e+11	9.987819923477994e+11	-5.728180798040362e+10	1.834981463358340e+11
-6.539190522265000e-11	9.321530659667252e+09	2.054768107951606e+11	1.002236833986481e+12	-5.748105250899839e+10	1.841281632344468e+11
-6.537856265884000e-11	9.350761038173452e+09	2.061796086876012e+11	1.005691675627749e+12	-5.768029703774238e+10	1.847581801335315e+11
-6.536522009503001e-11	9.379991416679653e+09	2.068824065800419e+11	1.009146517269017e+12	-5.787954156648636e+10	1.853881970326162e+11
-6.535187753122001e-11	9.409221795185854e+09	2.075852044724826e+11	1.012601358910286e+12	-5.807878609523035e+10	1.860182139317009e+11
-6.533853496741001e-11	9.438452173692055e+09	2.082880023649232e+11	1.016056200551554e+12	-5.827803062397433e+10	1.866482308307856e+11
-6.532519240361000e-11	9.467682552176365e+09	2.089908002568375e+11	1.019511042190235e+12	-5.847727515256911e+10	1.872782477293984e+11
-6.531184983980001e-11	9.496927037266001e+09	2.096937123508192e+11	1.022966154783925e+12	-5.867663404968934e+10	1.879084381263592e+11
-6.529850727599001e-11	9.526214403720306e+09	2.103969715960407e+11	1.026422091022094e+12	-5.887634060519698e+10	1.885391559242831e+11
-6.528516471218001e-11	9.555501770174612e+09	2.111002308412622e+11	1.029878027260264e+12	-5.907604716070461e+10	1.891698737222070e+11
-6.527182214837001e-11	9.585612905047596e+09	2.118255961201190e+11	1.033443823810269e+12	-5.928200397922891e+10	1.898204072646021e+11
-6.525847958457000e-11	9.616261871479074e+09	2.125653942447899e+11	1.037081347245732e+12	-5.949204154258019e+10	1.904838783420322e+11
-6.524513702076001e-11	9.646910837933504e+09	2.133051923700147e+11	1.040718870683917e+12	-5.970207910608875e+10	1.911473494199590e+11
-6.523179445695001e-11	9.677559804387934e+09	2.140449904952395e+11	1.044356394122104e+12	-5.991211666959733e+10	1.918108204978859e+11
