# f (GHz)        Re[Z] (Ohm/m)     Im[Z] (Ohm/m)
0.0000000e+00    2.5165554e-12    3.2428539e-11
1.0000000e-02    2.9798599e-01    3.0343577e-01
2.0000000e-02    4.2286912e-01    4.2835272e-01
3.0000000e-02    5.1867880e-01    5.2417764e-01
4.0000000e-02    6.0165738e-01    6.0716557e-01
5.0000000e-02    6.7252708e-01    6.7804114e-01
6.0000000e-02    7.3794368e-01    7.4346248e-01
7.0000000e-02    7.9662078e-01    8.0214292e-01
8.0000000e-02    8.5202170e-01    8.5754654e-01
9.0000000e-02    9.0417849e-01    9.0970572e-01
1.0000000e-01    9.5354811e-01    9.5907718e-01
1.1000000e-01    1.0002310e+00    1.0057618e+00
1.2000000e-01    1.0444196e+00    1.0499517e+00
1.3000000e-01    1.0872104e+00    1.0927437e+00
1.4000000e-01    1.1286233e+00    1.1341577e+00
1.5000000e-01    1.1682870e+00    1.1738224e+00
1.6000000e-01    1.2062671e+00    1.2118033e+00
1.7000000e-01    1.2441847e+00    1.2497216e+00
1.8000000e-01    1.2812923e+00    1.2868299e+00
1.9000000e-01    1.3163914e+00    1.3219297e+00
2.0000000e-01    1.3499600e+00    1.3554987e+00
2.1000000e-01    1.3834988e+00    1.3890380e+00
2.2000000e-01    1.4165992e+00    1.4221388e+00
2.3000000e-01    1.4484912e+00    1.4540311e+00
2.4000000e-01    1.4798879e+00    1.4854282e+00
2.5000000e-01    1.5104859e+00    1.5160264e+00
2.6000000e-01    1.5400216e+00    1.5455624e+00
2.7000000e-01    1.5690063e+00    1.5745473e+00
2.8000000e-01    1.5979911e+00    1.6035322e+00
2.9000000e-01    1.6269758e+00    1.6325171e+00
3.0000000e-01    1.6554285e+00    1.6609699e+00
3.1000000e-01    1.6834149e+00    1.6889565e+00
3.2000000e-01    1.7107321e+00    1.7162738e+00
3.3000000e-01    1.7374420e+00    1.7429836e+00
3.4000000e-01    1.7636521e+00    1.7691938e+00
3.5000000e-01    1.7891973e+00    1.7947389e+00
3.6000000e-01    1.8142099e+00    1.8197515e+00
3.7000000e-01    1.8392225e+00    1.8447640e+00
3.8000000e-01    1.8640765e+00    1.8696179e+00
3.9000000e-01    1.8889150e+00    1.8944562e+00
4.0000000e-01    1.9130559e+00    1.9185969e+00
4.1000000e-01    1.9368105e+00    1.9423514e+00
4.2000000e-01    1.9605143e+00    1.9660550e+00
4.3000000e-01    1.9837368e+00    1.9892774e+00
4.4000000e-01    2.0068897e+00    2.0124301e+00
4.5000000e-01    2.0297413e+00    2.0352815e+00
4.6000000e-01    2.0516884e+00    2.0572283e+00
4.7000000e-01    2.0735369e+00    2.0790766e+00
4.8000000e-01    2.0951653e+00    2.1007046e+00
4.9000000e-01    2.1165854e+00    2.1221244e+00
5.0000000e-01    2.1380055e+00    2.1435443e+00
5.1000000e-01    2.1594119e+00    2.1649503e+00
5.2000000e-01    2.1807157e+00    2.1862538e+00
5.3000000e-01    2.2015419e+00    2.2070796e+00
5.4000000e-01    2.2221926e+00    2.2277300e+00
5.5000000e-01    2.2428398e+00    2.2483768e+00
5.6000000e-01    2.2634869e+00    2.2690236e+00
5.7000000e-01    2.2840997e+00    2.2896361e+00
5.8000000e-01    2.3047001e+00    2.3102361e+00
5.9000000e-01    2.3252983e+00    2.3308339e+00
6.0000000e-01    2.3457003e+00    2.3512356e+00
6.1000000e-01    2.3655956e+00    2.3711305e+00
6.2000000e-01    2.3853766e+00    2.3909111e+00
6.3000000e-01    2.4051029e+00    2.4106370e+00
6.4000000e-01    2.4242557e+00    2.4297894e+00
6.5000000e-01    2.4425043e+00    2.4480373e+00
6.6000000e-01    2.4607528e+00    2.4662852e+00
6.7000000e-01    2.4789511e+00    2.4844828e+00
6.8000000e-01    2.4970242e+00    2.5025553e+00
6.9000000e-01    2.5147988e+00    2.5203293e+00
7.0000000e-01    2.5324582e+00    2.5379881e+00
7.1000000e-01    2.5501177e+00    2.5556469e+00
7.2000000e-01    2.5677771e+00    2.5733057e+00
7.3000000e-01    2.5854365e+00    2.5909645e+00
7.4000000e-01    2.6030960e+00    2.6086233e+00
7.5000000e-01    2.6207554e+00    2.6262820e+00
7.6000000e-01    2.6383487e+00    2.6438747e+00
7.7000000e-01    2.6557761e+00    2.6613014e+00
7.8000000e-01    2.6731190e+00    2.6786436e+00
7.9000000e-01    2.6903452e+00    2.6958692e+00
8.0000000e-01    2.7072114e+00    2.7127346e+00
8.1000000e-01    2.7240220e+00    2.7295445e+00
8.2000000e-01    2.7405852e+00    2.7461070e+00
8.3000000e-01    2.7571277e+00    2.7626487e+00
8.4000000e-01    2.7736701e+00    2.7791905e+00
8.5000000e-01    2.7902126e+00    2.7957322e+00
8.6000000e-01    2.8067550e+00    2.8122739e+00
8.7000000e-01    2.8229767e+00    2.8284949e+00
8.8000000e-01    2.8390375e+00    2.8445549e+00
8.9000000e-01    2.8550983e+00    2.8606149e+00
9.0000000e-01    2.8711504e+00    2.8766661e+00
9.1000000e-01    2.8871000e+00    2.8926149e+00
9.2000000e-01    2.9029265e+00    2.9084406e+00
9.3000000e-01    2.9184276e+00    2.9239409e+00
9.4000000e-01    2.9338241e+00    2.9393365e+00
9.5000000e-01    2.9492206e+00    2.9547321e+00
9.6000000e-01    2.9646171e+00    2.9701277e+00
9.7000000e-01    2.9800136e+00    2.9855233e+00
9.8000000e-01    2.9954100e+00    3.0009189e+00
9.9000000e-01    3.0108065e+00    3.0163145e+00
1.0000000e+00    3.0262030e+00    3.0317101e+00
1.0100000e+00    3.0415995e+00    3.0471058e+00
1.0200000e+00    3.0569960e+00    3.0625014e+00
1.0300000e+00    3.0723924e+00    3.0778970e+00
1.0400000e+00    3.0877809e+00    3.0932845e+00
1.0500000e+00    3.1030841e+00    3.1085869e+00
1.0600000e+00    3.1183244e+00    3.1238264e+00
1.0700000e+00    3.1334466e+00    3.1389476e+00
1.0800000e+00    3.1483076e+00    3.1538077e+00
1.0900000e+00    3.1631687e+00    3.1686678e+00
1.1000000e+00    3.1778210e+00    3.1833192e+00
1.1100000e+00    3.1924036e+00    3.1979008e+00
1.1200000e+00    3.2069861e+00    3.2124824e+00
1.1300000e+00    3.2215686e+00    3.2270639e+00
1.1400000e+00    3.2361511e+00    3.2416455e+00
1.1500000e+00    3.2504806e+00    3.2559739e+00
1.1600000e+00    3.2645726e+00    3.2700647e+00
1.1700000e+00    3.2784447e+00    3.2839356e+00
1.1800000e+00    3.2921221e+00    3.2976117e+00
1.1900000e+00    3.3057994e+00    3.3112878e+00
1.2000000e+00    3.3194767e+00    3.3249639e+00
1.2100000e+00    3.3331541e+00    3.3386400e+00
1.2200000e+00    3.3467882e+00    3.3522728e+00
1.2300000e+00    3.3603223e+00    3.3658056e+00
1.2400000e+00    3.3738563e+00    3.3793384e+00
1.2500000e+00    3.3870836e+00    3.3925644e+00
1.2600000e+00    3.4001641e+00    3.4056435e+00
1.2700000e+00    3.4132226e+00    3.4187007e+00
1.2800000e+00    3.4262811e+00    3.4317578e+00
1.2900000e+00    3.4393396e+00    3.4448150e+00
1.3000000e+00    3.4523981e+00    3.4578722e+00
1.3100000e+00    3.4654566e+00    3.4709294e+00
1.3200000e+00    3.4785151e+00    3.4839865e+00
1.3300000e+00    3.4915737e+00    3.4970437e+00
1.3400000e+00    3.5046322e+00    3.5101009e+00
1.3500000e+00    3.5176907e+00    3.5231581e+00
1.3600000e+00    3.5307492e+00    3.5362152e+00
1.3700000e+00    3.5438077e+00    3.5492724e+00
1.3800000e+00    3.5567780e+00    3.5622413e+00
1.3900000e+00    3.5696726e+00    3.5751346e+00
1.4000000e+00    3.5825673e+00    3.5880279e+00
1.4100000e+00    3.5954620e+00    3.6009213e+00
1.4200000e+00    3.6083566e+00    3.6138146e+00
1.4300000e+00    3.6212513e+00    3.6267079e+00
1.4400000e+00    3.6341460e+00    3.6396012e+00
1.4500000e+00    3.6468508e+00    3.6523046e+00
1.4600000e+00    3.6594195e+00    3.6648719e+00
1.4700000e+00    3.6719882e+00    3.6774392e+00
1.4800000e+00    3.6844323e+00    3.6898819e+00
1.4900000e+00    3.6967244e+00    3.7021725e+00
1.5000000e+00    3.7090164e+00    3.7144631e+00
1.5100000e+00    3.7213085e+00    3.7267537e+00
1.5200000e+00    3.7336005e+00    3.7390443e+00
1.5300000e+00    3.7458926e+00    3.7513349e+00
1.5400000e+00    3.7581846e+00    3.7636255e+00
1.5500000e+00    3.7704767e+00    3.7759161e+00
1.5600000e+00    3.7827687e+00    3.7882067e+00
1.5700000e+00    3.7950607e+00    3.8004973e+00
1.5800000e+00    3.8070557e+00    3.8124906e+00
1.5900000e+00    3.8190083e+00    3.8244416e+00
1.6000000e+00    3.8309609e+00    3.8363927e+00
1.6100000e+00    3.8429135e+00    3.8483437e+00
1.6200000e+00    3.8548661e+00    3.8602947e+00
1.6300000e+00    3.8668187e+00    3.8722457e+00
1.6400000e+00    3.8787713e+00    3.8841967e+00
1.6500000e+00    3.8906755e+00    3.8960994e+00
1.6600000e+00    3.9024640e+00    3.9078863e+00
1.6700000e+00    3.9142525e+00    3.9196731e+00
1.6800000e+00    3.9260409e+00    3.9314600e+00
1.6900000e+00    3.9375327e+00    3.9429501e+00
1.7000000e+00    3.9489176e+00    3.9543333e+00
1.7100000e+00    3.9603024e+00    3.9657164e+00
1.7200000e+00    3.9716873e+00    3.9770996e+00
1.7300000e+00    3.9830721e+00    3.9884828e+00
1.7400000e+00    3.9944569e+00    3.9998659e+00
1.7500000e+00    4.0058418e+00    4.0112491e+00
1.7600000e+00    4.0172153e+00    4.0226210e+00
1.7700000e+00    4.0285793e+00    4.0339833e+00
1.7800000e+00    4.0399395e+00    4.0453418e+00
1.7900000e+00    4.0512989e+00    4.0566995e+00
1.8000000e+00    4.0626584e+00    4.0680572e+00
1.8100000e+00    4.0740178e+00    4.0794150e+00
1.8200000e+00    4.0853772e+00    4.0907727e+00
1.8300000e+00    4.0967367e+00    4.1021304e+00
1.8400000e+00    4.1080961e+00    4.1134882e+00
1.8500000e+00    4.1194555e+00    4.1248459e+00
1.8600000e+00    4.1308150e+00    4.1362037e+00
1.8700000e+00    4.1421744e+00    4.1475614e+00
1.8800000e+00    4.1535338e+00    4.1589191e+00
1.8900000e+00    4.1648932e+00    4.1702769e+00
1.9000000e+00    4.1762527e+00    4.1816346e+00
1.9100000e+00    4.1876121e+00    4.1929923e+00
1.9200000e+00    4.1989715e+00    4.2043501e+00
1.9300000e+00    4.2103310e+00    4.2157078e+00
1.9400000e+00    4.2216904e+00    4.2270655e+00
1.9500000e+00    4.2330498e+00    4.2384233e+00
1.9600000e+00    4.2440588e+00    4.2494303e+00
1.9700000e+00    4.2547819e+00    4.2601513e+00
1.9800000e+00    4.2655025e+00    4.2708698e+00
1.9900000e+00    4.2762176e+00    4.2815828e+00
2.0000000e+00    4.2868716e+00    4.2922347e+00
2.0100000e+00    4.2974668e+00    4.3028277e+00
2.0200000e+00    4.3080620e+00    4.3134207e+00
2.0300000e+00    4.3186571e+00    4.3240138e+00
2.0400000e+00    4.3292523e+00    4.3346068e+00
2.0500000e+00    4.3398474e+00    4.3451998e+00
2.0600000e+00    4.3503922e+00    4.3557425e+00
2.0700000e+00    4.3607061e+00    4.3660541e+00
2.0800000e+00    4.3710200e+00    4.3763657e+00
2.0900000e+00    4.3813340e+00    4.3866773e+00
2.1000000e+00    4.3916479e+00    4.3969889e+00
2.1100000e+00    4.4019618e+00    4.4073006e+00
2.1200000e+00    4.4122757e+00    4.4176122e+00
2.1300000e+00    4.4225896e+00    4.4279238e+00
2.1400000e+00    4.4329036e+00    4.4382354e+00
2.1500000e+00    4.4432175e+00    4.4485470e+00
2.1600000e+00    4.4535314e+00    4.4588587e+00
2.1700000e+00    4.4638453e+00    4.4691703e+00
2.1800000e+00    4.4741592e+00    4.4794819e+00
2.1900000e+00    4.4844731e+00    4.4897935e+00
2.2000000e+00    4.4947871e+00    4.5001051e+00
2.2100000e+00    4.5050938e+00    4.5104096e+00
2.2200000e+00    4.5153489e+00    4.5206623e+00
2.2300000e+00    4.5255508e+00    4.5308620e+00
2.2400000e+00    4.5356306e+00    4.5409394e+00
2.2500000e+00    4.5457105e+00    4.5510169e+00
2.2600000e+00    4.5557903e+00    4.5610944e+00
2.2700000e+00    4.5658701e+00    4.5711719e+00
2.2800000e+00    4.5757474e+00    4.5810468e+00
2.2900000e+00    4.5854635e+00    4.5907604e+00
2.3000000e+00    4.5951796e+00    4.6004740e+00
2.3100000e+00    4.6048957e+00    4.6101876e+00
2.3200000e+00    4.6146118e+00    4.6199012e+00
2.3300000e+00    4.6243279e+00    4.6296148e+00
2.3400000e+00    4.6340439e+00    4.6393284e+00
2.3500000e+00    4.6437600e+00    4.6490420e+00
2.3600000e+00    4.6533987e+00    4.6586781e+00
2.3700000e+00    4.6629960e+00    4.6682729e+00
2.3800000e+00    4.6725933e+00    4.6778677e+00
2.3900000e+00    4.6821905e+00    4.6874624e+00
2.4000000e+00    4.6917878e+00    4.6970572e+00
2.4100000e+00    4.7013851e+00    4.7066519e+00
2.4200000e+00    4.7109824e+00    4.7162467e+00
2.4300000e+00    4.7205796e+00    4.7258415e+00
2.4400000e+00    4.7301769e+00    4.7354362e+00
2.4500000e+00    4.7397742e+00    4.7450310e+00
2.4600000e+00    4.7493715e+00    4.7546257e+00
2.4700000e+00    4.7589687e+00    4.7642205e+00
2.4800000e+00    4.7685660e+00    4.7738152e+00
2.4900000e+00    4.7781633e+00    4.7834100e+00
2.5000000e+00    4.7877606e+00    4.7930048e+00
2.5100000e+00    4.7973578e+00    4.8025995e+00
2.5200000e+00    4.8069551e+00    4.8121943e+00
2.5300000e+00    4.8165414e+00    4.8217780e+00
2.5400000e+00    4.8260111e+00    4.8312452e+00
2.5500000e+00    4.8354808e+00    4.8407124e+00
2.5600000e+00    4.8449505e+00    4.8501796e+00
2.5700000e+00    4.8544203e+00    4.8596467e+00
2.5800000e+00    4.8638900e+00    4.8691139e+00
2.5900000e+00    4.8733597e+00    4.8785811e+00
2.6000000e+00    4.8828294e+00    4.8880483e+00
2.6100000e+00    4.8922992e+00    4.8975155e+00
2.6200000e+00    4.9017523e+00    4.9069661e+00
2.6300000e+00    4.9111228e+00    4.9163340e+00
2.6400000e+00    4.9204932e+00    4.9257018e+00
2.6500000e+00    4.9298636e+00    4.9350697e+00
2.6600000e+00    4.9392340e+00    4.9444376e+00
2.6700000e+00    4.9486045e+00    4.9538054e+00
2.6800000e+00    4.9579749e+00    4.9631733e+00
2.6900000e+00    4.9673453e+00    4.9725412e+00
2.7000000e+00    4.9766197e+00    4.9818129e+00
2.7100000e+00    4.9857445e+00    4.9909349e+00
2.7200000e+00    4.9948692e+00    5.0000569e+00
2.7300000e+00    5.0039940e+00    5.0091789e+00
