# f (GHz)        Re[Z] (Ohm/m)     Im[Z] (Ohm/m)
0.0000000e+00    3.1763584e-01    2.4399213e+07
1.0000000e-02    7.2799024e+05    7.8530380e+05
2.0000000e-02    5.2971548e+05    5.5935282e+05
3.0000000e-02    4.3574090e+05    4.5544906e+05
4.0000000e-02    3.7862026e+05    3.9338089e+05
5.0000000e-02    3.4148074e+05    3.5346777e+05
6.0000000e-02    3.1111693e+05    3.2096535e+05
7.0000000e-02    2.8954478e+05    2.9805195e+05
8.0000000e-02    2.7200211e+05    2.7950997e+05
9.0000000e-02    2.5612986e+05    2.6274356e+05
1.0000000e-01    2.4383841e+05    2.4984190e+05
1.1000000e-01    2.3226058e+05    2.3767693e+05
1.2000000e-01    2.2299663e+05    2.2797870e+05
1.3000000e-01    2.1483296e+05    2.1945638e+05
1.4000000e-01    2.0678284e+05    2.1105067e+05
1.5000000e-01    1.9964745e+05    2.0360640e+05
1.6000000e-01    1.9394458e+05    1.9768496e+05
1.7000000e-01    1.8824421e+05    1.9176604e+05
1.8000000e-01    1.8265160e+05    1.8595730e+05
1.9000000e-01    1.7743867e+05    1.8053745e+05
2.0000000e-01    1.7337598e+05    1.7633204e+05
2.1000000e-01    1.6932567e+05    1.7213977e+05
2.2000000e-01    1.6535755e+05    1.6803148e+05
2.3000000e-01    1.6192756e+05    1.6449167e+05
2.4000000e-01    1.5852028e+05    1.6097494e+05
2.5000000e-01    1.5518098e+05    1.5752794e+05
2.6000000e-01    1.5232477e+05    1.5458165e+05
2.7000000e-01    1.4965835e+05    1.5183385e+05
2.8000000e-01    1.4699192e+05    1.4908605e+05
2.9000000e-01    1.4432549e+05    1.4633824e+05
3.0000000e-01    1.4191557e+05    1.4385978e+05
3.1000000e-01    1.3961126e+05    1.4149199e+05
3.2000000e-01    1.3738805e+05    1.3920699e+05
3.3000000e-01    1.3519920e+05    1.3695726e+05
3.4000000e-01    1.3318021e+05    1.3488118e+05
3.5000000e-01    1.3142103e+05    1.3307607e+05
3.6000000e-01    1.2971202e+05    1.3132193e+05
3.7000000e-01    1.2800301e+05    1.2956779e+05
3.8000000e-01    1.2630909e+05    1.2782883e+05
3.9000000e-01    1.2461665e+05    1.2609135e+05
4.0000000e-01    1.2314952e+05    1.2458879e+05
4.1000000e-01    1.2170226e+05    1.2310664e+05
4.2000000e-01    1.2025805e+05    1.2162754e+05
4.3000000e-01    1.1883395e+05    1.2016891e+05
4.4000000e-01    1.1741236e+05    1.1871286e+05
4.5000000e-01    1.1605573e+05    1.1732236e+05
4.6000000e-01    1.1490657e+05    1.1614653e+05
4.7000000e-01    1.1377858e+05    1.1499260e+05
4.8000000e-01    1.1265680e+05    1.1384501e+05
4.9000000e-01    1.1154212e+05    1.1270465e+05
5.0000000e-01    1.1042744e+05    1.1156429e+05
5.1000000e-01    1.0931349e+05    1.1042468e+05
5.2000000e-01    1.0820506e+05    1.0929060e+05
5.3000000e-01    1.0723688e+05    1.0830202e+05
5.4000000e-01    1.0628192e+05    1.0732710e+05
5.5000000e-01    1.0532701e+05    1.0635223e+05
5.6000000e-01    1.0437210e+05    1.0537736e+05
5.7000000e-01    1.0341760e+05    1.0440290e+05
5.8000000e-01    1.0246325e+05    1.0342860e+05
5.9000000e-01    1.0150939e+05    1.0245478e+05
