# f (GHz)        Re[Z] (Ohm/m)     Im[Z] (Ohm/m)
0.000000e+00    -7.204772e+06    -1.016102e+06
1.000000e-02    2.668727e+06    -1.450995e+07
2.000000e-02    2.759178e+06    3.477293e+06
3.000000e-02    -4.039740e+06    -1.760758e+05
4.000000e-02    8.196954e+05    -2.665843e+06
5.000000e-02    8.275452e+05    1.639716e+06
6.000000e-02    -2.115063e+06    -3.593976e+04
7.000000e-02    4.643371e+05    -1.475960e+06
8.000000e-02    5.154186e+05    1.176190e+06
9.000000e-02    -1.524989e+06    5.347638e+04
1.000000e-01    2.717919e+05    -9.932597e+05
1.100000e-01    3.225913e+05    8.450899e+05
1.200000e-01    -1.103126e+06    7.758729e+04
1.300000e-01    1.745079e+05    -6.894763e+05
1.400000e-01    2.176635e+05    6.990265e+05
1.500000e-01    -9.198185e+05    8.970439e+04
1.600000e-01    1.410293e+05    -5.597618e+05
1.700000e-01    1.988687e+05    6.475379e+05
1.800000e-01    -8.038023e+05    1.208481e+05
1.900000e-01    8.491955e+04    -4.378120e+05
2.000000e-01    1.380714e+05    5.377150e+05
2.100000e-01    -6.692717e+05    1.280603e+05
2.200000e-01    5.890810e+04    -3.377903e+05
2.300000e-01    1.052674e+05    4.958060e+05
2.400000e-01    -6.125652e+05    1.344985e+05
2.500000e-01    5.386389e+04    -3.009949e+05
2.600000e-01    1.082356e+05    4.810067e+05
2.700000e-01    -5.567131e+05    1.527846e+05
2.800000e-01    2.311654e+04    -2.349971e+05
2.900000e-01    7.467854e+04    4.252587e+05
3.000000e-01    -4.910117e+05    1.548479e+05
3.100000e-01    1.529154e+04    -1.859878e+05
3.200000e-01    6.276570e+04    4.118129e+05
3.300000e-01    -4.691764e+05    1.604830e+05
3.400000e-01    1.506862e+04    -1.770327e+05
3.500000e-01    6.569292e+04    4.004955e+05
3.600000e-01    -4.304910e+05    1.720978e+05
3.700000e-01    -5.263130e+03    -1.280445e+05
3.800000e-01    4.530285e+04    3.699612e+05
3.900000e-01    -3.926177e+05    1.727235e+05
4.000000e-01    -6.643705e+03    -1.007822e+05
4.100000e-01    4.142541e+04    3.666494e+05
4.200000e-01    -3.855807e+05    1.782972e+05
4.300000e-01    -7.637566e+03    -9.843679e+04
4.400000e-01    4.262348e+04    3.557111e+05
4.500000e-01    -3.533711e+05    1.856485e+05
4.600000e-01    -2.077486e+04    -6.146684e+04
4.700000e-01    2.877253e+04    3.377879e+05
4.800000e-01    -3.304842e+05    1.855323e+05
4.900000e-01    -1.951228e+04    -4.588121e+04
5.000000e-01    2.985808e+04    3.397351e+05
5.100000e-01    -3.302433e+05    1.923016e+05
5.200000e-01    -2.214138e+04    -4.247456e+04
5.300000e-01    2.854138e+04    3.282226e+05
5.400000e-01    -3.012404e+05    1.961024e+05
5.500000e-01    -3.002157e+04    -1.552598e+04
5.600000e-01    1.868869e+04    3.176171e+05
5.700000e-01    -2.875344e+05    1.957979e+05
5.800000e-01    -2.791190e+04    -7.310613e+03
5.900000e-01    2.252584e+04    3.218138e+05
6.000000e-01    -2.884029e+05    2.029109e+05
6.100000e-01    -3.165998e+04    -1.455098e+03
6.200000e-01    1.927988e+04    3.104256e+05
6.300000e-01    -2.633873e+05    2.050098e+05
6.400000e-01    -3.552408e+04    1.879395e+04
6.500000e-01    1.257878e+04    3.048175e+05
6.600000e-01    -2.556846e+05    2.050008e+05
6.700000e-01    -3.331630e+04    2.207076e+04
6.800000e-01    1.834805e+04    3.100704e+05
6.900000e-01    -2.555119e+05    2.116946e+05
7.000000e-01    -3.814067e+04    2.981120e+04
7.100000e-01    1.229737e+04    2.980491e+05
7.200000e-01    -2.356159e+05    2.119723e+05
7.300000e-01    -3.980968e+04    4.479124e+04
7.400000e-01    8.129223e+03    2.959218e+05
7.500000e-01    -2.315868e+05    2.130227e+05
7.600000e-01    -3.726479e+04    4.522303e+04
7.700000e-01    1.456817e+04    3.005894e+05
7.800000e-01    -2.281282e+05    2.193514e+05
7.900000e-01    -4.195364e+04    5.546129e+04
8.000000e-01    7.946297e+03    2.905126e+05
8.100000e-01    -2.133099e+05    2.191065e+05
8.200000e-01    -4.226396e+04    6.640913e+04
8.300000e-01    5.476830e+03    2.904566e+05
8.400000e-01    -2.124698e+05    2.206908e+05
8.500000e-01    -4.044808e+04    6.432035e+04
8.600000e-01    1.091920e+04    2.931502e+05
8.700000e-01    -2.069080e+05    2.256916e+05
8.800000e-01    -4.517526e+04    7.604727e+04
8.900000e-01    4.037156e+03    2.850112e+05
9.000000e-01    -1.960787e+05    2.252494e+05
9.100000e-01    -4.440833e+04    8.409823e+04
9.200000e-01    3.515834e+03    2.869170e+05
9.300000e-01    -1.971152e+05    2.280209e+05
9.400000e-01    -4.316445e+04    8.143331e+04
9.500000e-01    7.761118e+03    2.879453e+05
9.600000e-01    -1.893141e+05    2.320969e+05
9.700000e-01    -4.688941e+04    9.422065e+04
9.800000e-01    1.732519e+03    2.824043e+05
9.900000e-01    -1.814265e+05    2.319845e+05
1.000000e+00    -4.543458e+04    9.999552e+04
1.010000e+00    2.742457e+03    2.855876e+05
1.020000e+00    -1.841245e+05    2.356554e+05
1.030000e+00    -4.527274e+04    9.712134e+04
1.040000e+00    4.776939e+03    2.845095e+05
1.050000e+00    -1.749461e+05    2.381975e+05
1.060000e+00    -4.829416e+04    1.099202e+05
1.070000e+00    -3.778351e+02    2.810645e+05
1.080000e+00    -1.698792e+05    2.381605e+05
1.090000e+00    -4.681519e+04    1.135033e+05
1.100000e+00    1.867159e+03    2.850260e+05
1.110000e+00    -1.737004e+05    2.428729e+05
1.120000e+00    -4.768059e+04    1.131040e+05
1.130000e+00    2.077444e+03    2.827003e+05
1.140000e+00    -1.630917e+05    2.442203e+05
1.150000e+00    -4.925981e+04    1.241091e+05
1.160000e+00    -1.831768e+03    2.813613e+05
1.170000e+00    -1.599662e+05    2.448701e+05
1.180000e+00    -4.760046e+04    1.262356e+05
1.190000e+00    1.622623e+03    2.859049e+05
1.200000e+00    -1.622174e+05    2.500022e+05
1.210000e+00    -4.907108e+04    1.282719e+05
1.220000e+00    2.007320e+02    2.829383e+05
1.230000e+00    -1.527729e+05    2.508604e+05
1.240000e+00    -4.956482e+04    1.376467e+05
1.250000e+00    -2.543807e+03    2.833415e+05
1.260000e+00    -1.512657e+05    2.522756e+05
1.270000e+00    -4.800835e+04    1.384616e+05
1.280000e+00    2.135463e+03    2.883951e+05
1.290000e+00    -1.526487e+05    2.574602e+05
1.300000e+00    -5.009329e+04    1.424829e+05
1.310000e+00    -1.545109e+03    2.844971e+05
1.320000e+00    -1.443218e+05    2.576084e+05
1.330000e+00    -5.007852e+04    1.501358e+05
1.340000e+00    -3.403376e+03    2.860905e+05
1.350000e+00    -1.443257e+05    2.596423e+05
1.360000e+00    -4.885422e+04    1.497433e+05
1.370000e+00    4.958707e+02    2.898645e+05
1.380000e+00    -1.434406e+05    2.643670e+05
1.390000e+00    -5.101306e+04    1.559485e+05
1.400000e+00    -3.154728e+03    2.874255e+05
1.410000e+00    -1.371824e+05    2.649573e+05
1.420000e+00    -5.036301e+04    1.624458e+05
1.430000e+00    -3.828615e+03    2.902759e+05
1.440000e+00    -1.381680e+05    2.679249e+05
1.450000e+00    -4.951272e+04    1.617416e+05
1.460000e+00    -2.005136e+02    2.935119e+05
1.470000e+00    -1.357363e+05    2.723091e+05
1.480000e+00    -5.140721e+04    1.695056e+05
1.490000e+00    -4.267513e+03    2.921132e+05
1.500000e+00    -1.308655e+05    2.733494e+05
1.510000e+00    -5.030288e+04    1.750477e+05
1.520000e+00    -3.809440e+03    2.960568e+05
1.530000e+00    -1.323881e+05    2.772798e+05
1.540000e+00    -4.999788e+04    1.751530e+05
1.550000e+00    -1.171995e+03    2.985381e+05
1.560000e+00    -1.286800e+05    2.812640e+05
1.570000e+00    -5.127476e+04    1.835044e+05
1.580000e+00    -4.862083e+03    2.986307e+05
1.590000e+00    -1.252349e+05    2.829011e+05
1.600000e+00    -5.001633e+04    1.881012e+05
1.610000e+00    -3.546876e+03    3.033611e+05
1.620000e+00    -1.277960e+05    2.878293e+05
1.630000e+00    -5.040805e+04    1.894112e+05
1.640000e+00    -2.222145e+03    3.051790e+05
1.650000e+00    -1.227697e+05    2.911030e+05
1.660000e+00    -5.115820e+04    1.977135e+05
1.670000e+00    -5.513286e+03    3.065337e+05
1.680000e+00    -1.206254e+05    2.933630e+05
1.690000e+00    -4.984262e+04    2.015460e+05
1.700000e+00    -3.404363e+03    3.119791e+05
1.710000e+00    -1.226949e+05    2.990851e+05
1.720000e+00    -5.051955e+04    2.036307e+05
1.730000e+00    -3.268212e+03    3.136672e+05
1.740000e+00    -1.175322e+05    3.023369e+05
1.750000e+00    -5.058555e+04    2.128574e+05
1.760000e+00    -5.645948e+03    3.165734e+05
1.770000e+00    -1.163947e+05    3.055251e+05
1.780000e+00    -4.921870e+04    2.162174e+05
1.790000e+00    -3.094164e+03    3.224980e+05
1.800000e+00    -1.187444e+05    3.124568e+05
1.810000e+00    -5.006767e+04    2.208106e+05
1.820000e+00    -3.776166e+03    3.246707e+05
1.830000e+00    -1.127462e+05    3.154437e+05
1.840000e+00    -4.947660e+04    2.294011e+05
1.850000e+00    -5.263552e+03    3.291141e+05
1.860000e+00    -1.125273e+05    3.197393e+05
1.870000e+00    -4.816326e+04    2.324937e+05
1.880000e+00    -1.221770e+03    3.365434e+05
1.890000e+00    -1.126791e+05    3.266618e+05
1.900000e+00    -4.909946e+04    2.390139e+05
1.910000e+00    -3.946050e+03    3.386579e+05
1.920000e+00    -1.086247e+05    3.309375e+05
1.930000e+00    -4.804719e+04    2.479349e+05
1.940000e+00    -4.639761e+03    3.448421e+05
1.950000e+00    -1.093268e+05    3.366989e+05
1.960000e+00    -4.687776e+04    2.511508e+05
1.970000e+00    -2.231861e+03    3.518527e+05
1.980000e+00    -1.093130e+05    3.447423e+05
1.990000e+00    -4.783233e+04    2.602015e+05
2.000000e+00    -4.133338e+03    3.566013e+05
2.010000e+00    -1.056979e+05    3.497563e+05
2.020000e+00    -4.679235e+04    2.694781e+05
2.030000e+00    -4.396753e+03    3.650640e+05
2.040000e+00    -1.074507e+05    3.576202e+05
2.050000e+00    -4.593907e+04    2.744082e+05
2.060000e+00    -8.450948e+02    3.742027e+05
2.070000e+00    -1.064749e+05    3.663894e+05
2.080000e+00    -4.684884e+04    2.851325e+05
2.090000e+00    -5.164941e+03    3.801440e+05
2.100000e+00    -1.050944e+05    3.735972e+05
2.110000e+00    -4.635972e+04    2.960876e+05
2.120000e+00    -5.103859e+03    3.926663e+05
2.130000e+00    -1.077797e+05    3.853621e+05
2.140000e+00    -4.501764e+04    3.045186e+05
2.150000e+00    -2.573293e+03    4.034005e+05
2.160000e+00    -1.057639e+05    3.954596e+05
2.170000e+00    -4.615979e+04    3.172260e+05
2.180000e+00    -7.364745e+03    4.139360e+05
2.190000e+00    -1.077349e+05    4.070688e+05
2.200000e+00    -4.664397e+04    3.325856e+05
2.210000e+00    -6.806176e+03    4.338554e+05
2.220000e+00    -1.101089e+05    4.250276e+05
2.230000e+00    -4.386438e+04    3.465085e+05
2.240000e+00    -3.999273e+03    4.491876e+05
2.250000e+00    -1.095277e+05    4.387481e+05
2.260000e+00    -4.678078e+04    3.639329e+05
2.270000e+00    -1.221246e+04    4.688711e+05
2.280000e+00    -1.164033e+05    4.608937e+05
2.290000e+00    -4.716438e+04    3.899785e+05
2.300000e+00    -9.247827e+03    5.034079e+05
2.310000e+00    -1.199809e+05    4.903875e+05
2.320000e+00    -4.217360e+04    4.122173e+05
2.330000e+00    -9.359588e+03    5.293920e+05
2.340000e+00    -1.263517e+05    5.154242e+05
2.350000e+00    -5.284044e+04    4.476095e+05
2.360000e+00    -2.467520e+04    5.812622e+05
2.370000e+00    -1.408383e+05    5.728898e+05
2.380000e+00    -4.431103e+04    5.080342e+05
2.390000e+00    -7.348453e+03    6.586070e+05
2.400000e+00    -1.419835e+05    6.312884e+05
2.410000e+00    -3.578852e+04    5.502166e+05
2.420000e+00    -2.778601e+04    7.313297e+05
2.430000e+00    -2.097917e+05    7.253688e+05
2.440000e+00    -9.741791e+04    7.014823e+05
2.450000e+00    -7.745945e+04    1.026096e+06
2.460000e+00    -2.546445e+05    1.105644e+06
2.470000e+00    7.362570e+04    1.141911e+06
2.480000e+00    3.308450e+05    1.788058e+06
2.490000e+00    9.528113e+04    2.071398e+06
2.500000e+00    3.544134e+06    1.511642e+06
2.510000e+00    7.689480e+05    -5.454570e+05
2.520000e+00    1.205076e+06    -5.407998e+05
2.530000e+00    2.431895e+05    8.677323e+05
2.540000e+00    1.043112e+06    -6.554849e+05
2.550000e+00    2.312741e+05    2.210144e+05
2.560000e+00    2.255380e+05    1.521786e+05
2.570000e+00    4.671112e+05    1.674749e+05
2.580000e+00    4.023558e+05    2.791280e+05
2.590000e+00    3.062212e+05    1.573105e+05
2.600000e+00    3.810189e+05    1.523545e+05
2.610000e+00    3.014007e+05    2.585372e+05
2.620000e+00    2.366996e+05    2.022705e+05
2.630000e+00    3.196296e+05    2.318468e+05
2.640000e+00    2.722075e+05    3.144832e+05
2.650000e+00    2.181722e+05    2.574335e+05
2.660000e+00    3.085921e+05    3.185287e+05
2.670000e+00    3.039208e+05    4.042101e+05
2.680000e+00    3.209535e+05    3.281811e+05
2.690000e+00    4.257122e+05    3.224352e+05
2.700000e+00    3.968751e+05    3.432545e+05
2.710000e+00    3.820968e+05    2.399205e+05
2.720000e+00    4.378191e+05    2.288652e+05
2.730000e+00    3.639110e+05    2.605505e+05
2.740000e+00    3.278327e+05    1.918500e+05
2.750000e+00    3.825418e+05    2.229738e+05
2.760000e+00    3.317069e+05    2.779298e+05
2.770000e+00    3.273882e+05    2.159324e+05
2.780000e+00    3.983201e+05    2.367905e+05
2.790000e+00    3.541662e+05    2.722049e+05
2.800000e+00    3.506391e+05    2.012561e+05
2.810000e+00    4.186120e+05    2.204877e+05
2.820000e+00    3.754484e+05    2.514487e+05
2.830000e+00    3.768166e+05    1.680384e+05
2.840000e+00    4.421985e+05    1.719693e+05
2.850000e+00    3.837153e+05    1.844967e+05
2.860000e+00    3.599726e+05    9.999215e+04
2.870000e+00    3.950918e+05    1.167102e+05
2.880000e+00    3.244519e+05    1.544117e+05
2.890000e+00    3.094059e+05    9.772653e+04
