#Parameters = {Nmesh=22; wakelength=5000; xbeam=3; xshift=-3; ybeam=0; yshift=-0}
#"Frequency / GHz"	"X [Re]"	"X [Im]"
#-----------------------------------
0.059159500226059	-0.18128221747160	-0.044219467592853
0.060297182922714	-0.17547707344658	-0.023660287814614
0.061434865619369	-0.16767728612615	-0.0042919101106024
0.062572548316023	-0.15805068373244	0.013701972794290
0.063710231012678	-0.14678153098469	0.030158661838318
0.064847913709333	-0.13406803930501	0.044937882116654
0.065985596405988	-0.12011975724385	0.057922926180150
0.067123279102643	-0.10515487372820	0.069021500738473
0.068260961799298	-0.089397467384684	0.078166271031734
0.069398644495953	-0.073074735429376	0.085315100830811
0.070536327192608	-0.056414235447998	0.090450989708746
0.071674009889263	-0.039641172818378	0.093581712848832
0.072811692585918	-0.022975765564191	0.094739172175467
0.073949375282573	-0.0066307170889890	0.093978470969315
0.075087057979228	0.0091911744566344	0.091376727318686
0.076224740675883	0.024299243450626	0.087031644726803
0.077362423372538	0.038516996326345	0.081059860905520
0.078500106069193	0.051683941564557	0.073595098208899
0.079637788765848	0.063657191207182	0.064786141268077
0.080775471462503	0.074312817992498	0.054794669158868
0.081913154159158	0.083546955415101	0.043792970847146
0.083050836855813	0.091276631336787	0.031961573700236
0.084188519552468	0.097440329174307	0.019486815516240
0.085326202249123	0.10199827412355	0.0065583908028479
0.086463884945778	0.10493244530427	-0.0066330980665133
0.087601567642433	0.10624631808226	-0.019898554673477
0.088739250339088	0.10596434410568	-0.033052738056915
0.089876933035743	0.10413117973887	-0.045916519805180
0.091014615732398	0.10081067655260	-0.058319022186195
0.092152298429053	0.096084650299053	-0.070099612614622
0.093289981125708	0.090051447330399	-0.081109731892504
0.094427663822363	0.082824329682080	-0.091214536052847
0.095565346519018	0.074529702011095	-0.10029433425168
0.096703029215673	0.065305205233303	-0.10824580795817
0.097840711912328	0.055297703025315	-0.11498299964667
0.098978394608983	0.044661188332437	-0.12043806226069
0.10011607730564	0.033554637646206	-0.12456176385634
0.10125376000229	0.022139841079074	-0.12732374500199
0.10239144269895	0.010579236170614	-0.12871252967066
0.10352912539560	-0.00096622708575605	-0.12873529347249
0.10466680809226	-0.012339163294471	-0.12741739609755
0.10580449078891	-0.023387745203633	-0.12480168773711
0.10694217348557	-0.033967589588073	-0.12094760198809
0.10807985618222	-0.043943513029702	-0.11593005028899
0.10921753887888	-0.053191137135914	-0.10983813525460
0.11035522157553	-0.061598324953571	-0.10277370234547
0.11149290427219	-0.069066432757621	-0.094849751101646
0.11263058696884	-0.075511363986495	-0.086188728670000
0.11376826966550	-0.080864414826069	-0.076920729543517
0.11490595236215	-0.085072903773444	-0.067181626298615
0.11604363505881	-0.088100580403802	-0.057111156654607
0.11718131775546	-0.089927811480218	-0.046850992385076
0.11831900045212	-0.090551545449859	-0.036542815485357
0.11945668314877	-0.089985059223093	-0.026326426548700
0.12059436584543	-0.088257493898668	-0.016337909535886
0.12173204854208	-0.085413188743504	-0.0067078760522817
0.12286973123874	-0.081510825227002	0.0024401891098348
0.12400741393539	-0.076622395216708	0.010991461026824
0.12514509663205	-0.070832009536945	0.018841168021816
0.12628277932870	-0.064234564949851	0.025895829165598
0.12742046202536	-0.056934289217942	0.032074321960251
0.12855814472201	-0.049043185230805	0.037308768678397
0.12969582741867	-0.040679396212039	0.041545232363604
0.13083351011532	-0.031965514755759	0.044744216115764
0.13197119281198	-0.023026858868954	0.046880961953953
0.13310887550863	-0.013989738314471	0.047945548233130
0.13424655820529	-0.0049797343615926	0.047942787254695
0.13538424090194	0.0038799844371651	0.046891927320045
0.13652192359860	0.012470288603294	0.044826165997122
0.13765960629525	0.020677635439933	0.041791983770721
0.13879728899191	0.028395518622378	0.037848309497911
0.13993497168856	0.035525801760076	0.033065531162389
0.14107265438522	0.041979919791539	0.027524367290960
0.14221033708187	0.047679934037472	0.021314616039187
0.14334801977853	0.052559428864341	0.014533800352593
0.14448570247518	0.056564240170671	0.0072857287490389
0.14562338517184	0.059653008270410	-0.00032100786523821
0.14676106786849	0.061797550179350	-0.0081745823470177
0.14789875056515	0.062983048779026	-0.016161499134933
0.14903643326180	0.063208058804721	-0.024168162420539
0.15017411595846	0.062484332047432	-0.032082423624226
0.15131179865511	0.060836466541937	-0.039795087672639
0.15244948135177	0.058301386803567	-0.047201358384337
0.15358716404842	0.054927664345625	-0.054202204332782
0.15472484674508	0.050774689730131	-0.060705627853556
0.15586252944173	0.045911709251608	-0.066627821376049
0.15700021213839	0.040416741004277	-0.071894196966428
0.15813789483504	0.034375386517551	-0.076440276843466
0.15927557753170	0.027879555346402	-0.080212434645218
0.16041326022835	0.021026120958562	-0.083168479354015
0.16155094292501	0.013915526959554	-0.085278076000308
0.16268862562166	0.0066503631327391	-0.086522999532111
0.16382630831832	-0.00066606905808838	-0.086897220525292
0.16496399101497	-0.0079311819509264	-0.086406823690076
0.16610167371163	-0.015044498955966	-0.085069762370342
0.16723935640828	-0.021909005027078	-0.082915454405199
0.16837703910494	-0.028432432599513	-0.079984226798518
0.16951472180159	-0.034528466339841	-0.076326618594844
0.17065240449825	-0.040117851346809	-0.072002553164518
0.17179008719490	-0.045129390926683	-0.067080392734453
0.17292776989156	-0.049500821721702	-0.061635889443484
0.17406545258821	-0.053179555771673	-0.055751048435436
0.17520313528487	-0.056123281010561	-0.049512919514568
0.17634081798152	-0.058300413715277	-0.043012334665465
0.17747850067818	-0.059690398504530	-0.036342609275028
0.17861618337483	-0.060283853602980	-0.029598225182998
0.17975386607149	-0.060082561211180	-0.022873513728300
0.18089154876814	-0.059099304926094	-0.016261356753295
0.18202923146480	-0.057357558212349	-0.0098519230822010
0.18316691416145	-0.054891029903429	-0.0037314573118679
0.18430459685811	-0.051743074589085	0.0020188631456911
0.18544227955476	-0.047965977495732	0.0073239879346446
0.18657996225142	-0.043620125068417	0.012115957000588
0.18771764494807	-0.038773073895817	0.016334755133948
0.18885532764473	-0.033498531866064	0.019929047348461
0.18999301034138	-0.027875266485897	0.022856786369353
0.19113069303804	-0.021985956126807	0.025085685343891
0.19226837573469	-0.015916000570081	0.026593550799486
0.19340605843135	-0.0097523076022051	0.027368472834771
0.19454374112800	-0.0035820725598840	0.027408871510155
0.19568142382466	0.0025084323596538	0.026723400379085
0.19681910652131	0.0084350425189412	0.025330710042975
0.19795678921797	0.014116843020136	0.023259076495454
0.19909447191462	0.019477253418666	0.020545900820254
0.20023215461128	0.024445040690012	0.017237088498093
0.20136983730793	0.028955247299328	0.013386318139384
0.20250752000459	0.032950022521903	0.0090542108715392
0.20364520270124	0.036379346609561	0.0043074128543123
0.20478288539790	0.039201638972778	-0.00078239554139271
0.20592056809455	0.041384243227950	-0.0061395494890864
0.20705825079120	0.042903783720057	-0.011685493333058
0.20819593348786	0.043746389948051	-0.017339902572878
0.20933361618451	0.043907787168531	-0.023021818460718
0.21047129888117	0.043393253307009	-0.028650779451103
0.21160898157782	0.042217444140108	-0.034147933943369
0.21274666427448	0.040404090501441	-0.039437119168807
0.21388434697113	0.037985572984804	-0.044445891689461
0.21502202966779	0.035002381247640	-0.049106495783826
0.21615971236444	0.031502466534341	-0.053356756983117
0.21729739506110	0.027540497422916	-0.057140889175460
0.21843507775775	0.023177030032330	-0.060410204996785
0.21957276045441	0.018477604995912	-0.063123720657455
0.22071044315106	0.013511784395406	-0.065248647891802
0.22184812584772	0.0083521425501400	-0.066760767341875
0.22298580854437	0.0030732250584225	-0.067644679373841
0.22412349124103	-0.0022495092114364	-0.067893930051774
0.22526117393768	-0.0075407483873889	-0.067511011735365
0.22639885663434	-0.012726375432572	-0.066507239500959
0.22753653933099	-0.017734489181473	-0.064902506286034
0.22867422202765	-0.022496384702012	-0.062724921302415
0.22981190472430	-0.026947479802339	-0.060010337831339
0.23094958742096	-0.031028175366445	-0.056801777982963
0.23208727011761	-0.034684638229518	-0.053148763354852
0.23322495281427	-0.037869496477022	-0.049106561740814
0.23436263551092	-0.040542438353237	-0.044735361107656
0.23550031820758	-0.042670707376553	-0.040099382959686
0.23663800090423	-0.044229487759789	-0.035265947938093
0.23777568360089	-0.045202175802816	-0.030304507046245
0.23891336629754	-0.045580534539673	-0.025285652246499
0.24005104899420	-0.045364730560571	-0.020280120336156
0.24118873169085	-0.044563253567983	-0.015357803978992
0.24232641438751	-0.043192720842774	-0.010586783546556
0.24346409708416	-0.041277570369186	-0.0060323930148014
0.24460177978082	-0.038849647874914	-0.0017563325736250
0.24573946247747	-0.035947694464532	0.0021841601505183
0.24687714517413	-0.032616742842126	0.0057370692741493
0.24801482787078	-0.028907431314994	0.0088562803127714
0.24915251056744	-0.024875245829124	0.011502171574921
0.25029019326409	-0.020579701195503	0.013642109853712
0.25142787596075	-0.016083473412775	0.015250844365056
0.25256555865740	-0.011451495567461	0.016310794343428
0.25370324135406	-0.0067500301913156	0.016812227218915
0.25484092405071	-0.0020457311723380	0.016753325842082
0.25597860674737	0.0025952916499427	0.016140144774392
0.25711628944402	0.0071083922221341	0.014986457200012
0.25825397214068	0.011431279691008	0.013313495518742
0.25939165483733	0.015504869335960	0.011149590129071
0.26052933753399	0.019274081524780	0.0085297122852773
0.26166702023064	0.022688578014161	0.0054949281948640
0.26280470292730	0.025703425874114	0.0020917726953052
0.26394238562395	0.028279680400079	-0.0016284481031950
0.26508006832061	0.030384879571991	-0.0056104149129056
0.26621775101726	0.031993443908518	-0.0097956030463528
0.26735543371392	0.033086976928584	-0.014123128221172
0.26849311641057	0.033654462851640	-0.018530618302690
0.26963079910723	0.033692359622926	-0.022955098632061
0.27076848180388	0.033204586819785	-0.027333878498292
0.27190616450054	0.032202409459459	-0.031605426396143
0.27304384719719	0.030704220167527	-0.035710221966345
0.27418152989385	0.028735223559510	-0.039591572934812
0.27531921259050	0.026327028017247	-0.043196385946671
0.27645689528716	0.023517151288445	-0.046475880919509
0.27759457798381	0.020348447485903	-0.049386239407294
0.27873226068047	0.016868464096756	-0.051889178458651
0.27986994337712	0.013128738518767	-0.053952442556046
0.28100762607378	0.0091840444080224	-0.055550207419804
0.28214530877043	0.0050915987412824	-0.056663390735333
0.28328299146709	0.00091024095884726	-0.057279866195485
0.28442067416374	-0.0033004041448436	-0.057394578623376
0.28555835686040	-0.0074807679787566	-0.057009559335174
0.28669603955705	-0.011572172384874	-0.056133842297722
0.28783372225371	-0.015517644955337	-0.054783283012983
0.28897140495036	-0.019262704203660	-0.052980283401412
0.29010908764702	-0.022756103861166	-0.050753427240854
0.29124677034367	-0.025950526219848	-0.048137031929345
0.29238445304033	-0.028803215228171	-0.045170623462701
0.29352213573698	-0.031276540955205	-0.041898342536259
0.29465981843364	-0.033338488057147	-0.038368290581076
0.29579750113029	-0.034963061994126	-0.034631825316779
0.29693518382695	-0.036130607937720	-0.030742816036126
0.29807286652360	-0.036828038564017	-0.026756869322516
0.29921054922026	-0.037048968225220	-0.022730536235467
0.30034823191691	-0.036793752316542	-0.018720512176812
0.30148591461357	-0.036069431985823	-0.014782840670789
0.30262359731022	-0.034889585652363	-0.010972132155095
0.30376128000688	-0.033274090090741	-0.0073408085903392
0.30489896270353	-0.031248795077074	-0.0039383842572841
0.30603664540019	-0.028845116772360	-0.00081079253188555
0.30717432809684	-0.026099556114401	0.0020002322834277
0.30831201079350	-0.023053149491509	0.0044577098268746
0.30944969349015	-0.019750859864548	0.0065298979395140
0.31058737618681	-0.016240917277208	0.0081907000564233
0.31172505888346	-0.012574118337754	0.0094199905780487
0.31286274158012	-0.0088030947608029	0.010203854254193
0.31400042427677	-0.0049815614188984	0.010534736841487
0.31513810697343	-0.0011635545667119	0.010411505553251
0.31627578967008	0.0025973290363903	0.0098394190906998
0.31741347236674	0.0062486814667047	0.0088300083087080
0.31855115506339	0.0097400110355577	0.0074008698102942
0.31968883776005	0.013023437722046	0.0055753759644124
0.32082652045670	0.016054347129050	0.0033823059852253
0.32196420315336	0.018791994097105	0.00085540378213064
0.32310188585001	0.021200047874720	-0.0019671307259694
0.32423956854667	0.023247071615616	-0.0050432092544511
0.32537725124332	0.024906929940263	-0.0083274734045665
0.32651493393998	0.026159119346902	-0.011771954521773
0.32765261663663	0.026989017370843	-0.015326765638836
0.32879029933329	0.027388047554279	-0.018940815597230
0.32992798202994	0.027353758485546	-0.022562535196678
0.33106566472660	0.026889816379921	-0.026140605122298
0.33220334742325	0.026005911886497	-0.029624675442232
0.33334103011991	0.024717583000680	-0.032966066654255
0.33447871281656	0.023045957122703	-0.036118442584227
0.33561639551322	0.021017416413446	-0.039038445896935
0.33675407820987	0.018663191644441	-0.041686287563583
0.33789176090653	0.016018890705245	-0.044026282331059
0.33902944360318	0.013123968805230	-0.046027323045538
0.34016712629984	0.010021148176832	-0.047663287585084
0.34130480899649	0.0067557957432064	-0.048913373139436
0.34244249169315	0.0033752677467012	-0.049762353625962
0.34358017438980	-7.1769261090435e-05	-0.050200757133627
0.34471785708646	-0.0035360313965947	-0.050224961426147
0.34585553978311	-0.0069683145842283	-0.049837206695088
0.34699322247977	-0.010320186058905	-0.049045525917198
0.34813090517642	-0.013544660572288	-0.047863594321531
0.34926858787308	-0.016596851919541	-0.046310500594846
0.35040627056973	-0.019434590808344	-0.044410443532935
0.35154395326639	-0.022019000619938	-0.042192358866055
0.35268163596304	-0.024315023254869	-0.039689481934707
0.35381931865970	-0.026291888004164	-0.036938852754769
0.35495700135635	-0.027923517228855	-0.033980770776951
0.35609468405301	-0.029188863554675	-0.030858207304556
0.35723236674966	-0.030072174281028	-0.027616184077137
0.35837004944632	-0.030563179749670	-0.024301126948780
0.35950773214297	-0.030657203503971	-0.020960203883497
0.36064541483963	-0.030355193178816	-0.017640656653008
0.36178309753628	-0.029663672178427	-0.014389135652759
0.36292078023294	-0.028594613308998	-0.011251047150584
0.36405846292959	-0.027165236619658	-0.0082699220512339
0.36519614562625	-0.025397734753702	-0.0054868149031113
0.36633382832290	-0.023318930107982	-0.0029397413966223
0.36747151101956	-0.020959869028101	-0.00066316201405692
0.36860919371621	-0.018355359118096	0.0013124812023211
0.36974687641287	-0.015543456504087	0.0029611685839054
0.37088455910952	-0.012564910551903	0.0042616421594902
0.37202224180618	-0.0094625740902911	0.0051976759951871
0.37315992450283	-0.0062807876268139	0.0057582741699450
0.37429760719949	-0.0030647463577193	0.0059377940409399
0.37543528989614	0.00014014103798557	0.0057359935146970
0.37657297259280	0.0032888927680383	0.0051580021131452
0.37771065528945	0.0063375844729887	0.0042142166938029
0.37884833798611	0.0092439611525489	0.0029201237350028
0.37998602068276	0.011968021988763	0.0012960511158747
0.38112370337942	0.014472570012429	-0.00063314670736771
0.38226138607607	0.016723719099427	-0.0028384653157437
0.38339906877273	0.018691351425997	-0.0052871830805243
0.38453675146938	0.020349519246969	-0.0079433436482605
0.38567443416604	0.021676785677707	-0.010768281090478
0.38681211686269	0.022656500047093	-0.013721180092874
0.38794979955935	0.023277004332561	-0.016759663111118
0.38908748225600	0.023531768175375	-0.019840396088289
0.39022516495266	0.023419450990951	-0.022919704116700
0.39136284764931	0.022943890720748	-0.025954188336494
0.39250053034597	0.022114019804443	-0.028901335395701
0.39363821304262	0.020943709969366	-0.031720110950165
0.39477589573928	0.019451548424335	-0.034371528954064
0.39591357843593	0.017660548993335	-0.036819188878280
0.39705126113259	0.015597802617903	-0.039029773488421
0.39818894382924	0.013294072483395	-0.040973500409485
0.39932662652590	0.010783339772366	-0.042624521390971
0.40046430922255	0.0081023067079022	-0.043961263954635
0.40160199191921	0.0052898641123339	-0.044966710945789
0.40273967461586	0.0023865311648402	-0.045628614405992
0.40387735731252	-0.00056612461078676	-0.045939641127155
0.40501504000917	-0.0035260788637329	-0.045897448221191
0.40615272270583	-0.0064514450586781	-0.045504688031453
0.40729040540248	-0.0093010638650485	-0.044768942708317
0.40842808809914	-0.012035079034617	-0.043702589757485
0.40956577079579	-0.014615491744109	-0.042322600832000
0.41070345349245	-0.017006685725804	-0.040650276964364
0.41184113618910	-0.019175915961349	-0.038710924310614
0.41297881888576	-0.021093754265172	-0.036533475291865
0.41411650158241	-0.022734485725746	-0.034150060759483
0.41525418427906	-0.024076450696042	-0.031595539467773
0.41639186697572	-0.025102327818263	-0.028906991704079
0.41752954967237	-0.025799354420767	-0.026123184392977
0.41866723236903	-0.026159481524896	-0.023284015352878
0.41980491506568	-0.026179461633079	-0.020429944635228
0.42094259776234	-0.025860868424094	-0.017601421015697
0.42208028045899	-0.025210048443013	-0.014838311731946
0.42321796315565	-0.024238005828746	-0.012179343473920
0.42435564585230	-0.022960222057794	-0.0096615624320545
0.42549332854896	-0.021396413585829	-0.0073198208996320
0.42663101124561	-0.019570231126521	-0.0051862975127690
0.42776869394227	-0.017508905107837	-0.0032900577013600
0.42890637663892	-0.015242842578905	-0.0016566603245545
0.43004405933558	-0.012805181495534	-0.00030781578376060
0.43118174203223	-0.010231308880791	0.00073889984521303
0.43231942472889	-0.0075583498311809	0.0014702709305625
0.43345710742554	-0.0048246347127289	0.0018776057826422
0.43459479012220	-0.0020691521599271	0.0019568355564869
0.43573247281885	0.00066900434916103	0.0017085475019045
0.43687015551551	0.0033511885180697	0.0011379524330564
0.43800783821216	0.0059397440936819	0.00025478721522409
0.43914552090882	0.0083985309695606	-0.00092684602369700
0.44028320360547	0.010693427210402	-0.0023887013681992
0.44142088630213	0.012792800053175	-0.0041086678475088
0.44255856899878	0.014667939412227	-0.0060611012081847
0.44369625169544	0.016293447975941	-0.0082172037851819
0.44483393439209	0.017647582623101	-0.010545446878002
0.44597161708875	0.018712542598575	-0.013012029468858
0.44710929978540	0.019474700659940	-0.015581366639536
0.44824698248206	0.019924774228017	-0.018216600659244
0.44938466517871	0.020057934433319	-0.020880127431943
0.45052234787537	0.019873851834762	-0.023534130812179
0.45166003057202	0.019376678484127	-0.026141117225062
0.45279771326868	0.018574966907149	-0.028664443059419
0.45393539596533	0.017481527456887	-0.031068827442247
0.45507307866199	0.016113226355140	-0.033320843244932
0.45621076135864	0.014490727560866	-0.035389379513348
0.45734844405530	0.012638182379657	-0.037246068949727
0.45848612675195	0.010582871444567	-0.038865674597328
0.45962380944861	0.0083548043461883	-0.040226430481897
0.46076149214526	0.0059862827601668	-0.041310331637574
0.46189917484192	0.0035114334055503	-0.042103369679759
0.46303685753857	0.00096571756118142	-0.042595710872532
0.46417454023523	-0.0016145758353589	-0.042781814462623
0.46531222293188	-0.0041928462847155	-0.042660489903542
0.46644990562854	-0.0067326997025456	-0.042234892460454
0.46758758832519	-0.0091984609689140	-0.041512457556297
0.46872527102185	-0.011555673854639	-0.040504775080370
0.46986295371850	-0.013771581341252	-0.039227405720009
0.47100063641516	-0.015815579660719	-0.037699642182380
0.47213831911181	-0.017659639783026	-0.035944218935693
0.47327600180847	-0.019278690568009	-0.033986974806671
0.47441368450512	-0.020650958365098	-0.031856473414322
0.47555136720178	-0.021758258482764	-0.029583586990165
0.47668904989843	-0.022586234648840	-0.027201049624314
0.47782673259509	-0.023124543333708	-0.024742986378909
0.47896441529174	-0.023366980599536	-0.022244425019809
0.48010209798840	-0.023311549959220	-0.019740797330544
0.48123978068505	-0.022960470566581	-0.017267437086534
0.48237746338171	-0.022320125902984	-0.014859081781485
0.48351514607836	-0.021400953962837	-0.012549385111892
0.48465282877502	-0.020217280759812	-0.010370447041369
0.48579051147167	-0.018787099765480	-0.0083523679872083
0.48692819416833	-0.017131800641587	-0.0065228333013733
0.48806587686498	-0.015275851325911	-0.0049067337628368
0.48920355956164	-0.013246438169988	-0.0035258272644557
0.49034124225829	-0.011073069396326	-0.0023984462733394
0.49147892495495	-0.0087871476352268	-0.0015392549777693
0.49261660765160	-0.0064215177105583	-0.00095905931573591
0.49375429034826	-0.0040099961642815	-0.00066467232050333
0.49489197304491	-0.0015868892371885	-0.00065883642808392
0.49602965574157	0.00081349384465328	-0.00094020358142902
0.49716733843822	0.0031573253932599	-0.0015033731479643
0.49830502113488	0.0054117347694933	-0.0023389868523883
0.49944270383153	0.0075452682167172	-0.0034338791268493
0.50058038652819	0.0095283266038469	-0.0047712805069081
0.50171806922484	0.011333575004505	-0.0063310709648593
0.50285575192150	0.012936318463203	-0.0080900793822090
0.50399343461815	0.014314838801335	-0.010022424729922
0.50513111731481	0.015450687887896	-0.012099893957075
0.50626880001146	0.016328933433853	-0.014292351093524
0.50740648270812	0.016938354055781	-0.016568171656749
0.50854416540477	0.017271581083920	-0.018894696122667
0.50968184810143	0.017325185351596	-0.021238695979163
0.51081953079808	0.017099707986325	-0.023566845732451
0.51195721349474	0.016599635016531	-0.025846194181747
0.51309489619139	0.015833316400666	-0.028044628317486
0.51423257888805	0.014812830866281	-0.030131323331550
0.51537026158470	0.013553798704442	-0.032077172452319
0.51650794428136	0.012075145389164	-0.033855190629294
0.51764562697801	0.010398819572294	-0.035440886486807
0.51878330967467	0.0085494696319877	-0.036812597438028
0.51992099237132	0.0065540835191091	-0.037951783392057
0.52105867506798	0.0044415971427309	-0.038843275090532
0.52219635776463	0.0022424769568189	-0.039475473767019
0.52333404046129	-1.1717250546205e-05	-0.039840499523084
0.52447172315794	-0.0022887831107843	-0.039934286549277
0.52560940585460	-0.0045563335525809	-0.039756624076815
0.52674708855125	-0.0067822553122234	-0.039311142715780
0.52788477124791	-0.0089351616038144	-0.038605246607221
0.52902245394456	-0.010984832586684	-0.037649992578849
0.53016013664122	-0.012902637466540	-0.036459918236243
0.53129781933787	-0.014661932352137	-0.035052821633430
0.53243550203453	-0.016238428356105	-0.033449495838300
0.53357318473118	-0.017610524871573	-0.031673422330373
0.53471086742784	-0.018759603468801	-0.029750427732390
0.53584855012449	-0.019670278430611	-0.027708308875344
0.53698623282115	-0.020330600573790	-0.025576431622093
0.53812391551780	-0.020732211676508	-0.023385309222063
0.53926159821446	-0.020870447539769	-0.021166166234023
0.54039928091111	-0.020744388443629	-0.018950494232229
0.54153696360777	-0.020356856506101	-0.016769605601188
0.54267464630442	-0.019714360203666	-0.014654191724967
0.54381232900108	-0.018826987056567	-0.012633891788807
0.54495001169773	-0.017708246209075	-0.010736878235278
0.54608769439439	-0.016374863334552	-0.0089894646572833
0.54722537709104	-0.014846530957638	-0.0074157415698320
0.54836305978770	-0.013145617902052	-0.0060372450867706
0.54950074248435	-0.011296842133877	-0.0048726630438057
0.55063842518101	-0.0093269117690637	-0.0039375825622312
0.55177610787766	-0.0072641394434596	-0.0032442824467748
0.55291379057432	-0.0051380355982580	-0.0028015731645908
0.55405147327097	-0.0029788865085350	-0.0026146864699269
0.55518915596763	-0.00081732307409218	-0.0026852160301607
0.55632683866428	0.0013161135023162	-0.0030111096838237
0.55746452136094	0.0033914030052031	-0.0035867132301956
0.55860220405759	0.0053794683884977	-0.0044028649233765
0.55973988675425	0.0072525829261456	-0.0054470391316686
0.56087756945090	0.0089847566436626	-0.0067035369355852
0.56201525214756	0.010552096658362	-0.0081537207844464
0.56315293484421	0.011933136445709	-0.0097762897214067
0.56429061754087	0.013109129507687	-0.011547591128288
0.56542830023752	0.014064303439472	-0.013441964442456
0.56656598293418	0.014786070965529	-0.015432111864962
0.56770366563083	0.015265195137087	-0.017489490718128
0.56884134832749	0.015495906541035	-0.019584721826474
0.56997903102414	0.015475971055946	-0.021688008091088
0.57111671372080	0.015206707394701	-0.023769557306765
0.57225439641745	0.014692954384757	-0.025800003234904
0.57339207911411	0.013942988646678	-0.027750818993354
0.57452976181076	0.012968394028959	-0.029594716956219
0.57566744450742	0.011783884832706	-0.031306029569871
0.57680512720407	0.010407085503947	-0.032861065782623
0.57794280990073	0.0088582700752749	-0.034238438150531
0.57908049259738	0.0071600651937976	-0.035419356114894
0.58021817529404	0.0053371210713424	-0.036387881442087
0.58135585799069	0.0034157551287693	-0.037131142366004
0.58249354068735	0.0014235734731097	-0.037639503569720
0.58363122338400	-0.00061092436079094	-0.037906689777442
0.58476890608066	-0.0026587517572374	-0.037929861391197
0.58590658877731	-0.0046908466736613	-0.037709641289702
0.58704427147397	-0.0066784827674044	-0.037250092599621
0.58818195417062	-0.0085936741909833	-0.036558647942205
0.58931963686728	-0.010409568363199	-0.035645991341390
0.59045731956393	-0.012100821215003	-0.034525894643089
0.59159500226059	-0.013643949677503	-0.033215010930519
0.59273268495724	-0.015017656520728	-0.031732628017969
0.59387036765390	-0.016203123060764	-0.030100385657245
0.59500805035055	-0.017184265723561	-0.028341960589479
0.59614573304721	-0.017947952979164	-0.026482724013244
0.59728341574386	-0.018484179732881	-0.024549376411969
0.59842109844052	-0.018786196871517	-0.022569564984626
0.59955878113717	-0.018850594304650	-0.020571489149432
0.60069646383383	-0.018677336503771	-0.018583499738072
0.60183414653048	-0.018269750216530	-0.016633697565887
0.60297182922714	-0.017634464709794	-0.014749537050929
0.60410951192379	-0.016781305564146	-0.012957440462191
0.60524719462045	-0.015723143694464	-0.011282428206365
0.60638487731710	-0.014475701897153	-0.0097477703158047
0.60752256001376	-0.013057321815749	-0.0083746639817324
0.60866024271041	-0.011488694764740	-0.0071819415909318
0.60979792540707	-0.0097925603490046	-0.0061858132768751
