#Parameters = {Nmesh=22; wakelength=5000; xbeam=0; xshift=-0; ybeam=3; yshift=-3}
#"Frequency / GHz"	"Y [Re]"	"Y [Im]"
#-----------------------------------
0.0000000000000	8.8622253642462e-14	-0.44241375267247
0.0011376826966550	-0.034005635426924	-0.44088440958555
0.0022753653933099	-0.067719393699108	-0.43631090736270
0.0034130480899649	-0.10085236310288	-0.42873667223765
0.0045507307866199	-0.13312153003465	-0.41823356675985
0.0056884134832749	-0.16425264650536	-0.40490112417455
0.0068260961799298	-0.19398300084644	-0.38886548876062
0.0079637788765848	-0.22206406110691	-0.37027807415805
0.0091014615732398	-0.24826396210966	-0.34931395490971
0.010239144269895	-0.27236980894862	-0.32617000945403
0.011376826966550	-0.29418977183707	-0.30106283560200
0.012514509663205	-0.31355494963369	-0.27422646208058
0.013652192359860	-0.33032098204974	-0.24590988199462
0.014789875056515	-0.34436939344455	-0.21637443602514
0.015927557753170	-0.35560865421379	-0.18589107481995
0.017065240449825	-0.36397494902721	-0.15473753132459
0.018202923146480	-0.36943264454277	-0.12319543473238
0.019340605843135	-0.37197445267050	-0.091547398292701
0.020478288539790	-0.37162128894182	-0.060074113399407
0.021615971236444	-0.36842182901690	-0.029051482186391
0.022753653933099	-0.36245176979301	0.0012521797123797
0.023891336629754	-0.35381280491942	0.030578839517820
0.025029019326409	-0.34263132774073	0.058683313346469
0.026166702023064	-0.32905687774228	0.085335674137444
0.027304384719719	-0.31326034942301	0.11032347561339
0.028442067416374	-0.29543198513948	0.13345376866405
0.029579750113029	-0.27577917581978	0.15455488904769
0.030717432809684	-0.25452409551069	0.17347799804712
0.031855115506339	-0.23190119747189	0.19009836066007
0.032992798202994	-0.20815460094872	0.20431634901195
0.034130480899649	-0.18353539882338	0.21605816191535
0.035268163596304	-0.15829891705362	0.22527625482542
0.036405846292959	-0.13270195714985	0.23194947781370
0.037543528989614	-0.10700005291538	0.23608292256462
0.038681211686269	-0.081444772280795	0.23770748274812
0.039818894382924	-0.056281094310416	0.23687913539929
0.040956577079579	-0.031744890356048	0.23367795410205
0.042094259776234	-0.0080605368968062	0.22820686779263
0.043231942472889	0.014561314147774	0.22059018183326
0.044369625169544	0.035925783887634	0.21097188062543
0.045507307866199	0.055855612280952	0.19951373340474
0.046644990562854	0.074192782413645	0.18639322695819
0.047782673259509	0.090799907101989	0.17180135080784
0.048920355956164	0.10556136460158	0.15594026189058
0.050058038652819	0.11838417326033	0.13902085691782
0.051195721349474	0.12919859810426	0.12126028140908
0.052333404046129	0.13795848555339	0.10287940485211
0.053471086742784	0.14464132569235	0.084100291547080
0.054608769439439	0.14924804472695	0.065143696443643
0.055746452136094	0.15180253340582	0.046226614683953
0.056884134832749	0.15235092023750	0.027559912631166
0.058021817529404	0.15096060125151	0.0093460669055853
0.059159500226059	0.14771904080342	-0.0082229636127935
0.060297182922714	0.14273236047594	-0.024967709704808
0.061434865619369	0.13612373545204	-0.040722986653388
0.062572548316023	0.12803161980438	-0.055339493343911
0.063710231012678	0.11860782393686	-0.068685199504539
0.064847913709333	0.10801546890690	-0.080646507679499
0.065985596405988	0.096426843538161	-0.091129179375211
0.067123279102643	0.084021191088251	-0.10005901776508
0.068260961799298	0.070982452759859	-0.10738230234706
0.069398644495953	0.057496995530451	-0.11306597398116
0.070536327192608	0.043751351628091	-0.11709757175492
0.071674009889263	0.029929996502472	-0.11948492609625
0.072811692585918	0.016213191340483	-0.12025561543905
0.073949375282573	0.0027749150670968	-0.11945619651379
0.075087057979228	-0.010219090628370	-0.11715122094806
0.076224740675883	-0.022613141373634	-0.11342205329256
0.077362423372538	-0.034263275357456	-0.10836550780602
0.078500106069193	-0.045038745936360	-0.10209232331395
0.079637788765848	-0.054823326143437	-0.094725497178022
0.080775471462503	-0.063516412141449	-0.086398500857121
0.081913154159158	-0.071033915296234	-0.077253400692256
0.083050836855813	-0.077308935277134	-0.067438908393917
0.084188519552468	-0.082292209384054	-0.057108386245523
0.085326202249123	-0.085952336120479	-0.046417832255842
0.086463884945778	-0.088275773842961	-0.035523870397904
0.087601567642433	-0.089266618085354	-0.024581770665958
0.088739250339088	-0.088946163846406	-0.013743522973961
0.089876933035743	-0.087352261709313	-0.0031559879207158
0.091014615732398	-0.084538479100637	0.0070408538262559
0.092152298429053	-0.080573080264283	0.016715533304946
0.093289981125708	-0.075537840597707	0.025746587731009
0.094427663822363	-0.069526712848052	0.034023901180072
0.095565346519018	-0.062644364274761	0.041449877147210
0.096703029215673	-0.055004605234732	0.047940430958893
0.097840711912328	-0.046728730722061	0.053425792443483
0.098978394608983	-0.037943797186249	0.057851111787998
0.10011607730564	-0.028780857453627	0.061176864088298
0.10125376000229	-0.019373176783435	0.063379050703951
0.10239144269895	-0.0098544530031487	0.064449198124707
0.10352912539560	-0.00035706329161546	0.064394157609718
0.10466680809226	0.0089896404786934	0.063235711341742
0.10580449078891	0.018060966856056	0.061009993215680
0.10694217348557	0.026738430578204	0.057766734624947
0.10807985618222	0.034911190612181	0.053568347693289
0.10921753887888	0.042477363717585	0.048488860298977
0.11035522157553	0.049345198613940	0.042612718930646
0.11149290427219	0.055434097828993	0.036033476880193
0.11263058696884	0.060675476440868	0.028852386501832
0.11376826966550	0.065013449174463	0.021176915234754
0.11490595236215	0.068405339640933	0.013119205790324
0.11604363505881	0.070822007888091	0.0047945013373461
0.11718131775546	0.072247994827630	-0.0036804433218789
0.11831900045212	0.072681484491435	-0.012188943705031
0.11945668314877	0.072134087413171	-0.020615940234023
0.12059436584543	0.070630450703132	-0.028849505591878
0.12173204854208	0.068207702555537	-0.036782285883342
0.12286973123874	0.064914740971179	-0.044312857753848
0.12400741393539	0.060811378369518	-0.051346984962013
0.12514509663205	0.055967355480361	-0.057798759438643
0.12628277932870	0.050461239425832	-0.063591613578124
0.12742046202536	0.044379222210975	-0.068659192371765
0.12855814472201	0.037813836921453	-0.072946075981346
0.12969582741867	0.030862609768069	-0.076408345437429
0.13083351011532	0.023626666711812	-0.079013986302719
0.13197119281198	0.016209313745212	-0.080743127337021
0.13310887550863	0.0087146099939644	-0.081588113408050
0.13424655820529	0.0012459526392964	-0.081553414082551
0.13538424090194	-0.0060953077491599	-0.080655371476510
0.13652192359860	-0.013211203529427	-0.078921793014083
0.13765960629525	-0.020008420888605	-0.076391396716072
0.13879728899191	-0.026399489356429	-0.073113118485583
0.13993497168856	-0.032303875244925	-0.069145292558035
0.14107265438522	-0.037648965792962	-0.064554717814514
0.14221033708187	-0.042370932415799	-0.059415624003044
0.14334801977853	-0.046415463214299	-0.053808553056432
0.14448570247518	-0.049738356761895	-0.047819171624788
0.14562338517184	-0.052305971133709	-0.041537031646100
0.14676106786849	-0.054095524145060	-0.035054296252349
0.14789875056515	-0.055095242798618	-0.028464448548014
0.14903643326180	-0.055304361973864	-0.021861000801884
0.15017411595846	-0.054732974401986	-0.015336221364387
0.15131179865511	-0.053401735927945	-0.0089798961668291
0.15244948135177	-0.051341431943545	-0.0028781409845045
0.15358716404842	-0.048592412656989	0.0028877202360067
0.15472484674508	-0.045203906523045	0.0082421967599624
0.15586252944173	-0.041233222672903	0.013116579184418
0.15700021213839	-0.036744854535550	0.017449782731516
0.15813789483504	-0.031809498016872	0.021189075699583
0.15927557753170	-0.026502998584882	0.024290684720172
0.16041326022835	-0.020905242388705	0.026720270225238
0.16155094292501	-0.015099007106857	0.028453267352632
0.16268862562166	-0.0091687885717609	0.029475089384995
0.16382630831832	-0.0031996193499473	0.029781192701544
0.16496399101497	0.0027241046283870	0.029377004098915
0.16610167371163	0.0085197735973968	0.028277713181061
0.16723935640828	0.014107674357211	0.026507934304968
0.16837703910494	0.019412046973757	0.024101244275381
0.16951472180159	0.024362074097797	0.021099603585761
0.17065240449825	0.028892790294521	0.017552670484014
0.17179008719490	0.032945900002974	0.013517018481528
0.17292776989156	0.036470494112201	0.0090552691062642
0.17406545258821	0.039423656628254	0.0042351527108738
0.17520313528487	0.041770954492072	-0.00087148902671200
0.17634081798152	0.043486805270234	-0.0061897446392752
0.17747850067818	0.044554719155736	-0.011642703737838
0.17861618337483	0.044967413460444	-0.017152542274866
0.17975386607149	0.044726799531122	-0.022641607240655
0.18089154876814	0.043843843753189	-0.028033486006316
0.18202923146480	0.042338305997535	-0.033254045900690
0.18316691416145	0.040238360493358	-0.038232430173444
0.18430459685811	0.037580105652913	-0.042901997242949
0.18544227955476	0.034406970812182	-0.047201191043360
0.18657996225142	0.030769029166498	-0.051074331356625
0.18771764494807	0.026722227355554	-0.054472314225777
0.18885532764473	0.022327543173542	-0.057353213878206
0.18999301034138	0.017650083735048	-0.059682779022256
0.19113069303804	0.012758137105964	-0.061434817897201
0.19226837573469	0.0077221909035733	-0.062591468033913
0.19340605843135	0.0026139316762900	-0.063143348299513
0.19454374112800	-0.0024947610110982	-0.063089592431646
0.19568142382466	-0.0075328119359610	-0.062437764894464
0.19681910652131	-0.012430925432309	-0.061203661487001
0.19795678921797	-0.017122525318535	-0.059410998683871
0.19909447191462	-0.021544647015382	-0.057090997167617
0.20023215461128	-0.025638770115102	-0.054281866402230
0.20136983730793	-0.029351580598944	-0.051028198380176
0.20250752000459	-0.032635652974193	-0.047380279834462
0.20364520270124	-0.035450043798126	-0.043393333228191
0.20478288539790	-0.037760789356987	-0.039126697704129
0.20592056809455	-0.039541301654675	-0.034642961885635
0.20705825079120	-0.040772658318693	-0.030007060959870
0.20819593348786	-0.041443783529549	-0.025285350838519
0.20933361618451	-0.041551518603321	-0.020544672377311
0.21047129888117	-0.041100582384696	-0.015851418642291
0.21160898157782	-0.040103423118365	-0.011270618039825
0.21274666427448	-0.038579964939960	-0.0068650457826367
0.21388434697113	-0.036557253543812	-0.0026943756520785
0.21502202966779	-0.034069006925133	0.0011856166540878
0.21615971236444	-0.031155078340881	0.0047237881183045
0.21729739506110	-0.027860839770645	0.0078742914289641
0.21843507775775	-0.024236495171725	0.010597157996288
0.21957276045441	-0.020336333698465	0.012858793701150
0.22071044315106	-0.016217933784151	0.014632381389956
0.22184812584772	-0.011941329555734	0.015898185469240
0.22298580854437	-0.0075681514608926	0.016643755345548
0.22412349124103	-0.0031607532293577	0.016864025879855
0.22526117393768	0.0012186626358462	0.016561314461455
0.22639885663434	0.0055089087360258	0.015745215734269
0.22753653933099	0.0096506541819218	0.014432396409190
0.22867422202765	0.013587232105101	0.012646293950667
0.22981190472430	0.017265402427826	0.010416724215876
0.23094958742096	0.020636059760982	0.0077794043335357
0.23208727011761	0.023654877149856	0.0047753982207860
0.23322495281427	0.026282877357919	0.0014504931361326
0.23436263551092	0.028486924454737	-0.0021454834584006
0.23550031820758	0.030240129640162	-0.0059593967131001
0.23663800090423	0.031522166476220	-0.0099355762762951
0.23777568360089	0.032319491992883	-0.014016616198006
0.23891336629754	0.032625471466061	-0.018144191511756
0.24005104899420	0.032440406016926	-0.022259880025830
0.24118873169085	0.031771463532414	-0.026305977885496
0.24232641438751	0.030632514738873	-0.030226297655345
0.24346409708416	0.029043877556130	-0.033966938012114
0.24460177978082	0.027031974100286	-0.037477014627083
0.24573946247747	0.024628905873607	-0.040709342445444
0.24687714517413	0.021871953763552	-0.043621060328097
0.24801482787078	0.018803010455959	-0.046174189897664
0.24915251056744	0.015467953737074	-0.048336121412001
0.25029019326409	0.011915969904386	-0.050080020560811
0.25142787596075	0.0081988371178261	-0.051385151228554
0.25256555865740	0.0043701789935950	-0.052237110473281
0.25370324135406	0.00048469906721482	-0.052627973219205
0.25484092405071	-0.0034025930728160	-0.052556345433159
0.25597860674737	-0.0072371531553792	-0.052027325833919
0.25711628944402	-0.010965660401620	-0.051052377450847
0.25825397214068	-0.014536752077708	-0.049649111587267
0.25939165483733	-0.017901724413654	-0.047840987937283
0.26052933753399	-0.021015190426329	-0.045656935736506
0.26166702023064	-0.023835685861286	-0.043130901882115
0.26280470292730	-0.026326215260472	-0.040301332921903
0.26394238562395	-0.028454731059785	-0.037210598672893
0.26508006832061	-0.030194539608188	-0.033904365976560
0.26621775101726	-0.031524629064621	-0.030430931720459
0.26735543371392	-0.032429915254788	-0.026840524747210
0.26849311641057	-0.032901402741023	-0.023184586625852
0.26963079910723	-0.032936259558384	-0.019515041473521
0.27076848180388	-0.032537805281934	-0.015883565085467
0.27190616450054	-0.031715413297151	-0.012340863558751
0.27304384719719	-0.030484329330717	-0.0089359713816041
0.27418152989385	-0.028865409446531	-0.0057155786104424
0.27531921259050	-0.026884781805914	-0.0027233962758778
0.27645689528716	-0.024573437516960	4.3144477394080e-07
0.27759457798381	-0.021966756842171	0.0024198604684971
0.27873226068047	-0.019103977883370	0.0045034184616910
0.27986994337712	-0.016027615607418	0.0062246088213498
0.28100762607378	-0.012782839705919	0.0075622418832052
0.28214530877043	-0.0094168202890019	0.0085006893098768
0.28328299146709	-0.0059780507913655	0.0090300587124431
0.28442067416374	-0.0025156577137286	0.0091462866917754
