     f(GHz)     Re[Z] kOhm         Im[Z] kOhm      Re[Z]+log kOhm       Im[Z]+log kOhm
    187.29      0.68686E-01         0.44757E-03      0.13503              0.44735E-03
    187.76      0.68816E-01         0.26511E-03      0.13516              0.26489E-03
    188.23      0.68864E-01         0.97660E-05      0.13521              0.95435E-05
    188.70      0.68804E-01        -0.27270E-03      0.13515             -0.27292E-03
    189.17      0.68632E-01        -0.53215E-03      0.13498             -0.53238E-03
    189.63      0.68370E-01        -0.72456E-03      0.13472             -0.72478E-03
    190.10      0.68053E-01        -0.82021E-03      0.13440             -0.82044E-03
    190.57      0.67723E-01        -0.80891E-03      0.13407             -0.80913E-03
    191.04      0.67421E-01        -0.69799E-03      0.13377             -0.69821E-03
    191.51      0.67177E-01        -0.50744E-03      0.13353             -0.50766E-03
    191.98      0.67014E-01        -0.26504E-03      0.13337             -0.26527E-03
    192.44      0.66941E-01        -0.34997E-05      0.13329             -0.37272E-05
    192.91      0.66959E-01         0.24047E-03      0.13331              0.24024E-03
    193.38      0.67048E-01         0.43165E-03      0.13340              0.43142E-03
    193.85      0.67175E-01         0.54799E-03      0.13353              0.54776E-03
    194.32      0.67300E-01         0.58855E-03      0.13366              0.58832E-03
    194.79      0.67392E-01         0.57046E-03      0.13375              0.57023E-03
    195.25      0.67434E-01         0.51903E-03      0.13379              0.51880E-03
    195.72      0.67419E-01         0.46064E-03      0.13378              0.46040E-03
    196.19      0.67350E-01         0.42382E-03      0.13371              0.42358E-03
    196.66      0.67242E-01         0.44035E-03      0.13360              0.44012E-03
    197.13      0.67138E-01         0.53002E-03      0.13350              0.52978E-03
    197.59      0.67089E-01         0.67638E-03      0.13345              0.67614E-03
    198.06      0.67118E-01         0.82742E-03      0.13348              0.82719E-03
    198.53      0.67204E-01         0.93198E-03      0.13357              0.93174E-03
    199.00      0.67297E-01         0.97565E-03      0.13366              0.97541E-03
    199.47      0.67365E-01         0.98012E-03      0.13373              0.97988E-03
    199.94      0.67400E-01         0.97545E-03      0.13377              0.97521E-03
    200.40      0.67415E-01         0.97929E-03      0.13379              0.97906E-03
    200.87      0.67423E-01         0.99603E-03      0.13379              0.99579E-03
    201.34      0.67434E-01         0.10236E-02      0.13381              0.10233E-02
    201.81      0.67452E-01         0.10573E-02      0.13383              0.10571E-02
    202.28      0.67480E-01         0.10916E-02      0.13385              0.10913E-02
    202.75      0.67517E-01         0.11212E-02      0.13389              0.11209E-02
    203.21      0.67563E-01         0.11414E-02      0.13394              0.11412E-02
    203.68      0.67612E-01         0.11484E-02      0.13399              0.11482E-02
    204.15      0.67658E-01         0.11406E-02      0.13404              0.11403E-02
    204.62      0.67695E-01         0.11194E-02      0.13407              0.11191E-02
    205.09      0.67717E-01         0.10898E-02      0.13410              0.10895E-02
    205.55      0.67722E-01         0.10587E-02      0.13410              0.10584E-02
    206.02      0.67711E-01         0.10338E-02      0.13409              0.10335E-02
    206.49      0.67688E-01         0.10210E-02      0.13407              0.10208E-02
    206.96      0.67659E-01         0.10235E-02      0.13404              0.10233E-02
    207.43      0.67631E-01         0.10420E-02      0.13402              0.10417E-02
    207.90      0.67608E-01         0.10754E-02      0.13399              0.10752E-02
    208.36      0.67597E-01         0.11211E-02      0.13398              0.11208E-02
    208.83      0.67602E-01         0.11740E-02      0.13399              0.11738E-02
    209.30      0.67626E-01         0.12270E-02      0.13402              0.12267E-02
    209.77      0.67667E-01         0.12721E-02      0.13406              0.12718E-02
    210.24      0.67720E-01         0.13032E-02      0.13411              0.13030E-02
    210.71      0.67781E-01         0.13172E-02      0.13417              0.13170E-02
    211.17      0.67841E-01         0.13127E-02      0.13424              0.13124E-02
    211.64      0.67896E-01         0.12898E-02      0.13429              0.12895E-02
    212.11      0.67938E-01         0.12513E-02      0.13433              0.12510E-02
    212.58      0.67960E-01         0.12031E-02      0.13436              0.12028E-02
    213.05      0.67962E-01         0.11533E-02      0.13436              0.11530E-02
    213.51      0.67943E-01         0.11104E-02      0.13434              0.11101E-02
    213.98      0.67908E-01         0.10814E-02      0.13431              0.10811E-02
    214.45      0.67863E-01         0.10714E-02      0.13426              0.10711E-02
    214.92      0.67816E-01         0.10832E-02      0.13422              0.10829E-02
    215.39      0.67775E-01         0.11168E-02      0.13418              0.11166E-02
    215.86      0.67749E-01         0.11683E-02      0.13415              0.11680E-02
    216.32      0.67745E-01         0.12297E-02      0.13415              0.12295E-02
    216.79      0.67764E-01         0.12913E-02      0.13417              0.12911E-02
    217.26      0.67804E-01         0.13440E-02      0.13421              0.13437E-02
    217.73      0.67858E-01         0.13813E-02      0.13427              0.13810E-02
    218.20      0.67922E-01         0.14000E-02      0.13433              0.13997E-02
    218.67      0.67987E-01         0.13979E-02      0.13440              0.13976E-02
    219.13      0.68048E-01         0.13745E-02      0.13446              0.13743E-02
    219.60      0.68094E-01         0.13328E-02      0.13451              0.13325E-02
    220.07      0.68120E-01         0.12796E-02      0.13453              0.12794E-02
    220.54      0.68124E-01         0.12244E-02      0.13454              0.12241E-02
    221.01      0.68105E-01         0.11758E-02      0.13452              0.11755E-02
    221.47      0.68070E-01         0.11410E-02      0.13449              0.11407E-02
    221.94      0.68023E-01         0.11248E-02      0.13444              0.11246E-02
    222.41      0.67973E-01         0.11302E-02      0.13439              0.11299E-02
    222.88      0.67926E-01         0.11574E-02      0.13435              0.11571E-02
    223.35      0.67892E-01         0.12040E-02      0.13431              0.12037E-02
    223.82      0.67878E-01         0.12640E-02      0.13430              0.12637E-02
    224.28      0.67887E-01         0.13287E-02      0.13431              0.13285E-02
    224.75      0.67920E-01         0.13882E-02      0.13434              0.13879E-02
    225.22      0.67972E-01         0.14336E-02      0.13440              0.14333E-02
    225.69      0.68035E-01         0.14594E-02      0.13446              0.14591E-02
    226.16      0.68103E-01         0.14629E-02      0.13453              0.14627E-02
    226.63      0.68167E-01         0.14446E-02      0.13460              0.14443E-02
    227.09      0.68219E-01         0.14069E-02      0.13465              0.14066E-02
    227.56      0.68253E-01         0.13548E-02      0.13468              0.13546E-02
    228.03      0.68264E-01         0.12963E-02      0.13470              0.12960E-02
    228.50      0.68250E-01         0.12413E-02      0.13468              0.12410E-02
    228.97      0.68215E-01         0.11996E-02      0.13465              0.11993E-02
    229.43      0.68167E-01         0.11780E-02      0.13460              0.11777E-02
    229.90      0.68114E-01         0.11792E-02      0.13455              0.11790E-02
    230.37      0.68065E-01         0.12028E-02      0.13450              0.12025E-02
    230.84      0.68026E-01         0.12463E-02      0.13446              0.12460E-02
    231.31      0.68006E-01         0.13050E-02      0.13444              0.13047E-02
    231.78      0.68009E-01         0.13714E-02      0.13445              0.13711E-02
    232.24      0.68037E-01         0.14356E-02      0.13448              0.14353E-02
    232.71      0.68087E-01         0.14873E-02      0.13453              0.14870E-02
    233.18      0.68151E-01         0.15190E-02      0.13459              0.15187E-02
    233.65      0.68222E-01         0.15274E-02      0.13467              0.15271E-02
    234.12      0.68290E-01         0.15125E-02      0.13474              0.15122E-02
    234.59      0.68347E-01         0.14770E-02      0.13479              0.14767E-02
    235.05      0.68387E-01         0.14259E-02      0.13483              0.14256E-02
    235.52      0.68404E-01         0.13666E-02      0.13485              0.13663E-02
    235.99      0.68397E-01         0.13081E-02      0.13485              0.13078E-02
    236.46      0.68368E-01         0.12600E-02      0.13482              0.12597E-02
    236.93      0.68322E-01         0.12303E-02      0.13477              0.12300E-02
    237.39      0.68268E-01         0.12237E-02      0.13472              0.12234E-02
    237.86      0.68216E-01         0.12411E-02      0.13467              0.12407E-02
    238.33      0.68173E-01         0.12800E-02      0.13463              0.12797E-02
    238.80      0.68148E-01         0.13353E-02      0.13460              0.13350E-02
    239.27      0.68146E-01         0.13995E-02      0.13460              0.13992E-02
    239.74      0.68167E-01         0.14633E-02      0.13462              0.14630E-02
    240.20      0.68211E-01         0.15173E-02      0.13467              0.15170E-02
    240.67      0.68272E-01         0.15536E-02      0.13473              0.15533E-02
    241.14      0.68342E-01         0.15674E-02      0.13480              0.15671E-02
    241.61      0.68411E-01         0.15571E-02      0.13487              0.15568E-02
    242.08      0.68472E-01         0.15242E-02      0.13493              0.15239E-02
    242.55      0.68515E-01         0.14736E-02      0.13498              0.14732E-02
    243.01      0.68535E-01         0.14133E-02      0.13500              0.14130E-02
    243.48      0.68530E-01         0.13534E-02      0.13500              0.13530E-02
    243.95      0.68503E-01         0.13030E-02      0.13497              0.13027E-02
    244.42      0.68459E-01         0.12693E-02      0.13493              0.12690E-02
    244.89      0.68405E-01         0.12575E-02      0.13487              0.12572E-02
    245.35      0.68349E-01         0.12700E-02      0.13482              0.12697E-02
    245.82      0.68302E-01         0.13061E-02      0.13477              0.13058E-02
    246.29      0.68271E-01         0.13611E-02      0.13474              0.13608E-02
    246.76      0.68264E-01         0.14269E-02      0.13474              0.14266E-02
    247.23      0.68282E-01         0.14928E-02      0.13476              0.14925E-02
    247.70      0.68322E-01         0.15494E-02      0.13480              0.15490E-02
    248.16      0.68379E-01         0.15898E-02      0.13486              0.15895E-02
    248.63      0.68447E-01         0.16096E-02      0.13492              0.16092E-02
    249.10      0.68517E-01         0.16057E-02      0.13500              0.16053E-02
    249.57      0.68581E-01         0.15786E-02      0.13506              0.15782E-02
    250.04      0.68629E-01         0.15319E-02      0.13511              0.15316E-02
    250.51      0.68655E-01         0.14727E-02      0.13514              0.14723E-02
    250.97      0.68654E-01         0.14114E-02      0.13514              0.14111E-02
    251.44      0.68630E-01         0.13596E-02      0.13511              0.13593E-02
    251.91      0.68588E-01         0.13250E-02      0.13507              0.13246E-02
    252.38      0.68537E-01         0.13107E-02      0.13502              0.13103E-02
    252.85      0.68483E-01         0.13188E-02      0.13497              0.13185E-02
    253.31      0.68435E-01         0.13504E-02      0.13492              0.13501E-02
    253.78      0.68401E-01         0.14025E-02      0.13489              0.14021E-02
    254.25      0.68389E-01         0.14673E-02      0.13488              0.14670E-02
    254.72      0.68403E-01         0.15351E-02      0.13489              0.15348E-02
    255.19      0.68442E-01         0.15952E-02      0.13493              0.15949E-02
    255.66      0.68500E-01         0.16382E-02      0.13499              0.16379E-02
    256.12      0.68568E-01         0.16592E-02      0.13506              0.16589E-02
    256.59      0.68637E-01         0.16579E-02      0.13513              0.16576E-02
    257.06      0.68702E-01         0.16349E-02      0.13520              0.16345E-02
    257.53      0.68755E-01         0.15912E-02      0.13525              0.15908E-02
    258.00      0.68785E-01         0.15325E-02      0.13528              0.15322E-02
    258.47      0.68789E-01         0.14702E-02      0.13529              0.14698E-02
    258.93      0.68769E-01         0.14155E-02      0.13527              0.14151E-02
    259.40      0.68729E-01         0.13765E-02      0.13523              0.13761E-02
    259.87      0.68677E-01         0.13590E-02      0.13518              0.13587E-02
    260.34      0.68623E-01         0.13661E-02      0.13513              0.13657E-02
    260.81      0.68575E-01         0.13956E-02      0.13508              0.13952E-02
    261.27      0.68541E-01         0.14428E-02      0.13505              0.14425E-02
    261.74      0.68526E-01         0.15036E-02      0.13503              0.15032E-02
    262.21      0.68534E-01         0.15713E-02      0.13504              0.15709E-02
    262.68      0.68569E-01         0.16341E-02      0.13508              0.16338E-02
    263.15      0.68626E-01         0.16800E-02      0.13514              0.16797E-02
    263.62      0.68693E-01         0.17035E-02      0.13520              0.17032E-02
    264.08      0.68763E-01         0.17046E-02      0.13527              0.17042E-02
    264.55      0.68829E-01         0.16832E-02      0.13534              0.16829E-02
    265.02      0.68881E-01         0.16409E-02      0.13540              0.16406E-02
    265.49      0.68913E-01         0.15848E-02      0.13543              0.15844E-02
    265.96      0.68920E-01         0.15254E-02      0.13544              0.15250E-02
    266.43      0.68905E-01         0.14711E-02      0.13542              0.14708E-02
    266.89      0.68870E-01         0.14284E-02      0.13539              0.14280E-02
    267.36      0.68818E-01         0.14055E-02      0.13534              0.14052E-02
    267.83      0.68761E-01         0.14095E-02      0.13528              0.14091E-02
    268.30      0.68712E-01         0.14390E-02      0.13523              0.14386E-02
    268.77      0.68678E-01         0.14864E-02      0.13520              0.14861E-02
    269.23      0.68662E-01         0.15454E-02      0.13519              0.15450E-02
    269.70      0.68668E-01         0.16110E-02      0.13519              0.16106E-02
    270.17      0.68700E-01         0.16742E-02      0.13523              0.16738E-02
    270.64      0.68754E-01         0.17226E-02      0.13528              0.17223E-02
    271.11      0.68821E-01         0.17488E-02      0.13535              0.17484E-02
    271.58      0.68892E-01         0.17522E-02      0.13542              0.17518E-02
    272.04      0.68959E-01         0.17333E-02      0.13549              0.17330E-02
    272.51      0.69015E-01         0.16921E-02      0.13555              0.16917E-02
    272.98      0.69049E-01         0.16341E-02      0.13558              0.16337E-02
    273.45      0.69055E-01         0.15727E-02      0.13559              0.15723E-02
    273.92      0.69039E-01         0.15198E-02      0.13557              0.15194E-02
    274.39      0.69006E-01         0.14794E-02      0.13554              0.14790E-02
    274.85      0.68960E-01         0.14539E-02      0.13550              0.14535E-02
    275.32      0.68903E-01         0.14510E-02      0.13544              0.14506E-02
    275.79      0.68848E-01         0.14774E-02      0.13539              0.14770E-02
    276.26      0.68811E-01         0.15279E-02      0.13535              0.15276E-02
    276.73      0.68797E-01         0.15890E-02      0.13534              0.15886E-02
    277.19      0.68805E-01         0.16510E-02      0.13535              0.16506E-02
    277.66      0.68832E-01         0.17104E-02      0.13537              0.17101E-02
    278.13      0.68880E-01         0.17613E-02      0.13542              0.17610E-02
    278.60      0.68946E-01         0.17928E-02      0.13549              0.17925E-02
    279.07      0.69018E-01         0.17977E-02      0.13556              0.17974E-02
    279.54      0.69084E-01         0.17781E-02      0.13563              0.17778E-02
    280.00      0.69136E-01         0.17403E-02      0.13568              0.17399E-02
    280.47      0.69172E-01         0.16885E-02      0.13572              0.16881E-02
    280.94      0.69184E-01         0.16284E-02      0.13573              0.16280E-02
    281.41      0.69169E-01         0.15717E-02      0.13572              0.15714E-02
    281.88      0.69132E-01         0.15318E-02      0.13568              0.15314E-02
    282.35      0.69085E-01         0.15137E-02      0.13564              0.15133E-02
    282.81      0.69036E-01         0.15147E-02      0.13559              0.15144E-02
    283.28      0.68987E-01         0.15351E-02      0.13554              0.15347E-02
    283.75      0.68944E-01         0.15793E-02      0.13550              0.15789E-02
    284.22      0.68923E-01         0.16451E-02      0.13548              0.16447E-02
    284.69      0.68933E-01         0.17171E-02      0.13549              0.17167E-02
    285.15      0.68971E-01         0.17778E-02      0.13553              0.17774E-02
    285.62      0.69022E-01         0.18210E-02      0.13558              0.18206E-02
    286.09      0.69082E-01         0.18494E-02      0.13564              0.18490E-02
    286.56      0.69150E-01         0.18616E-02      0.13571              0.18613E-02
    287.03      0.69223E-01         0.18495E-02      0.13579              0.18491E-02
    287.50      0.69285E-01         0.18087E-02      0.13585              0.18083E-02
    287.96      0.69321E-01         0.17489E-02      0.13589              0.17485E-02
    288.43      0.69328E-01         0.16880E-02      0.13589              0.16876E-02
    288.90      0.69313E-01         0.16378E-02      0.13588              0.16374E-02
    289.37      0.69285E-01         0.15992E-02      0.13585              0.15988E-02
    289.84      0.69244E-01         0.15731E-02      0.13581              0.15727E-02
    290.31      0.69191E-01         0.15676E-02      0.13576              0.15673E-02
    290.77      0.69137E-01         0.15911E-02      0.13571              0.15907E-02
    291.24      0.69100E-01         0.16395E-02      0.13567              0.16391E-02
    291.71      0.69086E-01         0.16996E-02      0.13566              0.16993E-02

